0.509,16.91627, 17.97958, -8.195877, 0.9
0.511,17.01293, 18.07624, -8.195877, -0.9
0.519,17.46403, 18.52734, -9.518898, -0.9
0.521,17.5607, 18.65623, -9.518898, -0.9
0.528,17.97958, 19.10733, -8.213058, -0.9
0.530,18.10846, 19.20399, -8.213058, -0.9
0.538,18.55956, 19.65509, -8.213058, -0.9
0.540,18.65623, 19.75176, -8.213058, -0.9
0.548,19.07511, 20.20286, -7.663231, -0.9
0.550,19.20399, 20.29952, -7.663231, -0.9
0.558,19.65509, 20.75062, -7.680412, -0.9
0.559,19.75176, 20.84729, -7.680412, -0.9
0.567,20.17064, 21.29839, -7.147766, -0.9
0.569,20.29952, 21.39505, -7.147766, -0.9
0.577,20.75062, 21.84615, -6.61512, -0.9
0.579,20.84729, 21.94282, -6.61512, -0.9
0.586,21.29839, 22.39392, -6.61512, -0.9
0.588,21.39505, 22.49058, -6.61512, -0.9
0.596,21.87837, 22.94168, -6.099655, -0.9
0.598,21.97504, 23.07057, -6.099655, -0.9
0.606,22.42614, 23.48945, -4.793814, -0.9
0.607,22.5228, 23.58611, -4.793814, -0.9
0.619,23.19946, 24.26276, -4.536081, -0.9
0.675,26.58271, 27.58157, -2.525772, -0.9
0.683,27.03381, 28.03267, -1.924398, -0.9
0.684,27.16269, 28.12934, -1.924398, -0.9
0.698,27.96823, 28.93488, -0.7560139, -0.9
0.699,28.0649, 29.03154, -0.7560139, -0.9
0.707,28.516, 29.48264, -0.1718216, -0.9
0.709,28.64488, 29.61152, -0.1718216, -0.9
0.716,29.09598, 30.06263, 0.3951893, -0.9
0.718,29.22486, 30.15929, 0.3951893, -0.9
0.725,29.67597, 30.61039, 0.3951893, -0.9
0.727,29.77263, 30.73928, 0.3951893, -0.9
0.734,30.19151, 31.19038, 1.28866, -0.9
0.736,30.35262, 31.31926, 1.28866, -0.9
0.743,30.7715, 31.70592, 1.872852, -0.9
0.745,30.93261, 31.86703, 1.872852, -0.9
0.752,31.31926, 32.2859, 2.457045, -0.9
0.755,31.48037, 32.44701, 2.457045, -0.9
0.761,31.89925, 32.86589, 3.402061, 0.1351707
0.764,32.06036, 33.05922, 3.402061, -0.9
0.770,32.47924, 33.44588, 3.419245, -0.9
0.772,32.5759, 33.57476, 3.419245, -0.9
0.779,33.027, 34.02586, 4.381443, -0.04257202
0.781,33.15588, 34.15475, 4.381443, -0.9
0.788,33.60699, 34.60585, 5.343643, 0.1683412
0.799,34.25142, 35.2825, 5.979382, -0.9
0.801,34.3803, 35.41139, 5.979382, -0.9
0.807,34.79918, 35.79805, 7.268042, 0.9
0.809,34.89584, 35.92693, 7.268042, -0.9
0.816,35.25028, 36.34581, 7.268042, -0.9
0.818,35.41139, 36.44247, 7.268042, -0.9
0.824,35.76582, 36.82913, 8.247423, 0.9
0.827,35.92693, 36.95802, 8.247423, -0.9
0.833,36.28137, 37.34467, 8.247423, -0.9
0.836,36.44247, 37.50578, 8.247423, -0.9
0.847,37.11913, 38.21465, 8.247423, -0.9
0.850,37.24801, 38.40799, 8.247423, -0.9
0.856,37.66689, 38.76242, 9.896908, 0.9
0.858,37.76356, 38.89131, 9.896908, -0.9
0.865,38.15022, 39.27797, 9.896908, -0.9
0.866,38.24688, 39.37463, 9.896908, -0.9
0.872,38.50465, 39.66462, 9.896908, -0.9
0.875,38.63354, 39.79351, 9.896908, -0.9
0.881,38.89131, 40.05128, 11.6323, 0.9
0.884,39.0202, 40.18017, 11.6323, -0.9
0.890,39.27797, 40.43794, 11.95876, 0.03138632
0.891,39.37463, 40.5346, 11.95876, -0.8917918
0.898,39.66462, 40.88904, 11.95876, -0.8630907
0.900,39.76129, 40.95348, 11.95876, -0.853524
0.910,40.21239, 41.46902, 11.97595, -0.7678192
0.913,40.34128, 41.59791, 11.97595, -0.792603
0.919,40.63126, 41.92012, 12.31959, 0.2924552
0.921,40.72793, 42.01679, 12.31959, -0.6795242
0.927,41.05015, 42.37123, 13.00687, 0.9
0.929,41.14681, 42.46789, 13.00687, -0.5004451
0.935,41.4368, 42.75788, 11.97595, -0.9
0.938,41.56569, 42.88677, 11.97595, -0.6635172
0.943,41.85568, 43.17677, 12.66323, 0.9
0.946,41.95235, 43.30565, 12.66323, -0.4906034
0.952,42.27456, 43.59564, 13.35052, 0.9
0.954,42.37123, 43.69231, 13.35052, -0.3050845
0.960,42.66122, 43.9823, 14.0378, 0.9
0.962,42.79011, 44.11118, 14.0378, -0.1227064
0.968,43.0801, 44.36896, 14.72509, 0.9
0.970,43.20898, 44.49784, 14.72509, 0.06187081
0.976,43.49898, 44.78783, 14.0378, -0.9
0.978,43.59564, 44.85228, 14.0378, -0.0306654
0.990,43.91785, 45.36782, 14.72509, 0.9
0.996,44.4334, 45.6256, 15.41237, 0.9
0.999,44.53006, 45.75448, 15.41237, 0.3658981
1.004,44.82006, 45.94781, 14.72509, -0.9
1.006,44.8845, 46.01225, 14.72509, 0.2755613
1.012,45.07783, 46.17336, 15.75601, 0.9
1.022,45.36782, 46.39891, 15.06873, -0.9
1.025,45.43226, 46.46335, 15.06873, 0.4604616
1.030,45.52893, 46.56001, 16.09966, 0.9
1.033,45.56115, 46.59224, 16.09966, 0.711726
1.039,45.6256, 46.62446, 15.75601, -0.2947175
1.040,45.6256, 46.65668, 15.75601, 0.6997194
1.047,45.65781, 46.6889, 15.75601, 0.7312317
1.049,45.65781, 46.6889, 15.75601, 0.7501388
1.054,45.65781, 46.6889, 15.41237, -0.4270741
1.057,45.65781, 46.6889, 15.41237, 0.724565
1.063,45.69004, 46.6889, 15.41237, 0.7677197
1.065,45.69004, 46.6889, 15.41237, 0.7800496
1.071,45.72226, 46.72112, 15.41237, 0.8170395
1.073,45.72226, 46.72112, 15.41237, 0.8293694
1.079,45.75448, 46.72112, 15.75601, 0.9
1.081,45.75448, 46.72112, 15.75601, 0.9
1.087,45.72226, 46.72112, 15.75601, 0.9
1.089,45.69004, 46.72112, 15.75601, 0.9
1.095,45.6256, 46.6889, 16.09966, 0.9
1.097,45.6256, 46.65668, 16.09966, 0.9
1.103,45.56115, 46.59224, 16.08247, 0.9
1.105,45.49671, 46.59224, 16.08247, 0.9
1.111,45.43226, 46.49557, 16.09966, 0.9
1.113,45.40004, 46.46335, 16.09966, 0.9
1.171,44.04674, 45.11005, 14.72509, 0.8148784
1.183,43.69231, 44.72339, 14.36426, 0.6842768
1.185,43.62786, 44.69117, 14.36426, 0.9
1.192,43.43453, 44.46562, 13.35052, -0.9
1.194,43.37009, 44.4334, 13.35052, 0.9
1.199,43.20898, 44.24007, 14.0378, 0.9
1.202,43.11232, 44.1434, 14.0378, 0.9
1.208,42.91899, 43.9823, 13.69416, 0.1434968
1.210,42.85455, 43.88564, 13.69416, 0.9
1.216,42.629, 43.66009, 13.00687, -0.9
1.218,42.56455, 43.62786, 13.00687, 0.9
1.225,42.40345, 43.40231, 12.31959, -0.9
1.227,42.339, 43.37009, 12.31959, 0.9
1.232,42.21012, 43.2412, 11.6323, -0.9
1.235,42.14568, 43.17677, 11.6323, 0.9
1.241,42.01679, 43.0801, 12.64605, 0.9
1.243,41.98457, 43.01566, 12.64605, 0.9
1.250,41.85568, 42.88677, 11.97595, -0.9
1.251,41.79124, 42.82232, 11.97595, 0.9
1.257,41.66235, 42.66122, 11.28866, -0.9
1.260,41.56569, 42.59678, 11.28866, 0.9
1.266,41.40458, 42.43567, 11.97595, 0.9
1.269,41.34014, 42.339, 11.97595, 0.9
1.275,41.14681, 42.14568, 11.28866, -0.8320143
1.276,41.08237, 42.08123, 11.28866, 0.9
1.286,40.76015, 41.75902, 10.58419, -0.5275853
1.289,40.66349, 41.66235, 10.58419, 0.9
1.295,40.43794, 41.4368, 9.914089, -0.9
1.298,40.34128, 41.34014, 9.914089, 0.9
1.304,40.14795, 41.14681, 10.58419, 0.9
1.306,40.0835, 41.08237, 10.58419, 0.9
1.312,39.89017, 40.92126, 9.896908, -0.9
1.314,39.85795, 40.88904, 9.896908, 0.9
1.326,39.56796, 40.63126, 9.570447, 0.4965999
1.328,39.53574, 40.59904, 9.570447, 0.9
1.335,39.37463, 40.40572, 8.556702, -0.9
1.337,39.27797, 40.37349, 8.556702, 0.8345586
1.343,39.14908, 40.21239, 9.209622, 0.9
1.346,39.08463, 40.18017, 9.209622, 0.9
1.352,38.98797, 40.05128, 8.573883, -0.9
1.355,38.95575, 40.01906, 8.573883, 0.8949021
1.361,38.85909, 39.92239, 8.883162, 0.9
1.363,38.82686, 39.92239, 8.883162, 0.9
1.370,38.7302, 39.79351, 8.247423, -0.9
1.371,38.69798, 39.76129, 8.247423, 0.8912803
1.378,38.56909, 39.6324, 8.556702, 0.9
1.380,38.50465, 39.56796, 8.556702, 0.9
1.386,38.37576, 39.40685, 7.920963, -0.9
1.389,38.2791, 39.34241, 7.920963, 0.8818852
1.395,38.11799, 39.1813, 8.247423, 0.9
1.405,37.86022, 38.89131, 8.883162, 0.9
1.408,37.76356, 38.79464, 8.883162, 0.9
1.414,37.57023, 38.63354, 8.247423, -0.7836923
1.417,37.53801, 38.56909, 8.247423, 0.9
1.423,37.31245, 38.37576, 8.573883, 0.9
1.425,37.24801, 38.31132, 8.573883, 0.9
1.432,37.05468, 38.08577, 7.920963, -0.9
1.434,36.95802, 38.02133, 7.920963, 0.9
1.440,36.76469, 37.828, 8.247423, 0.9
1.442,36.66803, 37.73134, 8.247423, 0.9
1.448,36.44247, 37.53801, 7.611685, -0.9
1.451,36.37803, 37.44134, 7.611685, 0.9
1.457,36.12026, 37.21579, 6.958763, -0.9
1.459,36.05582, 37.18357, 6.958763, 0.9
1.472,35.60471, 36.73247, 6.305841, -0.9
1.478,35.31472, 36.53914, 7.268042, 0.9
1.481,35.21806, 36.44247, 7.268042, 0.9
1.487,35.02473, 36.28137, 5.343643, -0.9
1.490,34.96029, 36.21693, 5.343643, 0.6723457
1.496,34.79918, 36.05582, 6.323025, 0.9
1.499,34.76696, 36.0236, 6.323025, 0.8909848
1.505,34.60585, 35.86249, 5.670103, -0.9
1.507,34.54141, 35.83027, 5.670103, 0.780813
1.514,34.34808, 35.63694, 5.017183, -0.9
1.516,34.31586, 35.60471, 5.017183, 0.6682909
1.526,33.99364, 35.2825, 4.707905, 0.006709695
1.529,33.89698, 35.21806, 4.707905, 0.6309162
1.535,33.70365, 34.99251, 4.054983, -0.9
1.538,33.60699, 34.92807, 4.054983, 0.5149298
1.544,33.44588, 34.73474, 4.707905, 0.9
1.547,33.41366, 34.6703, 4.707905, 0.6605794
1.553,33.25255, 34.54141, 4.054983, -0.9
1.555,33.22033, 34.50919, 4.054983, 0.5445931
1.562,33.12366, 34.3803, 3.402061, -0.9
1.564,33.09145, 34.34808, 3.402061, 0.4262561
1.571,32.93034, 34.18697, 4.054983, 0.9
1.573,32.89811, 34.15475, 4.054983, 0.5714384
1.580,32.76923, 33.99364, 3.092783, -0.9
1.582,32.70478, 33.9292, 3.092783, 0.3913696
1.589,32.5759, 33.76809, 3.728523, 0.9
1.591,32.51146, 33.70365, 3.728523, 0.5304489
1.598,32.35035, 33.54255, 2.766323, -0.9
1.601,32.2859, 33.44588, 2.766323, 0.3490741
1.607,32.1248, 33.28477, 3.419245, 0.9
1.610,32.06036, 33.18811, 3.419245, 0.4906001
1.621,31.89925, 32.99478, 2.439863, -0.9
1.629,31.6737, 32.70478, 3.092783, 0.9
1.631,31.60926, 32.70478, 3.092783, 0.450696
1.690,30.73928, 31.64148, 1.580757, -0.3462033
1.697,30.57817, 31.48037, 1.563574, 0.1483392
1.699,30.54595, 31.44815, 1.563574, 0.1877752
1.706,30.44928, 31.35148, 1.872852, 0.9
1.708,30.41706, 31.31926, 1.872852, 0.2563731
1.716,30.3204, 31.2226, 1.28866, -0.9
1.718,30.3204, 31.19038, 1.28866, 0.1446893
1.725,30.25595, 31.12593, 1.563574, 0.9
1.727,30.22374, 31.12593, 1.563574, 0.205301
1.733,30.22374, 31.09371, 1.855671, 0.9
1.736,30.22374, 31.09371, 1.855671, 0.2704008
1.743,30.22374, 31.06149, 0.3951893, -0.9
1.745,30.19151, 31.06149, 0.3951893, -0.02027289
1.752,30.15929, 31.02927, 1.28866, 0.9
1.754,30.15929, 31.02927, 1.28866, 0.1635759
1.761,30.12707, 30.99705, 0.3951893, -0.9
1.764,30.09485, 30.96482, 0.3951893, -0.01385364
1.770,30.06263, 30.93261, 0.7044678, 0.8234526
1.773,30.06263, 30.90038, 0.7044678, 0.05053815
1.780,30.0304, 30.86816, 0.6872864, 0.006347693
1.782,29.99818, 30.86816, 0.6872864, 0.04985101
1.789,29.96596, 30.80372, 0.6872864, 0.05177541
1.791,29.96596, 30.80372, 0.6872864, 0.05232524
1.802,29.90152, 30.73928, 0.6872864, 0.05562422
1.804,29.90152, 30.73928, 0.6872864, 0.05617404
1.812,29.8693, 30.73928, 0.6872864, 0.05782353
1.819,29.8693, 30.70705, 0.6872864, 0.05864828
1.827,29.83708, 30.70705, 0.6872864, 0.06222216
1.829,29.83708, 30.70705, 0.6872864, 0.06277199
1.836,29.83708, 30.70705, 0.6872864, 0.0646964
1.838,29.83708, 30.70705, 0.6872864, 0.06524622
1.846,29.83708, 30.70705, 0.6872864, 0.06744554
1.847,29.83708, 30.70705, 0.6872864, 0.06799537
1.855,29.83708, 30.70705, 0.6872864, 0.06991977
1.857,29.83708, 30.70705, 0.6872864, 0.07046959
1.864,29.83708, 30.70705, 0.7044678, 0.1249681
1.866,29.83708, 30.70705, 0.7044678, 0.07644197
1.873,29.83708, 30.70705, 0.7044678, 0.07841447
1.876,29.83708, 30.70705, 0.7044678, 0.07925982
1.882,29.83708, 30.70705, 0.7044678, 0.08123234
1.885,29.83708, 30.70705, 0.7044678, 0.08179592
1.892,29.83708, 30.70705, 0.6872864, 0.03119433
1.894,29.83708, 30.70705, 0.6872864, 0.08110878
1.901,29.83708, 30.70705, 0.6872864, 0.08275826
1.904,29.83708, 30.70705, 0.6872864, 0.08358301
1.915,29.83708, 30.70705, 0.6872864, 0.08660707
1.917,29.83708, 30.70705, 0.6872864, 0.08715689
1.924,29.83708, 30.70705, 0.7044678, 0.1416554
1.927,29.83708, 30.70705, 0.7044678, 0.09312926
1.933,29.83708, 30.70705, 0.7044678, 0.09510178
1.936,29.83708, 30.70705, 0.7044678, 0.09566534
1.943,29.83708, 30.70705, 0.7044678, 0.09791965
1.945,29.83708, 30.70705, 0.7044678, 0.09848322
1.952,29.83708, 30.70705, 0.7044678, 0.1004557
1.954,29.83708, 30.70705, 0.7044678, 0.1010193
1.961,29.83708, 30.70705, 0.7044678, 0.1029918
1.969,29.83708, 30.67484, 0.7044678, 0.1035554
1.976,29.83708, 30.67484, 0.6872864, 0.07726007
1.978,29.83708, 30.67484, 0.6872864, 0.1042428
1.986,29.83708, 30.67484, 0.6872864, 0.1064421
1.987,29.83708, 30.67484, 0.6872864, 0.106992
1.995,29.83708, 30.67484, 0.7044678, 0.1614904
1.997,29.83708, 30.67484, 0.7044678, 0.1129643
2.004,29.83708, 30.67484, 0.6872864, 0.05390621
2.006,29.83708, 30.67484, 0.6872864, 0.1120023
2.013,29.83708, 30.67484, 0.6872864, 0.1139267
2.024,29.83708, 30.67484, 0.7044678, 0.1517015
2.026,29.83708, 30.67484, 0.7044678, 0.1210262
2.033,29.83708, 30.67484, 0.7044678, 0.1229987
2.035,29.83708, 30.67484, 0.7044678, 0.1235623
2.042,29.83708, 30.67484, 0.7044678, 0.1255348
2.044,29.83708, 30.67484, 0.7044678, 0.1260984
2.052,29.83708, 30.64261, 0.7044678, 0.1280709
2.054,29.83708, 30.64261, 0.7044678, 0.1289162
2.060,29.83708, 30.64261, 0.7044678, 0.1306069
2.063,29.83708, 30.64261, 0.7044678, 0.1314523
2.069,29.83708, 30.64261, 0.7044678, 0.133143
2.072,29.83708, 30.64261, 0.7044678, 0.1339884
2.079,29.83708, 30.64261, 0.6872864, 0.08338681
2.081,29.83708, 30.64261, 0.6872864, 0.1333013
2.088,29.83708, 30.64261, 0.7044678, 0.1956996
2.091,29.83708, 30.64261, 0.7044678, 0.1389918
2.097,29.83708, 30.64261, 0.6872864, 0.08839026
2.100,29.83708, 30.64261, 0.6872864, 0.1380298
2.107,29.83708, 30.64261, 0.7044678, 0.1866739
2.109,29.83708, 30.64261, 0.7044678, 0.1442839
2.116,29.83708, 30.64261, 0.7044678, 0.1462564
2.124,29.83708, 30.61039, 0.7044678, 0.14682
2.183,29.83708, 30.61039, -0.189003, -0.3117023
2.185,29.83708, 30.61039, -0.189003, -0.03693942
2.192,29.83708, 30.57817, 0.7044678, 0.9
2.194,29.83708, 30.57817, 0.7044678, 0.1445726
2.202,29.83708, 30.57817, 0.9793816, 0.9
2.204,29.83708, 30.57817, 0.9793816, 0.2030812
2.211,29.83708, 30.57817, 0.9793816, 0.2058234
2.213,29.83708, 30.57817, 0.9793816, 0.2066069
2.220,29.83708, 30.57817, 0.996563, 0.2619233
2.222,29.83708, 30.57817, 0.996563, 0.2136308
2.229,29.83708, 30.57817, 0.9793816, 0.1638471
2.231,29.83708, 30.57817, 0.9793816, 0.2137203
2.238,29.83708, 30.57817, 0.9793816, 0.2164626
2.241,29.83708, 30.57817, 0.9793816, 0.2176378
2.247,29.83708, 30.54595, 0.9793816, 0.2199884
2.250,29.80485, 30.54595, 0.9793816, 0.2211636
2.256,29.80485, 30.54595, 0.9793816, 0.2239059
2.259,29.80485, 30.54595, 0.9793816, 0.2246894
2.266,29.80485, 30.54595, 0.996563, 0.2800057
2.268,29.80485, 30.54595, 0.996563, 0.2317133
2.275,29.80485, 30.54595, 0.9793816, 0.1819296
2.278,29.80485, 30.54595, 0.9793816, 0.2318028
2.288,29.77263, 30.51373, 0.996563, 0.2708629
2.290,29.77263, 30.51373, 0.996563, 0.2404212
2.298,29.77263, 30.51373, 0.996563, 0.2436102
2.299,29.77263, 30.51373, 0.996563, 0.2444075
2.307,29.77263, 30.4815, 0.9793816, 0.1860504
2.309,29.77263, 30.4815, 0.9793816, 0.2444969
2.321,29.77263, 30.4815, 0.996563, 0.3075963
2.328,29.74041, 30.44928, 0.9793816, 0.2255486
2.331,29.74041, 30.44928, 0.9793816, 0.252765
2.337,29.70819, 30.44928, 0.996563, 0.3080813
2.340,29.70819, 30.41706, 0.996563, 0.2597889
2.347,29.70819, 30.41706, 0.1030922, -0.9
2.348,29.70819, 30.41706, 0.1030922, 0.0815071
2.356,29.70819, 30.38484, 1.271479, 0.9
2.358,29.70819, 30.38484, 1.271479, 0.3197617
2.365,29.67597, 30.38484, 1.271479, 0.3233218
2.367,29.67597, 30.38484, 1.271479, 0.324339
2.374,29.61152, 30.3204, 1.271479, 0.3273906
2.376,29.61152, 30.28818, 1.271479, 0.3289164
2.383,29.54708, 30.22374, 0.4123707, -0.9
2.385,29.51486, 30.22374, 0.4123707, 0.1585793
2.392,29.45042, 30.15929, 0.3951893, 0.1071599
2.403,29.35375, 30.09485, 0.7044678, 0.7835294
2.405,29.35375, 30.09485, 0.7044678, 0.2217685
2.412,29.28931, 30.06263, -0.1718216, -0.9
2.414,29.28931, 30.06263, -0.1718216, 0.04582331
2.422,29.22486, 29.99818, 0.9793816, 0.9
2.424,29.22486, 29.99818, 0.9793816, 0.2795897
2.430,29.19265, 29.96596, 0.1202755, -0.9
2.433,29.16042, 29.96596, 0.1202755, 0.1082015
2.440,29.1282, 29.93374, 0.4123707, 0.9
2.442,29.1282, 29.93374, 0.4123707, 0.16827
2.449,29.06376, 29.90152, 0.4123707, 0.1692597
2.451,29.06376, 29.90152, 0.4123707, 0.1697546
2.458,29.03154, 29.8693, -0.4639168, -0.9
2.461,29.03154, 29.83708, -0.4639168, -0.007173047
2.467,28.9671, 29.80485, 0.7044678, 0.9
2.476,28.93488, 29.77263, 0.7044678, 0.22904
2.483,28.90265, 29.74041, -0.189003, -0.9
2.485,28.87043, 29.70819, -0.189003, 0.04921177
2.492,28.83821, 29.67597, -0.1718216, 0.1012567
2.495,28.83821, 29.64375, -0.1718216, 0.05196076
2.501,28.80599, 29.61152, 0.1202755, 0.9
2.504,28.80599, 29.61152, 0.1202755, 0.1107651
2.511,28.77377, 29.54708, 0.1202755, 0.11115
2.521,28.74155, 29.51486, 0.1202755, 0.1116311
2.524,28.74155, 29.48264, 0.1202755, 0.1117754
2.531,28.70932, 29.45042, 0.1202755, 0.1121122
2.533,28.70932, 29.45042, 0.1202755, 0.1122084
2.540,28.70932, 29.45042, 0.4123707, 0.9
2.543,28.6771, 29.4182, 0.4123707, 0.1722769
2.549,28.6771, 29.4182, 0.4123707, 0.1734315
2.552,28.6771, 29.38597, 0.4123707, 0.1735965
2.559,28.6771, 29.38597, 0.4123707, 0.1749161
2.562,28.64488, 29.35375, 0.4123707, 0.175246
2.568,28.64488, 29.35375, 0.4123707, 0.1764006
2.571,28.61266, 29.35375, 0.4123707, 0.1767305
2.577,28.61266, 29.32153, -0.4639168, -0.9
2.579,28.61266, 29.32153, -0.4639168, -0.0001970902
2.587,28.58044, 29.28931, -0.4811001, -0.04813153
2.589,28.58044, 29.28931, -0.4811001, -0.005558156
2.596,28.58044, 29.25709, -0.4639168, 0.0456747
2.598,28.58044, 29.25709, -0.4639168, -0.003791593
2.606,28.58044, 29.25709, -0.189003, 0.7378708
2.607,28.58044, 29.25709, -0.189003, 0.05043515
2.615,28.58044, 29.25709, -0.189003, 0.04990594
2.617,28.58044, 29.25709, -0.189003, 0.04975474
2.683,28.58044, 29.25709, -0.1718216, 0.05431552
2.690,28.58044, 29.25709, -0.189003, 0.01030603
2.692,28.58044, 29.25709, -0.189003, 0.04444202
2.699,28.58044, 29.25709, -0.189003, 0.04398841
2.702,28.58044, 29.25709, -0.189003, 0.04376162
2.709,28.58044, 29.22486, -0.189003, 0.04323241
2.711,28.58044, 29.22486, -0.189003, 0.0430056
2.718,28.58044, 29.22486, -0.1718216, 0.1033008
2.721,28.58044, 29.22486, -0.1718216, 0.04582332
2.727,28.58044, 29.22486, -0.189003, -0.007231861
2.730,28.58044, 29.22486, -0.189003, 0.04163104
2.737,28.58044, 29.22486, -0.189003, 0.04117743
2.740,28.58044, 29.22486, -0.189003, 0.04095063
2.747,28.58044, 29.22486, -0.1718216, 0.09299551
2.749,28.58044, 29.22486, -0.1718216, 0.04376835
2.756,28.58044, 29.22486, -0.189003, -0.009286843
2.759,28.58044, 29.22486, -0.189003, 0.03957606
2.766,28.58044, 29.22486, -0.189003, 0.03904686
2.768,28.58044, 29.22486, -0.189003, 0.03889565
2.775,28.58044, 29.22486, -0.1718216, 0.09094053
2.778,28.58044, 29.22486, -0.1718216, 0.04171337
2.789,28.58044, 29.22486, -0.189003, 0.008734221
2.790,28.58044, 29.22486, -0.189003, 0.03721867
2.798,28.58044, 29.22486, -0.1718216, 0.08926355
2.800,28.58044, 29.22486, -0.1718216, 0.0400364
2.807,28.58044, 29.22486, -0.1718216, 0.03948656
2.809,28.58044, 29.22486, -0.1718216, 0.0393491
2.817,28.58044, 29.22486, -0.1718216, 0.038868
2.824,28.58044, 29.22486, -0.1718216, 0.03873055
2.832,28.58044, 29.22486, -0.189003, 0.007878531
2.834,28.58044, 29.22486, -0.189003, 0.03416024
2.842,28.58044, 29.22486, -0.1718216, 0.08000019
2.843,28.58044, 29.22486, -0.1718216, 0.03690924
2.851,28.58044, 29.22486, -0.1718216, 0.03642814
2.853,28.58044, 29.22486, -0.1718216, 0.03629067
2.860,28.58044, 29.22486, -0.189003, -0.0107039
2.862,28.58044, 29.22486, -0.189003, 0.03209839
2.870,28.58044, 29.22486, -0.189003, 0.03156918
2.872,28.58044, 29.22486, -0.189003, 0.03141797
2.879,28.58044, 29.22486, -0.1718216, 0.08346285
2.881,28.58044, 29.22486, -0.1718216, 0.03423569
2.889,28.58044, 29.22486, -0.1718216, 0.03375459
