t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg,gyro_int_roll,gyro_int_pitch
11265,1,0,999,0.044,-0.099,-0.000,-0.000
11272,-1,0,1000,0.044,0.069,-0.000,-0.000
11277,2,1,998,0.072,-0.127,-0.000,-0.000
11283,0,1,999,0.072,-0.043,-0.000,-0.000
11289,2,0,997,0.044,-0.127,-0.000,-0.000
11296,0,-3,999,-0.180,-0.043,-0.000,-0.000
11305,0,0,1000,0.016,0.013,-0.000,-0.000
11311,-2,0,1000,-0.040,0.125,-0.000,-0.000
11317,0,0,999,0.016,-0.015,-0.000,-0.000
11324,0,0,1000,-0.040,0.013,-0.000,-0.000
11330,0,1,1000,0.072,-0.043,-0.000,-0.000
11336,2,-2,998,-0.124,-0.155,-0.000,-0.000
11342,0,0,997,0.016,0.013,-0.000,-0.000
11349,0,0,999,-0.040,0.041,-0.000,-0.000
11354,1,-2,999,-0.124,-0.099,-0.000,-0.000
11360,0,1,999,0.072,0.041,-0.000,-0.000
11366,-1,0,999,0.016,0.069,-0.000,-0.000
11373,-2,0,1001,0.016,0.125,-0.000,-0.000
11378,1,0,999,0.044,-0.099,-0.000,-0.000
11384,1,1,998,0.100,-0.099,-0.000,-0.000
11390,2,0,999,0.016,-0.127,-0.000,-0.000
11397,0,-1,999,-0.068,0.041,-0.000,-0.000
11402,-1,0,998,0.016,0.097,-0.000,-0.000
11408,0,0,999,0.044,-0.015,-0.000,-0.000
11414,-1,-1,999,-0.096,0.097,-0.000,-0.000
11422,1,0,999,0.016,-0.099,-0.000,-0.000
11428,0,0,999,-0.040,-0.015,-0.000,-0.000
11435,-1,0,1000,-0.040,0.097,-0.000,-0.000
11441,0,0,1002,0.044,0.013,-0.000,-0.000
11447,0,1,998,0.072,-0.015,-0.000,-0.000
11454,0,1,999,0.072,0.013,-0.000,-0.000
11464,0,-1,999,-0.068,-0.015,-0.000,-0.000
11470,-1,0,1000,-0.040,0.069,-0.000,-0.000
11476,0,-2,999,-0.124,-0.015,-0.000,-0.000
11483,0,0,997,0.016,-0.043,-0.000,-0.000
11489,1,0,999,-0.040,-0.071,-0.000,-0.000
11496,0,2,996,0.156,-0.043,-0.000,-0.000
11502,-2,0,999,-0.040,0.153,-0.000,-0.000
11508,0,0,998,0.044,-0.043,-0.000,-0.000
11513,0,1,1000,0.072,0.013,-0.000,-0.000
11519,0,0,1000,-0.040,-0.015,-0.000,-0.000
11526,1,1,999,0.072,-0.071,-0.000,-0.000
11533,2,0,998,-0.012,-0.155,-0.000,-0.000
11538,0,0,999,0.044,-0.015,-0.000,-0.000
11545,0,-1,1000,-0.068,-0.015,-0.000,-0.000
11551,-1,-1,999,-0.068,0.069,-0.000,-0.000
11557,0,-1,999,-0.068,0.013,-0.000,-0.000
11563,0,0,998,0.016,-0.015,-0.000,-0.000
11570,0,-2,998,-0.124,-0.043,-0.000,-0.000
11576,0,-1,998,-0.068,0.041,-0.000,-0.000
11581,-1,1,999,0.072,0.097,-0.000,-0.000
11587,1,-1,1000,-0.068,-0.071,-0.000,-0.000
11594,1,0,998,0.044,-0.099,-0.000,-0.000
11599,1,2,997,0.128,-0.099,-0.000,-0.000
11605,0,-1,999,-0.068,0.013,-0.000,-0.000
11659,0,-1,999,-0.096,-0.043,-0.000,-0.000
11666,0,-1,997,-0.068,0.013,-0.000,-0.000
11676,0,0,998,0.016,-0.043,-0.000,-0.000
11682,0,-1,1001,-0.096,-0.015,-0.000,-0.000
11688,-1,0,999,0.044,0.069,-0.000,-0.000
11695,0,0,1000,0.044,0.041,-0.000,-0.000
11700,1,0,1000,0.016,-0.098,-0.000,-0.000
11706,0,0,999,-0.012,-0.043,-0.000,-0.000
11713,-1,0,1000,0.016,0.069,-0.000,-0.000
11719,-1,2,999,0.156,0.069,-0.000,-0.000
11724,0,0,998,0.016,-0.043,-0.000,-0.000
11730,0,0,999,0.016,0.013,-0.000,-0.000
11736,1,1,999,0.072,-0.099,-0.000,-0.000
11743,1,-1,997,-0.068,-0.099,-0.000,-0.000
11748,0,-2,998,-0.152,-0.015,-0.000,-0.000
11754,0,0,1000,0.044,-0.015,-0.000,-0.000
11760,-2,0,998,0.016,0.153,-0.000,-0.000
11767,0,0,998,0.016,0.013,-0.000,-0.000
11773,-1,0,1000,-0.012,0.097,-0.000,-0.000
11778,1,-2,996,-0.124,-0.071,-0.000,-0.000
11784,0,0,999,0.016,-0.015,-0.000,-0.000
11791,0,0,999,0.016,0.013,-0.000,-0.000
11796,-1,0,1000,0.016,0.097,-0.000,-0.000
11802,0,0,999,0.016,0.013,-0.000,-0.000
11808,0,-1,1000,-0.096,-0.015,-0.000,-0.000
11819,-1,0,1000,0.016,0.069,-0.000,-0.000
11825,-4,0,1002,-0.012,0.236,-0.000,-0.000
11831,0,0,1001,-0.012,-0.015,-0.000,-0.000
11837,-1,2,1001,0.155,0.069,-0.000,-0.000
11844,-1,0,999,0.016,0.069,-0.000,-0.000
11849,2,0,1000,-0.012,-0.126,-0.000,-0.000
11856,0,1,996,0.072,-0.015,-0.000,-0.000
11861,-1,-1,998,-0.096,0.097,-0.000,-0.000
11868,0,0,999,0.016,0.041,-0.000,-0.000
11873,1,-1,999,-0.068,-0.071,-0.000,-0.000
11879,0,1,999,0.072,-0.015,-0.000,-0.000
11890,1,0,998,0.016,-0.071,-0.000,-0.000
11896,-1,0,999,0.044,0.097,-0.000,-0.000
11902,0,0,1000,0.016,0.013,-0.000,-0.000
11908,1,0,1001,-0.040,-0.098,-0.000,-0.000
11914,-2,0,999,-0.012,0.153,-0.000,-0.000
11921,0,0,1002,-0.040,-0.015,-0.000,-0.000
11926,-5,3,999,0.212,0.321,-0.000,-0.000
11933,-4,4,999,0.240,0.237,-0.000,-0.000
11938,-3,0,1004,0.016,0.180,-0.000,-0.000
11945,-2,1,999,0.100,0.153,-0.000,-0.000
11950,0,2,1002,0.155,0.013,-0.000,-0.000
11956,0,1,996,0.100,0.041,-0.000,-0.000
11962,-1,-3,997,-0.180,0.069,-0.000,-0.000
11973,0,-1,996,-0.096,0.041,-0.000,-0.000
11979,2,-2,999,-0.152,-0.155,-0.000,-0.000
11985,1,2,998,0.156,-0.071,-0.000,-0.000
11991,0,-1,1000,-0.068,-0.015,-0.000,-0.000
11998,0,-2,998,-0.124,-0.015,-0.000,-0.000
12003,2,1,994,0.072,-0.155,-0.000,-0.000
12009,3,-1,991,-0.097,-0.212,-0.000,-0.000
12016,5,0,1002,-0.012,-0.321,-0.000,-0.000
12022,1,4,993,0.269,-0.099,-0.000,-0.000
12028,4,0,1000,-0.040,-0.238,-0.000,-0.000
12034,0,1,998,0.100,0.041,-0.000,-0.000
12041,0,0,1004,-0.012,-0.042,-0.000,-0.000
12046,0,0,999,-0.040,0.041,-0.000,-0.000
12053,0,3,994,0.185,0.041,-0.000,-0.000
12058,4,0,999,0.044,-0.238,-0.000,-0.000
12065,3,0,996,0.016,-0.183,-0.000,-0.000
12070,0,-1,1000,-0.068,-0.015,-0.000,-0.000
12076,3,-4,997,-0.237,-0.183,-0.000,-0.000
12082,0,1,999,0.072,-0.015,-0.000,-0.000
12089,0,0,997,0.044,-0.015,-0.000,-0.000
12094,2,0,997,0.016,-0.127,-0.000,-0.000
12100,1,0,998,-0.012,-0.071,-0.000,-0.000
12109,0,-1,1001,-0.096,-0.043,-0.000,-0.000
12116,1,-2,998,-0.152,-0.099,-0.000,-0.000
12122,2,3,1001,0.183,-0.126,-0.000,-0.000
12132,3,1,1000,0.072,-0.210,-0.000,-0.000
12138,2,0,999,-0.012,-0.127,-0.000,-0.000
12144,-2,0,998,-0.040,0.125,-0.000,-0.000
12151,-1,0,998,-0.040,0.097,-0.000,-0.000
12157,-1,0,999,-0.040,0.069,-0.000,-0.000
12162,-1,0,999,0.044,0.069,-0.000,-0.000
12168,2,0,999,0.044,-0.127,-0.000,-0.000
12175,0,0,999,-0.040,0.041,-0.000,-0.000
12181,-1,-1,1002,-0.096,0.097,-0.000,-0.000
12187,-2,0,999,0.016,0.125,-0.000,-0.000
12194,-3,-1,1000,-0.068,0.209,-0.000,-0.000
12200,-3,-1,1000,-0.068,0.181,-0.000,-0.000
12206,-1,3,999,0.184,0.097,-0.000,-0.000
12213,0,1,999,0.072,-0.043,-0.000,-0.000
12219,2,3,995,0.184,-0.155,-0.000,-0.000
12224,0,1,988,0.073,-0.043,-0.000,-0.000
12230,0,1,1003,0.071,-0.015,-0.000,-0.000
12236,2,2,1004,0.155,-0.126,-0.000,-0.000
12243,2,0,986,0.016,-0.128,-0.000,-0.000
12248,4,-1,1003,-0.096,-0.237,-0.000,-0.000
12254,-1,2,983,0.158,0.099,-0.000,-0.000
12260,5,-6,1006,-0.373,-0.292,-0.000,-0.000
12267,0,1,998,0.100,0.013,-0.000,-0.000
12273,0,3,993,0.185,0.041,-0.000,-0.000
12327,0,0,1002,0.044,0.041,-0.000,-0.000
12334,2,0,1003,0.016,-0.126,-0.000,-0.000
12340,1,4,999,0.240,-0.071,-0.000,-0.000
12346,1,0,998,0.016,-0.099,-0.000,-0.000
12353,1,1,999,0.100,-0.071,-0.000,-0.000
12364,0,-1,995,-0.096,-0.015,-0.000,-0.000
12369,2,0,999,-0.040,-0.127,-0.000,-0.000
12376,-1,0,999,0.044,0.069,-0.000,-0.000
12382,0,0,1002,-0.040,-0.043,-0.000,-0.000
12388,-3,0,999,-0.012,0.209,-0.000,-0.000
12394,0,0,994,-0.040,0.013,-0.000,-0.000
12401,3,0,982,0.016,-0.214,-0.000,-0.000
12406,-1,3,1004,0.183,0.097,-0.000,-0.000
12413,0,0,998,0.016,0.041,-0.000,-0.000
12418,2,-5,1010,-0.289,-0.125,-0.000,-0.000
12425,-2,0,1000,0.016,0.125,-0.000,-0.000
12431,2,-3,1000,-0.180,-0.126,-0.000,-0.000
12437,2,0,999,-0.012,-0.127,-0.000,-0.000
12444,1,6,986,0.356,-0.100,-0.000,-0.000
12450,1,-1,994,-0.097,-0.071,-0.000,-0.000
12456,-2,-4,1002,-0.263,0.125,-0.000,-0.000
12462,0,-2,1015,-0.122,0.013,-0.000,-0.000
12469,4,-3,1004,-0.179,-0.265,-0.000,-0.000
12474,2,1,995,0.100,-0.127,-0.000,-0.000
12484,3,-4,1012,-0.233,-0.208,-0.000,-0.000
12490,-4,0,989,-0.041,0.268,-0.000,-0.000
12497,-3,-4,1005,-0.234,0.208,-0.000,-0.000
12503,0,-2,1001,-0.124,0.013,-0.000,-0.000
12509,1,0,1000,0.044,-0.071,-0.000,-0.000
12516,1,4,999,0.268,-0.071,-0.000,-0.000
12522,0,0,995,0.016,-0.043,-0.000,-0.000
12528,-2,-2,1003,-0.124,0.125,-0.000,-0.000
12534,-4,-2,997,-0.152,0.238,-0.000,-0.000
12541,-1,-4,996,-0.237,0.098,-0.000,-0.000
12546,-2,0,994,0.044,0.126,-0.000,-0.000
12553,4,1,1008,0.099,-0.236,-0.000,-0.000
12558,1,3,998,0.212,-0.071,-0.000,-0.000
12565,2,0,1003,-0.012,-0.126,-0.000,-0.000
12570,-2,0,997,0.044,0.154,-0.000,-0.000
12582,-6,0,995,0.044,0.351,-0.000,-0.000
12587,0,2,1013,0.126,-0.014,-0.000,-0.000
12594,0,5,1016,0.318,-0.042,-0.000,-0.000
12599,4,0,988,0.044,-0.269,-0.000,-0.000
12605,0,0,1012,0.043,0.041,-0.000,-0.000
12611,-4,5,1011,0.292,0.262,-0.000,-0.000
12618,-4,-3,990,-0.210,0.267,-0.000,-0.000
12623,2,-6,988,-0.352,-0.156,-0.000,-0.000
12629,-1,9,1004,0.544,0.097,-0.000,-0.000
12636,7,-1,998,-0.068,-0.407,-0.000,-0.000
12646,-1,6,1004,0.350,0.069,-0.000,-0.000
12653,-7,3,998,0.212,0.406,-0.000,-0.000
12658,0,-9,1001,-0.542,0.013,-0.000,-0.000
12665,-3,4,1002,0.239,0.181,-0.000,-0.000
12671,-2,1,995,0.100,0.126,-0.000,-0.000
12677,6,2,1001,0.127,-0.350,-0.000,-0.000
12683,0,6,1005,0.377,-0.042,-0.000,-0.000
12690,1,0,1001,0.044,-0.070,-0.000,-0.000
12696,2,-4,997,-0.264,-0.127,-0.000,-0.000
12701,-3,1,997,0.072,0.181,-0.000,-0.000
12707,1,-5,993,-0.294,-0.099,-0.000,-0.000
12714,1,-1,999,-0.096,-0.071,-0.000,-0.000
12719,0,3,1000,0.183,-0.015,-0.000,-0.000
12725,4,-2,1000,-0.152,-0.238,-0.000,-0.000
12731,0,1,990,0.072,-0.043,-0.000,-0.000
12738,0,1,993,0.072,-0.015,-0.000,-0.000
12743,0,0,986,-0.012,0.042,-0.000,-0.000
12749,1,-3,1003,-0.179,-0.070,-0.000,-0.000
12756,-1,1,1003,0.071,0.097,-0.000,-0.000
12762,0,-1,1003,-0.068,-0.015,-0.000,-0.000
12767,3,2,999,0.156,-0.182,-0.000,-0.000
12773,0,0,1000,-0.040,0.013,-0.000,-0.000
12779,0,-2,995,-0.125,-0.015,-0.000,-0.000
12786,0,1,999,0.100,0.013,-0.000,-0.000
12801,1,-2,996,-0.152,-0.099,-0.000,-0.000
12807,2,1,1001,0.072,-0.126,-0.000,-0.000
12813,2,0,1003,-0.012,-0.126,-0.000,-0.000
12820,1,0,999,0.044,-0.071,-0.000,-0.000
12825,-4,0,993,0.044,0.267,-0.000,-0.000
12831,0,0,997,-0.012,0.013,-0.000,-0.000
12837,1,0,997,-0.012,-0.071,-0.000,-0.000
12844,0,0,1004,-0.012,-0.042,-0.000,-0.000
12849,1,1,1005,0.099,-0.070,-0.000,-0.000
12856,2,1,1002,0.099,-0.126,-0.000,-0.000
12861,3,1,996,0.072,-0.183,-0.000,-0.000
12868,0,-1,996,-0.068,-0.015,-0.000,-0.000
12873,-1,0,995,0.044,0.070,-0.000,-0.000
12879,-1,-2,997,-0.124,0.097,-0.000,-0.000
12885,0,-3,1000,-0.180,0.013,-0.000,-0.000
12892,2,2,1001,0.155,-0.154,-0.000,-0.000
12897,3,-1,1001,-0.068,-0.210,-0.000,-0.000
12903,2,-1,1000,-0.068,-0.154,-0.000,-0.000
12909,-2,-2,996,-0.124,0.154,-0.000,-0.000
12916,-3,-2,996,-0.124,0.210,-0.000,-0.000
12921,-3,2,998,0.156,0.209,-0.000,-0.000
12927,0,1,1003,0.071,0.041,-0.000,-0.000
12933,1,2,998,0.128,-0.099,-0.000,-0.000
12940,0,0,1002,0.044,-0.015,-0.000,-0.000
12992,1,-2,999,-0.124,-0.071,-0.000,-0.000
12998,-1,0,1000,0.016,0.069,-0.000,-0.000
13004,0,-1,997,-0.096,-0.043,-0.000,-0.000
13010,0,0,994,-0.040,-0.015,-0.000,-0.000
13017,0,0,998,-0.012,-0.015,-0.000,-0.000
13022,2,0,1001,0.044,-0.126,-0.000,-0.000
13028,1,1,1003,0.071,-0.098,-0.000,-0.000
13034,0,0,1000,-0.012,-0.015,-0.000,-0.000
13041,-1,-1,998,-0.096,0.069,-0.000,-0.000
13046,0,-1,998,-0.068,-0.015,-0.000,-0.000
13056,1,0,993,-0.012,-0.099,-0.000,-0.000
13062,0,0,998,-0.012,-0.015,-0.000,-0.000
13069,0,0,1004,-0.040,-0.015,-0.000,-0.000
13074,1,0,1003,-0.012,-0.098,-0.000,-0.000
13080,3,-1,999,-0.068,-0.182,-0.000,-0.000
13086,-3,1,992,0.100,0.182,-0.000,-0.000
13093,3,0,1005,-0.012,-0.181,-0.000,-0.000
13099,2,0,1006,-0.012,-0.126,-0.000,-0.000
13105,-4,0,994,0.044,0.266,-0.000,-0.000
13111,1,0,1002,-0.012,-0.098,-0.000,-0.000
13118,4,-1,1013,-0.095,-0.235,-0.000,-0.000
13123,3,-2,1009,-0.150,-0.208,-0.000,-0.000
13129,2,0,999,0.044,-0.155,-0.000,-0.000
13136,0,2,988,0.129,0.042,-0.000,-0.000
13146,-4,-2,999,-0.152,0.237,-0.000,-0.000
13153,1,0,998,-0.040,-0.071,-0.000,-0.000
13158,3,-2,1002,-0.124,-0.182,-0.000,-0.000
13165,2,2,999,0.156,-0.127,-0.000,-0.000
13171,0,-2,996,-0.124,-0.015,-0.000,-0.000
13177,1,0,993,-0.040,-0.099,-0.000,-0.000
13183,0,-1,998,-0.096,-0.043,-0.000,-0.000
13190,0,0,1003,-0.012,0.013,-0.000,-0.000
13196,0,2,1005,0.127,-0.015,-0.000,-0.000
13201,-1,3,994,0.185,0.070,-0.000,-0.000
13207,1,0,999,0.016,-0.099,-0.000,-0.000
13214,-4,0,996,0.016,0.238,-0.000,-0.000
13219,-1,-1,1004,-0.096,0.069,-0.000,-0.000
13225,-1,-1,991,-0.069,0.070,-0.000,-0.000
13231,-1,-1,1000,-0.096,0.097,-0.000,-0.000
13238,2,0,1000,-0.012,-0.126,-0.000,-0.000
13243,6,1,1001,0.072,-0.350,-0.000,-0.000
13249,2,3,980,0.187,-0.129,-0.000,-0.000
13256,5,-2,1010,-0.150,-0.291,-0.000,-0.000
13262,0,1,997,0.100,0.041,-0.000,-0.000
13272,0,-3,998,-0.208,0.013,-0.000,-0.000
13278,-1,4,1000,0.239,0.097,-0.000,-0.000
13284,0,1,994,0.072,0.013,-0.000,-0.000
13291,-2,1,1002,0.099,0.153,-0.000,-0.000
13296,-4,4,1001,0.267,0.237,-0.000,-0.000
13306,1,-4,999,-0.264,-0.071,-0.000,-0.000
13313,-2,6,1003,0.350,0.125,-0.000,-0.000
13319,4,-5,993,-0.322,-0.240,-0.000,-0.000
13325,2,0,999,0.016,-0.127,-0.000,-0.000
13331,-2,4,1002,0.239,0.125,-0.000,-0.000
13338,3,-5,993,-0.322,-0.184,-0.000,-0.000
13344,1,-1,994,-0.097,-0.071,-0.000,-0.000
13350,-2,1,1005,0.071,0.124,-0.000,-0.000
13356,1,-2,1000,-0.124,-0.071,-0.000,-0.000
13363,0,1,999,0.100,-0.015,-0.000,-0.000
13368,1,3,998,0.212,-0.071,-0.000,-0.000
13374,0,0,1001,0.016,0.013,-0.000,-0.000
13380,0,-1,987,-0.069,0.013,-0.000,-0.000
13387,0,0,998,-0.012,0.041,-0.000,-0.000
13393,0,0,1007,0.043,-0.015,-0.000,-0.000
13398,1,2,1000,0.155,-0.071,-0.000,-0.000
13404,2,2,1007,0.127,-0.153,-0.000,-0.000
13411,-1,0,998,-0.012,0.097,-0.000,-0.000
13416,0,2,991,0.157,0.042,-0.000,-0.000
13422,-3,-1,1001,-0.096,0.181,-0.000,-0.000
13428,-5,0,993,0.016,0.295,-0.000,-0.000
13435,0,-3,998,-0.208,0.041,-0.000,-0.000
13440,2,-1,1001,-0.096,-0.126,-0.000,-0.000
13446,4,0,1003,-0.040,-0.238,-0.000,-0.000
13456,1,1,998,0.072,-0.071,-0.000,-0.000
13463,0,0,995,0.016,0.013,-0.000,-0.000
13469,0,-1,995,-0.068,0.041,-0.000,-0.000
13476,-1,1,996,0.072,0.097,-0.000,-0.000
13481,0,-2,998,-0.124,-0.043,-0.000,-0.000
13493,2,0,1004,-0.012,-0.154,-0.000,-0.000
13499,2,0,1000,0.044,-0.154,-0.000,-0.000
13505,3,0,998,-0.040,-0.211,-0.000,-0.000
13512,0,3,996,0.212,0.013,-0.000,-0.000
13517,-1,-1,1002,-0.068,0.069,-0.000,-0.000
13523,0,0,991,0.016,-0.015,-0.000,-0.000
13529,-2,-1,989,-0.069,0.126,-0.000,-0.000
13536,0,0,1005,-0.040,-0.042,-0.000,-0.000
13541,3,0,997,-0.040,-0.211,-0.000,-0.000
13547,2,-5,998,-0.292,-0.127,-0.000,-0.000
13553,-2,0,1010,0.016,0.124,-0.000,-0.000
13560,-1,4,995,0.269,0.098,-0.000,-0.000
13565,0,-7,990,-0.436,-0.043,-0.000,-0.000
13571,-4,3,1001,0.183,0.264,-0.000,-0.000
13577,-4,3,1004,0.211,0.264,-0.000,-0.000
13584,2,-2,1003,-0.151,-0.126,-0.000,-0.000
13589,1,6,1006,0.349,-0.098,-0.000,-0.000
13596,1,5,998,0.296,-0.071,-0.000,-0.000
13601,5,-1,991,-0.069,-0.297,-0.000,-0.000
13656,-1,-4,991,-0.266,0.070,-0.000,-0.000
13662,-1,0,1001,-0.012,0.069,-0.000,-0.000
13668,-1,-1,1002,-0.068,0.097,-0.000,-0.000
13675,2,3,1011,0.209,-0.125,-0.000,-0.000
13681,1,4,999,0.267,-0.099,-0.000,-0.000
13687,1,-2,991,-0.125,-0.071,-0.000,-0.000
13694,-6,0,993,-0.040,0.351,-0.000,-0.000
13699,-2,-1,1003,-0.068,0.152,-0.000,-0.000
13705,0,-1,997,-0.068,0.041,-0.000,-0.000
13711,1,0,997,-0.012,-0.099,-0.000,-0.000
13718,4,2,1004,0.155,-0.237,-0.000,-0.000
13724,3,0,1001,0.044,-0.210,-0.000,-0.000
13730,1,-1,997,-0.068,-0.099,-0.000,-0.000
13742,-3,-3,996,-0.209,0.182,-0.000,-0.000
13748,-2,0,1000,0.016,0.153,-0.000,-0.000
13753,0,1,1000,0.100,-0.043,-0.000,-0.000
13759,2,2,1000,0.155,-0.154,-0.000,-0.000
13766,0,4,1002,0.267,-0.043,-0.000,-0.000
13773,0,0,1002,0.016,-0.015,-0.000,-0.000
13778,-2,0,997,0.044,0.153,-0.000,-0.000
13784,-2,-1,997,-0.096,0.153,-0.000,-0.000
13791,0,-1,997,-0.068,-0.015,-0.000,-0.000
13796,3,0,1003,0.044,-0.182,-0.000,-0.000
13802,4,1,1000,0.072,-0.266,-0.000,-0.000
13813,1,0,999,0.044,-0.099,-0.000,-0.000
13819,-1,0,1000,-0.040,0.097,-0.000,-0.000
13825,-2,0,997,0.016,0.153,-0.000,-0.000
13831,0,2,996,0.156,0.013,-0.000,-0.000
13838,3,0,998,0.016,-0.211,-0.000,-0.000
13844,3,1,1000,0.072,-0.182,-0.000,-0.000
13850,3,0,999,0.044,-0.183,-0.000,-0.000
13856,0,-1,999,-0.096,-0.043,-0.000,-0.000
13863,0,-4,999,-0.236,-0.043,-0.000,-0.000
13868,-1,-2,995,-0.153,0.070,-0.000,-0.000
13874,0,0,997,0.016,0.041,-0.000,-0.000
13880,2,-1,998,-0.068,-0.127,-0.000,-0.000
13887,0,-1,999,-0.068,-0.043,-0.000,-0.000
13893,3,2,1001,0.127,-0.182,-0.000,-0.000
13898,-3,1,999,0.100,0.181,-0.000,-0.000
13904,-1,0,1001,-0.040,0.069,-0.000,-0.000
13911,0,-1,995,-0.096,-0.015,-0.000,-0.000
13916,1,2,985,0.129,-0.072,-0.000,-0.000
13922,2,0,1000,0.016,-0.126,-0.000,-0.000
13928,1,0,997,-0.012,-0.071,-0.000,-0.000
13935,-2,0,1002,0.016,0.153,-0.000,-0.000
13940,1,-4,990,-0.266,-0.100,-0.000,-0.000
13946,3,-1,1012,-0.095,-0.208,-0.000,-0.000
13953,0,4,992,0.241,-0.043,-0.000,-0.000
13968,-5,1,988,0.101,0.324,-0.000,-0.000
13974,0,-4,1000,-0.236,0.013,-0.000,-0.000
13980,-2,-3,1003,-0.179,0.153,-0.000,-0.000
13987,1,2,1004,0.155,-0.070,-0.000,-0.000
13993,8,0,999,0.016,-0.463,-0.000,-0.000
13999,1,2,997,0.128,-0.071,-0.000,-0.000
14005,2,2,999,0.156,-0.155,-0.000,-0.000
14012,0,-2,997,-0.124,0.041,-0.000,-0.000
14017,-2,-1,1000,-0.068,0.125,-0.000,-0.000
14023,0,0,1002,0.044,0.041,-0.000,-0.000
14029,3,1,1010,0.071,-0.208,-0.000,-0.000
14036,4,3,999,0.184,-0.266,-0.000,-0.000
14041,2,1,1001,0.100,-0.126,-0.000,-0.000
14047,-1,-1,994,-0.097,0.070,-0.000,-0.000
14053,-4,-4,996,-0.237,0.266,-0.000,-0.000
14060,-3,-1,997,-0.096,0.210,-0.000,-0.000
14065,0,0,999,-0.040,-0.015,-0.000,-0.000
14071,4,0,1001,-0.040,-0.238,-0.000,-0.000
14077,6,4,1003,0.239,-0.377,-0.000,-0.000
14084,2,-2,997,-0.152,-0.127,-0.000,-0.000
14089,-3,-1,996,-0.068,0.182,-0.000,-0.000
14096,-2,-2,998,-0.124,0.125,-0.000,-0.000
14101,-3,-1,997,-0.068,0.182,-0.000,-0.000
14108,0,0,999,0.016,-0.043,-0.000,-0.000
14113,3,4,1001,0.267,-0.210,-0.000,-0.000
14123,4,2,1002,0.127,-0.238,-0.000,-0.000
14129,0,1,1001,0.100,0.041,-0.000,-0.000
14136,-3,0,998,-0.040,0.181,-0.000,-0.000
14142,-2,-3,996,-0.209,0.154,-0.000,-0.000
14148,1,0,995,0.044,-0.099,-0.000,-0.000
14154,6,0,1001,0.044,-0.350,-0.000,-0.000
14161,1,0,1001,0.016,-0.098,-0.000,-0.000
14166,0,0,1007,0.016,0.041,-0.000,-0.000
14173,0,0,999,0.016,0.041,-0.000,-0.000
14181,-1,-3,996,-0.181,0.069,-0.000,-0.000
14186,0,0,996,0.044,-0.015,-0.000,-0.000
14193,2,1,1004,0.099,-0.126,-0.000,-0.000
14199,2,0,1005,0.016,-0.126,-0.000,-0.000
14205,2,3,1001,0.183,-0.126,-0.000,-0.000
14211,2,0,999,0.044,-0.127,-0.000,-0.000
14218,0,1,996,0.100,-0.043,-0.000,-0.000
14223,-2,-1,999,-0.096,0.125,-0.000,-0.000
14229,0,1,995,0.100,0.041,-0.000,-0.000
14236,0,0,1002,0.016,-0.015,-0.000,-0.000
14242,1,0,1001,0.016,-0.071,-0.000,-0.000
14248,2,0,1002,-0.040,-0.154,-0.000,-0.000
14253,2,0,999,-0.012,-0.127,-0.000,-0.000
14259,0,-1,999,-0.096,-0.015,-0.000,-0.000
14266,0,0,996,-0.012,-0.015,-0.000,-0.000
14321,0,-1,996,-0.068,0.013,-0.000,-0.000
14327,0,0,1001,-0.012,-0.015,-0.000,-0.000
14334,1,1,999,0.072,-0.071,-0.000,-0.000
14339,0,0,999,-0.012,-0.043,-0.000,-0.000
14345,1,0,999,0.044,-0.071,-0.000,-0.000
14351,-1,0,998,0.044,0.069,-0.000,-0.000
14358,-1,0,996,0.044,0.069,-0.000,-0.000
14363,0,0,999,-0.012,-0.015,-0.000,-0.000
14369,-1,0,1000,0.016,0.069,-0.000,-0.000
14376,0,0,1001,0.044,-0.043,-0.000,-0.000
14382,0,0,1003,0.016,-0.015,-0.000,-0.000
14387,-1,0,999,0.016,0.069,-0.000,-0.000
14393,-1,0,999,0.044,0.097,-0.000,-0.000
14399,0,-1,999,-0.096,0.041,-0.000,-0.000
14406,2,0,998,0.016,-0.127,-0.000,-0.000
14411,1,0,999,0.044,-0.099,-0.000,-0.000
14417,1,1,1001,0.100,-0.071,-0.000,-0.000
14423,0,0,999,0.016,-0.015,-0.000,-0.000
14435,1,1,1000,0.072,-0.071,-0.000,-0.000
14441,0,-1,999,-0.068,0.013,-0.000,-0.000
14447,0,-1,998,-0.068,-0.043,-0.000,-0.000
14454,-1,0,999,-0.040,0.069,-0.000,-0.000
14459,0,-4,999,-0.236,-0.015,-0.000,-0.000
14465,0,-3,1000,-0.208,-0.043,-0.000,-0.000
14471,0,0,1002,0.044,-0.043,-0.000,-0.000
14481,0,0,999,0.016,0.013,-0.000,-0.000
14488,2,1,998,0.072,-0.127,-0.000,-0.000
14493,0,2,1000,0.128,0.041,-0.000,-0.000
14499,0,0,998,0.044,0.041,-0.000,-0.000
14505,0,0,1000,-0.012,0.013,-0.000,-0.000
14512,0,2,1002,0.155,0.013,-0.000,-0.000
14517,1,0,1000,0.044,-0.099,-0.000,-0.000
14523,2,0,1001,0.044,-0.154,-0.000,-0.000
14529,3,1,998,0.100,-0.211,-0.000,-0.000
14536,0,-1,997,-0.068,0.041,-0.000,-0.000
14541,0,-1,999,-0.096,0.013,-0.000,-0.000
