t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg,gyro_int_roll,gyro_int_pitch
21113,-1,0,1005,-0.040,0.097,-0.000,-0.000
21119,-2,-3,997,-0.180,0.154,-0.000,-0.000
21126,-2,0,998,0.016,0.125,-0.000,-0.000
21133,0,2,999,0.128,-0.015,-0.000,-0.000
21142,1,-2,1000,-0.124,-0.098,-0.000,-0.000
21148,0,0,999,0.044,-0.015,-0.000,-0.000
21155,3,-2,1000,-0.124,-0.210,-0.000,-0.000
21160,4,0,999,0.016,-0.239,-0.000,-0.000
21166,4,-2,1000,-0.152,-0.238,-0.000,-0.000
21173,2,1,998,0.072,-0.127,-0.000,-0.000
21179,1,2,999,0.156,-0.099,-0.000,-0.000
21184,2,1,999,0.100,-0.154,-0.000,-0.000
21190,0,1,1000,0.072,-0.043,-0.000,-0.000
21196,-3,0,998,-0.040,0.181,-0.000,-0.000
21203,-3,1,999,0.072,0.181,-0.000,-0.000
21208,-3,0,998,-0.012,0.209,-0.000,-0.000
21214,-3,1,1000,0.072,0.181,-0.000,-0.000
21220,-2,2,1002,0.127,0.125,-0.000,-0.000
21227,-1,1,1000,0.100,0.069,-0.000,-0.000
21233,0,0,998,0.044,0.013,-0.000,-0.000
21239,0,-1,996,-0.068,0.041,-0.000,-0.000
21246,0,-2,999,-0.124,-0.043,-0.000,-0.000
21253,0,0,1000,0.016,0.013,-0.000,-0.000
21258,0,1,999,0.072,-0.015,-0.000,-0.000
21265,0,0,999,-0.012,0.013,-0.000,-0.000
21271,0,-1,999,-0.068,-0.015,-0.000,-0.000
21277,1,-1,999,-0.096,-0.071,-0.000,-0.000
21284,1,-1,999,-0.068,-0.099,-0.000,-0.000
21294,1,0,999,-0.012,-0.099,-0.000,-0.000
21300,4,0,998,0.016,-0.239,-0.000,-0.000
21306,3,0,997,0.044,-0.183,-0.000,-0.000
21313,3,-1,999,-0.096,-0.183,-0.000,-0.000
21319,-1,-1,996,-0.096,0.098,-0.000,-0.000
21329,0,0,999,-0.012,0.041,-0.000,-0.000
21336,1,0,1006,-0.012,-0.098,-0.000,-0.000
21342,0,-1,999,-0.096,-0.043,-0.000,-0.000
21348,1,2,992,0.157,-0.099,-0.000,-0.000
21354,0,0,1001,0.044,0.013,-0.000,-0.000
21361,-1,-1,996,-0.096,0.069,-0.000,-0.000
21367,0,0,1004,0.044,0.013,-0.000,-0.000
21373,-1,0,991,-0.040,0.070,-0.000,-0.000
21378,6,-3,1019,-0.177,-0.371,-0.000,-0.000
21385,1,6,983,0.386,-0.100,-0.000,-0.000
21391,3,0,1008,-0.040,-0.181,-0.000,-0.000
21397,0,6,985,0.357,0.042,-0.000,-0.000
21403,1,1,1005,0.099,-0.070,-0.000,-0.000
21410,-5,0,998,-0.040,0.293,-0.000,-0.000
21416,0,0,1000,0.016,-0.015,-0.000,-0.000
21421,1,0,996,-0.040,-0.071,-0.000,-0.000
21427,3,0,1001,0.044,-0.182,-0.000,-0.000
21434,1,0,1001,-0.040,-0.098,-0.000,-0.000
21439,-3,-1,997,-0.068,0.210,-0.000,-0.000
21445,-2,-2,999,-0.152,0.153,-0.000,-0.000
21456,0,-1,996,-0.068,0.041,-0.000,-0.000
21462,2,2,1001,0.155,-0.154,-0.000,-0.000
21468,2,0,999,0.016,-0.127,-0.000,-0.000
21474,7,0,1002,0.016,-0.405,-0.000,-0.000
21480,2,-4,999,-0.264,-0.127,-0.000,-0.000
21487,0,-3,996,-0.181,-0.043,-0.000,-0.000
21493,-3,0,991,-0.012,0.211,-0.000,-0.000
21498,1,-1,1007,-0.068,-0.098,-0.000,-0.000
21504,4,2,1002,0.127,-0.266,-0.000,-0.000
21511,5,0,1005,0.044,-0.293,-0.000,-0.000
21516,2,2,996,0.128,-0.127,-0.000,-0.000
21522,2,0,995,-0.012,-0.127,-0.000,-0.000
21528,-3,-2,995,-0.125,0.182,-0.000,-0.000
21535,-1,0,998,0.044,0.097,-0.000,-0.000
21545,3,3,995,0.212,-0.183,-0.000,-0.000
21550,3,0,993,-0.012,-0.184,-0.000,-0.000
21556,0,0,1008,0.016,-0.015,-0.000,-0.000
21563,-3,0,1003,-0.040,0.208,-0.000,-0.000
21569,-1,-3,992,-0.181,0.098,-0.000,-0.000
21576,0,0,1001,0.044,0.041,-0.000,-0.000
21581,0,4,998,0.240,0.013,-0.000,-0.000
21588,3,0,999,-0.040,-0.183,-0.000,-0.000
21593,1,1,1002,0.072,-0.098,-0.000,-0.000
21599,0,-1,986,-0.069,-0.043,-0.000,-0.000
21656,2,-6,1001,-0.347,-0.126,-0.000,-0.000
21662,0,2,999,0.156,-0.043,-0.000,-0.000
21669,1,3,996,0.184,-0.099,-0.000,-0.000
21676,2,-1,999,-0.096,-0.155,-0.000,-0.000
21681,-1,4,1005,0.238,0.097,-0.000,-0.000
21688,-2,0,1002,0.016,0.125,-0.000,-0.000
21694,1,-3,994,-0.181,-0.071,-0.000,-0.000
21699,0,0,1000,-0.012,-0.015,-0.000,-0.000
21705,1,-2,1009,-0.150,-0.098,-0.000,-0.000
21712,3,1,1004,0.099,-0.182,-0.000,-0.000
21718,1,2,998,0.128,-0.071,-0.000,-0.000
21724,1,0,999,0.016,-0.099,-0.000,-0.000
21730,0,0,993,0.044,-0.043,-0.000,-0.000
21737,0,-1,999,-0.068,-0.043,-0.000,-0.000
21742,-3,0,999,-0.012,0.209,-0.000,-0.000
21748,-1,0,997,0.044,0.069,-0.000,-0.000
21754,1,-1,1002,-0.096,-0.098,-0.000,-0.000
21761,0,3,1000,0.211,-0.015,-0.000,-0.000
21766,0,0,991,-0.012,-0.043,-0.000,-0.000
21773,2,-1,996,-0.068,-0.155,-0.000,-0.000
21778,-3,2,1001,0.127,0.209,-0.000,-0.000
21785,-3,-1,1000,-0.096,0.209,-0.000,-0.000
21790,0,0,1000,-0.040,0.013,-0.000,-0.000
21800,2,1,999,0.100,-0.155,-0.000,-0.000
21809,1,4,997,0.240,-0.071,-0.000,-0.000
21816,-2,3,999,0.212,0.153,-0.000,-0.000
21821,-1,0,995,-0.012,0.098,-0.000,-0.000
21828,1,-2,995,-0.125,-0.099,-0.000,-0.000
21833,1,-1,994,-0.097,-0.099,-0.000,-0.000
21839,2,-2,998,-0.152,-0.127,-0.000,-0.000
21845,2,0,1006,0.016,-0.154,-0.000,-0.000
21852,1,-2,998,-0.124,-0.099,-0.000,-0.000
21857,0,-2,994,-0.153,0.041,-0.000,-0.000
21863,-1,1,999,0.072,0.097,-0.000,-0.000
21869,-2,0,980,0.016,0.128,-0.000,-0.000
21876,2,-5,996,-0.321,-0.127,-0.000,-0.000
21882,0,2,1017,0.125,-0.042,-0.000,-0.000
21888,2,4,989,0.270,-0.156,-0.000,-0.000
21895,8,-5,1006,-0.290,-0.459,-0.000,-0.000
21901,0,6,1007,0.349,0.041,-0.000,-0.000
21907,-4,5,993,0.326,0.239,-0.000,-0.000
21914,-1,-5,995,-0.293,0.069,-0.000,-0.000
21919,-10,6,999,0.352,0.601,-0.000,-0.000
21925,0,0,1000,0.016,0.041,-0.000,-0.000
21931,2,-3,1001,-0.180,-0.126,-0.000,-0.000
21938,3,5,1001,0.295,-0.182,-0.000,-0.000
21944,5,-2,999,-0.152,-0.294,-0.000,-0.000
21950,-3,3,1004,0.211,0.180,-0.000,-0.000
21960,1,-4,989,-0.238,-0.071,-0.000,-0.000
21967,4,0,996,-0.040,-0.239,-0.000,-0.000
21973,0,6,1002,0.350,-0.043,-0.000,-0.000
21979,4,-1,1001,-0.068,-0.238,-0.000,-0.000
21986,2,4,1000,0.267,-0.154,-0.000,-0.000
21993,-2,6,1005,0.377,0.124,-0.000,-0.000
21998,0,-1,993,-0.069,0.042,-0.000,-0.000
22005,-2,3,994,0.185,0.126,-0.000,-0.000
22011,-4,1,995,0.100,0.238,-0.000,-0.000
22021,2,0,1011,0.043,-0.125,-0.000,-0.000
22027,0,6,996,0.353,0.013,-0.000,-0.000
22034,4,-3,992,-0.210,-0.268,-0.000,-0.000
22040,-4,-3,986,-0.211,0.268,-0.000,-0.000
22046,-5,-1,995,-0.068,0.322,-0.000,-0.000
22053,0,-5,1001,-0.319,0.013,-0.000,-0.000
22059,5,1,1007,0.099,-0.292,-0.000,-0.000
22064,6,-2,1009,-0.151,-0.375,-0.000,-0.000
22070,4,-1,998,-0.068,-0.267,-0.000,-0.000
22076,2,1,991,0.101,-0.128,-0.000,-0.000
22083,-3,-2,999,-0.152,0.181,-0.000,-0.000
22088,-4,-3,1000,-0.180,0.237,-0.000,-0.000
22094,1,1,1004,0.071,-0.070,-0.000,-0.000
22100,4,3,999,0.212,-0.239,-0.000,-0.000
22107,5,2,993,0.128,-0.324,-0.000,-0.000
22117,-1,-2,998,-0.152,0.069,-0.000,-0.000
22122,-4,-2,998,-0.152,0.265,-0.000,-0.000
22128,-4,0,996,0.044,0.266,-0.000,-0.000
22135,-4,0,994,-0.040,0.238,-0.000,-0.000
22141,5,1,998,0.100,-0.295,-0.000,-0.000
22147,5,4,999,0.240,-0.295,-0.000,-0.000
22153,4,3,1004,0.183,-0.265,-0.000,-0.000
22160,0,-1,1002,-0.096,0.013,-0.000,-0.000
22165,0,-2,1000,-0.152,0.013,-0.000,-0.000
22171,-1,0,995,0.016,0.098,-0.000,-0.000
22177,2,-2,1000,-0.124,-0.126,-0.000,-0.000
22184,4,0,1003,0.016,-0.237,-0.000,-0.000
22189,3,2,1008,0.154,-0.181,-0.000,-0.000
22196,0,0,996,-0.012,0.041,-0.000,-0.000
22201,0,-1,999,-0.068,0.041,-0.000,-0.000
22208,-2,-1,995,-0.096,0.126,-0.000,-0.000
22213,0,-2,997,-0.152,0.013,-0.000,-0.000
22219,2,0,1003,-0.040,-0.126,-0.000,-0.000
22225,0,1,1001,0.100,-0.043,-0.000,-0.000
22237,0,0,986,-0.012,0.042,-0.000,-0.000
22243,0,-1,1009,-0.067,0.013,-0.000,-0.000
22249,-1,-3,991,-0.182,0.070,-0.000,-0.000
22256,-1,-3,1011,-0.205,0.096,-0.000,-0.000
22261,0,2,988,0.157,0.042,-0.000,-0.000
22316,3,0,993,-0.040,-0.212,-0.000,-0.000
22321,0,-1,1017,-0.067,0.013,-0.000,-0.000
22328,0,0,991,-0.040,0.042,-0.000,-0.000
22333,0,-3,995,-0.181,-0.015,-0.000,-0.000
22339,4,-2,1016,-0.150,-0.262,-0.000,-0.000
22345,1,0,981,0.016,-0.100,-0.000,-0.000
22352,4,-5,991,-0.323,-0.269,-0.000,-0.000
22357,-2,5,1012,0.292,0.151,-0.000,-0.000
22363,-8,11,1001,0.658,0.460,-0.000,-0.000
22369,3,-10,1008,-0.622,-0.181,-0.000,-0.000
22376,-2,7,1005,0.405,0.124,-0.000,-0.000
22382,-3,9,992,0.551,0.182,-0.000,-0.000
22388,6,-2,996,-0.124,-0.352,-0.000,-0.000
22395,-2,8,989,0.496,0.155,-0.000,-0.000
22401,0,-1,1010,-0.095,0.041,-0.000,-0.000
22407,-7,-2,1000,-0.152,0.432,-0.000,-0.000
22414,-3,1,1003,0.071,0.180,-0.000,-0.000
22420,3,0,993,0.044,-0.212,-0.000,-0.000
22426,5,2,1005,0.155,-0.321,-0.000,-0.000
22433,3,6,1000,0.351,-0.182,-0.000,-0.000
22439,-1,-3,993,-0.209,0.070,-0.000,-0.000
22445,-7,2,994,0.128,0.435,-0.000,-0.000
22451,0,0,1001,-0.012,-0.043,-0.000,-0.000
22458,0,-4,998,-0.236,-0.015,-0.000,-0.000
22467,2,5,1010,0.320,-0.153,-0.000,-0.000
22473,4,-3,998,-0.180,-0.239,-0.000,-0.000
22479,-4,-1,1005,-0.068,0.236,-0.000,-0.000
22491,-5,4,994,0.269,0.323,-0.000,-0.000
22497,-1,4,1005,0.238,0.069,-0.000,-0.000
22503,4,4,1004,0.266,-0.265,-0.000,-0.000
22510,6,0,999,-0.040,-0.378,-0.000,-0.000
22516,0,0,997,0.044,-0.015,-0.000,-0.000
22522,-2,-4,1001,-0.235,0.153,-0.000,-0.000
22529,-1,-7,995,-0.405,0.069,-0.000,-0.000
22536,0,3,997,0.212,0.013,-0.000,-0.000
22541,4,-1,999,-0.096,-0.267,-0.000,-0.000
22547,9,-1,1004,-0.096,-0.516,-0.000,-0.000
22554,1,0,998,0.016,-0.099,-0.000,-0.000
22559,-2,-2,995,-0.153,0.126,-0.000,-0.000
22565,-4,-4,992,-0.238,0.267,-0.000,-0.000
22571,-2,0,997,0.016,0.154,-0.000,-0.000
22578,1,3,999,0.212,-0.071,-0.000,-0.000
22583,2,3,1002,0.183,-0.126,-0.000,-0.000
22589,3,3,999,0.212,-0.182,-0.000,-0.000
22596,3,1,999,0.072,-0.182,-0.000,-0.000
22602,-3,-1,999,-0.096,0.181,-0.000,-0.000
22607,-4,0,998,0.044,0.265,-0.000,-0.000
22613,-1,0,999,-0.012,0.069,-0.000,-0.000
22619,1,0,998,0.044,-0.071,-0.000,-0.000
22630,5,0,998,-0.040,-0.295,-0.000,-0.000
22636,-1,0,999,-0.040,0.069,-0.000,-0.000
22642,0,0,999,0.044,-0.043,-0.000,-0.000
22648,0,1,1001,0.072,-0.015,-0.000,-0.000
22655,0,0,999,0.044,-0.043,-0.000,-0.000
22660,1,0,999,0.044,-0.071,-0.000,-0.000
22666,2,1,997,0.072,-0.127,-0.000,-0.000
22673,0,0,999,-0.040,0.013,-0.000,-0.000
22679,0,0,1000,0.044,0.013,-0.000,-0.000
22684,0,0,999,-0.012,0.013,-0.000,-0.000
22690,0,0,1000,-0.012,0.041,-0.000,-0.000
22696,-1,0,998,0.044,0.097,-0.000,-0.000
22707,0,0,999,0.016,-0.043,-0.000,-0.000
22713,0,0,999,-0.012,0.013,-0.000,-0.000
22719,-1,1,1000,0.072,0.097,-0.000,-0.000
22725,-1,-2,999,-0.152,0.097,-0.000,-0.000
22732,-1,1,999,0.072,0.069,-0.000,-0.000
22737,1,0,1000,-0.040,-0.071,-0.000,-0.000
22743,0,2,1000,0.128,0.013,-0.000,-0.000
22749,0,1,999,0.072,-0.015,-0.000,-0.000
22756,0,0,1000,-0.040,-0.015,-0.000,-0.000
22761,1,0,999,0.016,-0.071,-0.000,-0.000
22767,0,0,999,0.016,0.041,-0.000,-0.000
22773,-1,0,999,0.044,0.097,-0.000,-0.000
22780,0,1,999,0.100,0.013,-0.000,-0.000
22789,0,1,999,0.072,-0.043,-0.000,-0.000
22796,-1,-1,1000,-0.068,0.097,-0.000,-0.000
22801,0,0,999,0.044,-0.015,-0.000,-0.000
22808,0,0,1000,-0.040,0.013,-0.000,-0.000
22814,0,1,1000,0.072,-0.015,-0.000,-0.000
22820,2,0,997,-0.012,-0.155,-0.000,-0.000
22826,1,-1,998,-0.068,-0.099,-0.000,-0.000
22833,1,0,1001,-0.012,-0.098,-0.000,-0.000
22838,0,1,1000,0.072,-0.015,-0.000,-0.000
22844,-2,0,1000,0.044,0.125,-0.000,-0.000
22850,0,0,999,0.016,-0.043,-0.000,-0.000
22857,1,1,999,0.100,-0.099,-0.000,-0.000
22862,3,1,1000,0.100,-0.210,-0.000,-0.000
22868,1,1,998,0.072,-0.071,-0.000,-0.000
22874,2,-1,997,-0.068,-0.155,-0.000,-0.000
22881,0,0,999,-0.040,-0.015,-0.000,-0.000
22886,1,-1,1000,-0.068,-0.071,-0.000,-0.000
22893,2,-2,998,-0.124,-0.127,-0.000,-0.000
22898,0,-1,999,-0.068,-0.043,-0.000,-0.000
22905,1,0,1002,0.044,-0.070,-0.000,-0.000
22910,0,-2,998,-0.124,-0.043,-0.000,-0.000
22916,0,0,999,-0.040,0.013,-0.000,-0.000
22925,1,0,998,-0.012,-0.099,-0.000,-0.000
22930,0,0,999,0.016,-0.043,-0.000,-0.000
22984,1,0,998,0.016,-0.071,-0.000,-0.000
22991,0,0,999,-0.040,-0.015,-0.000,-0.000
22997,0,0,998,0.044,-0.015,-0.000,-0.000
23003,0,-2,999,-0.124,0.013,-0.000,-0.000
23010,1,0,999,-0.040,-0.099,-0.000,-0.000
23016,-1,-1,1000,-0.096,0.069,-0.000,-0.000
23022,-1,0,1001,-0.040,0.069,-0.000,-0.000
23029,1,1,998,0.072,-0.071,-0.000,-0.000
23036,-1,1,998,0.072,0.069,-0.000,-0.000
23041,1,-1,998,-0.096,-0.099,-0.000,-0.000
23047,0,0,1000,0.044,-0.043,-0.000,-0.000
23054,0,0,998,0.016,0.013,-0.000,-0.000
23059,-1,0,998,-0.040,0.097,-0.000,-0.000
23065,2,0,998,-0.040,-0.127,-0.000,-0.000
23071,2,-1,1001,-0.068,-0.126,-0.000,-0.000
23078,1,0,997,0.016,-0.099,-0.000,-0.000
23083,0,-1,1001,-0.068,0.013,-0.000,-0.000
23089,1,2,996,0.156,-0.071,-0.000,-0.000
23096,0,0,1001,-0.012,0.013,-0.000,-0.000
23102,1,0,997,-0.012,-0.099,-0.000,-0.000
23108,3,1,998,0.100,-0.183,-0.000,-0.000
23114,0,0,998,0.016,0.013,-0.000,-0.000
23121,0,0,998,0.044,-0.043,-0.000,-0.000
23126,1,1,1000,0.072,-0.071,-0.000,-0.000
23136,0,-1,999,-0.096,0.013,-0.000,-0.000
23142,-1,-2,1001,-0.124,0.097,-0.000,-0.000
23148,0,1,1001,0.100,-0.015,-0.000,-0.000
23155,0,1,1001,0.072,-0.043,-0.000,-0.000
23160,0,0,1001,-0.012,-0.015,-0.000,-0.000
23166,0,2,999,0.128,0.041,-0.000,-0.000
23173,0,1,999,0.072,-0.043,-0.000,-0.000
23180,0,0,999,-0.012,-0.015,-0.000,-0.000
23186,0,0,998,-0.040,0.041,-0.000,-0.000
23193,0,0,1000,-0.040,-0.015,-0.000,-0.000
23199,0,1,998,0.100,0.013,-0.000,-0.000
23205,2,-1,999,-0.096,-0.154,-0.000,-0.000
23212,2,0,997,0.016,-0.127,-0.000,-0.000
23218,0,2,1000,0.128,0.013,-0.000,-0.000
23224,1,-2,998,-0.124,-0.071,-0.000,-0.000
23231,1,1,999,0.072,-0.071,-0.000,-0.000
23237,-1,1,998,0.072,0.097,-0.000,-0.000
23243,1,0,998,-0.040,-0.099,-0.000,-0.000
23250,2,2,1001,0.127,-0.126,-0.000,-0.000
23256,1,0,999,0.044,-0.099,-0.000,-0.000
23262,2,0,999,-0.040,-0.127,-0.000,-0.000
23268,0,2,997,0.128,-0.043,-0.000,-0.000
23275,3,-2,997,-0.124,-0.183,-0.000,-0.000
23280,0,0,993,0.016,-0.043,-0.000,-0.000
23286,2,-1,1004,-0.068,-0.126,-0.000,-0.000
23296,2,0,998,-0.012,-0.155,-0.000,-0.000
23303,2,0,1010,-0.012,-0.153,-0.000,-0.000
23309,0,0,1002,-0.012,0.013,-0.000,-0.000
23316,-2,-2,1007,-0.151,0.152,-0.000,-0.000
23321,-9,1,997,0.072,0.518,-0.000,-0.000
23328,-9,-3,997,-0.180,0.574,-0.000,-0.000
23333,-10,-2,1001,-0.124,0.627,-0.000,-0.000
23339,-9,2,997,0.156,0.546,-0.000,-0.000
23345,-5,-1,1001,-0.096,0.320,-0.000,-0.000
23352,-3,-1,998,-0.068,0.209,-0.000,-0.000
23357,-1,3,1000,0.211,0.097,-0.000,-0.000
23363,3,0,997,0.044,-0.211,-0.000,-0.000
23369,4,-1,999,-0.096,-0.266,-0.000,-0.000
23376,1,2,996,0.156,-0.099,-0.000,-0.000
23381,5,-3,998,-0.180,-0.323,-0.000,-0.000
23387,5,0,997,-0.012,-0.295,-0.000,-0.000
23399,1,0,999,0.016,-0.099,-0.000,-0.000
23405,3,-1,996,-0.068,-0.183,-0.000,-0.000
23410,2,0,1001,0.016,-0.154,-0.000,-0.000
23416,0,0,998,-0.040,-0.043,-0.000,-0.000
23422,2,0,999,-0.040,-0.155,-0.000,-0.000
23429,0,2,999,0.156,-0.015,-0.000,-0.000
23434,-3,0,996,0.016,0.182,-0.000,-0.000
23440,-3,3,999,0.184,0.209,-0.000,-0.000
23450,-5,3,999,0.184,0.321,-0.000,-0.000
23457,-1,1,1001,0.100,0.097,-0.000,-0.000
23463,-1,-1,999,-0.068,0.097,-0.000,-0.000
23469,0,0,999,-0.040,0.013,-0.000,-0.000
23476,3,-3,999,-0.180,-0.182,-0.000,-0.000
23482,4,-4,1000,-0.264,-0.266,-0.000,-0.000
23488,6,-2,998,-0.152,-0.379,-0.000,-0.000
23494,7,-1,998,-0.068,-0.435,-0.000,-0.000
23501,5,-2,998,-0.124,-0.295,-0.000,-0.000
23506,8,0,994,0.016,-0.465,-0.000,-0.000
23513,4,0,998,-0.012,-0.267,-0.000,-0.000
23518,2,0,999,-0.040,-0.127,-0.000,-0.000
23525,0,1,999,0.100,0.013,-0.000,-0.000
23530,-2,1,1000,0.072,0.153,-0.000,-0.000
23536,-1,3,999,0.184,0.069,-0.000,-0.000
23542,-3,1,998,0.100,0.209,-0.000,-0.000
23549,-2,3,998,0.212,0.153,-0.000,-0.000
23554,-2,0,999,-0.012,0.153,-0.000,-0.000
23560,-4,2,999,0.128,0.265,-0.000,-0.000
23566,-6,0,999,-0.040,0.349,-0.000,-0.000
23573,-1,-4,1000,-0.236,0.097,-0.000,-0.000
23578,-1,-1,999,-0.068,0.069,-0.000,-0.000
23584,0,0,998,-0.012,-0.043,-0.000,-0.000
23590,1,-1,1000,-0.096,-0.099,-0.000,-0.000
23647,-1,-1,999,-0.068,0.069,-0.000,-0.000
23656,0,-1,999,-0.068,0.041,-0.000,-0.000
23661,-1,0,999,0.044,0.069,-0.000,-0.000
23667,0,1,999,0.072,-0.015,-0.000,-0.000
23674,0,0,997,0.016,-0.015,-0.000,-0.000
23679,-1,0,1000,-0.040,0.097,-0.000,-0.000
23685,-1,-4,1000,-0.236,0.097,-0.000,-0.000
23691,0,-2,999,-0.124,0.041,-0.000,-0.000
23698,-1,-1,999,-0.068,0.069,-0.000,-0.000
23703,3,-1,999,-0.096,-0.183,-0.000,-0.000
23709,3,-1,999,-0.068,-0.182,-0.000,-0.000
23716,5,2,1000,0.155,-0.294,-0.000,-0.000
23722,2,0,999,0.016,-0.127,-0.000,-0.000
23727,3,2,998,0.156,-0.183,-0.000,-0.000
23733,1,2,998,0.128,-0.099,-0.000,-0.000
23739,2,0,998,0.016,-0.127,-0.000,-0.000
23746,0,2,999,0.156,0.013,-0.000,-0.000
23751,0,0,999,0.044,0.013,-0.000,-0.000
23757,-2,-1,998,-0.096,0.153,-0.000,-0.000
23763,-1,0,1000,-0.040,0.097,-0.000,-0.000
23770,-1,-1,999,-0.068,0.069,-0.000,-0.000
23776,-1,-1,997,-0.068,0.097,-0.000,-0.000
23781,-5,1,1000,0.072,0.321,-0.000,-0.000
23787,-3,-3,1001,-0.180,0.181,-0.000,-0.000
23794,0,0,1000,-0.040,0.041,-0.000,-0.000
23804,0,1,998,0.072,-0.015,-0.000,-0.000
23809,0,-1,998,-0.068,-0.015,-0.000,-0.000
23816,0,1,999,0.072,0.013,-0.000,-0.000
23821,2,1,999,0.072,-0.127,-0.000,-0.000
23828,0,2,999,0.128,-0.043,-0.000,-0.000
23833,3,1,1000,0.100,-0.182,-0.000,-0.000
23839,0,1,999,0.072,-0.043,-0.000,-0.000
23845,2,0,1000,0.016,-0.154,-0.000,-0.000
23852,1,-1,999,-0.068,-0.071,-0.000,-0.000
23857,4,-1,997,-0.068,-0.239,-0.000,-0.000
23868,5,-2,998,-0.152,-0.323,-0.000,-0.000
23873,2,0,997,-0.040,-0.155,-0.000,-0.000
23880,2,-2,1000,-0.152,-0.126,-0.000,-0.000
23886,0,0,999,-0.012,0.041,-0.000,-0.000
23893,0,-1,999,-0.068,0.041,-0.000,-0.000
23899,0,-1,1000,-0.096,0.013,-0.000,-0.000
23905,-1,0,1000,0.016,0.097,-0.000,-0.000
23911,-2,-1,999,-0.096,0.125,-0.000,-0.000
23917,-1,0,997,0.016,0.097,-0.000,-0.000
23924,0,0,998,0.044,-0.043,-0.000,-0.000
23929,0,1,1002,0.072,-0.043,-0.000,-0.000
23936,-2,-1,1002,-0.096,0.125,-0.000,-0.000
23941,0,0,999,0.016,0.013,-0.000,-0.000
23948,-1,0,999,0.044,0.097,-0.000,-0.000
23957,-1,-1,997,-0.068,0.097,-0.000,-0.000
23963,2,-2,997,-0.124,-0.155,-0.000,-0.000
23969,3,0,998,-0.040,-0.211,-0.000,-0.000
23976,0,-1,1000,-0.068,-0.015,-0.000,-0.000
23982,1,-1,1001,-0.096,-0.098,-0.000,-0.000
23988,-1,0,999,-0.040,0.069,-0.000,-0.000
23994,-2,1,999,0.100,0.153,-0.000,-0.000
24001,-3,0,997,-0.040,0.181,-0.000,-0.000
24006,-1,0,1000,0.044,0.097,-0.000,-0.000
24013,0,0,997,-0.040,0.013,-0.000,-0.000
24018,0,-1,999,-0.096,0.013,-0.000,-0.000
24025,0,0,996,0.016,-0.015,-0.000,-0.000
24030,2,2,999,0.156,-0.155,-0.000,-0.000
24036,1,0,1001,0.044,-0.070,-0.000,-0.000
24042,1,2,1001,0.127,-0.071,-0.000,-0.000
24049,0,0,998,0.044,-0.015,-0.000,-0.000
24054,1,1,997,0.100,-0.071,-0.000,-0.000
24060,1,0,995,-0.040,-0.099,-0.000,-0.000
24066,1,-3,999,-0.180,-0.071,-0.000,-0.000
24073,2,-2,999,-0.124,-0.127,-0.000,-0.000
24078,0,2,1003,0.127,-0.043,-0.000,-0.000
24088,1,0,999,-0.040,-0.099,-0.000,-0.000
24094,0,4,1000,0.267,0.041,-0.000,-0.000
24101,1,0,999,0.016,-0.071,-0.000,-0.000
24111,1,0,998,0.044,-0.099,-0.000,-0.000
24117,2,0,997,-0.012,-0.155,-0.000,-0.000
24123,0,-1,998,-0.068,0.013,-0.000,-0.000
24130,0,0,1000,0.016,0.013,-0.000,-0.000
24136,0,1,999,0.100,-0.015,-0.000,-0.000
24141,-2,2,1001,0.155,0.125,-0.000,-0.000
24147,-1,0,999,0.016,0.097,-0.000,-0.000
24154,0,1,999,0.072,-0.043,-0.000,-0.000
24160,0,0,999,-0.040,0.041,-0.000,-0.000
24166,-1,-2,1000,-0.152,0.069,-0.000,-0.000
24173,0,0,997,-0.040,0.013,-0.000,-0.000
24179,-1,0,999,0.016,0.069,-0.000,-0.000
24184,0,1,998,0.072,0.041,-0.000,-0.000
24190,0,-1,998,-0.096,0.041,-0.000,-0.000
24197,0,0,1001,0.044,-0.043,-0.000,-0.000
24203,-1,0,999,-0.040,0.069,-0.000,-0.000
24209,1,1,999,0.100,-0.071,-0.000,-0.000
24216,-2,0,999,0.044,0.153,-0.000,-0.000
24222,0,-1,997,-0.096,0.041,-0.000,-0.000
24227,0,0,996,-0.040,0.013,-0.000,-0.000
24233,-1,0,999,0.016,0.069,-0.000,-0.000
24239,2,0,997,-0.040,-0.155,-0.000,-0.000
24246,1,0,999,0.044,-0.099,-0.000,-0.000
24251,1,0,999,0.016,-0.071,-0.000,-0.000
24257,0,0,1000,-0.012,-0.043,-0.000,-0.000
24311,0,-1,997,-0.096,-0.015,-0.000,-0.000
24318,0,0,1000,0.016,-0.043,-0.000,-0.000
24323,0,-1,999,-0.068,0.013,-0.000,-0.000
24329,0,1,999,0.100,-0.015,-0.000,-0.000
24340,1,0,997,0.016,-0.071,-0.000,-0.000
24347,-2,1,999,0.072,0.125,-0.000,-0.000
24353,0,1,1000,0.072,0.013,-0.000,-0.000
24358,-2,1,997,0.100,0.125,-0.000,-0.000
24364,0,0,998,0.016,0.041,-0.000,-0.000
24371,-1,-3,998,-0.208,0.069,-0.000,-0.000
24376,1,0,999,0.016,-0.071,-0.000,-0.000
24382,-1,0,999,-0.012,0.097,-0.000,-0.000
24388,0,2,999,0.128,0.013,-0.000,-0.000
24395,3,0,997,0.016,-0.183,-0.000,-0.000
24400,0,0,999,0.016,-0.015,-0.000,-0.000
