t_ms,ax_g,ax_lpf_g
7570,0.001,0.001
7576,0.001,0.001
7582,0.000,0.000
7589,0.001,0.001
7595,0.001,0.001
7601,0.002,0.002
7607,0.002,0.002
7613,0.004,0.004
7619,0.003,0.004
7625,0.005,0.005
7631,0.002,0.002
7637,0.001,0.001
7643,0.001,0.001
7649,0.002,0.002
7656,0.001,0.001
7662,0.002,0.002
7669,0.001,0.001
7674,0.002,0.002
7681,-0.001,-0.001
7686,-0.001,-0.001
7692,-0.001,-0.001
7698,-0.001,-0.001
7705,0.000,-0.000
7710,0.002,0.002
7716,-0.001,-0.001
7722,0.001,0.000
7729,-0.000,-0.000
7734,0.002,0.002
7740,0.003,0.003
7746,0.002,0.003
7758,0.002,0.002
7769,0.001,0.001
7774,0.001,0.001
7780,0.002,0.002
7787,-0.000,-0.000
7792,0.002,0.002
7798,0.002,0.002
7804,0.002,0.002
7811,0.001,0.002
7816,0.001,0.001
7822,0.001,0.001
7829,0.001,0.001
7835,0.003,0.003
7841,0.004,0.004
7847,0.001,0.002
7854,0.002,0.002
7859,0.001,0.002
7865,0.001,0.001
7871,0.001,0.001
7878,-0.001,-0.001
7883,0.000,-0.000
7889,-0.001,-0.001
7895,0.001,0.000
7902,0.001,0.001
7907,-0.000,-0.000
7913,0.002,0.002
7919,0.001,0.001
7926,0.002,0.002
7931,0.002,0.002
7937,0.002,0.002
7943,0.001,0.002
7950,0.002,0.002
7955,0.002,0.002
7961,0.001,0.001
7967,0.001,0.001
7974,0.001,0.001
7979,0.001,0.001
7985,-0.002,-0.002
7991,-0.001,-0.001
7998,-0.001,-0.001
8003,0.002,0.002
8009,0.002,0.002
8015,0.001,0.002
8022,0.002,0.002
8032,0.000,0.000
8038,0.002,0.002
8044,0.002,0.002
8051,0.001,0.001
8056,0.000,0.000
8062,0.001,0.000
8069,0.001,0.001
8075,0.000,0.000
8081,-0.000,-0.000
8087,0.003,0.003
8094,0.000,0.000
8099,0.000,0.000
8105,0.001,0.000
8111,0.001,0.001
8118,-0.001,-0.001
8123,0.002,0.002
8132,0.001,0.001
8137,0.003,0.003
8143,0.002,0.002
8149,0.002,0.002
8156,0.001,0.001
8162,0.001,0.001
8169,0.004,0.004
8174,0.000,0.000
8181,0.000,0.000
8186,0.001,0.000
8192,0.001,0.001
8198,0.000,0.000
8205,0.002,0.002
8210,-0.001,-0.001
8216,0.002,0.002
8222,0.001,0.002
8229,-0.000,-0.000
8234,0.001,0.000
8240,0.001,0.001
8246,0.001,0.001
8253,0.002,0.002
8258,0.002,0.002
8264,0.003,0.003
8270,0.001,0.001
8277,0.001,0.001
8282,0.001,0.001
8289,0.001,0.001
8294,0.002,0.002
8302,-0.000,-0.000
8307,0.001,0.001
8313,0.001,0.001
8320,0.002,0.002
8325,0.001,0.001
8331,0.003,0.003
8337,0.000,0.000
8344,0.003,0.003
8349,0.000,0.000
8355,0.001,0.001
8361,0.000,0.000
8368,0.001,0.001
8373,0.002,0.002
8379,-0.000,-0.000
8385,0.002,0.002
8392,-0.000,-0.000
8397,0.002,0.002
8403,0.002,0.002
8409,0.002,0.002
8416,0.005,0.005
8421,0.001,0.002
8427,0.000,0.000
8433,0.003,0.003
8440,0.001,0.002
8445,0.001,0.001
8451,0.001,0.001
8457,-0.001,-0.001
8464,0.001,0.001
8469,0.001,0.001
8476,-0.001,-0.001
8481,0.001,0.001
8491,0.001,0.001
8498,0.001,0.001
8503,-0.000,-0.000
8509,0.001,0.001
8515,0.001,0.001
8522,0.002,0.002
8527,0.001,0.002
8533,0.000,0.000
8539,0.001,0.000
8546,0.001,0.001
8551,-0.001,-0.001
8557,0.001,0.001
8563,0.001,0.001
8571,0.001,0.001
8576,0.000,0.000
8582,0.003,0.003
8589,0.003,0.003
8595,-0.000,-0.000
8601,0.000,0.000
8608,0.001,0.000
8613,0.002,0.002
8619,0.002,0.002
8625,0.002,0.002
8632,0.001,0.002
8637,0.001,0.002
8643,0.002,0.002
8649,0.001,0.001
8656,0.003,0.003
8662,0.001,0.002
8667,0.001,0.001
8673,-0.001,-0.001
8680,0.001,0.000
8685,0.002,0.002
8691,0.001,0.001
8697,0.001,0.001
8704,0.000,0.000
8710,0.000,0.000
8715,0.000,0.000
8721,0.000,0.000
8727,0.001,0.001
8734,0.003,0.003
8739,0.001,0.001
8745,0.002,0.002
8751,0.000,0.000
8758,0.000,0.000
8763,-0.001,-0.001
8769,0.002,0.002
8776,-0.000,-0.000
8782,-0.001,-0.001
8789,0.003,0.003
8794,0.002,0.002
8801,-0.000,-0.000
8806,0.002,0.002
8812,0.001,0.001
8818,0.001,0.001
8825,0.001,0.001
8830,0.002,0.002
8840,-0.001,-0.001
8846,-0.001,-0.001
8898,0.002,0.002
8904,0.001,0.001
8911,0.001,0.001
8916,0.001,0.001
8922,0.001,0.001
8929,0.001,0.001
8935,0.001,0.001
8940,0.003,0.003
8946,0.001,0.001
8952,-0.000,-0.000
8959,0.001,0.001
8964,0.002,0.002
8970,0.003,0.003
8976,0.001,0.001
8983,0.001,0.001
8989,0.003,0.003
8994,0.002,0.002
9000,0.002,0.002
9007,0.002,0.002
9012,0.002,0.002
9018,0.001,0.001
9024,0.001,0.001
9031,-0.000,-0.000
9036,0.002,0.002
9042,0.002,0.002
9049,0.001,0.001
9055,-0.000,-0.000
9060,0.001,0.001
9066,0.002,0.002
9072,0.001,0.002
9079,0.001,0.002
9084,0.001,0.001
9090,0.000,0.000
9096,0.001,0.001
9103,0.002,0.002
9109,0.005,0.005
9114,0.004,0.004
9120,0.000,0.000
9126,-0.001,-0.001
9132,0.001,0.000
9143,0.001,0.001
9149,0.001,0.001
9154,0.001,0.001
9161,0.001,0.001
9166,0.001,0.001
9172,0.001,0.001
9178,0.001,0.001
9185,0.001,0.001
9190,0.000,0.000
9196,-0.001,-0.001
9202,0.002,0.002
9209,0.001,0.001
9215,0.001,0.001
9221,0.002,0.002
9228,0.002,0.002
9233,-0.000,-0.000
9239,0.001,0.000
9245,0.001,0.001
9252,0.002,0.002
9262,0.002,0.002
9269,0.001,0.001
9274,-0.001,-0.001
9281,0.001,0.001
9286,0.001,0.001
9292,0.003,0.003
9298,0.002,0.002
9305,0.001,0.001
9310,0.001,0.001
9316,0.001,0.001
9322,0.001,0.001
9329,0.003,0.003
9335,-0.000,-0.000
9341,-0.000,-0.000
9347,0.002,0.002
9354,-0.000,-0.000
9359,0.003,0.003
9365,0.001,0.001
9371,0.002,0.002
9378,0.001,0.001
9383,0.001,0.001
9389,0.004,0.004
9396,0.002,0.002
9402,0.001,0.001
9409,0.002,0.002
9417,0.003,0.003
9422,-0.001,-0.001
9429,0.002,0.002
9435,0.002,0.002
9441,0.002,0.002
9447,0.003,0.003
9454,0.001,0.002
9459,0.001,0.002
9465,0.001,0.001
9471,0.001,0.001
9478,0.001,0.001
9483,0.001,0.001
9489,0.001,0.001
9495,0.000,0.000
9502,0.001,0.001
9508,0.001,0.001
9513,0.000,0.000
9519,0.001,0.000
9526,0.004,0.004
9531,0.002,0.002
9537,0.002,0.002
9543,0.002,0.002
9550,0.001,0.002
9556,0.001,0.002
9561,0.001,0.001
9567,0.002,0.002
9573,0.001,0.002
9580,0.002,0.002
9585,0.001,0.001
9591,0.002,0.002
9597,0.001,0.001
9604,0.000,0.000
9609,0.001,0.000
9615,0.003,0.003
9622,0.001,0.002
9630,0.002,0.002
9637,0.000,0.000
9642,0.002,0.002
9649,0.001,0.002
9654,0.001,0.001
9661,0.001,0.001
9666,0.001,0.001
9672,0.001,0.001
9678,0.000,0.000
9686,0.002,0.002
9691,-0.000,-0.000
9697,0.001,0.001
9704,0.000,0.000
9710,0.002,0.002
9715,0.003,0.003
9721,0.000,0.000
9728,0.001,0.001
9733,0.000,0.000
9739,0.000,0.000
9745,0.001,0.001
9752,0.000,0.000
9757,0.001,0.001
9763,0.002,0.002
9769,0.002,0.002
9776,0.002,0.002
9782,0.002,0.002
9789,0.003,0.003
9794,0.002,0.002
9801,0.002,0.002
9806,0.001,0.001
9812,0.001,0.001
9818,0.003,0.003
9825,0.000,0.000
9830,-0.000,-0.000
9836,0.001,0.000
9842,0.002,0.002
9849,0.002,0.002
9854,0.001,0.001
9860,0.002,0.002
9866,0.001,0.001
9873,0.003,0.003
9878,0.002,0.003
9884,0.001,0.001
9890,0.002,0.002
9897,0.001,0.002
9902,-0.000,-0.000
9909,0.000,0.000
9914,0.002,0.002
9921,0.002,0.002
9926,0.001,0.001
9932,0.001,0.001
9938,-0.000,-0.000
9945,0.001,0.001
9955,0.001,0.001
9961,0.001,0.001
9967,0.000,0.000
9974,0.001,0.000
9979,-0.000,-0.000
9985,0.003,0.003
9991,0.001,0.001
10002,0.001,0.001
10009,0.004,0.004
10014,-0.000,0.000
10020,0.001,0.000
10027,-0.000,-0.000
10032,0.001,0.001
10038,0.001,0.001
10044,-0.001,-0.001
10051,0.000,-0.000
10056,0.001,0.001
10062,0.003,0.003
10069,0.001,0.002
10075,0.004,0.004
10081,0.002,0.002
10087,0.003,0.003
10094,0.001,0.001
10099,-0.001,-0.001
10105,0.001,0.001
10111,0.001,0.001
10118,0.000,0.000
10123,0.001,0.001
10129,0.001,0.001
10135,0.001,0.001
10142,0.001,0.001
10147,0.001,0.001
10153,0.001,0.001
10159,0.001,0.001
10166,0.003,0.003
10171,0.002,0.003
10177,0.000,0.000
10183,0.000,0.000
10190,-0.000,-0.000
10195,0.001,0.000
10201,0.000,0.000
10207,0.001,0.000
10214,0.001,0.001
10224,0.001,0.001
10229,-0.000,-0.000
10235,0.001,0.000
10241,0.002,0.002
10248,0.002,0.002
10253,0.000,0.000
10259,-0.001,-0.001
10265,0.001,0.001
10272,0.001,0.001
10277,0.001,0.001
10283,0.001,0.001
10289,0.001,0.001
10296,0.001,0.001
10301,0.002,0.002
10307,0.001,0.001
10313,0.002,0.002
10320,0.001,0.001
10325,-0.000,-0.000
10331,0.001,0.001
10337,0.001,0.001
10389,-0.000,-0.000
10394,0.001,0.001
10401,0.001,0.001
10406,0.002,0.002
10412,0.002,0.002
10418,-0.001,-0.001
10425,0.000,-0.000
10430,0.002,0.002
10436,0.003,0.003
10442,0.002,0.003
10449,0.001,0.002
10455,0.001,0.001
10461,-0.000,-0.000
10467,0.002,0.002
10474,0.001,0.002
10479,0.001,0.001
10485,0.001,0.001
10491,0.001,0.001
10498,0.001,0.001
10503,0.000,0.000
10509,0.001,0.001
10515,0.001,0.001
10526,0.001,0.001
10532,0.001,0.001
10538,0.001,0.001
10544,-0.001,-0.001
10551,0.000,-0.000
10556,0.002,0.002
10562,-0.000,-0.000
10569,0.001,0.001
10575,0.001,0.001
10581,0.003,0.003
10587,0.002,0.003
10594,0.001,0.001
10599,0.002,0.002
10605,0.002,0.002
10611,0.001,0.001
10618,0.002,0.002
10623,0.003,0.003
10629,0.003,0.003
10635,0.001,0.001
10642,0.001,0.001
10647,0.001,0.001
10653,0.001,0.001
10659,0.001,0.001
10666,0.001,0.001
10671,0.000,0.000
10677,0.002,0.002
10683,-0.002,-0.002
10690,0.003,0.002
10695,0.002,0.002
10701,0.003,0.003
10707,0.001,0.001
10714,0.001,0.001
10719,0.001,0.001
10725,0.000,0.000
10735,0.002,0.002
10742,0.002,0.002
10748,0.002,0.002
10753,0.002,0.002
10759,-0.001,-0.001
10765,0.002,0.002
10772,0.001,0.002
10777,0.001,0.001
10783,0.002,0.002
10789,0.005,0.005
10801,0.002,0.003
10807,0.001,0.002
10813,0.001,0.002
10820,0.002,0.002
10825,-0.000,-0.000
10831,0.000,0.000
10837,0.000,0.000
10844,0.002,0.002
10849,0.001,0.001
10855,-0.002,-0.002
10861,0.003,0.003
10868,0.001,0.001
10873,0.001,0.001
10879,0.001,0.001
10885,0.001,0.001
10892,0.001,0.001
10897,0.003,0.003
10903,0.001,0.001
10909,0.002,0.002
10916,0.001,0.002
10921,0.002,0.002
10927,0.001,0.002
10933,0.000,0.000
10940,-0.000,-0.000
10945,0.001,0.001
10951,0.001,0.001
10957,0.001,0.001
10964,0.001,0.001
10969,0.002,0.002
10975,0.003,0.003
10981,0.001,0.001
10988,0.001,0.001
10993,0.000,0.000
10999,0.001,0.001
11005,0.003,0.003
11012,0.001,0.002
11017,0.001,0.002
11023,0.001,0.001
11029,0.001,0.001
11036,0.003,0.003
11042,0.001,0.001
11049,0.001,0.001
11055,0.000,0.000
11060,0.001,0.000
11072,0.001,0.001
11077,0.000,0.000
11087,0.002,0.002
11094,0.001,0.001
11099,0.001,0.001
11105,0.001,0.001
11111,0.001,0.001
11118,0.004,0.004
11123,-0.000,-0.000
11129,0.001,0.001
11135,0.001,0.001
11142,0.001,0.001
11147,0.004,0.004
11153,0.002,0.002
11159,0.002,0.002
11166,0.002,0.002
11171,0.004,0.004
11177,0.002,0.002
11183,0.000,0.000
11190,-0.000,-0.000
11195,-0.000,-0.000
11201,0.002,0.002
11207,0.000,0.000
11214,0.002,0.002
11219,0.000,0.000
11225,0.002,0.002
11231,0.001,0.001
11238,-0.000,-0.000
11243,0.002,0.002
11249,0.001,0.001
11255,-0.000,-0.000
11262,0.000,0.000
11267,0.001,0.000
11273,0.001,0.001
11279,0.002,0.002
11286,0.003,0.003
11291,0.000,0.000
11297,0.001,0.001
11303,0.002,0.002
11310,0.001,0.001
11315,0.001,0.001
11321,0.002,0.002
11327,0.001,0.001
11334,0.003,0.003
11344,0.000,0.000
11350,0.003,0.003
11356,0.004,0.004
11363,0.001,0.002
11369,0.001,0.001
11374,0.002,0.002
11380,0.001,0.002
11387,0.003,0.003
11392,0.000,0.000
11398,0.002,0.002
11404,-0.000,-0.000
11411,0.001,0.001
11416,0.001,0.001
11422,0.002,0.002
11431,-0.001,-0.001
11437,0.001,0.001
11444,0.000,0.000
11450,-0.001,-0.001
11455,0.001,0.001
11461,0.001,0.001
11467,0.001,0.001
11473,-0.000,-0.000
11479,0.001,0.001
11485,0.001,0.001
11491,0.001,0.001
11498,0.001,0.001
11503,0.003,0.003
11509,0.001,0.001
11516,-0.000,-0.000
11522,0.002,0.002
11529,0.003,0.003
11534,0.001,0.001
11541,0.000,0.000
11546,0.001,0.001
11552,0.001,0.001
11558,0.002,0.002
11565,0.001,0.001
11570,0.002,0.002
11576,0.001,0.002
11582,0.001,0.002
11589,0.002,0.002
11595,0.001,0.001
11601,0.003,0.003
11608,0.001,0.001
11619,0.001,0.001
11624,0.002,0.002
11630,0.003,0.003
11637,0.003,0.003
11642,0.000,0.000
11649,0.000,0.000
11654,0.001,0.000
11661,0.001,0.001
11666,-0.000,-0.000
11672,0.002,0.002
11678,0.001,0.001
11685,-0.001,-0.001
11690,0.001,0.001
11696,0.000,0.000
11702,0.002,0.002
11709,0.001,0.002
11715,0.000,0.000
11721,0.001,0.000
11728,0.001,0.001
11733,0.001,0.001
11739,0.001,0.001
11745,-0.000,-0.000
11752,0.001,0.001
11757,0.001,0.001
11763,0.001,0.001
11769,0.002,0.002
11825,0.003,0.003
11831,0.002,0.002
11837,0.001,0.001
11844,0.001,0.001
11849,0.002,0.002
11855,0.000,0.000
11861,0.002,0.002
11868,0.001,0.002
11873,-0.001,-0.001
11879,0.002,0.002
11885,0.001,0.001
11892,0.001,0.001
11897,0.001,0.001
11903,0.001,0.001
11909,0.002,0.002
11921,0.001,0.001
11927,-0.001,-0.001
11933,0.001,0.001
11940,0.000,0.000
11945,0.000,0.000
11951,0.002,0.002
11957,-0.000,-0.000
11964,0.001,0.000
11969,0.001,0.001
11975,0.001,0.001
11981,0.001,0.001
11988,0.003,0.003
11993,0.002,0.002
11999,0.002,0.002
12005,0.001,0.002
12012,0.001,0.002
12017,0.001,0.001
12023,0.001,0.001
12029,0.001,0.001
12036,0.000,0.000
12041,0.001,0.001
12047,0.003,0.003
12053,-0.000,-0.000
12060,0.002,0.002
12065,0.002,0.002
12071,0.001,0.001
12077,0.001,0.001
12084,0.003,0.003
12089,0.001,0.001
12095,0.000,0.000
12101,0.001,0.001
12108,0.002,0.002
12113,0.002,0.002
12119,0.003,0.003
12125,0.002,0.002
12132,0.002,0.002
12137,0.001,0.001
12143,-0.001,-0.001
12149,0.000,-0.000
12156,0.002,0.002
12162,0.003,0.003
12171,0.001,0.001
12177,0.002,0.002
12183,0.002,0.002
12195,0.001,0.002
12201,0.002,0.002
12207,0.001,0.001
12214,0.002,0.002
12219,0.001,0.002
12225,0.001,0.001
12231,0.002,0.002
12238,0.002,0.002
12243,0.002,0.002
12249,0.001,0.002
12255,0.000,0.000
12262,0.003,0.003
12267,-0.001,-0.001
12273,0.001,0.001
12279,0.001,0.001
12286,0.001,0.001
12291,0.002,0.002
12297,0.001,0.001
12303,0.002,0.002
12310,0.002,0.002
12315,0.002,0.002
12321,-0.000,-0.000
12327,0.002,0.002
12334,0.001,0.001
12339,0.002,0.002
12345,0.001,0.002
12351,0.001,0.002
12358,0.000,0.000
12363,0.000,0.000
12369,0.001,0.001
12375,0.001,0.001
12382,0.001,0.001
12387,-0.000,-0.000
12393,0.003,0.003
12399,0.001,0.002
12406,-0.000,-0.000
12411,0.001,0.001
12417,0.000,0.000
12423,0.002,0.002
12430,0.001,0.002
12435,0.002,0.002
12441,0.001,0.001
12447,0.001,0.001
12454,0.003,0.003
12464,0.001,0.001
12470,0.002,0.002
12476,-0.000,-0.000
12483,0.003,0.003
12489,0.001,0.002
12494,0.001,0.001
12500,0.001,0.001
12507,0.003,0.003
12512,0.003,0.003
12522,0.001,0.002
12529,0.001,0.002
12534,-0.000,-0.000
12541,-0.000,-0.000
12546,0.002,0.002
12552,0.001,0.001
12558,0.000,0.000
12565,-0.001,-0.001
12570,0.003,0.003
12576,0.002,0.002
12582,0.002,0.002
12589,0.000,0.000
12594,-0.000,-0.000
12600,0.003,0.003
12606,0.001,0.001
12613,0.003,0.003
12618,0.003,0.003
12624,0.001,0.001
12630,0.001,0.001
12637,-0.000,-0.000
12642,0.002,0.002
12649,0.001,0.002
12654,0.003,0.003
12661,0.003,0.003
12666,0.003,0.003
12672,-0.002,-0.001
12678,0.002,0.002
12685,0.001,0.002
12690,0.002,0.002
12696,0.002,0.002
12702,-0.001,-0.001
12709,0.002,0.002
12715,-0.000,-0.000
12721,0.001,0.001
12728,0.002,0.002
12738,0.000,0.000
12744,0.002,0.002
12750,0.001,0.001
12757,0.002,0.002
12762,0.001,0.001
12769,-0.000,-0.000
12774,-0.000,-0.000
12781,0.002,0.002
12786,0.001,0.001
12792,0.001,0.001
12798,0.000,0.000
12805,0.002,0.002
12810,0.001,0.001
12816,0.001,0.001
12822,0.001,0.001
12829,0.002,0.002
12835,0.001,0.001
12841,0.000,0.000
12848,0.002,0.002
12853,-0.000,-0.000
12859,0.001,0.001
12869,0.001,0.001
12875,0.003,0.003
12882,-0.000,-0.000
12887,0.000,0.000
12893,0.001,0.000
12899,-0.002,-0.002
12906,0.002,0.002
12911,0.002,0.002
12917,0.000,0.000
12923,-0.001,-0.001
12930,0.001,0.000
12935,0.000,0.000
12941,0.002,0.002
12947,0.002,0.002
12954,0.001,0.001
12959,-0.001,-0.001
12965,0.000,-0.000
12971,0.001,0.001
12978,0.002,0.002
12983,0.001,0.001
12989,-0.001,-0.001
12995,0.001,0.000
13008,0.003,0.003
13013,0.002,0.002
13019,-0.000,-0.000
13026,0.001,0.000
13031,0.002,0.002
13037,0.002,0.002
13043,0.002,0.002
13050,0.002,0.002
13055,0.000,0.000
13061,0.002,0.002
13067,-0.000,-0.000
13074,-0.000,-0.000
13079,0.001,0.000
13085,0.003,0.003
13091,-0.001,-0.001
13098,0.001,0.000
13103,0.002,0.002
13109,0.003,0.003
13115,-0.001,-0.001
13122,0.001,0.001
13127,0.002,0.002
13133,0.001,0.001
13139,0.002,0.002
13146,0.001,0.002
13151,0.001,0.002
13157,-0.000,-0.000
13163,0.002,0.002
13170,0.001,0.001
13175,0.000,0.000
13181,0.001,0.000
13187,0.002,0.002
13194,-0.001,-0.001
13199,0.001,0.001
13252,0.001,0.001
13257,0.002,0.002
13263,0.001,0.002
13269,0.003,0.003
13276,0.002,0.002
13282,0.002,0.002
13289,0.003,0.003
13295,0.001,0.001
13300,0.001,0.001
13306,0.001,0.001
13316,0.001,0.001
13322,0.002,0.002
13329,0.001,0.002
13335,0.001,0.001
13341,-0.001,-0.001
13348,0.001,0.001
13353,0.001,0.001
13359,0.002,0.002
13365,0.001,0.002
13372,-0.002,-0.002
13377,0.002,0.002
13383,0.002,0.002
13389,0.001,0.001
13396,0.002,0.002
13402,0.001,0.001
13409,0.003,0.003
13415,0.002,0.003
13421,0.001,0.002
13427,-0.000,-0.000
13433,0.003,0.003
13440,0.001,0.001
13445,0.001,0.001
13451,0.001,0.001
13457,0.003,0.003
13464,0.000,0.000
13469,0.001,0.001
13475,0.001,0.001
13481,0.001,0.001
13488,0.001,0.001
13493,0.001,0.001
13499,0.002,0.002
13505,0.001,0.002
13512,0.002,0.002
13517,0.002,0.002
13523,0.001,0.001
13529,0.001,0.001
13536,0.000,0.000
13541,-0.000,-0.000
13547,0.002,0.002
13553,-0.001,-0.001
13560,0.001,0.001
13565,0.001,0.001
13571,0.002,0.002
13577,0.002,0.002
13588,0.001,0.001
13593,0.001,0.001
13603,0.001,0.001
13609,0.003,0.003
13615,0.001,0.002
13622,-0.000,-0.000
13627,0.001,0.001
13633,0.002,0.002
13639,0.001,0.002
13646,0.002,0.002
13651,0.000,0.000
13657,0.002,0.002
13663,-0.000,-0.000
13670,0.001,0.000
13675,0.000,0.000
13681,0.003,0.003
13687,0.001,0.002
13694,0.001,0.001
13699,-0.001,-0.001
13705,0.001,0.001
13711,0.000,0.000
13718,0.002,0.002
13723,-0.001,-0.001
13729,0.002,0.002
13735,0.001,0.002
13742,0.003,0.003
13747,0.002,0.003
13753,0.002,0.002
13759,0.003,0.003
13766,0.001,0.001
13771,-0.001,-0.001
13777,0.001,0.001
13783,-0.000,-0.000
13790,0.002,0.002
13796,0.001,0.001
13801,0.000,0.000
13807,0.002,0.002
13814,0.000,0.000
13819,0.001,0.001
13825,0.000,0.000
13831,0.002,0.002
13838,0.001,0.002
13843,0.001,0.002
13855,0.003,0.003
13860,0.001,0.001
13867,0.001,0.001
13872,0.000,0.000
13878,0.001,0.001
13884,0.001,0.001
13891,0.002,0.002
13896,0.003,0.003
13902,0.003,0.003
13909,0.001,0.002
13915,0.001,0.002
13920,0.002,0.002
13926,0.001,0.001
13932,0.001,0.001
13939,0.001,0.001
13944,0.001,0.001
13954,0.002,0.002
13959,0.000,0.000
13965,0.003,0.003
13971,0.002,0.002
13978,-0.001,-0.001
13983,0.003,0.003
13989,0.001,0.002
13995,0.001,0.002
14002,0.003,0.003
14007,-0.000,-0.000
14013,0.000,0.000
14019,0.001,0.000
14026,0.001,0.001
14031,0.001,0.001
14037,0.003,0.003
14043,0.002,0.002
14050,0.002,0.002
14055,0.003,0.003
14061,0.002,0.002
14067,-0.000,-0.000
14074,0.000,0.000
14079,0.001,0.001
14085,0.001,0.001
14091,-0.000,-0.000
14098,0.001,0.001
14103,0.000,0.000
14109,0.000,0.000
14115,0.000,0.000
14127,0.003,0.003
14133,0.002,0.002
14139,-0.000,-0.000
14146,0.001,0.001
14151,0.003,0.003
14157,0.001,0.002
14163,0.002,0.002
14170,0.002,0.002
14175,0.001,0.001
14181,0.001,0.001
14187,0.002,0.002
14194,0.003,0.003
14199,0.001,0.002
14205,0.001,0.001
14211,0.001,0.001
14218,0.001,0.001
14223,0.000,0.000
14229,0.001,0.000
14235,0.002,0.002
14242,0.002,0.002
14247,0.001,0.001
14253,0.001,0.001
14259,0.001,0.001
14266,0.001,0.001
14271,-0.000,-0.000
14277,-0.001,-0.001
14283,0.002,0.002
14290,0.002,0.002
14298,0.003,0.003
14305,0.001,0.001
14310,0.000,0.000
14316,0.000,0.000
14322,-0.001,-0.001
14329,0.002,0.002
14334,0.001,0.002
14340,0.003,0.003
14346,0.001,0.001
14353,0.002,0.002
14358,0.000,0.000
14364,0.000,0.000
14370,0.002,0.002
14377,0.001,0.001
14382,0.001,0.001
14389,0.002,0.002
14401,0.001,0.001
14406,0.001,0.001
14412,0.001,0.001
14418,0.001,0.001
14425,0.002,0.002
14430,0.001,0.002
14436,0.001,0.001
14442,0.000,0.000
14449,-0.002,-0.002
14455,-0.000,-0.001
14461,-0.001,-0.001
14468,0.001,0.001
14473,0.001,0.001
14479,0.002,0.002
14485,0.004,0.004
14492,0.001,0.002
14497,0.003,0.003
14503,0.002,0.002
14509,0.002,0.002
14516,0.001,0.001
14522,0.000,0.000
14529,0.002,0.002
14535,0.002,0.002
14540,0.003,0.003
14546,0.002,0.003
14552,0.001,0.001
14559,0.001,0.001
14564,0.001,0.001
14570,0.001,0.001
14576,0.002,0.002
14583,0.002,0.002
14589,0.001,0.001
14594,0.001,0.001
14600,0.002,0.002
14607,0.002,0.002
14612,0.003,0.003
14618,0.001,0.001
14624,0.001,0.001
14630,-0.003,-0.002
14636,0.001,0.001
14687,0.001,0.001
14694,0.001,0.001
14701,0.001,0.001
14706,0.002,0.002
14713,0.002,0.002
14718,0.001,0.002
14724,0.001,0.002
14730,0.001,0.001
14737,0.001,0.001
14743,0.001,0.001
14749,0.003,0.003
14754,0.002,0.003
14761,0.001,0.001
14766,0.001,0.001
14772,-0.001,-0.001
14778,0.001,0.000
14785,0.000,0.000
14790,-0.000,-0.000
14796,0.003,0.003
14802,0.001,0.001
14809,0.003,0.003
14815,0.001,0.002
14821,0.001,0.002
14827,0.005,0.005
14834,0.003,0.003
14839,0.003,0.003
14845,0.001,0.002
14851,-0.001,-0.001
14858,0.001,0.000
14863,0.001,0.001
14869,0.002,0.002
14876,0.001,0.002
14882,0.003,0.003
14889,0.002,0.003
14894,0.001,0.002
14901,-0.001,-0.001
14906,0.001,0.000
14912,0.002,0.002
14918,0.001,0.001
14925,0.002,0.002
14930,0.001,0.002
14936,0.002,0.002
14942,0.001,0.001
14949,0.002,0.002
14955,0.000,0.000
14961,0.003,0.003
14974,0.001,0.002
14979,0.000,0.000
14985,0.001,0.001
14992,0.001,0.001
14997,0.002,0.002
15003,0.002,0.002
15009,0.002,0.002
15016,0.003,0.003
15021,0.002,0.003
15027,-0.001,-0.001
15036,0.003,0.003
15042,0.001,0.002
15049,-0.001,-0.001
15055,0.001,0.001
15061,0.002,0.002
15067,0.002,0.002
15074,0.003,0.003
15079,0.001,0.002
15085,0.003,0.003
15091,0.002,0.003
15098,0.002,0.002
15103,0.001,0.002
15109,0.000,0.000
15115,0.002,0.002
15122,0.001,0.002
15127,0.001,0.001
15133,0.002,0.002
15139,0.002,0.002
15146,0.005,0.005
15151,0.001,0.002
15157,0.001,0.001
15163,0.001,0.001
15170,0.000,0.000
15175,0.002,0.002
15181,0.001,0.001
15187,0.000,0.000
15194,0.001,0.000
15199,0.002,0.002
15205,0.001,0.001
15211,0.001,0.001
15218,0.000,0.000
15223,0.002,0.002
15229,0.001,0.001
15235,0.001,0.001
15243,0.002,0.002
15249,0.001,0.001
15254,0.002,0.002
15261,0.003,0.003
15266,-0.001,-0.001
15272,0.001,0.001
15278,0.001,0.001
15285,0.001,0.001
15290,0.002,0.002
15296,0.000,0.000
15302,0.000,0.000
15309,0.001,0.000
15315,0.005,0.004
15321,0.004,0.004
15327,0.000,0.000
15334,-0.001,-0.001
15339,-0.000,-0.000
15345,0.001,0.001
15351,0.001,0.001
15358,0.000,0.000
15363,0.001,0.001
15369,0.001,0.001
15378,0.001,0.001
15384,0.002,0.002
15391,0.001,0.002
15396,-0.001,-0.001
15402,0.001,0.001
15409,0.002,0.002
15415,0.001,0.001
15420,0.002,0.002
15426,0.004,0.004
15432,0.000,0.000
15439,0.002,0.002
15444,0.001,0.001
15450,0.001,0.001
15456,0.001,0.001
15463,0.001,0.001
15469,0.001,0.001
15474,0.001,0.001
