t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg
14384,0,0,1001,0.036,-0.042
14391,0,-2,1002,-0.132,-0.042
14396,0,0,998,-0.02,-0.042
14402,1,-1,998,-0.076,-0.098
14408,1,1,1000,0.064,-0.07
14415,0,1,1000,0.064,0.042
14420,0,0,997,0.008,0.014
14426,-1,0,998,0.008,0.098
14432,0,0,998,0.008,0.042
14439,0,0,999,-0.02,-0.014
14445,-1,0,999,-0.048,0.07
14455,-2,3,999,0.175,0.154
14461,-1,1,998,0.092,0.07
14468,0,2,999,0.12,0.014
14473,0,0,998,-0.02,0.014
14479,-1,1,999,0.092,0.098
14486,0,0,1000,0.036,0.042
14492,0,0,998,0.036,-0.014
14497,1,1,996,0.092,-0.098
14503,0,0,999,0.036,-0.014
14509,0,-1,1000,-0.076,0.014
14516,0,-1,998,-0.076,0.014
14521,0,1,1000,0.064,-0.014
14527,1,-1,1001,-0.104,-0.07
14533,-1,1,1000,0.091,0.07
14540,0,0,1000,0.036,-0.014
14545,1,1,1001,0.063,-0.07
14551,0,-1,1000,-0.104,0.042
14557,-1,0,999,0.036,0.098
14565,-1,1,998,0.064,0.07
14571,2,-1,1000,-0.076,-0.126
14577,0,-3,999,-0.216,0.042
14584,-1,-3,998,-0.188,0.07
14589,-1,-1,999,-0.104,0.07
14595,0,1,999,0.092,-0.014
14601,1,0,998,-0.048,-0.07
14608,1,0,999,0.036,-0.07
14613,0,0,1000,0.036,0.014
14619,2,0,997,0.036,-0.126
14625,0,0,999,0.008,-0.014
14632,0,0,1001,0.008,0.042
14637,0,0,999,0.008,0.014
14643,-2,0,1000,0.008,0.126
14649,0,0,1001,-0.048,-0.042
14656,-1,0,1000,0.008,0.07
14661,1,1,999,0.092,-0.07
14667,-1,0,1001,-0.02,0.098
14673,0,0,998,-0.02,-0.014
14728,0,-1,999,-0.076,0.042
14733,0,0,998,-0.048,0.042
14739,0,-1,998,-0.076,0.042
14746,0,0,1000,0.036,-0.042
14752,-1,0,998,0.036,0.07
14757,-3,0,999,0.008,0.182
14763,0,0,1001,0.036,0.014
14769,-3,0,998,0.036,0.182
14776,-2,0,1000,0.036,0.126
14781,0,0,1002,0.035,0.042
14787,-1,-2,999,-0.16,0.098
14793,0,-1,998,-0.104,-0.014
14800,-1,0,998,0.008,0.07
14805,0,-1,997,-0.076,-0.014
14811,1,0,999,-0.048,-0.098
14817,0,0,1000,0.036,0.042
14824,0,-1,999,-0.104,-0.014
14829,1,0,1000,0.036,-0.098
14835,-1,1,997,0.064,0.098
14846,0,0,996,0.008,-0.014
14851,1,0,1000,0.008,-0.098
14858,0,0,999,0.036,0.042
14863,0,-2,1000,-0.16,-0.042
14869,-1,0,999,0.008,0.07
14875,0,-1,1000,-0.076,0.014
14882,-2,-1,999,-0.076,0.126
14887,-1,0,999,-0.02,0.07
14893,0,0,999,-0.02,-0.014
14899,0,1,1000,0.091,-0.014
14906,-1,0,1000,-0.02,0.07
14911,0,0,999,-0.02,-0.014
14917,-1,-1,998,-0.076,0.07
14923,2,1,1000,0.064,-0.154
14930,0,1,999,0.064,0.042
14935,0,2,1000,0.147,-0.014
14941,-1,0,998,-0.02,0.098
14951,-2,-1,1000,-0.076,0.126
14958,1,0,999,-0.048,-0.098
14963,0,0,1000,0.036,-0.014
14969,0,0,998,0.008,0.042
14975,0,1,999,0.064,0.014
14982,2,0,1000,0.008,-0.126
14987,0,0,999,-0.02,-0.042
14993,0,0,996,-0.02,-0.014
14999,1,0,1000,0.036,-0.07
15006,0,0,998,0.036,-0.014
15012,0,1,1001,0.063,-0.014
15018,0,1,999,0.064,-0.014
15024,0,0,999,-0.048,0.014
15031,-2,0,1000,-0.02,0.154
15036,0,0,1000,-0.02,0.014
15042,0,1,1000,0.064,0.014
15048,-2,0,997,0.036,0.126
15055,-2,0,1001,-0.048,0.125
15060,-1,0,999,0.008,0.098
15066,0,-2,1000,-0.132,0.042
15072,0,-2,998,-0.132,0.042
15084,0,1,999,0.092,0.014
15090,-1,0,998,0.008,0.07
15096,0,0,997,-0.048,-0.042
15103,0,0,997,0.036,0.014
15108,-1,0,999,0.008,0.07
15114,0,1,995,0.064,0.042
15120,0,0,1001,0.008,-0.042
15127,0,-1,998,-0.104,-0.014
15132,0,-1,1000,-0.076,0.042
15138,0,0,1000,-0.02,-0.014
15144,0,0,1001,0.008,-0.014
15151,0,0,999,-0.048,-0.042
15156,2,1,999,0.092,-0.126
15162,0,1,999,0.064,-0.014
15168,1,1,998,0.092,-0.07
15175,0,-1,998,-0.104,-0.042
15184,0,0,998,0.008,0.042
15190,1,-2,1001,-0.16,-0.07
15196,0,-1,1001,-0.104,-0.014
15202,1,0,1000,-0.02,-0.098
15209,-2,0,1000,0.036,0.126
15214,0,0,1000,-0.048,0.042
15220,-1,1,998,0.092,0.098
15226,0,-1,998,-0.076,0.014
15233,-1,1,998,0.064,0.07
15238,0,0,999,0.036,0.014
15244,1,0,1002,0.036,-0.098
15250,1,1,997,0.092,-0.07
15257,-1,-2,998,-0.132,0.07
15262,0,-1,997,-0.105,0.014
15268,0,0,999,-0.02,0.014
15274,0,0,1001,-0.02,-0.042
15281,1,0,999,0.036,-0.098
15286,0,0,1001,0.036,0.014
15292,-1,-1,998,-0.104,0.098
15298,-2,0,998,-0.02,0.154
15305,0,0,999,0.008,0.042
15310,-1,1,998,0.064,0.098
15316,-1,0,997,-0.048,0.098
15325,0,1,1000,0.091,0.014
15330,1,0,1000,0.036,-0.098
15336,-1,-1,997,-0.076,0.07
15343,-1,0,1001,-0.048,0.098
15348,0,-1,1001,-0.076,0.042
15354,-1,-1,1001,-0.076,0.07
15360,0,2,999,0.148,-0.042
15367,1,2,998,0.12,-0.07
15372,1,0,1000,-0.02,-0.07
15378,0,0,996,-0.02,0.042
15384,-1,-2,999,-0.132,0.098
15391,0,0,997,-0.02,-0.042
15396,-2,0,997,-0.02,0.154
15402,0,0,997,-0.048,0.042
15412,-1,0,999,0.036,0.07
15418,-2,0,999,-0.02,0.126
15425,-1,0,1000,-0.02,0.07
15430,0,0,997,0.036,-0.014
15436,-2,1,998,0.064,0.126
15442,-1,0,999,0.008,0.07
15449,1,0,997,-0.02,-0.07
15454,2,1,1000,0.064,-0.126
15460,-3,0,1000,0.008,0.182
15466,0,0,1000,0.008,0.042
15473,0,0,997,-0.048,-0.042
15478,0,0,999,0.036,0.014
15484,-1,0,1000,-0.048,0.07
15490,-3,0,999,0.008,0.182
15497,0,-1,1000,-0.076,0.042
15502,0,-1,1000,-0.104,-0.014
15508,0,1,998,0.064,-0.014
15514,-1,0,999,0.008,0.098
15521,-2,-1,999,-0.076,0.126
15526,1,-1,997,-0.076,-0.07
15532,0,-1,998,-0.076,0.014
15538,1,0,998,0.036,-0.07
15545,0,0,1001,-0.048,0.042
15550,0,0,999,0.008,0.014
15556,-1,-1,1000,-0.104,0.07
15565,0,0,999,0.008,0.042
15570,0,0,997,0.008,0.042
15576,1,-1,997,-0.105,-0.098
15583,3,0,998,-0.02,-0.21
15588,0,1,999,0.092,0.042
15594,0,1,999,0.092,-0.042
15600,2,-2,1002,-0.132,-0.126
15607,0,3,997,0.176,0.014
15613,0,-1,997,-0.104,-0.042
15618,-1,-2,998,-0.16,0.07
15624,0,0,1000,-0.048,-0.014
15631,-1,-1,1000,-0.076,0.07
15687,0,0,998,-0.02,0.014
15694,-2,0,1000,0.036,0.126
15699,0,-2,1001,-0.132,-0.042
15705,0,-1,999,-0.104,0.042
15711,0,0,1000,0.008,-0.014
15718,0,0,998,-0.048,0.014
15723,0,1,998,0.064,-0.014
15729,0,0,997,0.008,-0.042
15735,0,0,996,0.008,0.042
15742,0,2,998,0.12,0.042
15747,0,1,1003,0.091,0.042
15753,0,0,999,0.036,-0.014
15759,0,-1,1000,-0.104,0.042
15766,1,0,1000,-0.02,-0.07
15772,0,-1,999,-0.104,-0.042
15778,0,0,1000,0.008,0.014
15785,0,0,999,0.036,0.014
15790,2,0,1001,0.036,-0.126
15796,0,-1,1001,-0.076,0.042
15802,0,0,997,0.036,0.014
15809,0,-1,997,-0.076,0.014
15814,0,-2,1001,-0.132,0.014
15820,1,1,999,0.092,-0.07
15826,1,0,999,0.036,-0.07
15833,-2,0,1000,0.008,0.126
15844,0,0,999,-0.048,-0.014
15849,-1,3,1000,0.175,0.07
15855,0,1,999,0.064,-0.014
15862,1,-1,1000,-0.076,-0.07
15867,-1,0,996,0.008,0.098
15873,-1,-2,1000,-0.132,0.098
15879,0,0,998,-0.048,0.014
15886,-1,-1,1000,-0.076,0.098
15892,0,0,998,-0.02,-0.042
15898,-2,1,1000,0.064,0.126
15905,-1,0,998,0.036,0.07
15915,1,-1,997,-0.076,-0.07
15920,0,-1,1002,-0.104,-0.042
15926,2,-1,999,-0.076,-0.154
15932,0,-1,998,-0.076,-0.014
15939,0,0,1000,0.036,0.014
15945,0,0,1001,0.036,-0.014
15951,2,1,999,0.092,-0.126
15958,-1,0,1000,0.036,0.07
15963,1,-1,998,-0.104,-0.07
15969,0,1,999,0.064,0.042
15975,0,0,998,-0.048,-0.014
15982,0,0,998,-0.048,0.014
15987,0,-1,998,-0.076,0.042
15993,0,-1,999,-0.104,0.014
15999,0,0,1000,0.008,0.042
16006,-2,0,1000,0.036,0.154
16012,-1,0,999,-0.02,0.098
16018,0,2,998,0.12,0.014
16024,-3,0,999,0.036,0.182
16031,0,0,1000,-0.048,0.014
16036,-2,0,999,0.008,0.154
16042,-2,0,999,0.036,0.126
16048,0,-1,998,-0.104,0.014
16055,0,3,1000,0.175,-0.014
16060,0,0,1001,0.008,0.014
16066,-1,0,999,0.036,0.07
16073,0,0,999,0.036,0.014
16079,-3,-1,998,-0.076,0.182
16089,-2,0,999,-0.048,0.154
16095,1,-1,999,-0.076,-0.07
16102,2,-1,1000,-0.104,-0.126
16108,1,2,999,0.12,-0.098
16113,-1,-1,1000,-0.076,0.07
16119,0,0,1001,-0.02,0.042
16126,-1,0,999,0.036,0.07
16132,-1,0,999,0.008,0.07
16142,2,1,997,0.064,-0.126
16148,2,0,997,0.008,-0.154
16155,1,-1,998,-0.076,-0.098
16160,0,0,1000,-0.048,0.014
16166,0,-2,1000,-0.132,0.042
16172,1,0,1003,0.008,-0.07
16179,0,0,998,-0.02,-0.014
16184,0,-1,1001,-0.104,-0.014
16190,-2,0,1000,-0.02,0.126
16196,-1,-1,998,-0.076,0.07
16203,1,1,998,0.092,-0.098
16208,0,1,1000,0.091,-0.014
16214,-2,1,999,0.064,0.126
16220,0,1,997,0.092,-0.014
16227,-2,2,999,0.12,0.126
16233,-1,1,1000,0.064,0.07
16238,0,2,1000,0.147,0.042
16244,0,0,1001,0.008,0.042
16250,0,0,1003,-0.02,0.014
16256,0,0,999,0.036,0.042
16262,-1,0,997,-0.048,0.098
16268,0,-2,994,-0.133,-0.042
16274,-1,-1,993,-0.105,0.098
16281,0,-3,995,-0.189,0.042
16286,-2,0,999,0.036,0.126
16292,1,0,999,0.036,-0.07
16298,0,1,1000,0.064,-0.042
16305,0,0,1002,-0.02,-0.014
16310,-1,1,998,0.092,0.098
16316,-1,0,999,-0.048,0.07
16322,-3,2,997,0.12,0.182
16330,-1,-1,998,-0.076,0.098
16335,-1,-2,999,-0.132,0.07
16341,0,-2,999,-0.132,-0.014
16348,3,0,999,-0.048,-0.182
16353,0,-2,1000,-0.132,-0.014
16359,1,-1,1002,-0.076,-0.07
16369,-1,-3,1000,-0.188,0.098
16376,1,0,999,-0.02,-0.07
16382,-1,1,999,0.064,0.098
16387,-1,1,999,0.092,0.07
16393,-1,1,999,0.064,0.07
16400,0,3,1000,0.203,-0.014
16406,-2,1,999,0.092,0.126
16411,2,-1,998,-0.076,-0.126
16417,0,3,998,0.176,0.042
16423,0,0,1003,-0.048,0.014
16430,0,0,999,-0.02,-0.014
16435,0,0,1000,0.036,-0.042
16441,-1,0,998,-0.048,0.098
16447,1,-1,999,-0.076,-0.07
16454,1,0,998,-0.048,-0.098
16459,0,0,999,0.036,0.014
16465,1,-1,998,-0.104,-0.07
16471,1,1,1001,0.091,-0.098
16478,-1,-1,1000,-0.076,0.07
16483,0,0,1001,0.036,0.042
16489,-1,0,998,0.036,0.098
16495,-1,0,999,0.036,0.07
16502,0,2,1001,0.119,-0.042
16507,0,1,1001,0.091,0.042
16513,-1,1,1001,0.063,0.07
16519,0,0,1000,-0.02,0.014
16526,-1,0,998,-0.048,0.098
16531,-1,1,1000,0.091,0.07
16537,0,0,1000,-0.048,-0.014
16543,0,-1,999,-0.104,0.042
16550,0,-2,999,-0.16,-0.014
16555,0,0,999,-0.02,0.042
16561,0,-2,1000,-0.132,-0.042
16570,0,-1,998,-0.104,-0.014
16575,0,1,999,0.092,0.014
16581,-3,0,999,-0.02,0.21
16588,0,0,999,0.008,-0.042
16639,-2,-1,1000,-0.076,0.126
16644,-1,0,1000,-0.048,0.098
16651,-1,0,999,-0.048,0.07
16656,-3,-1,998,-0.076,0.182
16662,0,0,999,0.036,0.014
16668,1,0,996,0.036,-0.07
16675,-1,2,997,0.12,0.07
16680,1,0,1000,0.036,-0.098
16686,0,-1,1002,-0.104,-0.042
16692,0,0,999,0.008,-0.042
16699,0,2,995,0.12,0.014
16704,0,-1,999,-0.104,-0.014
16710,-1,0,997,-0.02,0.07
16716,0,0,1002,-0.048,-0.014
16723,0,1,998,0.064,0.014
16728,-1,0,999,-0.048,0.07
16734,1,0,1001,-0.048,-0.07
16740,0,0,999,0.036,-0.042
16747,-1,0,1000,-0.02,0.07
16752,1,-1,999,-0.076,-0.098
16758,0,-3,998,-0.188,0.014
16764,1,0,998,-0.048,-0.098
16771,1,-2,1001,-0.16,-0.07
16776,0,0,1000,-0.048,-0.014
16782,0,0,995,0.008,0.014
16788,1,1,1003,0.063,-0.098
16795,0,-2,997,-0.132,-0.014
16800,0,-2,1001,-0.132,0.014
16806,0,0,999,0.008,-0.014
16812,0,1,1002,0.091,-0.014
16819,2,0,1001,0.008,-0.126
16824,1,0,1002,0.036,-0.098
16830,1,0,997,0.008,-0.098
16841,0,0,995,0.036,0.042
16846,-1,0,999,-0.048,0.098
16853,0,-1,1000,-0.076,0.042
16862,-2,0,1000,0.036,0.126
16868,0,0,1000,0.008,-0.042
16874,-1,0,999,0.008,0.07
16881,0,1,1000,0.064,-0.014
16887,1,0,999,0.008,-0.07
16892,-1,-1,1000,-0.104,0.07
16898,-2,0,999,0.008,0.154
16905,0,-2,999,-0.132,0.014
16910,0,0,997,0.008,-0.014
16916,-2,0,997,0.008,0.154
16922,0,0,1000,-0.048,-0.042
16929,-2,0,1000,-0.048,0.154
16934,0,-2,1000,-0.132,-0.014
16940,1,-1,998,-0.104,-0.07
16946,-1,0,1001,0.036,0.07
16953,-2,1,999,0.092,0.126
16959,0,-2,996,-0.133,0.042
16966,0,0,996,-0.048,0.014
16971,-1,-1,1000,-0.076,0.098
16978,-1,-1,1000,-0.104,0.07
16983,0,0,999,0.036,0.014
16989,0,-1,999,-0.076,-0.042
16995,0,0,999,0.008,0.014
17002,0,0,998,0.008,0.042
17007,0,0,1001,-0.048,0.042
17013,-1,0,999,0.036,0.098
17019,-1,1,998,0.092,0.07
17026,0,0,998,-0.048,0.014
17031,0,2,1000,0.119,-0.014
17037,1,0,1002,0.008,-0.07
17043,0,1,999,0.092,-0.014
17050,-1,0,998,-0.02,0.07
17055,0,1,995,0.092,-0.042
17061,-1,1,998,0.092,0.07
17067,0,0,997,-0.02,-0.042
17074,0,0,999,0.008,0.014
17084,0,0,998,0.008,-0.014
17093,-1,1,1001,0.063,0.098
17099,-1,0,1000,-0.02,0.07
17105,2,1,1000,0.064,-0.154
17112,0,1,998,0.092,0.014
17117,-1,-1,999,-0.076,0.098
17123,-3,0,1000,0.036,0.181
17129,0,0,999,-0.02,-0.042
17136,-1,0,1000,0.036,0.098
17141,0,0,999,-0.048,0.042
17147,1,1,998,0.092,-0.07
17153,0,1,999,0.092,0.014
17160,0,2,1000,0.119,-0.042
17165,1,0,999,-0.048,-0.07
17171,0,0,999,-0.02,-0.014
17177,0,-1,1000,-0.076,-0.014
17184,0,0,999,-0.02,0.014
17189,0,1,999,0.064,-0.014
17195,0,1,998,0.064,-0.014
17201,1,0,999,-0.048,-0.07
17208,0,0,998,0.008,0.014
17213,0,0,1001,0.036,0.014
17219,0,0,998,0.008,-0.014
17226,0,-1,998,-0.104,0.042
17232,0,1,1000,0.064,-0.014
17237,0,0,1000,-0.02,0.014
17243,0,0,999,-0.048,-0.014
17249,-4,0,999,0.036,0.238
17256,0,0,1000,-0.048,0.042
17261,-1,0,999,-0.048,0.07
17267,0,-1,998,-0.104,-0.014
17273,0,1,1000,0.064,0.014
17280,0,-1,1002,-0.104,-0.014
17285,0,0,1000,0.036,-0.042
17291,-1,0,997,-0.02,0.098
17297,0,0,999,-0.048,-0.042
17304,-1,0,997,-0.02,0.07
17309,0,1,999,0.064,0.014
17324,0,0,999,0.036,0.014
17329,0,1,998,0.092,0.014
17335,0,-2,1000,-0.132,0.042
17341,-1,1,999,0.092,0.098
17348,0,0,998,0.036,-0.042
17353,2,-2,999,-0.132,-0.154
17359,1,1,998,0.064,-0.098
17366,0,0,999,0.008,0.042
17372,0,-2,1000,-0.132,-0.014
17377,1,0,1003,-0.048,-0.098
17383,0,-1,1001,-0.076,-0.042
17389,1,1,999,0.064,-0.07
17396,0,1,997,0.064,-0.042
17401,1,0,1000,-0.02,-0.098
17407,1,-2,1000,-0.132,-0.07
17413,-1,-1,1002,-0.104,0.07
17420,0,0,997,-0.048,0.042
17425,-1,-1,1001,-0.076,0.07
17431,0,0,1000,0.036,0.014
17437,0,0,998,0.036,-0.042
17444,0,0,997,-0.02,-0.042
17449,-1,0,999,-0.048,0.098
17455,-2,-2,999,-0.132,0.126
17461,0,0,998,-0.048,0.042
17468,-1,-1,999,-0.104,0.098
17473,-1,1,999,0.064,0.07
17479,0,0,998,0.036,0.042
17485,-2,-1,1000,-0.076,0.126
17492,-1,0,1000,0.036,0.098
17497,-1,0,999,-0.02,0.098
17503,0,0,1000,-0.048,0.042
17509,0,2,1001,0.119,-0.014
17516,1,0,996,-0.048,-0.07
17521,0,2,1000,0.147,0.014
17527,-1,0,999,-0.02,0.098
17533,-1,0,999,0.008,0.07
17540,-4,-1,1000,-0.076,0.237
17594,2,0,999,-0.02,-0.154
17606,1,0,999,0.008,-0.098
17612,0,0,997,0.036,0.014
17617,-3,1,998,0.092,0.182
17623,-1,2,1000,0.119,0.07
17629,0,1,999,0.092,0.014
17636,-1,-1,999,-0.076,0.07
17641,-1,1,999,0.064,0.07
17647,0,0,998,-0.02,0.042
17653,0,1,999,0.064,0.014
17660,0,-1,1000,-0.076,0.014
17665,-1,1,999,0.064,0.098
17671,-2,1,999,0.092,0.126
17677,1,0,1000,-0.02,-0.07
17684,0,-1,999,-0.076,-0.014
17689,-1,0,1000,0.008,0.07
17695,1,1,999,0.092,-0.07
17701,1,-1,999,-0.076,-0.07
17708,0,-1,998,-0.076,0.014
17713,-1,0,1000,0.036,0.07
17719,-1,0,1000,0.036,0.07
17725,0,0,999,0.008,-0.014
17732,0,0,1000,-0.02,0.042
17737,0,0,998,0.008,-0.042
17743,0,0,1000,-0.048,0.014
17749,-1,0,998,0.008,0.07
17756,0,0,1001,0.008,-0.014
17761,0,2,1001,0.119,-0.042
17767,0,1,999,0.092,0.042
17773,0,1,998,0.064,-0.014
17780,0,0,998,-0.048,-0.042
17785,-1,0,1000,-0.048,0.07
17791,0,0,998,0.008,-0.042
17797,0,1,998,0.092,-0.014
17804,0,0,998,-0.048,-0.014
17809,0,0,999,0.008,-0.042
17819,0,1,998,0.064,-0.014
17825,0,0,998,-0.02,0.014
17831,-1,0,1000,0.036,0.07
17838,0,-1,999,-0.076,0.014
17849,0,-2,1001,-0.132,-0.014
17854,-1,0,1000,0.036,0.07
17860,-1,-1,1001,-0.104,0.098
17867,0,-1,999,-0.076,-0.014
17872,-1,0,1000,-0.02,0.098
17878,0,0,998,-0.02,-0.014
17884,2,-1,1000,-0.104,-0.126
17891,-2,0,1000,0.008,0.126
17896,-2,1,997,0.064,0.126
17902,0,1,998,0.092,0.014
17908,0,0,999,-0.02,0.042
17915,0,0,999,0.008,-0.042
17920,-1,0,999,-0.02,0.07
17926,0,0,999,0.008,-0.014
17932,-1,0,998,-0.048,0.07
17939,0,-2,1000,-0.132,0.014
17944,0,1,1000,0.091,0.042
17950,0,1,998,0.092,-0.014
17956,-1,1,1000,0.064,0.07
17963,2,-1,1000,-0.076,-0.154
17968,0,-1,997,-0.076,0.014
17974,-1,-1,997,-0.076,0.07
17980,0,0,1001,-0.02,0.014
17987,0,1,999,0.064,-0.014
17992,0,0,999,-0.048,0.042
17998,-1,2,999,0.12,0.098
18004,0,0,1000,0.036,0.042
18011,3,-2,996,-0.161,-0.183
18016,1,-1,998,-0.076,-0.07
18022,0,0,998,0.008,0.014
18028,0,-1,999,-0.076,-0.042
18035,-1,-2,1000,-0.132,0.098
18040,0,-2,1001,-0.132,-0.014
18050,1,0,1000,-0.02,-0.098
18055,0,0,1001,0.036,0.014
18061,1,1,1000,0.091,-0.098
18067,0,1,1000,0.091,0.042
18074,0,0,1002,-0.02,0.014
18079,0,-1,999,-0.076,-0.014
18089,-2,-1,999,-0.076,0.126
18095,-1,0,1001,-0.048,0.07
18102,0,0,997,-0.048,0.014
18107,1,0,999,-0.048,-0.098
18113,0,1,999,0.064,0.042
18119,0,1,1001,0.091,0.042
18126,-1,0,999,-0.02,0.098
18132,0,0,999,-0.048,0.014
18138,0,1,1001,0.063,0.014
18145,0,1,999,0.092,0.042
18151,0,2,1000,0.147,0.042
18156,-1,0,1000,0.036,0.098
18162,-1,0,998,0.008,0.07
18169,0,0,997,-0.02,-0.014
18175,0,0,999,-0.048,0.042
18180,0,0,999,-0.02,-0.014
18186,0,1,1000,0.064,0.014
18193,0,0,1000,0.008,0.014
18199,-1,0,1001,-0.02,0.098
18205,-1,-1,1000,-0.104,0.098
18211,0,1,997,0.064,0.042
18218,0,1,999,0.064,0.014
18223,1,0,1000,-0.02,-0.07
18229,-1,0,998,0.036,0.098
18235,0,0,1000,0.036,0.042
18242,0,1,998,0.092,-0.014
18247,0,0,998,0.036,-0.042
18253,-4,0,998,-0.02,0.238
18259,0,1,1001,0.091,0.014
18266,0,0,1002,-0.048,0.014
18272,0,-1,1001,-0.076,-0.014
18282,0,-2,996,-0.133,0.042
18288,0,0,1001,0.008,-0.014
18295,1,2,999,0.12,-0.07
18300,-2,-2,1001,-0.132,0.125
18306,1,-1,998,-0.104,-0.098
18312,1,0,998,0.036,-0.098
18319,-1,2,999,0.12,0.07
18330,0,-1,999,-0.076,0.014
18335,-1,-1,999,-0.104,0.098
18341,0,1,1000,0.064,0.014
18348,0,-1,1003,-0.104,-0.042
18353,-1,0,1000,0.036,0.098
18359,1,0,1001,-0.02,-0.07
18366,0,0,999,0.008,0.014
18372,-1,-1,1000,-0.076,0.098
18378,0,-2,997,-0.132,0.042
18384,0,-1,1000,-0.104,-0.014
18391,0,0,997,0.008,0.042
18396,0,0,1000,0.036,-0.042
18402,0,2,998,0.12,-0.042
18408,0,0,998,0.036,0.014
18415,0,0,999,0.036,0.014
18420,0,1,998,0.092,0.042
18426,0,0,1001,0.008,0.042
18432,-2,0,1000,-0.02,0.154
18439,0,3,1001,0.203,-0.042
18444,1,0,999,0.008,-0.07
18450,0,0,999,0.008,0.042
18456,0,-1,998,-0.076,-0.014
18463,-1,-1,999,-0.076,0.07
18468,1,-2,999,-0.132,-0.098
18474,-1,1,998,0.064,0.07
18480,-1,-1,999,-0.104,0.07
18487,0,0,1000,-0.048,-0.042
18492,-1,0,1003,-0.02,0.097
18498,-2,0,1002,-0.02,0.125
18504,0,-1,999,-0.104,0.042
18559,0,0,998,0.008,0.014
18565,1,1,999,0.092,-0.098
18571,0,-1,999,-0.076,-0.042
18578,0,0,999,0.008,-0.042
18583,-1,0,999,-0.02,0.098
18589,-1,0,1002,-0.02,0.098
18595,-2,-1,1003,-0.076,0.125
18607,0,-2,1000,-0.16,0.042
18612,0,-1,1000,-0.104,-0.042
18618,0,-1,999,-0.104,0.042
18624,0,0,1001,-0.048,0.042
18631,-1,-1,998,-0.076,0.098
18636,1,2,1000,0.147,-0.07
18642,1,0,1000,0.036,-0.098
18648,1,0,1001,-0.048,-0.07
18655,0,0,999,0.036,0.014
18660,-1,1,1000,0.064,0.07
18666,0,0,1000,0.036,0.014
18672,-1,0,999,-0.048,0.07
18679,1,0,999,-0.02,-0.07
18685,1,1,1000,0.064,-0.098
18691,-2,0,1000,-0.048,0.154
18698,-2,-1,999,-0.104,0.126
18703,-1,-1,998,-0.076,0.07
18709,0,1,1001,0.063,0.014
18715,0,1,999,0.064,-0.042
18722,-1,0,999,0.036,0.098
18727,1,0,999,0.036,-0.098
18733,0,0,1001,-0.048,-0.042
18739,-1,0,998,0.036,0.098
18746,-2,1,996,0.064,0.126
18752,0,0,999,-0.02,0.042
18758,-1,0,1000,-0.02,0.07
18764,1,0,1000,0.036,-0.07
18771,0,0,1000,0.036,0.042
18776,-1,0,1000,0.036,0.098
18786,0,0,999,-0.02,0.042
18792,-1,1,1000,0.091,0.07
18799,0,-1,999,-0.076,0.014
18805,-2,0,999,0.008,0.154
18811,-3,0,998,0.036,0.21
18818,0,0,999,0.036,0.042
18823,-2,-1,1002,-0.104,0.125
18829,-3,-2,999,-0.16,0.182
18835,0,0,1000,-0.048,0.042
18842,0,0,1001,0.008,-0.014
18853,0,0,999,0.008,-0.014
18858,2,0,998,-0.048,-0.126
18864,-1,0,1001,0.036,0.07
18871,0,2,1000,0.147,-0.014
18876,-1,0,1002,-0.048,0.07
18882,0,1,998,0.092,-0.042
18888,0,2,998,0.12,0.014
18895,0,-2,1000,-0.132,0.014
18900,-2,0,1000,-0.02,0.126
18906,0,2,997,0.12,0.042
18912,-1,0,999,-0.02,0.098
18919,-1,1,1000,0.091,0.098
18925,0,2,996,0.148,0.042
18931,0,2,999,0.12,-0.014
18937,0,1,1001,0.091,0.042
18944,1,1,1002,0.091,-0.07
18949,1,0,1000,-0.02,-0.098
18955,1,-1,999,-0.076,-0.098
18961,1,0,999,-0.048,-0.098
18968,2,0,997,-0.02,-0.126
18973,2,1,998,0.064,-0.126
18979,0,0,999,0.008,0.014
18986,0,0,1000,-0.02,-0.014
18992,0,0,998,0.036,-0.014
18997,0,-1,999,-0.076,-0.014
19003,1,1,999,0.092,-0.098
19009,2,0,1000,0.008,-0.126
19020,1,-1,1000,-0.076,-0.07
19026,0,-1,1000,-0.076,0.014
19032,0,1,1001,0.091,0.014
19038,0,0,998,-0.048,0.014
19045,0,-1,1001,-0.076,0.014
19050,0,1,1001,0.091,-0.042
19056,0,0,1000,-0.02,0.042
19062,-1,0,1000,-0.048,0.098
19069,1,0,999,0.036,-0.07
19074,0,0,999,0.036,-0.014
19080,1,0,1000,0.008,-0.07
19086,1,0,999,-0.02,-0.07
19094,0,-2,1000,-0.132,-0.042
19099,0,1,998,0.064,-0.014
19105,0,0,999,-0.02,0.042
19112,-1,0,998,0.008,0.098
19117,0,0,997,0.008,0.014
19123,0,0,997,-0.048,-0.014
19129,-1,1,1000,0.064,0.07
19136,-1,0,1000,-0.02,0.07
19141,-1,-1,1001,-0.104,0.098
19147,0,-1,998,-0.076,0.042
19153,-1,1,1002,0.091,0.07
19160,-1,2,999,0.12,0.07
19165,0,0,999,0.036,0.014
19171,0,2,997,0.12,-0.042
19177,-1,1,999,0.092,0.098
19184,-1,1,1000,0.091,0.07
19189,0,0,1001,0.008,-0.042
19195,-1,0,999,-0.02,0.098
19201,0,2,999,0.148,0.042
19208,0,1,999,0.092,-0.042
19213,0,1,999,0.092,0.014
