t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg
4779,0,-1,999,-0.104,0.014
4785,0,-1,1000,-0.076,0.014
4792,-2,0,999,-0.048,0.126
4797,-1,0,999,-0.048,0.098
4803,-1,1,1000,0.091,0.07
4813,0,-1,998,-0.104,-0.014
4820,0,-2,1001,-0.132,0.014
4826,0,-1,999,-0.076,-0.042
4831,0,1,997,0.064,-0.042
4837,-1,-1,999,-0.076,0.07
4844,-1,0,999,0.036,0.098
4850,-2,1,1001,0.063,0.125
4855,1,0,999,0.008,-0.07
4861,0,-1,999,-0.076,-0.042
4867,2,-2,997,-0.132,-0.154
4874,-2,-2,998,-0.16,0.126
4879,1,0,1001,0.036,-0.098
4885,0,-1,1000,-0.076,0.014
4891,3,0,999,0.036,-0.182
4898,0,0,1000,-0.02,0.014
4903,0,0,998,-0.048,0.014
4909,1,0,1002,0.008,-0.07
4915,0,0,1000,0.036,0.042
4922,0,0,999,-0.02,0.042
4927,0,-1,998,-0.104,0.042
4933,0,0,999,0.036,-0.014
4939,0,0,1001,-0.048,0.014
4946,2,0,1001,-0.02,-0.154
4951,-1,1,1000,0.064,0.07
4957,0,0,1000,0.008,-0.042
4963,-1,0,996,0.008,0.07
5018,0,0,999,0.036,-0.042
5023,0,-1,1001,-0.076,0.042
5029,1,0,999,-0.048,-0.098
5035,0,0,999,-0.02,0.014
5042,0,0,999,-0.048,-0.014
5047,-1,0,997,-0.048,0.098
5053,-1,0,1001,-0.048,0.098
5059,-1,-2,1000,-0.132,0.098
5066,2,-1,999,-0.104,-0.126
5071,2,0,997,-0.02,-0.154
5077,1,1,998,0.064,-0.07
5088,0,1,1000,0.064,-0.042
5094,0,-1,1000,-0.104,0.014
5100,0,3,1001,0.175,0.014
5105,0,-2,999,-0.132,0.042
5111,1,1,999,0.064,-0.098
5117,-1,0,999,-0.02,0.098
5123,0,0,1000,-0.048,0.014
5129,0,1,1001,0.063,0.042
5135,1,1,1001,0.091,-0.07
5141,0,0,1000,-0.048,-0.014
5148,-2,0,1001,0.008,0.125
5153,0,-1,998,-0.076,-0.014
5159,0,1,998,0.064,0.014
5166,-2,0,999,-0.02,0.126
5172,-2,0,1000,0.008,0.126
5178,-2,-1,999,-0.076,0.154
5184,-2,-2,1000,-0.132,0.126
5191,0,1,997,0.064,0.042
5196,0,0,1000,0.008,-0.042
5202,0,0,999,-0.048,-0.014
5208,-2,1,1001,0.091,0.153
5215,0,-3,1000,-0.216,-0.014
5220,0,-2,1000,-0.132,0.042
5226,0,0,998,0.036,0.014
5232,0,0,998,-0.048,0.014
5239,0,-1,997,-0.105,0.014
5248,0,0,1000,-0.02,0.042
5254,0,0,1000,-0.048,-0.014
5260,1,1,1000,0.064,-0.07
5266,0,1,999,0.064,0.042
5273,0,0,999,-0.048,0.042
5278,0,0,1001,-0.02,0.014
5284,-1,0,1000,-0.048,0.07
5290,-1,0,999,-0.02,0.07
5297,0,0,999,-0.02,0.014
5302,0,0,1000,-0.048,-0.014
5308,0,-1,999,-0.076,0.014
5314,-2,0,1000,0.036,0.126
5321,2,-1,999,-0.076,-0.126
5331,0,0,999,-0.02,-0.042
5337,-3,-1,1000,-0.076,0.182
5344,1,2,999,0.12,-0.098
5349,2,0,999,0.008,-0.126
5355,-1,1,1001,0.063,0.07
5361,0,0,1002,-0.02,-0.042
5368,2,-2,997,-0.132,-0.126
5374,1,-1,1000,-0.076,-0.07
5379,0,-1,999,-0.076,0.042
5385,0,0,998,-0.02,-0.014
5391,0,0,1002,-0.02,0.042
5397,0,1,1000,0.091,-0.014
5403,0,2,1000,0.147,0.014
5409,0,0,999,0.036,0.042
5415,0,1,1002,0.063,0.014
5421,-1,-2,999,-0.132,0.07
5427,0,0,1000,0.008,0.014
5433,0,0,998,0.036,0.014
5439,0,0,999,-0.02,-0.042
5446,-1,1,1000,0.064,0.07
5451,0,1,999,0.092,0.014
5457,0,-1,998,-0.076,-0.014
5463,1,3,999,0.176,-0.07
5470,0,-1,1001,-0.076,0.014
5475,-1,0,1000,-0.02,0.07
5486,-1,1,999,0.092,0.098
5491,2,0,1001,-0.02,-0.154
5498,0,1,1001,0.091,-0.042
5503,-1,1,999,0.064,0.07
5509,0,0,998,0.008,0.014
5515,-1,-1,1001,-0.104,0.07
5522,-1,0,1000,0.008,0.098
5527,0,2,1000,0.119,0.042
5533,0,0,1000,-0.048,0.014
5539,1,0,999,0.036,-0.07
5546,0,0,1000,0.008,0.014
5552,1,0,997,0.008,-0.07
5558,-1,0,999,-0.02,0.07
5564,1,1,1000,0.064,-0.07
5572,-2,1,1000,0.064,0.126
5577,0,-1,998,-0.076,0.042
5583,0,-3,999,-0.188,-0.042
5590,-1,-1,1000,-0.104,0.07
5595,0,0,1001,0.008,-0.042
5601,-1,0,999,0.008,0.098
5607,-1,0,999,-0.048,0.07
5614,-1,-1,999,-0.104,0.098
5619,-2,0,1001,-0.02,0.126
5625,0,2,999,0.148,0.014
5631,-1,-1,997,-0.105,0.098
5638,0,0,999,0.008,-0.014
5643,0,0,998,0.008,0.014
5649,1,0,1001,-0.048,-0.098
5655,0,0,998,-0.02,-0.042
5662,-1,0,999,-0.02,0.07
5667,0,1,1004,0.091,-0.014
5673,2,2,1001,0.119,-0.154
5679,0,0,999,-0.048,0.014
5686,-1,0,996,-0.02,0.098
5692,1,0,996,0.036,-0.07
5698,-2,0,996,0.036,0.126
5705,1,-3,999,-0.188,-0.098
5710,0,0,997,-0.048,0.042
5716,-1,1,1000,0.091,0.07
5726,1,0,1002,0.036,-0.07
5732,0,2,999,0.12,0.042
5739,-1,0,1000,-0.048,0.07
5744,0,0,1000,-0.048,-0.014
5750,0,1,1000,0.064,0.042
5756,0,2,1001,0.119,0.014
5763,0,-1,998,-0.076,-0.014
5768,1,1,1000,0.064,-0.098
5774,1,0,998,0.036,-0.07
5780,3,-2,995,-0.161,-0.183
5787,0,1,998,0.064,0.042
5792,0,1,998,0.064,0.042
5798,1,0,998,-0.02,-0.098
5804,0,0,1001,-0.02,-0.042
5812,0,1,997,0.092,0.042
5817,0,1,999,0.092,0.042
5823,-1,1,1002,0.063,0.07
5830,-2,2,999,0.12,0.126
5835,-1,1,1000,0.064,0.07
5841,0,3,1001,0.203,0.014
5847,-1,2,998,0.148,0.07
5854,1,2,997,0.12,-0.07
5859,0,-1,1000,-0.076,0.042
5865,-2,-2,1000,-0.16,0.126
5871,-1,1,1003,0.091,0.097
5878,-1,-1,1002,-0.104,0.07
5883,0,0,999,-0.048,0.014
5889,0,0,1000,-0.048,-0.014
5895,1,0,998,0.036,-0.07
5902,0,0,995,0.008,0.014
5907,-3,-1,997,-0.105,0.182
5913,0,0,1000,0.008,-0.014
5919,0,1,1000,0.064,0.042
5926,0,0,1003,0.035,-0.014
5932,-1,0,1002,0.008,0.07
5938,0,1,998,0.064,0.042
5945,0,-4,997,-0.245,0.014
5950,-2,0,998,-0.02,0.154
6003,0,-1,995,-0.077,-0.042
6009,0,0,993,-0.02,0.014
6015,1,0,999,-0.02,-0.07
6022,-1,0,998,0.008,0.07
6027,0,-1,1000,-0.104,-0.042
6033,-1,0,1000,-0.02,0.098
6039,-1,1,999,0.064,0.098
6046,-1,-1,1001,-0.076,0.07
6052,0,0,1004,0.008,0.014
6058,0,0,1002,-0.048,-0.014
6064,0,-2,998,-0.132,0.014
6070,-1,0,996,-0.02,0.098
6076,0,1,998,0.064,0.014
6086,0,0,1003,-0.048,-0.014
6091,2,3,1000,0.175,-0.154
6097,1,1,998,0.092,-0.07
6104,0,0,999,-0.048,-0.042
6109,0,2,1001,0.147,-0.042
6115,-1,-2,1000,-0.16,0.098
6121,-1,0,1000,0.008,0.098
6128,-1,0,1000,-0.048,0.098
6133,-2,-1,1000,-0.076,0.126
6139,-1,0,999,-0.02,0.07
6145,0,-1,1000,-0.104,0.014
6152,0,-1,1000,-0.076,0.014
6157,0,0,998,-0.02,-0.042
6163,1,-3,998,-0.188,-0.098
6169,-1,0,998,-0.048,0.098
6176,0,0,999,-0.02,-0.042
6181,1,0,996,0.008,-0.07
6187,2,0,999,0.008,-0.126
6193,0,0,999,-0.02,-0.014
6200,0,0,1001,-0.02,-0.014
6206,-1,0,1000,0.008,0.07
6212,2,2,1002,0.119,-0.126
6219,0,0,1000,0.008,-0.042
6224,-1,0,998,0.036,0.098
6234,-1,1,998,0.064,0.098
6239,0,1,997,0.064,0.042
6245,0,-2,999,-0.132,-0.042
6251,-1,-1,998,-0.076,0.098
6258,-1,0,995,0.036,0.07
6263,0,0,998,0.008,-0.014
6269,0,0,1004,-0.02,-0.014
6275,0,0,1000,0.008,0.014
6282,0,-2,1000,-0.132,-0.014
6287,0,1,1002,0.063,0.014
6293,0,2,1000,0.119,0.042
6299,0,-2,997,-0.161,-0.014
6306,0,0,999,0.008,0.042
6312,1,0,997,0.008,-0.098
6318,3,-1,998,-0.076,-0.182
6326,-1,-4,996,-0.245,0.098
6332,1,-2,996,-0.133,-0.07
6339,1,0,995,-0.049,-0.098
6345,4,-2,999,-0.16,-0.266
6350,2,0,1004,0.008,-0.153
6356,3,0,1002,0.008,-0.181
6362,3,1,1003,0.063,-0.209
6368,-2,-1,1002,-0.104,0.125
6374,-1,0,998,-0.02,0.098
6380,-1,0,996,0.036,0.07
6386,0,0,997,0.008,0.014
6393,3,-1,972,-0.078,-0.216
6398,8,-8,1010,-0.49,-0.484
6404,12,3,1039,0.196,-0.686
6410,4,-3,1001,-0.188,-0.237
6417,1,-9,1010,-0.518,-0.069
6422,-2,-1,964,-0.108,0.13
6428,10,-17,1044,-0.983,-0.576
6434,-8,13,1005,0.758,0.486
6441,-1,17,997,1.016,0.07
6446,-1,4,991,0.262,0.099
6452,-21,3,1013,0.173,1.228
6458,-27,-2,1005,-0.131,1.543
6469,-12,-7,994,-0.414,0.745
6474,-4,0,977,0.008,0.243
6480,9,11,986,0.66,-0.524
6486,27,8,995,0.513,-1.587
6493,14,5,998,0.344,-0.854
6498,5,3,1008,0.202,-0.291
6504,-10,-5,993,-0.302,0.577
6510,-10,-7,997,-0.413,0.602
6517,-7,-1,1000,-0.104,0.405
6522,0,1,1010,0.091,-0.014
6528,6,2,997,0.148,-0.351
6534,4,2,996,0.12,-0.239
6541,-4,0,995,-0.02,0.239
6547,-4,-10,999,-0.608,0.238
6552,-5,-5,1000,-0.3,0.321
6558,-3,1,995,0.092,0.211
6566,7,2,994,0.12,-0.436
6572,5,4,998,0.232,-0.322
6578,3,0,1002,0.008,-0.209
6585,0,-1,999,-0.076,0.014
6590,-8,-2,998,-0.132,0.462
6596,-3,0,1001,-0.048,0.181
6602,3,-1,1000,-0.076,-0.182
6609,8,3,1002,0.175,-0.46
6614,7,0,1000,0.036,-0.433
6620,8,0,994,-0.049,-0.464
6626,1,-3,990,-0.19,-0.099
6633,-2,-1,999,-0.076,0.154
6638,-1,0,999,-0.048,0.098
6644,1,1,1001,0.063,-0.07
6650,1,6,999,0.399,-0.098
6657,-2,5,1002,0.287,0.125
6662,-3,3,1002,0.203,0.209
6668,-11,0,1003,0.035,0.683
6674,-10,2,1001,0.119,0.6
6681,-6,-1,996,-0.077,0.351
6686,-2,0,997,0.036,0.126
6695,0,0,997,0.036,-0.014
6701,1,2,997,0.148,-0.07
6707,2,0,997,-0.048,-0.154
6714,0,-1,1001,-0.104,0.042
6720,-3,-3,1000,-0.188,0.181
6725,0,-3,1002,-0.216,0.042
6731,0,0,1002,0.035,0.042
6738,-1,0,1001,-0.048,0.07
6743,-2,3,998,0.176,0.126
6749,-2,0,994,0.008,0.126
6755,-2,0,1000,0.036,0.154
6762,2,3,1004,0.175,-0.153
6768,3,0,1002,-0.02,-0.209
6773,7,0,1000,0.008,-0.433
6779,7,1,1001,0.091,-0.433
6786,5,1,996,0.064,-0.295
6792,2,0,996,-0.048,-0.154
6798,-3,0,998,-0.048,0.182
6808,-2,-2,1000,-0.16,0.154
6815,-2,0,1001,-0.02,0.125
6820,-1,1,1001,0.091,0.07
6826,-1,4,999,0.259,0.07
6832,1,3,1000,0.203,-0.098
6839,2,1,997,0.092,-0.126
6844,0,-2,999,-0.132,0.042
6850,-1,-2,997,-0.132,0.07
6856,1,0,998,-0.048,-0.098
6863,0,1,998,0.064,-0.042
6868,2,0,999,-0.02,-0.154
6874,0,0,1001,0.008,-0.042
6880,-1,0,1000,-0.048,0.07
6887,-2,-4,1002,-0.243,0.153
6893,-3,0,999,-0.048,0.182
6898,-2,-1,999,-0.076,0.126
6904,-1,0,998,-0.02,0.07
6910,-2,0,998,-0.02,0.126
6917,0,1,998,0.092,-0.042
6922,1,3,999,0.204,-0.07
6977,1,-4,998,-0.244,-0.07
6982,0,-1,1001,-0.104,-0.042
6989,2,-1,997,-0.104,-0.126
6994,2,0,997,-0.02,-0.126
7000,0,-2,999,-0.16,-0.014
7006,0,0,998,0.008,-0.042
7013,-4,-2,995,-0.133,0.239
7018,-2,0,998,-0.048,0.126
7024,0,0,999,0.008,-0.042
7030,-1,5,998,0.344,0.07
7037,0,4,999,0.259,0.042
7042,0,5,996,0.316,0.042
7048,-1,3,999,0.176,0.098
7054,0,0,998,-0.02,-0.042
7061,1,-3,999,-0.216,-0.07
7066,0,0,1000,-0.02,0.014
7072,1,-1,999,-0.104,-0.07
7081,4,0,1005,0.008,-0.264
7086,1,0,1001,0.036,-0.07
7092,0,0,996,-0.048,0.014
7099,-5,-3,995,-0.217,0.295
7104,-5,-2,1001,-0.16,0.321
7110,-5,-2,1004,-0.132,0.292
7116,-3,2,997,0.12,0.21
7123,1,1,998,0.064,-0.098
7128,0,0,999,-0.02,-0.014
7134,4,0,999,0.008,-0.238
7140,5,0,1000,-0.048,-0.294
7147,3,3,1001,0.175,-0.182
7152,0,2,1000,0.147,-0.042
7158,0,-1,997,-0.105,0.042
7164,-2,-4,1000,-0.244,0.154
7171,-4,-3,1000,-0.188,0.265
7176,-2,0,1003,0.008,0.125
7182,-1,0,999,0.036,0.07
7188,5,1,1002,0.063,-0.321
7195,4,2,999,0.12,-0.266
7200,1,2,998,0.148,-0.098
7209,-2,1,998,0.092,0.154
7215,-5,1,995,0.064,0.295
7221,-3,0,999,-0.02,0.182
7227,-1,-1,996,-0.077,0.07
7234,-2,-1,1004,-0.076,0.153
7239,-1,0,1001,0.008,0.098
7245,0,2,998,0.148,0.014
7251,1,0,1001,0.036,-0.098
7258,-5,1,1001,0.063,0.321
7263,-1,0,998,-0.02,0.098
7269,-3,0,997,-0.048,0.182
7275,0,1,997,0.064,-0.014
7282,2,-1,996,-0.077,-0.154
7287,0,0,1000,-0.02,0.014
7293,1,1,999,0.064,-0.098
7299,0,-1,1000,-0.076,-0.042
7306,1,0,1001,0.036,-0.07
7312,-2,0,1002,0.008,0.153
7321,0,0,1001,0.036,0.014
7326,0,2,997,0.148,0.042
7332,-1,0,996,-0.02,0.098
7339,0,-1,998,-0.104,-0.014
7344,1,0,1000,-0.048,-0.07
7350,5,0,997,0.036,-0.323
7356,2,-2,998,-0.132,-0.154
7363,3,0,997,-0.02,-0.21
7368,1,0,1000,-0.048,-0.07
7374,0,-1,998,-0.076,0.042
7380,0,-2,1001,-0.132,0.042
7387,0,0,997,0.008,0.014
7393,0,-2,999,-0.132,0.042
7398,2,1,998,0.064,-0.126
7404,3,1,1001,0.063,-0.182
7411,1,0,1000,-0.02,-0.07
7417,1,-1,998,-0.076,-0.07
7422,0,1,1000,0.091,0.042
7428,-3,0,1000,-0.048,0.21
7435,-2,0,1000,0.008,0.154
7443,-2,0,999,0.008,0.154
7450,0,1,1000,0.064,0.014
7455,0,1,998,0.064,0.014
7461,0,0,1000,-0.02,0.014
7467,0,2,999,0.148,0.042
7474,0,0,1001,0.036,0.042
7479,1,1,998,0.064,-0.098
7485,0,3,1000,0.175,0.014
7491,-2,0,1001,0.036,0.125
7498,0,0,996,-0.048,0.014
7503,0,0,998,-0.048,-0.042
7509,0,1,1000,0.091,0.014
7515,0,0,1002,-0.048,0.042
7522,-2,0,1000,-0.02,0.126
7527,-1,1,1000,0.091,0.07
7533,0,-1,999,-0.076,-0.014
7539,-1,-1,998,-0.076,0.098
7546,-1,0,1001,-0.048,0.07
7552,0,0,1003,-0.048,-0.014
7562,1,-1,1000,-0.104,-0.07
7568,0,0,999,-0.048,-0.042
7575,1,-2,1001,-0.132,-0.07
7580,1,0,999,0.036,-0.07
7586,-1,-1,999,-0.104,0.07
7592,-2,3,1002,0.175,0.125
7599,0,0,998,0.008,0.042
7605,0,0,998,0.008,0.014
7611,0,2,1000,0.119,-0.014
7618,0,0,1000,-0.048,-0.042
7623,0,1,1000,0.064,-0.014
7629,3,0,999,-0.048,-0.21
7635,0,0,1000,-0.048,-0.014
7642,0,0,1000,-0.048,0.042
7647,0,-1,1000,-0.104,0.042
7653,-1,0,1001,0.008,0.07
7659,0,1,999,0.092,0.042
7666,-1,0,999,0.008,0.098
7672,0,0,1000,0.036,0.042
7682,0,3,998,0.176,0.014
7688,-1,0,999,0.008,0.07
7695,0,1,1000,0.091,0.042
7700,-1,2,1000,0.119,0.098
7706,-1,0,999,-0.02,0.098
7712,-1,0,997,0.036,0.07
7719,-1,1,999,0.064,0.098
7725,-1,-1,999,-0.076,0.07
7731,0,1,999,0.064,-0.014
7738,0,0,1001,0.036,-0.042
7743,-1,-2,999,-0.16,0.07
7749,0,-1,997,-0.076,-0.042
7755,0,0,1000,0.036,0.042
7762,0,1,999,0.064,-0.014
7767,0,0,1000,-0.02,0.014
7773,0,0,998,-0.02,-0.042
7779,0,0,1000,0.008,-0.042
7786,-1,2,999,0.147,0.098
7792,-1,0,1000,0.036,0.098
7804,0,0,999,0.036,0.042
7810,0,0,1000,0.008,0.014
7815,0,1,999,0.064,-0.042
7821,0,-1,1001,-0.076,0.042
7827,0,0,1001,0.008,0.042
7834,1,-3,999,-0.188,-0.07
7840,2,-2,998,-0.132,-0.154
7845,0,-2,999,-0.132,-0.042
7851,0,0,1003,-0.02,0.014
7857,1,-1,997,-0.104,-0.07
7864,0,0,1000,-0.02,0.014
7869,-1,0,999,0.008,0.07
7875,-1,1,1001,0.091,0.098
7881,-1,3,999,0.175,0.098
7887,-1,0,999,0.036,0.07
7893,-2,2,1000,0.147,0.126
7899,-3,0,1000,0.036,0.182
7906,-1,0,1000,0.008,0.07
7912,0,1,999,0.092,0.014
7966,0,0,999,-0.02,0.014
7972,0,-1,998,-0.076,0.042
7979,-1,0,998,0.036,0.07
7984,-1,3,998,0.176,0.098
7990,-1,1,999,0.092,0.07
7996,1,1,997,0.064,-0.098
8003,0,0,998,0.036,-0.014
8008,0,3,1000,0.203,-0.014
8014,0,0,1000,-0.02,0.014
8020,3,-1,998,-0.076,-0.182
8027,0,0,998,-0.048,-0.014
8032,1,-4,999,-0.244,-0.07
8038,0,-2,1002,-0.16,-0.014
8044,1,0,998,-0.02,-0.098
8051,0,-2,996,-0.161,0.014
8056,-1,0,1001,-0.02,0.07
8062,0,0,1001,0.008,-0.014
8068,0,0,997,-0.048,0.014
8080,0,0,999,0.036,-0.014
8086,0,1,998,0.092,-0.014
8092,2,0,998,0.036,-0.154
8099,0,1,998,0.064,0.014
8105,2,0,999,0.036,-0.126
8111,3,0,997,-0.048,-0.182
8118,0,1,998,0.064,-0.042
8123,0,-2,1002,-0.132,0.042
8129,-1,-1,999,-0.104,0.07
8135,-4,0,1002,-0.048,0.237
8142,-2,-1,1000,-0.076,0.154
8147,0,-3,997,-0.217,0.014
8153,2,0,1000,0.008,-0.126
8159,2,2,1001,0.119,-0.154
8166,1,1,1000,0.064,-0.098
8172,0,-1,997,-0.105,0.014
8178,0,0,999,-0.048,0.014
8185,-1,-2,1002,-0.16,0.07
8190,-1,0,1002,-0.02,0.07
8200,2,0,999,0.036,-0.154
8206,-2,0,998,0.036,0.126
8212,0,0,1000,0.036,0.042
8219,-1,-2,997,-0.133,0.07
8225,-2,0,1001,-0.02,0.125
8231,-1,2,999,0.12,0.098
8238,0,-1,1001,-0.104,-0.014
8243,-3,0,999,0.036,0.182
8249,-1,0,1002,0.035,0.097
8255,-2,-2,999,-0.132,0.154
8262,-1,-3,997,-0.189,0.098
8267,-2,0,1000,0.008,0.126
8273,-1,0,1000,0.008,0.07
8279,1,0,1000,0.008,-0.098
8286,2,1,999,0.092,-0.126
8292,2,2,1000,0.119,-0.154
8298,1,0,997,0.036,-0.07
8304,0,0,1000,0.008,0.014
8311,1,0,999,-0.048,-0.07
8321,0,-1,999,-0.076,0.042
8326,1,0,996,-0.02,-0.098
8332,3,1,1003,0.063,-0.181
8339,-3,1,997,0.064,0.21
8346,-3,-3,999,-0.216,0.21
8351,0,-1,1000,-0.104,0.014
8358,1,-1,998,-0.104,-0.07
8363,2,-1,1000,-0.076,-0.126
8369,2,0,1000,-0.048,-0.126
8375,2,2,998,0.12,-0.126
8382,0,0,999,-0.02,0.014
8387,-1,0,999,-0.048,0.098
8393,0,0,994,-0.049,-0.014
8399,1,0,998,-0.02,-0.07
8406,0,1,998,0.092,0.042
8412,0,0,997,-0.048,0.014
8418,-1,-1,998,-0.076,0.098
8424,-2,0,997,0.036,0.126
8431,-1,-1,1001,-0.104,0.07
8440,0,2,1000,0.147,0.014
8446,2,2,995,0.12,-0.127
8452,1,0,998,0.008,-0.07
8459,0,0,999,0.008,-0.014
8465,2,0,998,0.036,-0.154
8471,0,0,998,0.036,0.014
8477,0,0,999,0.036,0.042
8484,-2,-2,999,-0.16,0.126
8489,-2,-3,1000,-0.188,0.126
8495,-1,-1,1002,-0.076,0.07
8501,-1,0,999,0.036,0.07
8508,1,-1,999,-0.076,-0.07
8513,0,-2,999,-0.132,-0.014
8519,-2,0,999,0.036,0.154
8525,-1,0,999,-0.048,0.098
8532,-1,-2,1000,-0.132,0.098
8537,0,-1,998,-0.104,0.042
8543,2,0,1001,0.008,-0.126
8549,-1,0,1000,-0.02,0.07
8556,-2,0,999,0.008,0.126
8566,-2,3,999,0.204,0.154
8572,0,0,999,-0.048,0.042
8578,-2,0,1000,-0.02,0.126
8585,0,0,998,-0.048,-0.042
8590,2,0,999,-0.048,-0.126
8596,2,3,996,0.204,-0.155
8602,-1,0,996,0.036,0.07
8609,2,-2,999,-0.132,-0.126
8614,-1,0,1000,-0.02,0.07
8620,0,1,1001,0.063,0.014
8626,-2,1,998,0.092,0.154
8633,0,0,998,-0.048,-0.014
8638,0,0,1000,-0.048,-0.042
8644,-1,0,999,0.008,0.07
8650,0,-2,1001,-0.132,-0.014
8657,0,0,999,-0.02,-0.014
8662,1,-1,1000,-0.104,-0.07
8668,1,0,1000,-0.048,-0.07
8678,0,-1,999,-0.104,0.014
8685,0,0,999,-0.048,-0.014
8690,0,0,999,-0.02,0.042
8696,0,-1,1001,-0.076,-0.014
8702,-2,-1,999,-0.104,0.126
8709,-2,1,1000,0.091,0.154
8714,0,-1,998,-0.104,0.014
8720,-1,0,997,-0.02,0.07
8726,0,2,1000,0.119,-0.042
8733,0,1,999,0.064,0.014
8739,2,0,996,-0.02,-0.126
8745,0,3,1000,0.203,-0.014
8751,-1,0,996,-0.048,0.07
8758,0,2,1001,0.119,0.014
8763,1,0,998,0.008,-0.07
8769,0,-1,1001,-0.104,0.014
8775,0,-1,999,-0.104,-0.042
8782,-1,0,999,0.036,0.07
8787,0,0,998,-0.02,0.014
8793,1,0,999,0.036,-0.07
8799,2,-1,999,-0.076,-0.154
8807,-2,2,999,0.148,0.126
8812,2,0,1000,-0.048,-0.126
8818,-1,-4,999,-0.244,0.07
8825,0,2,999,0.12,0.014
8830,0,0,999,-0.048,0.042
8836,0,-3,1001,-0.216,0.014
8842,2,-1,1002,-0.076,-0.126
8849,3,-4,999,-0.244,-0.182
8854,0,-2,1000,-0.132,-0.042
8860,0,0,998,-0.02,-0.014
8866,0,0,999,-0.02,0.014
8873,0,-3,997,-0.217,-0.042
8878,0,0,998,0.008,0.042
8884,0,0,999,0.036,0.014
8890,1,1,1000,0.091,-0.098
8897,0,0,999,0.036,-0.014
8902,-2,0,1001,-0.048,0.126
8955,0,0,1000,-0.02,-0.014
8960,-2,0,997,-0.048,0.126
8966,0,0,999,-0.048,0.042
8972,0,0,1000,-0.02,-0.014
8979,0,-2,1000,-0.132,0.042
8984,2,1,999,0.064,-0.126
8990,-1,-1,999,-0.104,0.07
8996,0,-2,1000,-0.132,-0.042
9003,-1,0,999,0.036,0.098
9008,1,1,999,0.064,-0.07
9014,0,-2,998,-0.132,-0.014
9020,0,0,1000,0.036,0.014
9027,-1,0,998,0.036,0.098
9032,1,0,1001,-0.048,-0.07
9038,0,0,1001,-0.048,0.042
9044,-1,-2,997,-0.132,0.07
9051,2,3,996,0.176,-0.126
9056,2,1,998,0.092,-0.126
9062,2,-1,998,-0.104,-0.126
9068,0,0,997,-0.02,0.014
9079,0,0,1000,0.008,-0.042
9085,0,3,1002,0.203,0.042
9091,0,1,1004,0.091,0.042
9097,0,0,994,0.008,0.042
9104,0,0,1000,0.036,0.014
9109,0,0,997,0.008,0.042
9115,-1,-1,1000,-0.076,0.07
9121,-1,-2,998,-0.16,0.07
9128,1,0,1003,-0.048,-0.07
9133,0,0,998,0.036,-0.014
9139,1,0,999,-0.02,-0.07
9145,0,2,1001,0.119,-0.042
9152,0,-2,1001,-0.132,0.014
9157,0,0,1001,-0.02,-0.014
9163,-2,0,1000,0.036,0.154
9169,-1,-2,1000,-0.16,0.07
9176,0,0,999,-0.02,-0.042
9181,-1,2,998,0.148,0.07
9191,3,0,999,0.008,-0.182
9197,1,0,1001,0.036,-0.07
9204,0,-1,1000,-0.076,0.042
9210,1,0,1004,0.008,-0.07
9215,0,0,1000,-0.048,0.042
9221,0,1,999,0.092,0.042
9228,2,0,999,0.036,-0.126
9234,1,-1,999,-0.076,-0.07
9239,-1,0,997,-0.02,0.07
9245,-1,0,1000,0.036,0.098
9251,0,0,1000,0.036,0.042
9258,-1,0,1000,0.036,0.07
9263,1,0,999,0.008,-0.098
9269,-1,0,1000,-0.02,0.098
9275,-1,0,1000,0.008,0.098
9282,-1,-1,997,-0.076,0.07
9287,0,-1,998,-0.076,0.042
9293,0,0,997,0.008,-0.014
9299,0,0,997,-0.048,-0.014
9306,0,0,1000,0.036,-0.014
9311,3,-1,1000,-0.104,-0.182
9322,1,0,997,-0.048,-0.07
9327,0,1,1001,0.091,0.014
9334,-2,0,998,0.008,0.126
9340,-2,2,1001,0.147,0.125
9345,-3,0,999,-0.048,0.21
9351,-1,0,1001,0.008,0.07
9358,-1,0,1000,0.036,0.07
9363,1,1,999,0.092,-0.07
9369,1,1,1001,0.091,-0.07
9375,1,1,1000,0.091,-0.07
9382,0,0,1000,-0.048,0.014
9387,1,-1,996,-0.077,-0.07
9393,0,0,1001,0.008,0.042
9399,0,0,998,-0.02,-0.042
9406,0,-1,999,-0.076,-0.042
9412,2,0,998,-0.048,-0.126
9418,0,0,1000,0.036,0.014
9428,2,0,999,-0.02,-0.126
9435,0,0,997,0.036,-0.014
9440,0,1,999,0.092,0.042
9446,0,3,1000,0.203,0.014
9452,0,0,998,0.036,-0.014
9459,2,-1,1001,-0.076,-0.126
9465,0,0,999,0.008,0.042
9471,0,0,1000,-0.048,-0.014
9478,1,0,1000,-0.048,-0.098
9483,1,0,999,0.008,-0.07
9489,0,0,999,0.008,0.042
9495,1,-1,999,-0.076,-0.07
9502,-2,-1,998,-0.104,0.126
9508,0,-2,999,-0.132,-0.042
9513,1,0,1000,-0.048,-0.07
9519,1,0,999,-0.02,-0.07
9526,0,-2,1003,-0.16,-0.042
9532,0,-3,999,-0.216,0.014
9538,0,0,999,-0.048,0.014
9544,-1,0,998,-0.02,0.07
9551,0,0,999,-0.048,-0.042
9556,0,1,997,0.064,0.042
9566,0,3,1001,0.203,0.042
9571,-1,2,1000,0.119,0.098
