t_ms,ax_g,ax_lpf_g
3965,0.001,0.001
3970,0.003,0.002
3976,0.000,0.001
3982,0.001,0.001
3989,-0.000,0.000
3994,0.001,0.001
4000,-0.000,0.000
4006,0.001,0.001
4013,0.001,0.001
4018,-0.001,0.000
4024,-0.002,-0.001
4030,-0.001,-0.001
4040,0.003,0.001
4047,-0.001,0.000
4052,-0.000,-0.000
4058,0.000,0.000
4064,-0.002,-0.001
4071,0.000,-0.000
4076,0.002,0.001
4082,-0.001,-0.000
4088,-0.002,-0.001
4095,-0.001,-0.001
4100,0.001,-0.000
4106,-0.002,-0.001
4112,-0.002,-0.001
4119,-0.001,-0.001
4124,-0.001,-0.001
4130,0.000,-0.000
4136,0.002,0.001
4143,0.002,0.001
4148,0.000,0.001
4154,0.000,0.001
4160,0.000,0.000
4167,0.000,0.000
4172,-0.001,-0.000
4178,-0.001,-0.001
4184,0.000,-0.000
4192,0.001,0.000
4197,-0.002,-0.001
4203,0.001,0.000
4210,0.001,0.000
4215,-0.000,0.000
4221,0.002,0.001
4227,-0.001,-0.000
4234,-0.002,-0.001
4240,0.001,-0.000
4246,0.000,0.000
4253,0.001,0.000
4258,-0.000,0.000
4264,-0.001,-0.001
4270,0.001,0.000
4277,-0.000,-0.000
4282,-0.001,-0.001
4288,0.000,-0.000
4294,0.001,0.001
4301,0.001,0.001
4306,0.003,0.002
4312,0.001,0.001
4318,0.002,0.002
4325,0.002,0.002
4330,0.001,0.001
4336,0.001,0.001
4342,0.000,0.001
4349,0.003,0.002
4355,0.001,0.001
4360,-0.001,0.000
4366,-0.001,-0.000
4373,-0.000,-0.000
4378,0.002,0.001
4384,0.002,0.001
4439,0.001,0.001
4445,-0.002,-0.000
4451,0.001,0.000
4456,0.000,0.000
4462,-0.000,0.000
4469,-0.001,-0.001
4475,-0.001,-0.001
4480,0.001,0.000
4486,0.002,0.001
4495,0.001,0.001
4500,-0.001,0.000
4506,0.000,0.000
4513,0.001,0.000
4518,0.001,0.001
4524,0.001,0.001
4530,0.002,0.001
4537,0.000,0.001
4542,-0.000,0.000
4548,-0.002,-0.001
4554,-0.001,-0.001
4561,0.003,0.001
4566,0.001,0.001
4572,0.001,0.001
4578,0.000,0.001
4585,0.002,0.001
4590,0.001,0.001
4596,-0.002,-0.000
4602,0.001,0.000
4609,0.001,0.001
4614,0.001,0.001
4620,-0.004,-0.001
4626,-0.001,-0.001
4633,-0.001,-0.001
4638,0.002,0.000
4644,-0.002,-0.001
4650,0.001,-0.000
4657,0.000,0.000
4662,-0.001,-0.001
4668,0.001,0.000
4674,-0.002,-0.001
4681,0.001,0.000
4686,0.001,0.001
4692,-0.001,0.000
4698,0.001,0.001
4705,-0.001,-0.000
4710,0.002,0.001
4716,-0.000,0.000
4722,-0.000,0.000
4729,-0.001,-0.000
4734,0.003,0.001
4740,-0.002,-0.001
4746,-0.001,-0.001
4753,0.002,0.001
4764,-0.002,-0.001
4769,0.002,0.001
4775,-0.001,-0.000
4782,-0.001,-0.001
4790,-0.000,-0.001
4797,0.002,0.001
4802,0.000,0.000
4808,-0.001,-0.000
4815,0.000,-0.000
4821,0.002,0.001
4827,0.002,0.001
4833,-0.001,0.000
4840,0.001,0.000
4845,0.001,0.001
4851,-0.001,0.000
4857,-0.004,-0.002
4864,-0.002,-0.002
4869,-0.002,-0.002
4875,-0.000,-0.001
4881,-0.000,-0.001
4888,0.000,-0.000
4893,-0.001,-0.001
4899,0.001,0.000
4905,-0.000,-0.000
4912,-0.000,-0.000
4917,0.001,0.001
4923,-0.000,0.000
4929,0.002,0.001
4936,0.000,0.001
4941,0.001,0.001
4947,-0.000,0.000
4953,-0.002,-0.001
4960,-0.002,-0.001
4965,-0.003,-0.002
4971,0.002,0.000
4977,-0.001,-0.001
4984,-0.000,-0.000
4989,0.000,-0.000
4995,-0.000,-0.000
5001,-0.000,-0.000
5008,-0.001,-0.001
5013,-0.000,-0.000
5019,0.000,-0.000
5025,-0.002,-0.001
5033,-0.001,-0.001
5038,-0.000,-0.001
5044,0.001,0.000
5051,-0.000,-0.000
5056,0.000,0.000
5062,0.000,0.000
5068,0.000,0.000
5075,0.002,0.001
5080,-0.000,0.000
5086,-0.002,-0.001
5092,-0.001,-0.001
5099,-0.000,-0.000
5104,0.000,-0.000
5110,-0.001,-0.000
5116,-0.001,-0.001
5123,0.000,-0.000
5131,-0.001,-0.001
5138,0.000,-0.000
5143,0.001,0.001
5149,0.000,0.000
5155,-0.000,0.000
5162,-0.001,-0.001
5167,0.000,-0.000
5173,-0.001,-0.000
5179,-0.001,-0.001
5186,-0.000,-0.001
5191,-0.000,-0.000
5197,0.000,-0.000
5203,-0.001,-0.000
5210,-0.002,-0.001
5215,-0.000,-0.001
5221,-0.001,-0.001
5227,0.001,0.000
5234,-0.002,-0.001
5240,0.000,-0.000
5246,0.000,-0.000
5253,-0.001,-0.000
5258,0.002,0.001
5264,-0.003,-0.001
5270,-0.001,-0.001
5277,-0.001,-0.001
5282,-0.002,-0.001
5288,-0.001,-0.001
5294,0.000,-0.000
5302,0.001,0.000
5308,0.000,0.000
5315,0.000,0.000
5321,0.001,0.001
5327,0.001,0.001
5333,0.000,0.001
5340,0.001,0.001
5345,0.001,0.001
5351,-0.001,-0.000
5357,-0.003,-0.002
5364,-0.002,-0.002
5369,0.002,0.000
5375,-0.000,0.000
5381,-0.001,-0.001
5388,0.001,0.000
5393,-0.001,-0.000
5399,-0.000,-0.000
5405,0.001,0.000
5412,0.000,0.000
5417,0.001,0.000
5423,-0.001,-0.000
5429,0.000,-0.000
5436,0.002,0.001
5441,0.001,0.001
5447,0.001,0.001
5453,-0.000,0.000
5460,-0.001,-0.000
5465,-0.000,-0.000
5471,-0.001,-0.000
5481,0.001,0.000
5487,-0.000,-0.000
5494,-0.001,-0.000
5499,0.000,-0.000
5505,0.001,0.001
5511,0.000,0.000
5518,-0.002,-0.001
5523,0.002,0.000
5529,0.003,0.002
5535,-0.000,0.001
5542,0.001,0.001
5547,-0.002,-0.001
5553,-0.003,-0.002
5559,0.003,0.001
5566,-0.000,0.000
5576,-0.000,0.000
5582,-0.001,-0.000
5588,0.001,0.000
5595,-0.001,-0.000
5600,0.000,-0.000
5606,0.002,0.001
5612,-0.001,-0.000
5619,0.001,0.000
5624,0.002,0.001
5630,-0.000,0.000
5636,0.002,0.001
5643,-0.001,-0.000
5648,0.001,0.000
5654,0.000,0.000
5660,-0.001,-0.000
5667,-0.001,-0.001
5672,0.000,-0.000
5678,-0.000,-0.000
5684,-0.001,-0.000
5691,-0.002,-0.001
5696,0.002,0.001
5702,0.001,0.001
5708,0.001,0.001
5715,0.002,0.001
5720,0.001,0.001
5726,0.000,0.001
5732,0.002,0.001
5739,0.000,0.001
5744,0.000,0.000
5750,0.003,0.002
5756,-0.000,0.001
5763,-0.002,-0.001
5768,-0.000,-0.000
5774,0.000,-0.000
5780,0.001,0.001
5787,0.002,0.001
5792,0.002,0.001
5798,0.000,0.001
5804,0.001,0.001
5811,0.001,0.001
5816,0.002,0.001
5822,0.001,0.001
5828,-0.001,0.000
5883,-0.000,0.000
5889,-0.001,-0.000
5895,-0.003,-0.002
5902,0.000,-0.001
5907,0.001,0.000
5913,-0.000,-0.000
5919,0.002,0.001
5926,0.002,0.001
5931,0.001,0.001
5937,0.001,0.001
5943,0.000,0.001
5950,0.001,0.001
5955,0.001,0.001
5961,0.001,0.001
5967,0.001,0.001
5974,-0.000,0.000
5980,-0.001,-0.000
5986,-0.001,-0.001
5993,0.002,0.001
5998,0.000,0.000
6004,-0.001,-0.000
6010,-0.002,-0.001
6017,0.001,0.000
6023,-0.001,-0.000
6028,-0.000,-0.000
6034,-0.000,-0.000
6041,0.001,0.000
6047,-0.001,-0.000
6052,-0.001,-0.001
6058,-0.002,-0.001
6065,-0.003,-0.002
6071,0.000,-0.001
6076,0.002,0.001
6082,0.000,0.000
6089,0.002,0.001
6095,-0.000,0.001
6100,0.001,0.001
6106,-0.001,-0.000
6113,-0.001,-0.001
6119,-0.001,-0.001
6124,-0.000,-0.000
6130,0.000,-0.000
6137,0.001,0.001
6148,0.001,0.001
6154,-0.000,0.000
6160,-0.001,-0.000
6167,0.001,0.000
6172,0.001,0.000
6178,0.001,0.001
6184,-0.001,-0.000
6191,-0.002,-0.001
6196,-0.002,-0.001
6202,-0.003,-0.002
6208,0.001,-0.000
6215,-0.001,-0.001
6220,0.002,0.001
6230,-0.002,-0.001
6236,0.001,0.000
6243,0.000,0.000
6248,0.002,0.001
6254,-0.003,-0.001
6260,-0.000,-0.001
6267,-0.000,-0.000
6272,-0.001,-0.001
6278,-0.001,-0.001
6284,0.001,-0.000
6291,0.001,0.001
6296,0.001,0.001
6302,0.001,0.001
6308,0.001,0.001
6315,-0.001,0.000
6320,-0.000,-0.000
6326,-0.001,-0.000
6332,-0.000,-0.000
6339,0.001,0.000
6344,-0.000,0.000
6350,0.001,0.000
6356,-0.001,-0.000
6363,-0.002,-0.001
6368,0.001,0.000
6374,0.003,0.002
6380,-0.002,-0.000
6387,0.002,0.001
6393,0.001,0.001
6398,-0.002,-0.000
6404,-0.000,-0.000
6410,-0.002,-0.001
6418,-0.000,-0.001
6423,0.001,-0.000
6429,-0.001,-0.000
6436,-0.002,-0.001
6441,0.001,-0.000
6447,-0.001,-0.001
6453,0.000,-0.000
6460,-0.000,-0.000
6465,-0.002,-0.001
6471,-0.001,-0.001
6477,-0.001,-0.001
6484,0.001,-0.000
6489,0.003,0.002
6495,0.002,0.002
6501,0.004,0.003
6508,-0.000,0.001
6513,0.000,0.001
6519,-0.000,0.000
6525,-0.000,-0.000
6532,0.000,0.000
6537,0.001,0.000
6543,-0.001,-0.000
6549,0.002,0.001
6556,-0.001,0.000
6561,0.002,0.001
6567,0.001,0.001
6577,-0.000,0.000
6583,-0.002,-0.001
6590,0.001,-0.000
6595,-0.001,-0.000
6601,-0.001,-0.001
6607,0.000,-0.000
6614,-0.001,-0.000
6619,-0.001,-0.001
6625,0.002,0.001
6631,0.002,0.001
6638,0.000,0.001
6643,-0.001,-0.000
6649,0.000,0.000
6655,0.001,0.000
6662,-0.000,0.000
6667,-0.002,-0.001
6673,0.000,-0.000
6679,-0.001,-0.001
6687,-0.001,-0.001
6692,-0.002,-0.001
6698,0.001,-0.000
6705,-0.000,-0.000
6710,-0.000,-0.000
6716,0.001,0.000
6722,-0.001,-0.000
6729,0.001,0.000
6734,0.001,0.001
6740,0.001,0.001
6746,-0.001,-0.000
6753,-0.002,-0.001
6758,0.001,0.000
6764,-0.001,-0.001
6770,0.001,0.000
6777,-0.000,0.000
6782,-0.001,-0.000
6788,0.001,0.000
6794,0.000,0.000
6801,0.000,0.000
6806,0.002,0.001
6812,0.000,0.001
6818,-0.000,0.000
6825,0.001,0.000
6830,0.001,0.001
6836,0.000,0.001
6842,-0.001,-0.000
6849,-0.001,-0.001
6854,-0.000,-0.000
6860,-0.000,-0.000
6866,0.000,-0.000
6873,0.001,0.000
6878,-0.001,-0.000
6884,0.000,0.000
6890,0.003,0.001
6897,0.000,0.001
6902,0.002,0.001
6908,-0.001,0.000
6914,0.000,0.000
6924,0.001,0.000
6931,-0.001,-0.000
6936,-0.001,-0.001
6942,0.002,0.001
6948,0.001,0.001
6961,-0.001,-0.000
6966,-0.003,-0.001
6972,0.000,-0.001
6979,0.000,-0.000
6984,0.000,0.000
6990,-0.000,-0.000
6996,0.000,0.000
7003,0.001,0.001
7008,-0.000,0.000
7014,0.002,0.001
7020,0.001,0.001
7027,-0.001,-0.000
7032,-0.003,-0.001
7038,0.000,-0.001
7044,0.001,0.000
7051,0.000,0.000
7056,0.002,0.001
7062,0.000,0.001
7068,-0.000,0.000
7075,-0.001,-0.000
7081,-0.001,-0.001
7087,0.001,0.000
7094,-0.000,-0.000
7099,0.001,0.000
7105,-0.000,0.000
7111,0.000,0.000
7118,-0.001,-0.001
7123,-0.000,-0.000
7129,-0.001,-0.001
7135,-0.001,-0.001
7142,0.000,-0.000
7147,0.002,0.001
7153,-0.000,0.000
7159,-0.001,-0.000
7166,0.001,0.000
7171,-0.000,0.000
7177,0.000,0.000
7183,0.000,0.000
7190,0.000,0.000
7195,0.002,0.001
7201,-0.000,0.000
7207,-0.001,-0.000
7214,-0.001,-0.001
7220,-0.000,-0.000
7230,-0.001,-0.001
7235,-0.001,-0.001
7241,-0.001,-0.001
7248,0.001,0.000
7253,0.000,0.000
7259,-0.002,-0.001
7265,-0.001,-0.001
7272,0.000,-0.000
7322,0.001,0.000
7327,0.002,0.001
7334,0.001,0.001
7340,0.000,0.001
7345,0.000,0.000
7351,0.001,0.001
7357,-0.001,-0.000
7363,0.001,0.000
7369,-0.002,-0.001
7375,0.000,-0.000
7381,-0.001,-0.001
7388,0.001,-0.000
7393,-0.002,-0.001
7399,-0.000,-0.001
7405,0.001,0.000
7412,-0.000,-0.000
7417,0.002,0.001
7423,-0.000,0.000
7430,-0.000,0.000
7436,0.001,0.000
7441,0.001,0.001
7447,-0.000,0.000
7453,-0.002,-0.001
7460,0.000,-0.000
7465,-0.001,-0.001
7471,0.000,-0.000
7477,0.001,0.000
7484,0.000,0.000
7489,-0.001,-0.000
7495,-0.001,-0.001
