t_ms,roll_acc,roll_comp,pitch_acc,pitch_comp
2,-0.007,0.012,-0.053,0.025
10,-0.063,0.004,-0.053,0.017
16,0.021,0.006,0.003,0.015
22,-0.063,-0.001,0.087,0.023
29,0.049,0.004,0.142,0.034
35,0.133,0.017,0.031,0.034
41,-0.091,0.006,-0.081,0.022
47,-0.119,-0.007,0.198,0.040
53,-0.147,-0.021,0.031,0.039
60,0.105,-0.008,-0.053,0.030
66,0.104,0.003,-0.053,0.021
73,-0.035,-0.001,-0.137,0.005
79,0.132,0.012,-0.081,-0.003
85,-0.091,0.002,0.114,0.008
91,-0.007,0.001,0.087,0.016
98,0.049,0.005,-0.053,0.009
104,-0.147,-0.010,0.087,0.017
172,-0.091,-0.018,-0.053,0.010
178,-0.063,-0.023,0.003,0.009
185,0.021,-0.018,0.059,0.014
191,-0.035,-0.020,0.003,0.013
197,0.021,-0.016,0.031,0.015
204,0.161,0.002,0.059,0.019
210,-0.007,0.001,0.031,0.020
216,-0.119,-0.011,0.059,0.024
223,0.049,-0.005,0.031,0.025
229,0.021,-0.003,0.003,0.023
235,0.077,0.005,0.115,0.032
242,-0.007,0.004,-0.053,0.023
248,-0.063,-0.003,-0.025,0.019
254,-0.063,-0.009,0.003,0.017
261,-0.063,-0.014,-0.109,0.004
267,-0.007,-0.014,-0.053,-0.001
273,-0.035,-0.016,-0.193,-0.020
284,-0.007,-0.015,0.086,-0.010
290,-0.007,-0.014,0.031,-0.006
296,-0.091,-0.022,0.087,0.004
303,0.021,-0.018,0.059,0.009
309,0.021,-0.014,-0.053,0.003
315,0.160,0.004,0.003,0.003
321,-0.035,-0.000,0.059,0.009
327,-0.007,-0.002,0.059,0.014
334,0.049,0.003,0.059,0.018
340,-0.007,0.002,0.059,0.022
348,-0.007,0.001,-0.081,0.012
355,-0.007,0.000,-0.025,0.008
362,-0.063,-0.006,-0.053,0.002
368,-0.035,-0.009,0.003,0.002
374,-0.175,-0.026,-0.025,-0.001
380,0.104,-0.012,0.031,0.002
387,0.132,0.002,0.003,0.002
393,-0.007,0.002,-0.025,-0.000
399,0.021,0.003,0.114,0.011
406,0.077,0.011,0.031,0.013
412,0.049,0.015,0.059,0.017
418,0.021,0.015,-0.109,0.005
425,0.105,0.024,0.059,0.010
431,0.021,0.024,-0.081,0.002
437,-0.007,0.020,0.003,0.002
444,0.021,0.021,0.031,0.005
450,0.049,0.024,0.087,0.013
456,-0.063,0.015,-0.137,-0.002
463,-0.091,0.004,0.003,-0.002
469,-0.035,0.000,-0.109,-0.012
475,0.049,0.005,0.031,-0.008
482,-0.035,0.001,-0.081,-0.016
488,-0.007,0.000,0.059,-0.009
494,-0.091,-0.009,-0.025,-0.010
500,0.021,-0.006,0.170,0.009
510,-0.063,-0.012,0.031,0.011
517,0.049,-0.006,-0.109,-0.001
523,0.077,0.003,0.115,0.011
531,0.049,0.007,-0.109,-0.001
537,-0.007,0.005,0.031,0.002
543,-0.091,-0.004,-0.053,-0.004
550,0.104,0.007,0.031,-0.001
556,-0.007,0.005,-0.053,-0.006
563,-0.091,-0.004,0.003,-0.005
569,-0.007,-0.005,-0.109,-0.016
575,0.021,-0.002,0.059,-0.008
582,0.132,0.011,-0.081,-0.015
588,0.077,0.018,0.143,0.001
594,0.105,0.026,-0.081,-0.008
600,0.105,0.034,-0.025,-0.009
606,0.077,0.039,0.003,-0.008
613,0.077,0.043,0.003,-0.007
619,-0.063,0.033,0.059,-0.000
625,0.049,0.034,-0.025,-0.003
632,-0.035,0.027,0.031,0.000
638,0.105,0.035,0.031,0.003
644,0.021,0.034,0.087,0.012
651,0.049,0.035,-0.081,0.002
657,0.160,0.047,-0.025,-0.001
663,-0.063,0.036,0.031,0.002
670,0.049,0.037,0.142,0.016
676,-0.063,0.027,0.087,0.023
683,-0.007,0.024,0.087,0.030
689,-0.119,0.010,0.031,0.030
695,-0.035,0.005,-0.053,0.021
701,-0.091,-0.004,0.087,0.028
713,-0.063,-0.010,-0.025,0.022
719,-0.035,-0.013,-0.109,0.009
726,-0.091,-0.021,0.031,0.012
736,0.076,-0.011,-0.025,0.008
742,0.021,-0.008,0.087,0.016
750,0.049,-0.002,-0.053,0.009
756,-0.035,-0.006,0.087,0.017
762,0.049,0.000,-0.025,0.013
770,0.104,0.011,0.003,0.012
776,0.021,0.012,-0.109,0.000
782,-0.035,0.007,-0.053,-0.005
789,0.105,0.017,-0.053,-0.010
795,0.049,0.021,0.031,-0.006
801,-0.091,0.010,-0.137,-0.019
808,0.077,0.016,-0.081,-0.025
814,0.104,0.025,-0.109,-0.034
820,0.133,0.036,-0.025,-0.033
826,-0.091,0.024,0.003,-0.029
833,0.049,0.026,0.031,-0.024
839,-0.007,0.022,-0.081,-0.029
845,0.189,0.039,-0.109,-0.037
851,0.049,0.040,-0.081,-0.042
858,-0.035,0.032,0.003,-0.037
864,0.132,0.042,0.059,-0.027
870,0.105,0.048,0.003,-0.024
877,-0.063,0.037,0.031,-0.018
883,-0.035,0.030,0.003,-0.016
894,0.021,0.029,0.087,-0.006
900,-0.035,0.022,0.003,-0.005
906,0.021,0.022,0.003,-0.004
912,-0.035,0.017,0.087,0.005
918,-0.035,0.012,-0.053,-0.001
925,0.049,0.016,-0.081,-0.009
931,0.049,0.018,0.031,-0.005
937,0.105,0.027,-0.053,-0.010
944,0.105,0.035,-0.109,-0.020
950,-0.035,0.028,0.059,-0.012
956,-0.063,0.019,0.003,-0.011
1011,0.021,0.019,-0.137,-0.023
1018,-0.035,0.014,-0.025,-0.023
1024,0.021,0.014,0.003,-0.020
1031,0.021,0.015,-0.025,-0.021
1037,-0.007,0.013,0.031,-0.015
1043,-0.007,0.011,0.031,-0.011
1050,0.021,0.012,-0.053,-0.016
1056,-0.007,0.010,0.031,-0.011
1063,-0.007,0.008,0.031,-0.007
1069,-0.147,-0.008,-0.081,-0.014
1075,0.021,-0.005,0.003,-0.013
1082,0.077,0.003,0.087,-0.003
1088,0.049,0.008,-0.025,-0.005
1094,0.021,0.009,-0.053,-0.010
1100,0.021,0.010,-0.025,-0.011
1107,0.049,0.014,-0.025,-0.012
1113,-0.063,0.006,-0.081,-0.019
1125,-0.007,0.005,0.059,-0.012
1131,-0.007,0.004,0.003,-0.010
1137,-0.007,0.003,-0.053,-0.014
1143,-0.063,-0.004,0.114,-0.001
1150,0.077,0.004,0.003,-0.001
1156,-0.063,-0.002,0.059,0.005
1162,0.049,0.003,0.031,0.008
1169,-0.007,0.002,0.003,0.007
1175,-0.063,-0.005,0.031,0.009
1181,0.021,-0.002,0.115,0.020
1187,-0.063,-0.009,0.003,0.018
1194,0.076,-0.000,-0.109,0.006
1200,-0.063,-0.007,0.031,0.008
1206,0.021,-0.004,0.003,0.008
1213,0.076,0.004,0.142,0.022
1219,-0.063,-0.003,-0.053,0.015
1229,-0.007,-0.003,0.031,0.016
1235,-0.063,-0.009,0.031,0.018
1242,0.049,-0.003,0.003,0.016
1248,-0.091,-0.012,-0.053,0.009
1254,-0.007,-0.011,-0.025,0.006
1261,-0.035,-0.014,0.003,0.006
1267,0.077,-0.005,-0.081,-0.003
1273,-0.119,-0.016,-0.025,-0.005
1280,-0.119,-0.027,0.114,0.007
1286,-0.147,-0.039,0.059,0.012
1292,-0.091,-0.044,0.003,0.011
1303,-0.119,-0.052,-0.025,0.007
1309,-0.035,-0.050,-0.025,0.004
1315,0.077,-0.037,-0.109,-0.007
1321,-0.147,-0.048,-0.053,-0.012
1327,-0.063,-0.050,0.003,-0.010
1334,-0.007,-0.045,0.059,-0.003
1340,0.021,-0.039,0.087,0.006
1346,-0.035,-0.038,-0.025,0.002
1353,-0.119,-0.046,-0.053,-0.003
1359,0.021,-0.039,-0.025,-0.005
1365,-0.035,-0.039,0.031,-0.002
1372,-0.007,-0.036,-0.025,-0.004
1378,0.077,-0.025,0.003,-0.003
1385,0.077,-0.015,0.031,0.001
1391,-0.035,-0.017,0.003,0.001
1397,0.049,-0.011,0.031,0.004
1403,0.104,0.000,-0.025,0.001
1410,0.077,0.008,0.003,0.001
1416,0.021,0.009,-0.081,-0.007
1423,0.021,0.010,0.087,0.002
1429,0.105,0.020,-0.165,-0.015
1439,0.021,0.019,0.199,0.007
1445,0.021,0.020,0.087,0.015
1452,0.021,0.020,0.031,0.017
1458,0.049,0.023,-0.081,0.007
1464,-0.007,0.020,-0.081,-0.002
1470,0.021,0.020,-0.025,-0.004
1476,0.049,0.023,-0.025,-0.006
1487,0.132,0.033,-0.081,-0.014
1494,0.021,0.032,0.031,-0.009
1500,0.049,0.034,0.087,0.000
1507,0.049,0.035,-0.137,-0.014
1513,-0.035,0.028,-0.053,-0.017
1519,-0.147,0.010,0.059,-0.010
1526,0.077,0.017,-0.081,-0.017
1532,-0.091,0.006,-0.025,-0.018
1538,0.105,0.016,-0.053,-0.022
1545,-0.119,0.003,0.087,-0.011
1551,-0.063,-0.004,0.031,-0.007
1557,0.077,0.004,-0.109,-0.017
1564,0.021,0.006,-0.109,-0.027
1570,-0.007,0.004,-0.025,-0.027
1577,0.021,0.006,0.031,-0.021
1583,0.105,0.016,-0.053,-0.024
1589,0.049,0.019,-0.025,-0.025
1595,0.021,0.019,-0.025,-0.025
1602,0.161,0.033,0.059,-0.017
1608,-0.148,0.015,-0.109,-0.026
1614,0.021,0.016,0.087,-0.015
1620,-0.007,0.013,-0.137,-0.027
1627,-0.007,0.011,-0.137,-0.038
1633,0.049,0.015,0.031,-0.032
1639,0.077,0.021,0.031,-0.025
1646,0.077,0.027,0.003,-0.022
1652,-0.063,0.018,-0.081,-0.028
1663,0.105,0.027,0.003,-0.025
1674,0.021,0.026,0.003,-0.022
1681,0.049,0.028,-0.025,-0.023
1687,0.160,0.041,-0.137,-0.034
1694,0.049,0.042,0.003,-0.030
1700,0.021,0.040,-0.053,-0.033
1706,0.105,0.046,0.031,-0.026
1713,-0.063,0.035,0.031,-0.020
1719,-0.035,0.028,0.031,-0.015
1725,-0.035,0.021,0.087,-0.005
1732,0.049,0.024,0.198,0.015
1738,-0.064,0.015,0.059,0.020
1744,-0.035,0.010,-0.109,0.007
1750,0.105,0.020,-0.025,0.004
1757,0.021,0.020,0.031,0.007
1763,-0.007,0.017,0.115,0.017
1770,-0.119,0.003,-0.053,0.010
1776,-0.063,-0.003,-0.137,-0.005
1782,0.104,0.008,0.003,-0.004
1789,0.077,0.015,-0.025,-0.006
1795,-0.035,0.010,0.087,0.003
1801,0.021,0.011,0.031,0.006
1807,-0.007,0.008,0.059,0.011
1814,-0.007,0.007,0.003,0.010
1820,0.132,0.019,-0.109,-0.002
1826,-0.035,0.014,-0.109,-0.012
1833,-0.119,0.001,-0.081,-0.020
1839,0.077,0.008,0.059,-0.012
1846,0.049,0.012,-0.025,-0.013
1857,-0.147,-0.004,0.087,-0.003
1864,-0.091,-0.012,0.142,0.012
1870,-0.119,-0.023,0.003,0.011
1877,0.049,-0.016,0.059,0.015
1933,-0.035,-0.018,-0.137,0.000
1940,0.021,-0.014,-0.109,-0.011
1946,-0.063,-0.019,-0.025,-0.012
1953,0.077,-0.009,-0.053,-0.016
1959,0.021,-0.006,0.003,-0.014
1965,-0.063,-0.012,0.003,-0.013
1971,-0.063,-0.017,0.031,-0.008
1978,-0.119,-0.027,0.031,-0.004
1984,0.021,-0.023,0.059,0.002
1990,0.021,-0.018,-0.053,-0.004
1997,-0.091,-0.025,0.031,-0.000
2003,-0.063,-0.029,-0.081,-0.008
2010,0.021,-0.024,0.031,-0.004
2016,-0.035,-0.025,-0.053,-0.009
2022,0.049,-0.018,-0.137,-0.022
2029,-0.063,-0.023,0.031,-0.017
2035,0.049,-0.015,-0.081,-0.024
2041,0.105,-0.003,-0.109,-0.032
2047,-0.119,-0.015,0.031,-0.026
2054,0.076,-0.006,-0.025,-0.026
2060,-0.035,-0.009,0.031,-0.020
2066,0.021,-0.006,0.059,-0.013
2073,0.021,-0.003,-0.053,-0.017
2084,-0.063,-0.009,0.087,-0.007
2092,0.048,-0.003,0.059,-0.000
2098,-0.035,-0.007,-0.053,-0.006
2104,-0.007,-0.007,0.059,0.000
2110,-0.007,-0.007,0.031,0.003
2117,-0.007,-0.007,-0.081,-0.005
2123,-0.147,-0.021,0.058,0.001
2130,-0.147,-0.034,0.031,0.004
2136,0.049,-0.026,0.003,0.004
2146,0.077,-0.015,0.003,0.004
2152,0.049,-0.009,0.031,0.006
2158,-0.147,-0.023,0.003,0.006
2165,-0.147,-0.035,0.087,0.014
2171,-0.035,-0.035,-0.025,0.011
2177,-0.035,-0.035,-0.053,0.004
2184,0.077,-0.024,-0.025,0.001
2190,-0.063,-0.028,0.031,0.004
2196,0.104,-0.015,0.003,0.004
2203,-0.091,-0.022,-0.137,-0.010
2209,-0.119,-0.032,0.115,0.003
2215,-0.147,-0.043,0.059,0.008
2222,-0.007,-0.040,0.059,0.013
2228,-0.007,-0.036,-0.053,0.006
2234,0.077,-0.025,-0.053,0.000
2240,-0.063,-0.029,0.003,0.001
2247,-0.035,-0.030,0.059,0.007
2253,-0.007,-0.028,-0.025,0.003
2259,0.188,-0.006,0.058,0.009
2269,0.021,-0.003,0.031,0.011
2275,0.077,0.005,-0.053,0.005
2281,-0.035,0.001,-0.053,-0.001
2287,0.021,0.003,0.003,-0.001
2293,-0.063,-0.004,0.114,0.011
2300,-0.035,-0.007,-0.025,0.007
2306,0.077,0.001,-0.165,-0.010
2313,-0.035,-0.002,0.059,-0.003
2319,0.049,0.003,0.031,0.000
2325,0.021,0.004,-0.053,-0.005
2331,0.021,0.006,0.031,-0.002
2338,-0.007,0.005,0.003,-0.001
2344,-0.063,-0.002,0.114,0.010
2350,-0.035,-0.005,-0.053,0.004
2361,0.021,-0.003,0.003,0.004
2367,-0.091,-0.012,-0.109,-0.007
2373,-0.007,-0.011,-0.025,-0.009
2379,-0.147,-0.025,-0.025,-0.011
2386,-0.035,-0.026,0.031,-0.006
2392,0.049,-0.019,-0.053,-0.011
2398,0.076,-0.009,0.059,-0.004
2405,-0.091,-0.017,0.059,0.003
2411,-0.119,-0.027,-0.053,-0.003
2417,-0.007,-0.025,0.003,-0.002
2423,-0.063,-0.029,-0.137,-0.015
2430,-0.119,-0.038,-0.025,-0.016
2436,-0.091,-0.043,0.003,-0.014
2447,0.105,-0.028,-0.025,-0.015
2454,-0.007,-0.026,-0.053,-0.019
2460,0.188,-0.004,0.087,-0.009
2466,0.132,0.009,0.031,-0.005
2473,-0.007,0.007,0.003,-0.003
2479,0.077,0.014,0.003,-0.003
2485,-0.007,0.012,0.059,0.004
2492,-0.091,0.002,0.031,0.007
2498,-0.035,-0.001,-0.053,0.001
2504,-0.035,-0.005,-0.109,-0.010
2511,0.021,-0.002,0.059,-0.003
2517,-0.035,-0.006,-0.053,-0.008
2523,-0.007,-0.006,0.087,0.001
2530,-0.119,-0.017,0.059,0.007
2536,-0.063,-0.022,-0.053,0.001
2543,0.049,-0.015,-0.053,-0.004
2549,-0.091,-0.022,-0.053,-0.009
2555,-0.091,-0.029,0.059,-0.002
2561,-0.091,-0.035,-0.109,-0.013
2572,-0.007,-0.032,0.003,-0.011
2578,0.049,-0.024,0.003,-0.010
2584,-0.035,-0.025,0.031,-0.006
2590,-0.035,-0.027,0.059,0.000
2596,-0.035,-0.027,0.059,0.006
2603,0.021,-0.023,0.086,0.014
2609,-0.035,-0.024,0.003,0.013
2615,0.049,-0.017,-0.025,0.009
2622,-0.035,-0.019,0.003,0.009
2628,-0.203,-0.037,-0.025,0.005
2640,0.105,-0.023,0.059,0.010
2646,-0.007,-0.021,0.003,0.009
2652,0.077,-0.012,-0.025,0.006
2658,-0.063,-0.017,0.003,0.005
2665,0.021,-0.013,-0.053,-0.000
2671,-0.091,-0.021,0.003,-0.000
2677,-0.035,-0.022,-0.081,-0.008
2684,0.021,-0.018,0.003,-0.007
2690,-0.007,-0.017,-0.109,-0.017
2696,-0.007,-0.016,0.003,-0.015
2703,0.021,-0.012,0.003,-0.013
2709,0.021,-0.008,0.003,-0.012
2715,0.021,-0.006,0.003,-0.010
2722,-0.007,-0.006,-0.053,-0.014
2728,0.160,0.011,0.003,-0.012
2734,-0.007,0.009,0.059,-0.005
2740,0.021,0.010,0.031,-0.002
2747,0.021,0.011,-0.081,-0.010
2753,0.104,0.021,0.031,-0.005
2759,-0.063,0.012,-0.081,-0.013
2766,0.077,0.019,-0.053,-0.017
2772,-0.091,0.008,0.031,-0.012
2778,0.049,0.012,0.031,-0.007
2832,-0.203,-0.009,0.031,-0.004
2839,0.049,-0.004,0.031,-0.000
2846,0.076,0.004,0.003,-0.000
2857,0.049,0.009,0.003,-0.000
2863,-0.063,0.002,-0.025,-0.003
2870,0.049,0.007,0.003,-0.002
2876,-0.091,-0.003,-0.025,-0.004
2882,0.077,0.005,-0.109,-0.015
2889,-0.063,-0.002,-0.053,-0.019
2895,-0.007,-0.003,-0.025,-0.020
2901,-0.119,-0.014,0.031,-0.015
2907,0.049,-0.008,-0.053,-0.018
2913,-0.119,-0.019,-0.025,-0.019
2920,-0.007,-0.018,-0.053,-0.022
2926,-0.007,-0.017,0.003,-0.020
2933,-0.119,-0.027,0.059,-0.012
2939,0.049,-0.020,-0.025,-0.014
2945,-0.007,-0.019,-0.081,-0.020
2951,-0.063,-0.023,-0.053,-0.024
2958,0.076,-0.013,0.114,-0.010
2964,0.077,-0.004,-0.109,-0.020
2971,-0.175,-0.022,-0.165,-0.034
2977,-0.119,-0.031,-0.025,-0.034
2983,0.049,-0.023,0.087,-0.022
2990,-0.091,-0.030,-0.053,-0.025
2996,-0.063,-0.033,-0.025,-0.025
3002,0.077,-0.022,0.031,-0.020
3008,0.049,-0.015,0.003,-0.018
3014,-0.091,-0.022,-0.053,-0.021
3021,-0.091,-0.029,0.059,-0.013
3027,-0.063,-0.033,0.059,-0.006
3039,0.049,-0.025,0.059,0.000
3049,-0.007,-0.023,0.059,0.006
3055,-0.035,-0.025,-0.025,0.003
3061,-0.091,-0.031,0.031,0.006
3068,0.049,-0.024,0.031,0.009
3074,-0.007,-0.022,-0.081,-0.000
3080,0.021,-0.018,0.003,0.000
3087,0.049,-0.011,-0.053,-0.005
3093,0.105,0.001,-0.025,-0.007
3099,-0.035,-0.003,0.059,-0.000
3105,0.104,0.008,0.003,-0.000
3112,-0.119,-0.005,-0.053,-0.006
3118,0.021,-0.002,-0.165,-0.021
3124,-0.035,-0.005,0.087,-0.011
3131,0.105,0.006,0.115,0.002
3137,-0.007,0.004,0.003,0.002
3143,-0.007,0.003,0.059,0.008
3150,0.077,0.010,0.031,0.010
3156,-0.007,0.008,-0.053,0.004
3163,0.049,0.012,-0.053,-0.002
3169,-0.007,0.010,-0.053,-0.007
3175,-0.007,0.009,0.003,-0.006
3181,-0.091,-0.001,0.003,-0.005
3187,0.077,0.006,0.003,-0.005
3194,-0.007,0.005,-0.053,-0.010
3200,-0.175,-0.013,0.031,-0.006
3206,-0.035,-0.015,-0.109,-0.016
3213,-0.147,-0.029,-0.025,-0.017
3222,-0.147,-0.040,0.031,-0.012
3229,-0.035,-0.040,-0.053,-0.016
3235,0.105,-0.026,0.059,-0.009
3242,-0.007,-0.024,-0.053,-0.013
3248,-0.035,-0.025,0.087,-0.004
3254,0.021,-0.021,-0.165,-0.020
3265,0.021,-0.017,0.031,-0.015
3271,0.049,-0.010,-0.053,-0.019
3277,0.188,0.010,0.059,-0.011
3284,0.105,0.019,0.059,-0.004
3290,-0.007,0.017,0.059,0.003
3296,-0.035,0.011,0.031,0.006
3303,0.049,0.015,-0.081,-0.003
3309,-0.007,0.013,0.142,0.012
3315,-0.035,0.008,-0.081,0.003
3322,0.021,0.009,-0.081,-0.006
3328,-0.035,0.005,0.143,0.009
3334,-0.063,-0.002,0.031,0.011
3340,-0.007,-0.003,0.003,0.011
3347,-0.091,-0.012,0.031,0.013
3353,-0.175,-0.028,-0.025,0.009
3359,0.021,-0.023,0.199,0.028
3365,-0.007,-0.022,-0.025,0.022
3372,0.077,-0.012,-0.081,0.012
3378,-0.119,-0.023,-0.109,-0.000
3384,-0.175,-0.038,0.114,0.011
3391,-0.091,-0.043,-0.053,0.005
3397,0.049,-0.034,-0.081,-0.004
3405,-0.007,-0.031,-0.109,-0.015
3411,0.021,-0.026,0.115,-0.002
3417,0.021,-0.022,0.059,0.004
3424,0.021,-0.017,-0.137,-0.010
3430,-0.007,-0.016,-0.053,-0.014
3436,-0.063,-0.021,-0.025,-0.015
3443,-0.007,-0.020,-0.025,-0.016
3449,0.021,-0.016,0.087,-0.006
3455,0.105,-0.004,0.115,0.006
3462,0.104,0.007,0.087,0.015
3472,-0.091,-0.003,-0.053,0.007
3478,-0.035,-0.006,-0.053,0.002
3484,-0.147,-0.020,0.087,0.010
3490,-0.147,-0.033,0.087,0.018
3497,-0.035,-0.033,0.003,0.016
3503,-0.147,-0.044,0.031,0.018
3510,-0.063,-0.046,-0.081,0.007
3516,-0.007,-0.042,-0.025,0.004
3522,0.021,-0.036,-0.053,-0.001
3529,0.188,-0.014,-0.053,-0.007
3536,0.021,-0.010,-0.025,-0.009
3543,0.049,-0.004,-0.081,-0.016
3549,-0.007,-0.004,0.059,-0.008
3555,0.049,0.001,0.003,-0.007
3561,0.105,0.011,0.115,0.005
3567,-0.007,0.010,-0.081,-0.004
3574,0.133,0.022,-0.025,-0.006
3580,-0.119,0.008,-0.053,-0.011
3588,0.021,0.009,-0.025,-0.012
3595,-0.091,-0.001,0.003,-0.011
3602,-0.091,-0.010,-0.053,-0.015
3608,-0.007,-0.010,0.003,-0.013
3614,-0.091,-0.018,-0.053,-0.018
3621,0.049,-0.012,-0.081,-0.024
3627,0.076,-0.003,0.031,-0.018
3633,-0.063,-0.009,-0.053,-0.022
3639,-0.007,-0.009,-0.109,-0.031
3646,-0.119,-0.020,-0.109,-0.039
3652,-0.007,-0.019,-0.137,-0.049
3658,0.076,-0.009,0.003,-0.044
3665,-0.063,-0.015,0.087,-0.031
3671,-0.147,-0.028,0.059,-0.022
3677,-0.119,-0.037,0.059,-0.014
3733,-0.007,-0.034,0.087,-0.004
3739,-0.035,-0.034,-0.137,-0.017
3746,0.021,-0.029,0.059,-0.009
3752,0.021,-0.024,-0.053,-0.014
3758,0.049,-0.016,0.087,-0.004
3764,-0.007,-0.015,0.087,0.006
3771,-0.035,-0.017,0.058,0.011
3777,-0.007,-0.016,0.003,0.010
3783,-0.035,-0.018,-0.081,0.001
3790,-0.035,-0.020,0.031,0.004
3796,0.049,-0.013,-0.025,0.001
3803,0.021,-0.009,0.059,0.007
3814,-0.035,-0.012,0.087,0.015
3820,-0.091,-0.020,-0.109,0.003
3826,0.077,-0.010,0.031,0.005
3833,-0.063,-0.016,-0.053,-0.000
3839,0.077,-0.006,-0.081,-0.008
3845,0.077,0.002,0.003,-0.007
3852,0.048,0.007,0.086,0.002
3858,-0.035,0.003,0.059,0.008
3865,-0.119,-0.009,-0.053,0.002
3871,0.215,0.013,0.170,0.019
3877,-0.119,-0.000,0.087,0.026
3883,0.049,0.005,0.086,0.032
3890,0.105,0.015,0.171,0.046
3896,-0.147,-0.002,-0.025,0.039
3902,0.161,0.015,0.031,0.038
3909,0.021,0.015,-0.053,0.029
3915,0.104,0.024,-0.025,0.023
3921,0.133,0.035,0.087,0.030
3927,-0.035,0.028,-0.109,0.016
3934,0.105,0.036,-0.109,0.004
3940,-0.147,0.018,0.003,0.004
3950,-0.119,0.004,0.031,0.007
3956,-0.007,0.003,0.087,0.015
3963,0.132,0.016,0.003,0.014
3969,-0.063,0.008,0.003,0.012
3975,0.077,0.014,0.003,0.011
3982,-0.007,0.012,0.087,0.019
3988,0.049,0.015,0.059,0.023
3996,-0.063,0.007,0.087,0.029
4003,0.021,0.009,0.031,0.029
4010,-0.063,0.002,-0.025,0.023
4016,-0.091,-0.008,-0.165,0.004
4022,-0.091,-0.016,-0.109,-0.007
4029,-0.063,-0.021,-0.053,-0.012
4035,0.049,-0.014,-0.109,-0.022
4041,0.049,-0.007,-0.025,-0.022
4047,0.021,-0.005,0.031,-0.017
4054,-0.035,-0.008,-0.081,-0.023
4060,-0.035,-0.010,0.031,-0.018
4066,-0.035,-0.013,-0.109,-0.027
4073,-0.035,-0.015,0.031,-0.021
4079,0.049,-0.009,0.031,-0.016
4085,0.049,-0.003,-0.081,-0.023
4091,0.021,-0.001,-0.053,-0.025
4098,-0.035,-0.004,0.031,-0.020
4104,-0.119,-0.016,0.003,-0.017
4110,0.021,-0.013,-0.081,-0.024
4117,-0.035,-0.015,-0.053,-0.026
4123,0.021,-0.011,0.003,-0.023
4130,-0.007,-0.010,-0.109,-0.032
4136,0.133,0.004,-0.109,-0.040
4142,-0.007,0.003,0.115,-0.024
4149,-0.147,-0.012,0.031,-0.019
4158,0.021,-0.009,0.003,-0.017
4165,0.133,0.005,-0.025,-0.018
4171,0.077,0.012,-0.081,-0.024
4179,-0.063,0.005,0.003,-0.021
4185,-0.007,0.003,0.087,-0.010
4191,0.133,0.016,0.087,-0.000
4198,0.049,0.020,0.031,0.003
4204,0.132,0.031,-0.053,-0.003
4210,-0.063,0.022,-0.137,-0.016
4216,0.049,0.025,0.031,-0.012
4223,-0.007,0.022,0.031,-0.008
4229,-0.175,0.002,-0.053,-0.012
4235,-0.007,0.001,0.003,-0.011
4242,0.077,0.009,0.059,-0.004
4248,-0.035,0.004,0.087,0.005
4254,-0.035,0.000,0.031,0.008
4261,0.049,0.005,0.003,0.007
4267,0.021,0.006,-0.137,-0.008
4273,0.077,0.013,-0.138,-0.021
4280,0.049,0.017,-0.137,-0.032
4286,-0.063,0.009,0.059,-0.023
4293,-0.007,0.007,0.031,-0.018
4299,-0.007,0.006,0.031,-0.013
4305,0.049,0.010,0.031,-0.008
4311,-0.119,-0.003,-0.025,-0.010
4318,0.021,-0.001,-0.081,-0.017
4324,-0.007,-0.001,0.086,-0.007
4330,-0.063,-0.008,-0.025,-0.009
4336,-0.035,-0.010,-0.025,-0.010
4343,-0.035,-0.013,-0.081,-0.017
4349,-0.063,-0.018,0.003,-0.015
4361,-0.091,-0.025,-0.025,-0.016
4367,-0.063,-0.029,-0.081,-0.022
4377,-0.175,-0.043,-0.165,-0.037
4383,-0.035,-0.042,-0.053,-0.038
4390,0.160,-0.022,0.059,-0.029
4396,0.021,-0.018,0.031,-0.023
4403,-0.063,-0.023,-0.109,-0.031
4409,-0.007,-0.021,0.003,-0.028
4415,-0.091,-0.028,-0.165,-0.042
4421,0.132,-0.012,0.031,-0.034
4427,0.021,-0.009,0.115,-0.019
4434,0.105,0.003,-0.109,-0.028
4440,0.021,0.005,0.031,-0.022
4446,0.049,0.009,0.059,-0.014
4453,-0.007,0.008,-0.081,-0.021
4459,0.077,0.015,0.143,-0.004
4465,-0.063,0.007,-0.081,-0.012
4472,-0.091,-0.003,0.003,-0.011
4478,0.049,0.002,0.031,-0.006
4484,-0.035,-0.002,0.087,0.003
4490,-0.147,-0.017,0.003,0.003
4497,-0.007,-0.016,0.031,0.006
4503,0.049,-0.009,-0.053,-0.000
4510,0.077,-0.001,0.031,0.003
4516,-0.007,-0.001,0.003,0.003
4522,0.188,0.018,-0.053,-0.003
4529,-0.119,0.004,-0.025,-0.005
4535,0.105,0.014,0.059,0.002
4544,0.104,0.023,0.059,0.008
4551,-0.007,0.020,0.003,0.007
4557,0.189,0.037,-0.025,0.004
4564,-0.175,0.015,-0.053,-0.002
4570,-0.091,0.005,0.031,0.001
4576,-0.035,0.001,0.003,0.002
4583,-0.147,-0.014,-0.081,-0.007
4638,0.133,0.000,0.031,-0.003
4645,-0.147,-0.014,0.031,0.000
4651,0.021,-0.011,0.059,0.006
4657,0.077,-0.002,-0.053,0.000
4663,-0.035,-0.006,-0.025,-0.002
4670,-0.007,-0.006,0.087,0.007
