t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg,gyro_int_roll,gyro_int_pitch
1,-2,0,1000,-0.012,0.142,0.000,-0.000
7,-1,-1,1001,-0.068,0.086,0.000,-0.000
14,-3,0,999,-0.040,0.198,0.000,-0.000
19,-1,1,997,0.100,0.059,0.000,-0.000
26,0,0,1000,0.044,-0.053,0.000,-0.000
31,0,0,999,0.044,-0.025,0.000,-0.000
38,-1,-2,998,-0.124,0.115,0.000,-0.000
43,2,0,999,0.016,-0.137,0.000,-0.000
50,0,0,1000,0.016,0.031,-0.000,-0.000
55,2,-1,997,-0.068,-0.165,-0.000,-0.000
62,4,0,998,-0.012,-0.277,-0.000,-0.000
67,2,0,998,0.044,-0.165,-0.000,-0.000
131,-2,-1,999,-0.068,0.143,-0.000,-0.000
136,-2,-2,1000,-0.124,0.170,-0.000,-0.000
143,0,1,998,0.100,0.031,-0.000,-0.000
150,0,0,999,-0.012,0.031,-0.000,-0.000
155,-1,1,1001,0.071,0.086,-0.000,-0.000
161,0,0,999,-0.040,-0.053,-0.000,-0.000
168,0,2,1000,0.155,-0.053,-0.000,-0.000
173,1,0,1001,-0.040,-0.109,-0.000,-0.000
179,0,0,1002,-0.012,-0.025,-0.000,-0.000
191,0,1,1000,0.100,-0.053,-0.000,-0.000
196,1,0,999,0.016,-0.081,-0.000,-0.000
202,0,0,999,-0.040,-0.053,-0.000,-0.000
208,-1,0,1000,0.016,0.114,-0.000,-0.000
218,-2,2,1000,0.127,0.142,-0.000,0.000
225,0,-2,1001,-0.124,0.003,-0.000,0.000
231,0,0,1001,0.044,0.003,-0.000,0.000
238,1,-1,997,-0.096,-0.081,-0.000,0.000
244,0,-1,999,-0.096,0.003,-0.000,0.000
250,-1,1,1000,0.100,0.059,-0.000,0.000
255,1,-1,997,-0.096,-0.081,-0.000,0.000
261,1,0,1002,0.044,-0.109,-0.000,0.000
268,0,0,1001,0.016,-0.025,-0.000,0.000
273,4,0,1001,-0.012,-0.249,-0.000,0.000
279,2,0,999,0.044,-0.165,-0.000,0.000
286,1,0,997,0.044,-0.081,-0.000,0.000
292,0,-1,999,-0.068,-0.025,-0.000,0.000
298,1,-1,999,-0.068,-0.109,-0.000,0.000
304,1,0,998,0.016,-0.081,-0.000,0.000
310,1,-1,1000,-0.096,-0.109,-0.000,0.000
317,1,-1,999,-0.068,-0.081,-0.000,0.000
322,-1,2,999,0.128,0.087,-0.000,0.000
328,0,0,999,-0.040,0.031,-0.000,0.000
335,0,0,999,0.044,0.031,-0.000,0.000
341,-1,1,997,0.072,0.115,-0.000,0.000
347,-1,0,998,-0.012,0.059,-0.000,0.000
353,-2,0,999,-0.040,0.170,-0.000,0.000
360,-1,0,1001,0.044,0.114,-0.000,0.000
366,0,2,1000,0.127,0.031,-0.000,0.000
371,-1,1,1000,0.072,0.114,-0.000,0.000
381,1,2,1000,0.127,-0.081,-0.000,0.000
388,2,0,998,0.016,-0.137,-0.000,0.000
395,1,3,1001,0.183,-0.109,-0.000,0.000
400,2,3,1002,0.183,-0.137,-0.000,0.000
412,1,3,999,0.183,-0.109,-0.000,0.000
418,0,0,1000,0.044,-0.025,-0.000,0.000
423,0,0,1000,-0.012,-0.025,-0.000,0.000
430,-1,0,1002,-0.012,0.114,-0.000,0.000
435,-1,0,1000,0.044,0.059,-0.000,0.000
442,0,-1,998,-0.096,-0.025,-0.000,0.000
447,-1,1,1001,0.099,0.059,-0.000,0.000
453,0,-1,1000,-0.068,0.031,-0.000,0.000
459,-1,-2,998,-0.152,0.059,-0.000,0.000
466,0,2,999,0.128,0.031,-0.000,0.000
471,-1,0,999,0.016,0.115,-0.000,0.000
478,1,0,999,-0.040,-0.081,-0.000,0.000
483,0,0,999,0.016,-0.025,-0.000,0.000
490,2,0,998,0.044,-0.165,-0.000,0.000
495,1,0,998,-0.040,-0.081,-0.000,0.000
501,2,1,1000,0.100,-0.165,-0.000,0.000
507,0,2,999,0.128,-0.053,-0.000,0.000
514,0,2,998,0.156,0.003,-0.000,0.000
519,2,3,1000,0.211,-0.165,-0.000,0.000
526,0,0,998,0.016,0.003,-0.000,0.000
531,0,0,1000,0.016,0.003,-0.000,0.000
538,0,0,999,-0.012,0.003,-0.000,0.000
547,0,1,1000,0.072,-0.025,-0.000,0.000
553,-3,1,999,0.100,0.198,-0.000,0.000
559,0,0,999,-0.012,-0.025,-0.000,0.000
566,-1,0,1000,0.016,0.087,-0.000,0.000
572,-1,0,1001,-0.012,0.059,-0.000,0.000
578,-4,0,1000,0.016,0.254,-0.000,0.000
584,-1,-1,1000,-0.096,0.059,-0.000,0.000
591,-1,0,1000,0.016,0.114,-0.000,0.000
596,0,0,998,0.016,0.031,-0.000,0.000
602,0,0,1000,0.016,0.031,-0.000,0.000
608,0,0,1001,0.016,-0.025,-0.000,0.000
615,0,2,999,0.156,-0.053,-0.000,0.000
625,0,0,999,-0.040,-0.025,-0.000,0.000
630,0,1,1000,0.072,0.003,-0.000,0.000
636,0,2,1000,0.155,-0.025,-0.000,0.000
643,-2,-1,999,-0.068,0.170,-0.000,0.000
650,1,0,1002,0.016,-0.109,-0.000,0.000
655,1,0,1000,-0.040,-0.081,-0.000,0.000
662,0,1,1000,0.072,-0.025,-0.000,0.000
668,2,1,1000,0.099,-0.137,-0.000,0.000
675,0,0,999,-0.012,0.031,-0.000,0.000
680,1,2,1000,0.127,-0.081,-0.000,0.000
687,-1,0,1002,0.044,0.058,-0.000,0.000
692,0,0,1001,0.016,0.003,-0.000,0.000
698,1,0,1000,-0.012,-0.081,-0.000,0.000
704,2,-3,998,-0.208,-0.137,-0.000,0.000
711,1,0,998,-0.012,-0.081,-0.000,0.000
764,-1,2,999,0.128,0.115,-0.000,0.000
770,-1,-2,998,-0.124,0.115,-0.000,0.000
775,-1,-1,999,-0.096,0.059,-0.000,0.000
781,0,0,999,-0.012,0.031,-0.000,0.000
788,-2,0,999,0.044,0.143,-0.000,0.000
793,-1,0,999,0.016,0.059,-0.000,0.000
799,-3,0,999,0.016,0.198,-0.000,0.000
806,0,0,1000,0.016,0.003,-0.000,0.000
812,-1,1,998,0.100,0.087,-0.000,0.000
818,-1,0,999,-0.040,0.087,-0.000,0.000
824,1,0,998,0.044,-0.081,-0.000,0.000
831,0,0,999,-0.012,-0.025,-0.000,0.000
836,1,0,997,0.016,-0.109,-0.000,0.000
842,2,0,1000,-0.012,-0.137,-0.000,0.000
848,0,-1,999,-0.068,0.003,-0.000,0.000
855,0,-1,999,-0.096,-0.053,-0.000,0.000
861,0,-1,999,-0.068,0.031,-0.000,0.000
867,0,0,999,0.016,-0.025,-0.000,0.000
879,1,0,1001,-0.012,-0.081,-0.000,0.000
884,-1,1,1000,0.100,0.059,-0.000,0.000
890,1,2,999,0.128,-0.109,-0.000,0.000
896,-1,0,998,0.044,0.115,-0.000,0.000
903,1,1,999,0.100,-0.081,-0.000,0.000
908,-1,0,998,-0.040,0.087,-0.000,0.000
915,0,-2,998,-0.124,-0.025,-0.000,0.000
920,0,-1,997,-0.096,-0.053,-0.000,0.000
930,0,0,1002,-0.012,-0.053,-0.000,0.000
937,1,1,996,0.072,-0.110,-0.000,0.000
942,4,1,998,0.072,-0.277,-0.000,0.000
948,1,0,999,0.016,-0.081,-0.000,0.000
955,1,2,999,0.156,-0.109,-0.000,0.000
961,0,0,1000,0.044,-0.053,-0.000,0.000
967,0,-1,1000,-0.096,-0.025,-0.000,0.000
973,2,0,1000,-0.040,-0.137,-0.000,0.000
980,0,0,999,0.044,-0.025,-0.000,0.000
986,-1,0,999,0.044,0.059,-0.000,0.000
991,0,0,999,-0.040,-0.025,-0.000,0.000
998,0,2,1000,0.155,0.031,-0.000,0.000
1004,-2,1,1001,0.099,0.142,-0.000,0.000
1010,-2,-1,999,-0.096,0.143,-0.000,0.000
1015,-1,0,1000,-0.012,0.114,-0.000,0.000
1021,-1,2,999,0.156,0.059,-0.000,0.000
1028,-1,-2,999,-0.124,0.087,-0.000,0.000
1033,-1,0,999,0.044,0.087,-0.000,0.000
1039,-1,-1,999,-0.096,0.087,-0.000,0.000
1046,1,-1,999,-0.068,-0.109,-0.000,0.000
1052,0,0,997,-0.040,-0.053,-0.000,0.000
1058,0,0,999,0.044,-0.053,-0.000,0.000
1063,3,1,998,0.072,-0.193,-0.000,0.000
1070,0,2,1001,0.155,-0.025,-0.000,0.000
1076,-1,1,998,0.072,0.059,-0.000,0.000
1082,-1,0,997,-0.012,0.059,-0.000,0.000
1092,0,0,999,0.016,-0.053,-0.000,0.000
1102,0,0,1002,-0.040,0.003,-0.000,0.000
1109,0,0,1001,-0.040,-0.025,-0.000,0.000
1115,-1,0,999,-0.012,0.059,-0.000,0.000
1121,1,0,999,0.016,-0.081,-0.000,0.000
1127,-1,0,997,-0.012,0.059,-0.000,0.000
1134,0,2,999,0.128,-0.025,-0.000,0.000
1139,0,0,998,-0.012,0.003,-0.000,0.000
1146,0,0,1000,-0.012,0.031,-0.000,0.000
1151,2,1,998,0.100,-0.137,-0.000,0.000
1158,1,0,999,-0.012,-0.109,-0.000,0.000
1163,0,1,997,0.072,-0.053,-0.000,0.000
1170,0,1,1000,0.100,-0.053,-0.000,0.000
1175,0,0,999,0.016,-0.053,-0.000,0.000
1182,0,0,1000,0.016,-0.053,-0.000,0.000
1187,0,1,1000,0.099,-0.053,-0.000,0.000
1193,0,-1,997,-0.068,0.031,-0.000,0.000
1199,-2,0,998,0.016,0.171,-0.000,0.000
1206,0,2,998,0.156,-0.025,-0.000,0.000
1211,-1,-1,999,-0.096,0.059,-0.000,0.000
1218,-1,0,1000,-0.040,0.114,-0.000,0.000
1223,0,0,997,-0.040,0.031,-0.000,0.000
1230,0,0,998,-0.040,-0.025,-0.000,0.000
1235,0,0,1000,-0.040,-0.025,-0.000,0.000
1241,-2,0,999,-0.040,0.170,-0.000,0.000
1247,-1,-1,1000,-0.068,0.114,-0.000,0.000
1258,2,3,998,0.184,-0.137,-0.000,0.000
1264,3,1,1000,0.100,-0.221,-0.000,0.000
1270,0,0,998,0.016,-0.025,-0.000,0.000
1276,3,1,1000,0.072,-0.193,-0.000,0.000
1283,0,0,998,-0.040,0.003,-0.000,0.000
1288,0,1,999,0.100,-0.053,-0.000,0.000
1295,0,-1,1001,-0.096,-0.025,-0.000,0.000
1300,0,0,999,0.016,0.031,-0.000,0.000
1307,0,0,1000,0.016,0.031,-0.000,0.000
1317,-1,1,999,0.100,0.115,-0.000,0.000
1323,0,0,1001,-0.012,0.031,-0.000,0.000
1330,-2,-1,999,-0.096,0.171,-0.000,0.000
1336,-2,-1,998,-0.068,0.143,-0.000,0.000
1342,0,0,997,-0.040,-0.025,-0.000,0.000
1348,-1,0,999,0.044,0.087,-0.000,0.000
1355,-1,0,998,-0.012,0.059,-0.000,0.000
1360,0,0,998,0.016,-0.025,-0.000,0.000
1366,-1,2,1000,0.155,0.087,-0.000,0.000
1372,2,1,1000,0.072,-0.137,-0.000,0.000
1379,0,-1,997,-0.068,-0.053,-0.000,0.000
1384,0,0,1000,0.016,-0.025,-0.000,0.000
1390,1,-2,999,-0.124,-0.081,-0.000,0.000
1396,2,1,999,0.072,-0.137,-0.000,0.000
1403,1,0,999,0.044,-0.081,-0.000,0.000
1408,0,1,998,0.100,0.003,-0.000,0.000
1462,-1,0,1000,-0.040,0.059,-0.000,0.000
1468,-1,1,999,0.072,0.059,-0.000,0.000
1475,0,0,998,-0.040,-0.053,-0.000,0.000
1481,0,0,998,0.016,-0.025,-0.000,0.000
1487,0,-1,998,-0.068,0.031,-0.000,0.000
1494,1,2,997,0.128,-0.109,-0.000,0.000
1500,0,2,1001,0.127,0.003,-0.000,0.000
1506,-1,1,1000,0.072,0.114,-0.000,0.000
1513,-1,0,1001,0.016,0.059,-0.000,0.000
1519,0,0,1000,0.016,-0.025,-0.000,0.000
1526,-2,0,999,-0.012,0.170,-0.000,0.000
1531,0,0,1001,-0.012,0.003,-0.000,0.000
1538,-1,-1,999,-0.068,0.087,-0.000,0.000
1543,-1,0,1001,-0.012,0.059,-0.000,0.000
1550,-1,1,997,0.100,0.087,-0.000,0.000
1555,-1,-1,999,-0.096,0.059,-0.000,0.000
1562,0,-2,998,-0.124,0.031,-0.000,0.000
1572,1,0,998,0.016,-0.109,-0.000,0.000
1578,1,0,998,-0.012,-0.109,-0.000,0.000
1585,2,0,997,-0.012,-0.137,-0.000,0.000
1591,-3,1,998,0.072,0.227,-0.000,0.000
1598,1,-1,1001,-0.068,-0.081,-0.000,0.000
1603,0,1,998,0.072,-0.053,-0.000,0.000
1610,0,0,1000,-0.012,-0.053,-0.000,0.000
1615,1,0,997,0.044,-0.081,-0.000,0.000
1621,0,0,998,-0.040,0.031,-0.000,0.000
1631,0,0,1001,-0.012,0.003,-0.000,0.000
1638,1,1,999,0.072,-0.109,-0.000,0.000
1644,0,0,999,-0.040,-0.053,-0.000,0.000
1650,0,0,997,-0.012,0.031,-0.000,0.000
1657,0,0,999,0.044,-0.025,-0.000,0.000
1663,-1,0,999,0.016,0.059,-0.000,0.000
1670,0,1,998,0.100,0.031,-0.000,0.000
1675,-2,-1,998,-0.068,0.143,-0.000,0.000
1682,0,0,999,-0.012,-0.025,-0.000,0.000
1687,0,-1,998,-0.096,-0.025,-0.000,0.000
1693,0,1,997,0.072,0.003,-0.000,0.000
1699,0,1,998,0.100,-0.025,-0.000,0.000
1706,0,2,999,0.128,0.031,-0.000,0.000
1711,0,-2,997,-0.152,0.003,-0.000,0.000
1718,1,-2,998,-0.124,-0.081,-0.000,0.000
1723,1,0,1000,-0.040,-0.109,-0.000,0.000
1730,2,-2,997,-0.124,-0.165,-0.000,0.000
1735,3,2,999,0.128,-0.221,-0.000,0.000
1741,1,1,1000,0.072,-0.081,-0.000,0.000
1747,-2,0,1001,0.016,0.142,-0.000,0.000
1754,-4,0,998,0.044,0.255,-0.000,0.000
1759,-5,0,1001,-0.012,0.338,-0.000,0.000
1766,-1,-1,1000,-0.096,0.114,-0.000,0.000
1771,0,1,999,0.072,0.003,-0.000,0.000
1778,0,2,1000,0.127,0.031,-0.000,0.000
1788,0,0,996,0.016,-0.025,-0.000,0.000
1798,0,1,998,0.100,-0.053,-0.000,0.000
1804,-1,-1,1000,-0.096,0.059,-0.000,0.000
1811,1,0,998,-0.012,-0.081,-0.000,0.000
1818,3,-1,999,-0.068,-0.193,-0.000,0.000
1823,2,2,998,0.128,-0.137,-0.000,0.000
1830,1,0,998,0.016,-0.081,-0.000,0.000
1836,0,0,997,0.016,0.031,-0.000,0.000
1842,0,0,998,0.016,-0.025,-0.000,0.000
1848,0,0,1001,-0.012,-0.053,-0.000,0.000
1855,1,-1,1001,-0.096,-0.109,-0.000,0.000
1860,-1,1,1000,0.100,0.087,-0.000,0.000
1866,-2,1,998,0.100,0.143,-0.000,0.000
1872,-1,0,999,-0.012,0.059,-0.000,0.000
1879,-5,0,998,0.016,0.311,-0.000,0.000
1884,-1,-1,999,-0.096,0.115,-0.000,0.000
1890,-1,2,1001,0.127,0.059,-0.000,0.000
1896,-1,0,997,-0.012,0.059,-0.000,0.000
1903,1,0,999,-0.040,-0.109,-0.000,0.000
1908,0,-1,1001,-0.068,-0.053,-0.000,0.000
1915,0,3,1000,0.183,-0.025,-0.000,0.000
1920,0,0,997,0.016,0.003,-0.000,0.000
1927,1,0,996,-0.012,-0.081,-0.000,0.000
1932,0,0,999,0.044,0.031,-0.000,0.000
1938,1,0,996,-0.040,-0.081,-0.000,0.000
1944,1,0,997,-0.040,-0.109,-0.000,0.000
1955,0,1,998,0.072,0.031,-0.000,0.000
1961,-1,0,999,-0.012,0.059,-0.000,0.000
1967,-1,1,999,0.100,0.115,-0.000,0.000
1973,-1,1,1001,0.099,0.086,-0.000,0.000
1980,-1,-2,1000,-0.152,0.114,-0.001,0.000
1986,-3,0,1000,0.044,0.198,-0.001,0.000
1991,-1,0,998,-0.012,0.087,-0.001,0.000
1998,-1,3,998,0.184,0.059,-0.001,0.000
2010,0,0,998,0.044,-0.025,-0.001,0.000
2015,0,0,1000,-0.012,0.003,-0.001,0.000
2021,0,0,1002,-0.040,0.031,-0.001,0.000
2028,0,1,995,0.072,-0.053,-0.001,0.000
2033,0,0,998,0.016,0.031,-0.001,0.000
2039,1,3,996,0.184,-0.081,-0.001,0.000
2046,-1,-1,1000,-0.096,0.059,-0.001,0.000
2052,1,0,996,0.044,-0.110,-0.001,0.000
2058,0,0,1001,0.016,0.003,-0.001,0.000
2063,0,0,999,-0.040,0.031,-0.001,0.000
2070,2,0,996,0.016,-0.138,-0.001,0.000
2076,0,1,998,0.072,0.003,-0.001,0.000
2081,0,-1,998,-0.096,0.031,-0.001,0.000
2087,0,0,1000,-0.012,-0.053,-0.001,0.000
2093,0,1,1000,0.100,0.031,-0.001,0.000
2100,0,0,998,0.044,-0.025,-0.001,0.000
2106,0,-1,1000,-0.096,-0.053,-0.001,0.000
2111,-1,0,999,-0.012,0.087,-0.001,0.000
2166,-1,0,1000,0.016,0.059,-0.001,0.000
2172,-1,-3,998,-0.180,0.059,-0.001,0.000
2178,0,0,1000,0.016,-0.053,-0.001,0.000
2184,1,1,999,0.072,-0.109,-0.001,0.000
2191,-1,1,1000,0.099,0.059,-0.001,0.000
2196,0,0,998,0.044,0.031,-0.001,0.000
2202,1,0,1000,0.044,-0.081,-0.001,0.000
2208,-1,-1,1001,-0.096,0.059,-0.001,0.000
2215,0,0,997,-0.040,0.003,-0.001,0.000
2221,0,-2,999,-0.124,0.031,-0.001,0.000
2227,0,1,998,0.072,-0.053,-0.001,0.000
2234,0,0,1000,0.044,-0.025,-0.001,0.000
2240,0,0,998,-0.040,-0.025,-0.001,0.000
2246,0,0,998,0.044,-0.053,-0.001,0.000
2252,3,0,1000,0.044,-0.193,-0.001,0.000
2264,2,-1,998,-0.068,-0.137,-0.001,0.000
2270,1,-2,999,-0.124,-0.081,-0.001,0.000
2275,0,0,998,0.044,-0.053,-0.001,0.000
2282,3,1,1001,0.072,-0.193,-0.001,0.000
2288,0,0,1000,0.044,-0.025,-0.001,0.000
2295,0,0,1000,-0.012,0.031,-0.001,0.000
2300,-1,1,999,0.072,0.115,-0.001,0.000
2307,0,0,997,0.044,0.031,-0.001,0.000
2312,-2,0,998,0.016,0.143,-0.001,0.000
2318,2,-1,998,-0.096,-0.165,-0.001,0.000
2324,-1,-1,999,-0.068,0.115,-0.001,0.000
2335,0,0,1000,-0.040,0.031,-0.001,0.000
2341,0,-1,997,-0.068,0.003,-0.001,0.000
2347,0,-1,1000,-0.068,-0.025,-0.001,0.000
2353,1,-1,998,-0.096,-0.109,-0.001,0.000
2360,0,2,998,0.128,0.031,-0.001,0.000
2366,-1,1,999,0.072,0.087,-0.001,0.000
2371,0,0,998,0.016,0.003,-0.001,0.000
2378,1,2,997,0.156,-0.109,-0.001,0.000
2384,0,0,998,-0.012,-0.053,-0.001,0.000
2390,0,0,1000,-0.040,-0.025,-0.001,0.000
2396,0,2,999,0.128,-0.053,-0.001,0.000
2403,-1,-2,1001,-0.124,0.059,-0.001,0.000
2408,-1,1,999,0.100,0.087,-0.001,0.000
2415,0,0,1003,0.016,-0.053,-0.001,0.000
2420,0,1,1001,0.072,0.003,-0.001,0.000
2427,-1,1,999,0.072,0.115,-0.001,0.000
2432,-2,-1,998,-0.068,0.171,-0.001,0.000
2438,-1,0,997,0.044,0.059,-0.001,0.000
2444,1,1,998,0.072,-0.081,-0.001,0.000
2451,0,0,996,0.016,0.003,-0.001,0.000
2456,1,0,1001,-0.040,-0.109,-0.001,0.000
2462,1,1,1000,0.100,-0.109,-0.001,0.000
2468,1,1,997,0.072,-0.081,-0.001,0.000
2481,1,1,998,0.100,-0.109,-0.001,0.000
2486,1,-1,998,-0.068,-0.109,-0.001,0.000
2492,0,0,998,0.016,-0.025,-0.001,0.000
2502,0,-1,997,-0.096,-0.025,-0.001,0.000
2509,0,1,1000,0.100,0.003,-0.001,0.000
2515,0,0,1000,0.044,-0.053,-0.001,0.000
2520,-1,2,999,0.128,0.087,-0.001,0.000
2526,-1,0,998,0.016,0.115,-0.001,0.000
2533,1,0,999,-0.012,-0.081,-0.001,0.000
2538,-1,1,999,0.072,0.059,-0.001,0.000
2544,1,-1,998,-0.068,-0.081,-0.001,0.000
2550,0,4,1000,0.239,0.031,-0.001,0.000
2557,2,0,1000,0.016,-0.137,-0.001,0.000
2562,-1,0,1000,-0.012,0.059,-0.001,0.000
2568,0,2,998,0.156,-0.053,-0.001,0.000
2575,0,0,1002,-0.012,-0.025,-0.001,0.000
2581,0,1,1000,0.099,0.003,-0.001,0.000
2587,0,1,998,0.072,-0.025,-0.001,0.000
2593,0,0,997,-0.040,-0.025,-0.001,0.000
2600,-1,0,999,0.044,0.087,-0.001,0.000
2606,-1,-2,999,-0.124,0.087,-0.001,0.000
2611,0,1,997,0.072,0.003,-0.001,0.000
2618,0,2,998,0.156,-0.025,-0.001,0.000
2624,-1,0,1003,0.043,0.114,-0.001,0.000
2630,0,-1,1002,-0.068,0.031,-0.001,0.000
2635,-1,0,1000,-0.012,0.059,-0.001,0.000
2641,0,-2,999,-0.124,0.003,-0.001,0.000
2648,0,0,999,-0.012,0.031,-0.001,0.000
2658,0,0,998,-0.040,0.003,-0.001,0.000
2663,0,0,998,0.044,0.003,-0.001,0.000
2670,1,-1,997,-0.068,-0.109,-0.001,0.000
2675,-1,0,997,-0.012,0.087,-0.001,0.000
2682,2,0,997,0.044,-0.137,-0.001,0.000
2687,1,0,1000,-0.040,-0.081,-0.001,0.000
2698,2,0,1000,-0.040,-0.165,-0.001,0.000
2703,0,0,1000,-0.012,-0.053,-0.001,0.000
2710,0,0,1001,0.016,-0.053,-0.001,0.000
2716,0,-2,999,-0.152,-0.025,-0.001,0.000
2722,0,0,999,-0.040,0.003,-0.001,0.000
2729,0,0,998,-0.012,-0.025,-0.001,0.000
2735,0,3,998,0.184,0.031,-0.001,0.000
2741,0,1,999,0.072,0.031,-0.001,0.000
2747,-1,0,999,0.044,0.087,-0.001,0.000
2754,-1,0,999,0.016,0.087,-0.001,0.000
2759,-1,0,999,-0.040,0.059,-0.001,0.000
2766,-1,0,998,0.044,0.115,-0.001,0.000
2771,0,-1,998,-0.096,-0.025,-0.001,0.000
2778,-1,-1,998,-0.068,0.087,-0.001,0.000
2783,0,0,1001,-0.040,-0.053,-0.001,0.000
2790,1,0,998,-0.012,-0.081,-0.001,0.000
2795,-1,-1,998,-0.068,0.087,-0.001,0.000
2802,-1,0,999,0.016,0.059,-0.001,0.000
2807,0,0,999,-0.012,0.031,-0.001,0.001
2813,2,-1,997,-0.068,-0.137,-0.001,0.001
2871,-1,2,999,0.156,0.087,-0.001,0.001
2878,-2,0,1000,-0.040,0.142,-0.001,0.001
2884,-1,0,999,0.044,0.059,-0.001,0.001
2890,0,-1,1000,-0.068,0.031,-0.001,0.001
2896,0,2,997,0.128,-0.053,-0.001,0.001
2903,1,0,998,-0.012,-0.109,-0.001,0.001
2908,0,1,998,0.072,0.003,-0.001,0.001
2915,0,0,998,-0.012,-0.053,-0.001,0.001
2920,2,0,999,-0.012,-0.137,-0.001,0.001
2927,0,-2,997,-0.152,0.003,-0.001,0.001
2932,0,2,998,0.128,-0.025,-0.001,0.001
2938,1,0,1000,0.016,-0.081,-0.001,0.001
2944,-1,0,998,0.016,0.087,-0.001,0.001
2956,0,0,1001,0.044,0.031,-0.001,0.001
2962,0,-1,999,-0.096,-0.053,-0.001,0.001
2968,-1,0,1000,-0.040,0.059,-0.001,0.001
2975,-1,-1,999,-0.068,0.059,-0.001,0.001
2980,0,-1,1001,-0.096,-0.025,-0.001,0.001
2986,-1,-1,1001,-0.096,0.114,-0.001,0.001
2992,0,0,1000,-0.040,0.003,-0.001,0.001
2999,0,-1,1002,-0.096,-0.053,-0.001,0.001
3004,0,0,997,-0.012,0.031,-0.001,0.001
3010,0,2,1000,0.155,0.003,-0.001,0.001
3016,0,-3,999,-0.208,-0.053,-0.001,0.001
3023,0,0,999,0.044,0.031,-0.001,0.001
3033,0,-1,998,-0.096,-0.025,-0.001,0.001
3038,1,3,998,0.184,-0.081,-0.001,0.001
3044,0,1,998,0.072,-0.053,-0.001,0.001
3050,0,3,998,0.184,0.003,-0.001,0.001
3057,0,-2,1000,-0.124,0.003,-0.001,0.001
3062,0,0,1002,-0.012,0.003,-0.001,0.001
3068,-1,-1,1000,-0.068,0.087,-0.001,0.001
3075,-1,-1,1000,-0.068,0.114,-0.001,0.001
3081,-2,0,997,-0.040,0.171,-0.001,0.001
3087,0,-1,999,-0.096,-0.025,-0.001,0.001
3093,0,0,1000,-0.012,0.031,-0.001,0.001
3100,0,0,1001,0.016,0.003,-0.001,0.001
3106,-1,-1,999,-0.096,0.059,-0.001,0.001
3111,1,-1,999,-0.068,-0.109,-0.001,0.001
3118,-1,0,999,0.016,0.087,-0.001,0.001
3124,0,0,1001,-0.012,0.031,-0.001,0.001
3130,0,0,996,0.044,-0.025,-0.001,0.001
3135,1,0,999,-0.040,-0.109,-0.001,0.001
3141,1,2,998,0.128,-0.081,-0.001,0.001
3148,0,0,999,0.016,-0.053,-0.001,0.001
3153,-1,0,999,0.016,0.087,-0.001,0.001
3159,0,-1,1000,-0.096,0.003,-0.001,0.001
3166,-1,-1,1001,-0.068,0.086,-0.001,0.001
3173,-1,0,1000,0.044,0.114,-0.001,0.001
3179,0,1,1000,0.072,0.031,-0.001,0.001
3186,0,0,997,0.044,-0.053,-0.001,0.001
3196,-1,-1,998,-0.068,0.087,-0.001,0.001
3202,1,1,998,0.072,-0.081,-0.001,0.001
3208,-2,0,1000,-0.040,0.142,-0.001,0.001
3215,-3,-2,1000,-0.124,0.198,-0.001,0.001
3221,0,1,1001,0.099,0.031,-0.001,0.001
3227,0,-1,998,-0.096,-0.053,-0.001,0.001
3234,0,0,1000,-0.012,0.003,-0.001,0.001
3240,1,0,1000,-0.012,-0.081,-0.001,0.001
3246,0,2,998,0.156,-0.025,-0.001,0.001
3253,0,-1,997,-0.068,-0.025,-0.001,0.001
3259,-1,-1,999,-0.096,0.059,-0.001,0.001
3266,1,0,998,0.044,-0.109,-0.001,0.001
3271,0,1,999,0.100,-0.025,-0.001,0.001
3278,-1,1,1001,0.099,0.059,-0.001,0.001
3283,1,0,1000,0.016,-0.109,-0.001,0.001
3290,-1,0,997,-0.012,0.087,-0.001,0.001
3295,0,0,1000,-0.040,0.031,-0.001,0.001
3302,0,0,1000,-0.012,-0.025,-0.001,0.001
3307,0,1,999,0.100,0.031,-0.001,0.001
3313,1,1,1000,0.099,-0.081,-0.001,0.001
3319,0,0,1000,0.016,-0.025,-0.001,0.001
3326,1,0,1000,-0.040,-0.109,-0.001,0.001
3331,0,1,1000,0.072,-0.025,-0.001,0.001
3338,-1,-2,998,-0.124,0.087,-0.001,0.001
3343,1,0,998,-0.012,-0.081,-0.001,0.001
3350,0,0,999,-0.012,-0.025,-0.001,0.001
3360,0,0,1000,0.044,-0.025,-0.001,0.001
3366,0,0,998,-0.040,0.031,-0.001,0.001
3371,0,2,1001,0.127,-0.025,-0.001,0.001
3378,1,0,1000,0.044,-0.081,-0.001,0.001
3384,0,-1,997,-0.096,-0.025,-0.001,0.001
3395,-1,0,1001,0.044,0.059,-0.001,0.001
3400,0,1,998,0.072,-0.025,-0.001,0.001
3407,-1,0,1000,0.044,0.087,-0.001,0.001
3413,0,-1,999,-0.068,0.031,-0.001,0.001
3419,1,-2,998,-0.152,-0.081,-0.001,0.001
3426,0,0,1000,-0.012,-0.025,-0.001,0.001
3432,-1,0,998,-0.040,0.059,-0.001,0.001
3438,0,2,1000,0.127,0.003,-0.001,0.001
3444,-1,0,999,-0.012,0.087,-0.001,0.001
