t_ms,ax_g,ax_lpf_g
917,0.001,0.000
922,0.000,0.000
928,0.002,0.000
934,0.001,0.000
941,-0.002,0.000
946,0.003,0.000
952,-0.001,0.000
958,-0.000,0.000
965,0.002,0.000
970,-0.000,0.000
976,-0.002,0.000
982,-0.001,-0.000
989,-0.001,-0.000
994,0.000,-0.000
1000,0.002,0.000
1006,-0.002,-0.000
1013,0.002,0.000
1018,-0.000,-0.000
1024,0.001,0.000
1030,-0.000,0.000
1037,0.002,0.000
1042,-0.000,0.000
1048,0.001,0.000
1054,-0.001,0.000
1061,0.000,0.000
1066,-0.001,-0.000
1072,0.002,0.000
1078,0.002,0.000
1085,0.003,0.001
1090,0.001,0.001
1096,-0.000,0.000
1102,0.000,0.000
1109,-0.002,0.000
1114,0.000,0.000
1120,0.001,0.000
1126,0.002,0.000
1133,0.000,0.000
1144,0.000,0.000
1150,0.001,0.000
1157,-0.001,0.000
1163,-0.000,0.000
1168,0.002,0.000
1174,-0.001,0.000
1184,-0.000,0.000
1191,-0.002,-0.000
1196,-0.001,-0.000
1202,0.001,-0.000
1208,0.001,-0.000
1215,0.000,-0.000
1220,0.000,0.000
1226,-0.000,-0.000
1232,-0.001,-0.000
1239,0.000,-0.000
1244,-0.000,-0.000
1250,-0.001,-0.000
1256,0.001,-0.000
1263,-0.001,-0.000
1268,-0.001,-0.000
1274,0.001,-0.000
1280,0.001,-0.000
1287,0.000,-0.000
1292,-0.000,-0.000
1298,-0.000,-0.000
1304,0.001,-0.000
1311,-0.001,-0.000
1317,0.001,0.000
1322,-0.001,-0.000
1328,0.002,0.000
1335,-0.001,-0.000
1340,-0.001,-0.000
1346,-0.000,-0.000
1352,0.000,-0.000
1359,-0.001,-0.000
1365,0.001,-0.000
1370,0.002,0.000
1376,0.000,0.000
1383,-0.001,-0.000
1389,-0.000,-0.000
1394,0.002,0.000
1400,0.001,0.000
1407,-0.000,0.000
1414,-0.000,0.000
1419,-0.003,-0.000
1425,0.001,-0.000
1432,0.002,0.000
1437,0.002,0.000
1443,0.001,0.000
1449,0.001,0.000
1456,0.000,0.000
1461,0.001,0.000
1467,0.002,0.001
1473,0.000,0.001
1480,-0.001,0.000
1485,0.001,0.000
1491,-0.000,0.000
1497,0.001,0.000
1504,-0.001,0.000
1509,-0.001,0.000
1515,0.001,0.000
1521,0.002,0.000
1576,0.001,0.000
1582,0.002,0.001
1588,0.003,0.001
1595,0.001,0.001
1600,0.002,0.001
1606,0.000,0.001
1612,-0.001,0.001
1619,0.002,0.001
1624,0.003,0.001
1630,-0.001,0.001
1636,0.001,0.001
1643,0.001,0.001
1648,0.001,0.001
1654,0.002,0.001
1660,-0.000,0.001
1667,-0.001,0.001
1672,-0.002,0.000
1678,0.001,0.000
1684,-0.001,0.000
1691,0.001,0.000
1696,0.000,0.000
1702,0.001,0.000
1708,0.000,0.000
1720,0.000,0.000
1726,0.001,0.000
1732,0.001,0.000
1739,-0.002,0.000
1744,0.000,0.000
1750,-0.002,-0.000
1756,0.001,0.000
1763,-0.000,-0.000
1768,0.000,0.000
1774,0.001,0.000
1780,0.000,0.000
1787,-0.001,-0.000
1792,-0.001,-0.000
1798,0.001,-0.000
1804,-0.002,-0.000
1811,0.000,-0.000
1816,-0.003,-0.000
1822,0.001,-0.000
1828,0.002,-0.000
1835,0.000,-0.000
1840,-0.001,-0.000
1846,0.000,-0.000
1852,0.000,-0.000
1859,0.001,-0.000
1865,0.001,0.000
1870,0.001,0.000
1876,0.001,0.000
1883,-0.001,0.000
1889,0.001,0.000
1894,0.001,0.000
1900,-0.001,0.000
1907,-0.000,0.000
1912,-0.001,-0.000
1918,-0.002,-0.000
1928,-0.001,-0.000
1934,0.001,-0.000
1941,0.002,-0.000
1946,-0.000,-0.000
1952,-0.003,-0.000
1958,0.004,0.000
1965,0.002,0.000
1970,0.001,0.000
1976,0.003,0.001
1982,-0.001,0.000
1994,0.002,0.001
2000,-0.001,0.000
2006,-0.000,0.000
2013,0.001,0.000
2018,0.000,0.000
2024,-0.000,0.000
2030,0.000,0.000
2037,0.003,0.001
2042,0.000,0.000
2048,-0.001,0.000
2054,-0.000,0.000
2061,0.001,0.000
2066,0.000,0.000
2072,0.002,0.000
2078,-0.000,0.000
2085,-0.001,0.000
2090,0.000,0.000
2096,0.000,0.000
2102,-0.000,0.000
2109,-0.000,0.000
2114,0.001,0.000
2120,0.000,0.000
2126,0.000,0.000
2133,-0.000,0.000
2138,-0.002,-0.000
2144,0.002,0.000
2150,0.002,0.000
2157,0.001,0.000
2162,-0.002,0.000
2168,-0.001,0.000
2174,-0.001,-0.000
2181,0.002,0.000
2186,0.001,0.000
2192,0.000,0.000
2198,-0.001,0.000
2205,0.000,0.000
2210,0.001,0.000
2216,0.003,0.000
2222,0.003,0.001
2229,0.000,0.001
2235,0.001,0.001
2240,0.001,0.001
2246,-0.001,0.000
2253,-0.001,0.000
2264,-0.001,0.000
2270,-0.001,0.000
2277,-0.001,0.000
2283,0.003,0.000
2288,-0.001,0.000
2297,0.001,0.000
2303,-0.001,0.000
2309,-0.002,-0.000
2316,0.000,-0.000
2321,-0.001,-0.000
2327,0.001,-0.000
2333,0.002,0.000
2340,0.000,0.000
2345,0.000,0.000
2351,0.001,0.000
2357,-0.001,0.000
2364,0.002,0.000
2369,0.000,0.000
2375,0.002,0.000
2381,-0.003,-0.000
2388,-0.001,-0.000
2393,0.001,-0.000
2399,-0.001,-0.000
2405,0.001,-0.000
2412,0.001,0.000
2417,0.001,0.000
2423,0.001,0.000
2429,-0.000,0.000
2436,0.002,0.000
2441,0.003,0.001
2447,0.001,0.001
2453,0.001,0.001
2460,-0.003,0.000
2465,-0.002,0.000
2471,-0.002,-0.000
2477,0.000,-0.000
2484,0.000,-0.000
2489,-0.001,-0.000
2495,0.000,-0.000
2501,0.000,-0.000
2508,0.003,0.000
2514,0.001,0.000
2520,0.001,0.000
2527,0.001,0.000
2534,-0.000,0.000
2539,0.002,0.000
2545,-0.000,0.000
2552,0.001,0.000
2557,0.002,0.000
2563,0.002,0.001
2569,0.001,0.001
2576,0.002,0.001
2581,0.000,0.001
2587,0.001,0.001
2593,-0.002,0.000
2600,0.000,0.000
2605,0.002,0.001
2611,0.000,0.000
2617,-0.000,0.000
2624,0.000,0.000
2629,0.001,0.000
2635,0.002,0.001
2641,-0.000,0.000
2652,-0.001,0.000
2657,-0.001,0.000
2663,-0.001,0.000
2669,-0.001,-0.000
2676,0.000,0.000
2682,-0.000,-0.000
2687,0.002,0.000
2693,0.001,0.000
2700,0.002,0.000
2706,0.000,0.000
2711,-0.000,0.000
2717,0.000,0.000
2723,0.001,0.000
2730,-0.001,0.000
2735,0.001,0.000
2741,0.002,0.000
2748,-0.002,0.000
2754,-0.000,0.000
2760,0.004,0.000
2766,-0.000,0.000
2773,0.000,0.000
2778,0.001,0.000
2784,-0.001,0.000
2790,0.000,0.000
2797,0.001,0.000
2807,-0.000,0.000
2813,0.003,0.000
2819,-0.000,0.000
2826,0.001,0.000
2831,-0.001,0.000
2837,-0.000,0.000
2843,0.000,0.000
2850,0.000,0.000
2855,0.002,0.000
2861,0.001,0.000
2867,0.001,0.000
2874,0.001,0.000
2879,0.001,0.001
2885,-0.001,0.000
2891,0.000,0.000
2898,0.002,0.001
2903,-0.000,0.000
2909,0.001,0.000
2915,-0.001,0.000
2922,0.001,0.000
2927,-0.001,0.000
2933,0.001,0.000
2939,0.001,0.000
2946,-0.000,0.000
2951,-0.001,0.000
2957,-0.001,0.000
2963,0.000,0.000
2970,-0.000,0.000
2975,0.000,0.000
2981,-0.001,-0.000
2987,0.001,-0.000
2994,-0.002,-0.000
2999,-0.001,-0.000
3005,-0.001,-0.000
3061,-0.001,-0.000
3066,-0.001,-0.000
3072,-0.000,-0.000
3078,-0.001,-0.000
3085,-0.000,-0.000
3090,0.002,-0.000
3096,-0.001,-0.000
3102,-0.001,-0.000
3110,0.001,-0.000
3116,-0.000,-0.000
3122,-0.000,-0.000
3129,-0.001,-0.000
3134,-0.000,-0.000
3140,-0.002,-0.001
3146,-0.001,-0.001
3153,0.003,-0.000
3158,-0.001,-0.000
3164,0.001,-0.000
3170,0.001,-0.000
3177,0.001,-0.000
3182,0.000,-0.000
3188,-0.000,-0.000
3194,-0.000,-0.000
3201,-0.000,-0.000
3206,-0.002,-0.000
3212,0.002,-0.000
3218,0.001,-0.000
3225,0.000,0.000
3230,-0.000,-0.000
3236,0.002,0.000
3242,0.000,0.000
3249,-0.000,0.000
3254,0.001,0.000
3260,0.002,0.000
3266,-0.000,0.000
3273,-0.001,0.000
3278,0.001,0.000
3284,-0.001,0.000
3290,0.001,0.000
3297,0.001,0.000
3302,-0.000,0.000
3308,0.001,0.000
3314,0.001,0.000
3321,0.001,0.000
3326,0.001,0.000
3332,0.001,0.000
3338,0.001,0.001
3345,0.001,0.001
3350,0.000,0.001
3356,0.001,0.001
3362,0.000,0.001
3369,0.001,0.001
3379,0.001,0.001
3385,-0.000,0.001
3391,0.001,0.001
3398,-0.002,0.000
3407,-0.000,0.000
3412,-0.000,0.000
3418,0.002,0.000
3424,0.003,0.001
3431,0.002,0.001
3436,0.002,0.001
3442,-0.000,0.001
3448,-0.000,0.001
3455,-0.001,0.000
3460,0.002,0.001
3466,0.002,0.001
3472,0.001,0.001
3479,0.000,0.001
3485,0.000,0.001
3490,0.001,0.001
3496,0.000,0.001
3503,0.000,0.001
3509,0.002,0.001
3514,0.001,0.001
3520,0.000,0.001
3527,0.001,0.001
3532,0.001,0.001
3538,-0.000,0.001
3544,0.001,0.001
3551,-0.001,0.000
3557,-0.001,0.000
3562,0.001,0.000
3568,0.000,0.000
3575,0.001,0.000
3580,0.000,0.000
3586,-0.001,0.000
3592,-0.001,0.000
3599,0.000,0.000
3605,0.001,0.000
3610,-0.002,-0.000
3616,0.001,-0.000
3623,0.001,0.000
3629,0.001,0.000
3634,-0.001,0.000
3640,0.000,0.000
3649,0.001,0.000
3654,0.003,0.000
3660,-0.000,0.000
3667,0.001,0.000
3672,-0.000,0.000
3678,0.001,0.000
3684,0.001,0.000
3691,0.001,0.000
3696,0.000,0.000
3702,-0.002,0.000
3708,0.002,0.000
3715,0.001,0.000
3720,0.002,0.001
3726,0.000,0.001
3732,-0.001,0.000
3739,0.001,0.000
3744,-0.000,0.000
3750,-0.001,0.000
3756,-0.000,0.000
3766,0.001,0.000
3773,-0.002,-0.000
3778,0.002,0.000
3784,0.003,0.000
3790,0.000,0.000
3797,0.002,0.001
3802,0.000,0.000
3808,0.000,0.000
3814,-0.001,0.000
3821,0.000,0.000
3826,0.002,0.000
3832,0.004,0.001
3838,-0.000,0.001
3845,0.001,0.001
3850,0.000,0.001
3856,0.000,0.001
3862,0.000,0.001
3869,0.000,0.001
3874,0.001,0.001
3880,0.001,0.001
3886,0.001,0.001
3893,0.001,0.001
3898,0.001,0.001
3904,0.001,0.001
3910,-0.002,0.000
3922,0.001,0.000
3928,-0.000,0.000
3934,-0.000,0.000
3941,-0.000,0.000
3946,-0.001,0.000
3952,0.000,0.000
3958,0.001,0.000
3965,0.002,0.000
3970,-0.001,0.000
3976,0.003,0.000
3982,-0.001,0.000
3989,-0.001,0.000
3994,0.001,0.000
4000,-0.000,0.000
4006,-0.000,0.000
4013,0.001,0.000
4018,-0.000,0.000
4024,-0.000,0.000
4030,0.001,0.000
4037,0.003,0.000
4042,0.000,0.000
4048,-0.001,0.000
4054,0.001,0.000
4061,0.000,0.000
4066,0.001,0.000
4072,0.001,0.000
4078,-0.001,0.000
4085,-0.001,0.000
4090,-0.000,0.000
4096,0.002,0.000
4102,-0.003,-0.000
4109,-0.000,-0.000
4114,0.001,-0.000
4120,-0.001,-0.000
4130,-0.001,-0.000
4136,0.001,-0.000
4143,0.000,-0.000
4148,0.000,-0.000
4154,0.002,0.000
4160,0.002,0.000
4167,0.002,0.000
4172,-0.001,0.000
4178,-0.000,0.000
4184,-0.001,0.000
4192,-0.001,0.000
4197,-0.002,-0.000
4203,-0.003,-0.000
4210,-0.001,-0.000
4215,-0.000,-0.000
4221,0.000,-0.000
4227,-0.001,-0.001
4234,-0.000,-0.000
4239,0.001,-0.000
4245,-0.000,-0.000
4251,0.002,-0.000
4258,0.001,-0.000
4263,-0.001,-0.000
4269,0.001,-0.000
4275,0.001,0.000
4282,0.000,0.000
4287,0.002,0.000
4293,0.001,0.000
4299,-0.000,0.000
4306,0.000,0.000
4311,-0.001,0.000
4317,0.002,0.000
4323,0.001,0.000
4330,-0.000,0.000
4335,0.002,0.000
4341,-0.002,0.000
4347,-0.001,0.000
4354,0.003,0.000
4359,0.003,0.001
4365,-0.001,0.000
4371,-0.001,0.000
4378,0.001,0.000
4383,-0.001,0.000
4389,-0.001,-0.000
4395,0.001,0.000
4402,0.001,0.000
4407,-0.003,-0.000
4413,-0.000,-0.000
4419,-0.000,-0.000
4426,-0.001,-0.000
4431,0.002,-0.000
4437,0.002,0.000
4443,-0.001,-0.000
4450,-0.001,-0.000
4461,0.001,-0.000
4466,0.000,-0.000
4472,0.002,0.000
4527,0.001,0.000
4532,0.001,0.000
4538,-0.001,0.000
4544,-0.001,-0.000
4551,0.002,0.000
4556,0.001,0.000
4562,-0.000,0.000
4568,-0.000,0.000
4575,0.001,0.000
4580,-0.001,0.000
4586,0.001,0.000
4592,0.001,0.000
4599,-0.002,-0.000
4605,0.003,0.000
4610,-0.000,0.000
4616,0.001,0.000
4623,-0.001,0.000
4629,-0.001,-0.000
4634,0.002,0.000
4640,0.001,0.000
4647,-0.001,0.000
4652,-0.001,-0.000
4658,0.000,0.000
4664,0.000,0.000
4671,0.001,0.000
4677,-0.001,-0.000
4682,0.003,0.000
4688,0.001,0.000
4695,0.000,0.000
4700,0.002,0.000
4706,-0.000,0.000
4712,0.001,0.000
4719,0.000,0.000
4725,-0.000,0.000
4730,-0.000,0.000
4736,0.002,0.000
4743,-0.001,0.000
4749,-0.000,0.000
4754,0.001,0.000
4766,0.001,0.000
4772,-0.000,0.000
4777,-0.001,0.000
4783,0.002,0.000
4789,0.001,0.000
4796,-0.002,0.000
4801,0.000,0.000
4807,0.002,0.000
4813,0.002,0.001
4820,0.002,0.001
4825,0.001,0.001
4831,-0.001,0.000
4837,-0.001,0.000
4844,0.001,0.000
4849,0.001,0.000
4855,0.000,0.000
4861,0.002,0.000
4868,-0.001,0.000
4874,0.002,0.001
4884,-0.000,0.000
4890,0.000,0.000
4897,0.001,0.000
4902,0.000,0.000
4908,-0.001,0.000
4914,0.004,0.001
4921,0.002,0.001
4926,0.002,0.001
4932,0.003,0.001
4938,-0.000,0.001
4945,0.000,0.001
4950,0.002,0.001
4956,0.001,0.001
4962,0.001,0.001
4969,-0.002,0.001
4974,-0.001,0.000
4980,0.004,0.001
4986,0.001,0.001
4993,-0.000,0.001
4998,0.001,0.001
5004,-0.001,0.001
5010,-0.000,0.001
5017,0.003,0.001
5023,0.000,0.001
5028,0.001,0.001
5038,0.000,0.001
5043,0.001,0.001
5049,0.001,0.001
5056,-0.001,0.001
5061,0.002,0.001
5067,0.002,0.001
5073,-0.000,0.001
5080,-0.000,0.001
5085,0.001,0.001
5091,-0.001,0.000
5097,-0.001,0.000
5104,0.001,0.000
5109,-0.001,0.000
5115,-0.000,0.000
5121,-0.001,0.000
5128,0.002,0.000
5133,0.001,0.000
5139,-0.000,0.000
5145,-0.000,0.000
5152,-0.001,0.000
5157,0.000,0.000
5163,0.001,0.000
5169,0.000,0.000
5176,0.001,0.000
5181,-0.000,0.000
5187,0.000,0.000
5193,-0.002,-0.000
5200,0.001,0.000
5205,-0.000,-0.000
5211,-0.000,-0.000
5217,0.000,-0.000
5224,-0.001,-0.000
5229,-0.001,-0.000
5237,0.000,-0.000
5244,0.002,0.000
5249,-0.001,-0.000
5255,0.002,0.000
5261,0.000,0.000
5268,0.001,0.000
5273,0.003,0.000
5279,-0.000,0.000
5285,-0.000,0.000
5292,-0.001,0.000
5297,-0.001,0.000
5307,0.000,0.000
5312,0.001,0.000
5318,-0.000,0.000
5325,-0.003,-0.000
5330,0.001,-0.000
5336,-0.000,-0.000
5342,0.001,0.000
5349,-0.001,-0.000
5354,0.000,-0.000
5360,-0.001,-0.000
5366,-0.002,-0.000
5373,-0.001,-0.000
5378,-0.001,-0.000
5384,0.001,-0.000
5390,-0.001,-0.000
5397,0.000,-0.000
5402,0.001,-0.000
5408,0.000,-0.000
5414,0.001,-0.000
5421,0.002,0.000
5426,-0.001,-0.000
5432,-0.000,-0.000
5438,0.001,0.000
5445,-0.001,-0.000
5450,0.001,0.000
5456,0.001,0.000
5462,0.001,0.000
5469,-0.001,0.000
5474,-0.003,-0.000
5480,-0.000,-0.000
5486,0.002,-0.000
5493,0.000,-0.000
5498,0.001,0.000
5504,0.001,0.000
5510,0.001,0.000
5517,0.002,0.000
5522,0.000,0.000
5528,0.002,0.000
5534,0.001,0.000
5541,-0.002,0.000
5546,0.000,0.000
5552,0.001,0.000
5558,0.001,0.000
5565,0.001,0.000
5576,0.000,0.000
5581,-0.000,0.000
5587,0.001,0.000
5597,0.001,0.000
5604,-0.001,0.000
5609,-0.001,0.000
5615,-0.002,-0.000
5621,-0.003,-0.000
5628,-0.001,-0.000
5633,0.001,-0.000
5639,0.001,-0.000
5645,0.002,-0.000
5652,0.002,0.000
5657,-0.001,0.000
5663,-0.000,-0.000
5669,0.000,0.000
5676,0.001,0.000
5681,-0.001,-0.000
5687,-0.002,-0.000
5693,0.000,-0.000
5700,0.001,-0.000
5705,0.000,-0.000
5711,0.000,-0.000
5717,0.003,0.000
5724,-0.001,0.000
5729,-0.001,-0.000
5735,-0.000,-0.000
5741,0.001,-0.000
5748,0.001,0.000
5753,0.001,0.000
5759,-0.000,0.000
5765,0.001,0.000
5772,0.001,0.000
5777,-0.000,0.000
5783,-0.001,0.000
5789,0.002,0.000
5796,-0.001,0.000
5801,0.001,0.000
5807,-0.000,0.000
5813,-0.002,-0.000
5820,0.000,-0.000
5825,-0.001,-0.000
5831,0.002,0.000
5837,0.002,0.000
5849,0.001,0.000
5854,-0.002,0.000
5860,-0.001,-0.000
5866,-0.001,-0.000
5873,-0.001,-0.000
5878,-0.002,-0.000
5884,0.001,-0.000
5890,0.001,-0.000
5897,0.000,-0.000
5902,0.001,-0.000
5908,0.002,0.000
5914,0.001,0.000
5921,0.001,0.000
5926,0.002,0.000
5932,0.001,0.000
5938,-0.001,0.000
5993,0.001,0.000
5999,0.000,0.000
6005,-0.000,0.000
6011,0.003,0.001
6018,-0.000,0.000
6023,-0.002,0.000
6029,0.000,0.000
6036,0.001,0.000
6042,-0.002,0.000
6047,0.000,0.000
6053,0.002,0.000
6060,0.001,0.000
6066,0.000,0.000
6071,0.001,0.000
6077,0.000,0.000
6083,-0.001,0.000
6090,0.001,0.000
6095,0.001,0.000
6101,0.001,0.000
6108,0.002,0.001
6114,-0.000,0.000
6120,0.000,0.000
6126,0.001,0.000
6133,-0.001,0.000
6138,0.000,0.000
6144,0.000,0.000
6153,0.001,0.000
6158,0.001,0.000
6164,0.001,0.000
6171,-0.001,0.000
6176,0.001,0.000
6182,0.001,0.000
6188,0.001,0.000
6195,-0.003,0.000
6200,-0.000,-0.000
6206,0.000,-0.000
6212,0.000,0.000
6219,-0.000,-0.000
6225,0.001,0.000
6230,0.000,0.000
6236,0.000,0.000
6243,0.001,0.000
6249,-0.001,0.000
6254,-0.000,-0.000
6260,0.001,0.000
6267,-0.000,-0.000
6272,0.001,0.000
6278,0.001,0.000
6284,0.003,0.000
6291,0.003,0.001
6297,-0.001,0.000
6302,0.000,0.000
6308,-0.001,0.000
6315,-0.001,0.000
6320,0.002,0.000
6326,-0.001,0.000
6332,0.001,0.000
6339,0.001,0.000
6348,0.001,0.000
6354,-0.000,0.000
6359,0.000,0.000
6365,-0.000,0.000
6371,-0.001,0.000
6378,-0.003,-0.000
6383,-0.000,-0.000
6389,-0.001,-0.000
6395,-0.000,-0.000
6402,-0.000,-0.000
6407,-0.000,-0.000
6413,-0.001,-0.000
6422,0.002,-0.000
6428,0.001,-0.000
6434,0.001,0.000
6441,0.003,0.000
6446,0.005,0.001
6452,-0.000,0.001
6458,0.002,0.001
6465,0.000,0.001
6470,-0.000,0.001
6476,-0.000,0.000
6482,0.000,0.000
6489,0.000,0.000
6494,-0.000,0.000
6500,0.003,0.001
6506,0.000,0.001
6513,-0.000,0.000
6518,0.001,0.000
6524,-0.002,0.000
6530,0.002,0.000
6537,-0.000,0.000
6542,0.001,0.000
6548,0.002,0.000
6554,0.001,0.001
6561,-0.001,0.000
6566,-0.002,0.000
6572,0.002,0.000
6578,-0.001,0.000
6585,0.001,0.000
6590,0.000,0.000
6596,-0.002,0.000
6602,0.000,0.000
6609,0.001,0.000
6614,-0.001,0.000
6620,0.001,0.000
6626,-0.001,0.000
6633,0.002,0.000
6638,0.002,0.000
6644,-0.000,0.000
6650,-0.000,0.000
6657,-0.003,-0.000
6662,0.004,0.000
6668,-0.000,0.000
6674,0.001,0.000
6681,0.002,0.000
6692,0.001,0.001
6697,0.000,0.000
6707,0.000,0.000
6714,-0.001,0.000
6720,0.002,0.000
6725,0.002,0.001
6731,0.002,0.001
6738,0.002,0.001
6743,0.001,0.001
6749,0.001,0.001
6755,-0.001,0.001
6762,0.002,0.001
6768,0.002,0.001
6773,-0.000,0.001
6779,-0.001,0.001
6786,0.002,0.001
6792,-0.001,0.000
6797,-0.002,0.000
6803,-0.001,0.000
6810,0.002,0.000
6816,0.000,0.000
6821,0.001,0.000
6827,0.000,0.000
6833,0.001,0.000
6840,0.001,0.000
6845,0.001,0.000
6851,0.001,0.000
6857,0.001,0.000
6864,0.002,0.001
6869,-0.000,0.001
6875,0.001,0.001
6881,0.002,0.001
6888,-0.000,0.001
6893,0.002,0.001
6899,-0.001,0.000
6905,-0.001,0.000
6912,0.001,0.000
6917,-0.000,0.000
6923,0.000,0.000
6929,0.003,0.001
6936,-0.000,0.000
6941,-0.001,0.000
6947,0.001,0.000
6953,0.001,0.000
6965,0.002,0.001
6971,-0.002,0.000
6977,0.001,0.000
6984,-0.000,0.000
6989,0.003,0.000
6995,0.001,0.000
7001,0.000,0.000
7008,-0.000,0.000
7013,-0.002,0.000
7019,-0.002,-0.000
7025,0.002,0.000
7032,0.001,0.000
7037,-0.001,0.000
7043,0.001,0.000
7049,0.000,0.000
7056,0.001,0.000
7061,0.002,0.000
7071,-0.001,0.000
7077,-0.002,-0.000
7084,-0.001,-0.000
7090,0.002,0.000
7095,0.001,0.000
7101,-0.003,-0.000
7108,-0.004,-0.001
7114,-0.001,-0.001
7120,-0.003,-0.001
7126,-0.001,-0.001
7133,0.000,-0.001
7138,-0.001,-0.001
7144,0.002,-0.000
7150,-0.001,-0.000
7157,-0.000,-0.000
7162,0.001,-0.000
7168,-0.000,-0.000
7174,-0.001,-0.000
7181,-0.001,-0.000
7186,-0.001,-0.001
7192,0.001,-0.000
7198,0.002,-0.000
7205,0.000,-0.000
7210,0.001,-0.000
7216,0.001,0.000
7222,-0.000,-0.000
7234,-0.002,-0.000
7240,0.002,-0.000
7246,0.002,0.000
7253,0.000,0.000
7258,-0.000,0.000
7264,0.001,0.000
7270,0.003,0.000
7277,0.000,0.000
7282,0.000,0.000
7288,-0.001,0.000
7294,-0.001,0.000
7301,0.001,0.000
7306,-0.000,0.000
7312,-0.000,0.000
7318,-0.001,-0.000
7325,-0.001,-0.000
7330,0.000,-0.000
7336,-0.000,-0.000
7342,0.001,-0.000
7349,-0.001,-0.000
7354,0.001,-0.000
7360,0.001,0.000
7366,-0.002,-0.000
7373,-0.000,-0.000
7378,0.000,-0.000
7384,0.002,0.000
7390,0.003,0.000
7397,-0.001,0.000
7402,0.000,0.000
7408,-0.001,0.000
7414,0.002,0.000
7469,0.001,0.000
7474,0.002,0.001
7480,0.001,0.001
7486,0.000,0.001
7493,0.002,0.001
7498,-0.001,0.000
7504,0.001,0.000
7510,-0.000,0.000
7517,0.000,0.000
7522,-0.000,0.000
7528,0.000,0.000
7534,-0.000,0.000
7542,0.003,0.000
7548,0.002,0.001
7554,0.000,0.001
7561,-0.001,0.000
7566,0.002,0.000
7572,0.001,0.000
7578,-0.001,0.000
7585,0.000,0.000
7590,0.000,0.000
7596,0.004,0.001
7602,-0.000,0.001
7609,-0.001,0.000
7614,0.001,0.000
7620,0.002,0.001
7626,0.000,0.001
7633,-0.000,0.000
7638,-0.001,0.000
7644,-0.001,0.000
7650,0.001,0.000
7657,0.001,0.000
7662,0.000,0.000
7668,0.001,0.000
7674,0.001,0.000
7681,0.001,0.000
7686,0.000,0.000
7692,0.000,0.000
7698,-0.000,0.000
7705,-0.000,0.000
7710,-0.002,-0.000
7716,-0.001,-0.000
7722,0.000,-0.000
