t_ms,roll_acc,roll_comp,pitch_acc,pitch_comp
10775,0.026,-0.016,0.085,0.008
10782,0.138,-0.013,0.113,0.010
10788,-0.030,-0.013,-0.055,0.009
10794,-0.002,-0.013,0.141,0.012
10800,-0.030,-0.013,0.141,0.014
10807,-0.002,-0.013,0.085,0.016
10813,0.026,-0.012,0.001,0.015
10819,0.110,-0.010,-0.027,0.014
10826,0.054,-0.009,0.029,0.014
10832,0.026,-0.008,0.057,0.015
10838,-0.002,-0.008,0.029,0.015
10845,-0.002,-0.008,-0.055,0.014
10851,-0.002,-0.008,-0.027,0.013
10857,-0.114,-0.010,0.001,0.013
10864,0.026,-0.009,-0.027,0.012
10870,0.026,-0.008,0.029,0.013
10876,0.082,-0.006,0.001,0.012
10883,-0.114,-0.008,0.057,0.013
10889,0.110,-0.006,0.001,0.013
10895,-0.030,-0.007,-0.055,0.011
10902,-0.030,-0.007,-0.055,0.010
10957,0.054,-0.006,0.029,0.010
10968,0.026,-0.005,-0.083,0.008
10975,-0.058,-0.006,0.085,0.010
10981,-0.002,-0.006,0.001,0.010
10987,-0.058,-0.007,-0.027,0.009
10994,-0.002,-0.007,0.001,0.009
11000,-0.002,-0.007,0.057,0.010
11006,-0.114,-0.009,0.001,0.009
11012,-0.058,-0.010,-0.027,0.009
11019,0.026,-0.009,0.057,0.010
11025,0.026,-0.008,-0.027,0.009
11031,0.110,-0.006,0.057,0.010
11038,-0.030,-0.007,-0.027,0.009
11044,0.054,-0.006,-0.083,0.007
11050,-0.002,-0.006,0.029,0.008
11057,-0.030,-0.006,0.001,0.008
11063,0.054,-0.006,-0.027,0.007
11070,0.054,-0.004,-0.083,0.005
11076,-0.086,-0.006,-0.139,0.002
11082,-0.058,-0.007,-0.139,-0.001
11089,-0.114,-0.010,0.029,-0.000
11095,0.054,-0.008,-0.055,-0.001
11101,0.026,-0.008,-0.083,-0.003
11107,-0.030,-0.008,-0.083,-0.005
11113,0.054,-0.007,0.113,-0.002
11120,0.110,-0.004,0.085,-0.001
11126,-0.002,-0.004,0.113,0.002
11132,-0.086,-0.006,0.029,0.002
11139,0.082,-0.004,0.029,0.003
11145,0.026,-0.003,0.001,0.003
11153,-0.030,-0.004,0.057,0.004
11163,0.054,-0.002,0.085,0.005
11169,0.026,-0.002,0.029,0.006
11176,-0.030,-0.002,-0.055,0.005
11182,0.082,-0.001,-0.027,0.004
11188,-0.030,-0.001,0.029,0.005
11195,0.026,-0.001,0.113,0.007
11201,-0.030,-0.001,0.029,0.007
11207,0.082,0.000,0.085,0.009
11213,-0.030,-0.000,-0.111,0.006
11220,-0.058,-0.002,0.057,0.007
11226,-0.058,-0.003,-0.027,0.006
11232,0.110,-0.001,0.001,0.006
11238,-0.086,-0.002,-0.139,0.003
11245,0.110,-0.000,-0.027,0.002
11251,-0.030,-0.001,0.001,0.002
11257,-0.058,-0.002,0.029,0.002
11264,-0.142,-0.005,-0.027,0.002
11270,-0.002,-0.005,-0.111,-0.001
11276,-0.002,-0.005,-0.027,-0.002
11283,-0.114,-0.007,-0.055,-0.003
11289,-0.114,-0.009,-0.139,-0.006
11296,-0.030,-0.009,-0.083,-0.007
11302,-0.086,-0.011,-0.195,-0.011
11308,0.138,-0.008,-0.027,-0.011
11315,0.054,-0.006,-0.027,-0.012
11321,0.054,-0.005,0.029,-0.011
11327,-0.058,-0.006,0.197,-0.006
11336,0.082,-0.004,0.057,-0.005
11342,0.026,-0.003,0.113,-0.003
11349,0.110,-0.001,0.113,-0.000
11355,0.110,0.001,0.001,-0.000
11361,-0.142,-0.002,0.085,0.001
11371,0.026,-0.001,0.001,0.001
11377,0.026,-0.000,-0.083,-0.000
11384,0.026,-0.000,0.141,0.003
11390,-0.002,-0.000,-0.055,0.002
11396,-0.002,-0.000,0.057,0.003
11403,-0.114,-0.003,-0.055,0.002
11409,0.054,-0.002,0.029,0.003
11416,-0.030,-0.002,-0.139,-0.000
11422,-0.114,-0.005,-0.111,-0.002
11428,-0.058,-0.006,-0.111,-0.004
11434,-0.086,-0.008,0.001,-0.004
11440,0.026,-0.007,0.029,-0.003
11447,-0.002,-0.006,0.169,0.000
11453,-0.058,-0.007,0.057,0.001
11459,-0.142,-0.010,-0.111,-0.001
11466,0.054,-0.008,0.085,0.001
11472,-0.002,-0.008,0.001,0.001
11478,-0.114,-0.010,0.001,0.001
11485,0.026,-0.009,0.029,0.001
11491,0.026,-0.009,0.001,0.001
11497,0.026,-0.008,0.029,0.002
11504,-0.086,-0.009,-0.083,-0.000
11510,0.026,-0.008,-0.055,-0.001
11518,-0.086,-0.010,-0.083,-0.003
11525,0.110,-0.008,-0.055,-0.004
11531,0.138,-0.005,-0.195,-0.007
11538,-0.058,-0.006,-0.083,-0.009
11544,-0.086,-0.008,0.029,-0.008
11550,0.054,-0.006,0.085,-0.007
11557,0.082,-0.005,-0.055,-0.008
11563,0.082,-0.003,0.057,-0.007
11573,0.026,-0.002,0.029,-0.006
11579,-0.030,-0.003,0.001,-0.006
11586,-0.030,-0.003,0.141,-0.003
11592,-0.002,-0.003,0.001,-0.003
11599,-0.002,-0.003,0.001,-0.003
11605,-0.058,-0.005,0.057,-0.002
11611,-0.142,-0.007,0.001,-0.002
11617,-0.002,-0.008,0.001,-0.002
11624,0.138,-0.005,0.085,-0.001
11630,-0.002,-0.005,0.001,-0.001
11636,0.026,-0.005,-0.111,-0.003
11643,0.054,-0.004,-0.083,-0.004
11649,-0.086,-0.005,0.085,-0.003
11656,-0.058,-0.006,0.057,-0.001
11662,0.026,-0.006,-0.083,-0.003
11668,-0.030,-0.006,0.029,-0.002
11674,-0.142,-0.009,0.057,-0.001
11681,-0.058,-0.010,0.029,0.000
11687,0.110,-0.007,-0.027,-0.000
11693,-0.086,-0.009,0.085,0.001
11701,0.026,-0.008,0.029,0.002
11707,-0.002,-0.008,0.029,0.002
11713,0.054,-0.007,0.225,0.007
11720,0.054,-0.006,0.057,0.008
11726,-0.030,-0.006,0.029,0.008
11733,0.026,-0.005,0.029,0.009
11739,-0.030,-0.006,0.029,0.009
11745,0.026,-0.005,-0.055,0.008
11751,-0.030,-0.006,-0.139,0.005
11757,-0.058,-0.007,-0.027,0.004
11764,-0.002,-0.007,0.029,0.005
11770,0.082,-0.005,-0.111,0.003
11825,0.026,-0.004,0.057,0.004
11831,-0.086,-0.006,0.001,0.004
11837,-0.002,-0.006,0.085,0.005
11844,-0.002,-0.006,-0.027,0.005
11850,0.026,-0.006,-0.027,0.004
11856,0.026,-0.005,0.085,0.006
11863,-0.030,-0.005,-0.027,0.005
11869,-0.002,-0.005,-0.027,0.004
11875,-0.002,-0.005,0.001,0.004
11882,0.054,-0.004,-0.167,0.001
11888,-0.058,-0.005,-0.083,-0.001
11894,-0.142,-0.008,-0.055,-0.002
11900,-0.002,-0.008,-0.111,-0.004
11906,0.054,-0.007,0.113,-0.001
11913,-0.114,-0.009,0.113,0.001
11922,-0.030,-0.009,0.141,0.004
11930,-0.086,-0.011,0.141,0.007
11936,0.054,-0.010,0.057,0.008
11942,-0.114,-0.012,0.029,0.008
11948,-0.058,-0.013,-0.027,0.007
11955,-0.002,-0.013,0.029,0.008
11961,-0.058,-0.013,0.057,0.008
11967,-0.002,-0.013,0.029,0.009
11973,-0.002,-0.013,0.141,0.011
11980,-0.086,-0.015,-0.083,0.010
11986,-0.086,-0.016,-0.055,0.008
11992,-0.002,-0.016,-0.167,0.005
11999,0.054,-0.015,0.001,0.005
12005,0.054,-0.013,0.029,0.005
12012,-0.058,-0.014,-0.167,0.001
12018,0.026,-0.013,-0.027,0.001
12028,-0.002,-0.013,-0.111,-0.001
12034,-0.058,-0.014,0.001,-0.002
12041,-0.086,-0.015,0.001,-0.002
12047,-0.030,-0.016,0.057,-0.001
12053,-0.114,-0.018,-0.055,-0.002
12059,-0.142,-0.020,-0.027,-0.002
12066,-0.030,-0.020,0.029,-0.002
12072,-0.114,-0.022,0.057,-0.001
12078,0.026,-0.022,0.057,0.001
12084,0.054,-0.020,0.085,0.002
12091,-0.142,-0.023,0.029,0.002
12097,-0.002,-0.022,0.057,0.004
12105,-0.086,-0.024,0.085,0.005
12111,0.082,-0.021,0.001,0.005
12118,0.026,-0.021,-0.027,0.004
12124,0.054,-0.019,0.057,0.005
12130,-0.058,-0.020,0.001,0.005
12136,-0.058,-0.021,0.029,0.006
12143,0.026,-0.020,-0.027,0.006
12149,-0.030,-0.020,0.001,0.005
12156,0.082,-0.018,0.057,0.006
12162,0.054,-0.016,-0.055,0.005
12168,0.054,-0.015,-0.083,0.003
12174,-0.030,-0.015,0.029,0.004
12181,-0.058,-0.016,0.141,0.007
12187,-0.002,-0.016,-0.083,0.004
12193,0.222,-0.011,0.001,0.004
12199,0.082,-0.009,0.029,0.005
12206,-0.086,-0.011,0.001,0.005
12212,-0.058,-0.012,-0.111,0.002
12218,-0.086,-0.013,-0.027,0.002
12225,-0.114,-0.015,-0.195,-0.002
12235,-0.002,-0.015,0.029,-0.001
12241,-0.030,-0.015,0.029,-0.001
12247,-0.058,-0.016,-0.111,-0.003
12254,-0.142,-0.019,0.001,-0.003
12260,-0.058,-0.019,-0.027,-0.004
12266,0.026,-0.019,-0.111,-0.006
12273,-0.030,-0.019,-0.055,-0.007
12279,0.026,-0.018,-0.139,-0.010
12287,-0.002,-0.018,0.085,-0.008
12294,-0.030,-0.018,0.029,-0.008
12301,-0.002,-0.018,0.057,-0.007
12307,-0.030,-0.018,-0.027,-0.007
12313,0.026,-0.017,0.057,-0.005
12319,0.110,-0.015,0.001,-0.005
12326,0.026,-0.014,-0.055,-0.006
12332,-0.002,-0.014,0.001,-0.006
12338,0.026,-0.013,-0.139,-0.009
12345,-0.114,-0.015,-0.027,-0.009
12351,0.026,-0.014,0.001,-0.009
12357,0.026,-0.014,-0.027,-0.009
12364,-0.030,-0.014,0.085,-0.007
12370,-0.086,-0.016,0.029,-0.007
12376,0.110,-0.013,-0.027,-0.007
12383,-0.086,-0.015,0.141,-0.004
12389,-0.002,-0.014,-0.027,-0.005
12395,-0.058,-0.015,-0.027,-0.006
12402,-0.086,-0.016,0.197,-0.002
12408,0.110,-0.014,0.085,-0.001
12414,0.054,-0.012,0.057,0.000
12421,-0.058,-0.013,0.029,0.001
12427,-0.030,-0.013,-0.055,-0.001
12437,0.026,-0.012,-0.111,-0.003
12443,0.082,-0.010,0.001,-0.003
12450,-0.086,-0.012,-0.083,-0.005
12456,-0.002,-0.012,0.085,-0.003
12462,-0.086,-0.013,0.001,-0.002
12470,-0.254,-0.018,-0.027,-0.003
12476,0.054,-0.017,-0.139,-0.006
12482,-0.142,-0.019,0.029,-0.005
12489,0.082,-0.017,0.113,-0.003
12495,-0.002,-0.017,0.057,-0.001
12502,0.026,-0.016,0.057,-0.000
12508,0.110,-0.013,0.001,-0.000
12514,-0.030,-0.014,-0.027,-0.001
12520,-0.030,-0.014,-0.083,-0.003
12526,-0.058,-0.014,-0.027,-0.003
12533,-0.058,-0.015,0.085,-0.001
12539,-0.030,-0.016,0.085,0.000
12545,0.054,-0.014,0.001,-0.000
12552,0.026,-0.014,-0.027,-0.001
12558,-0.002,-0.013,0.029,0.000
12564,0.138,-0.010,0.085,0.002
12571,-0.030,-0.011,0.029,0.002
12577,-0.030,-0.011,-0.055,0.001
12584,0.082,-0.009,-0.055,0.000
12590,-0.030,-0.009,-0.055,-0.001
12596,-0.058,-0.010,-0.027,-0.002
12602,-0.114,-0.012,-0.055,-0.003
12609,0.054,-0.011,0.029,-0.003
12615,0.026,-0.010,0.029,-0.002
12621,0.110,-0.008,-0.027,-0.003
12627,-0.058,-0.009,0.001,-0.002
12682,-0.058,-0.010,0.001,-0.002
12693,-0.142,-0.013,-0.083,-0.004
12699,0.054,-0.011,-0.083,-0.006
12706,-0.030,-0.012,0.057,-0.005
12712,-0.058,-0.013,0.029,-0.005
12718,-0.114,-0.015,0.029,-0.004
12725,-0.086,-0.016,0.029,-0.004
12731,0.110,-0.013,0.057,-0.002
12738,-0.058,-0.014,-0.083,-0.004
12744,0.026,-0.013,0.001,-0.004
12750,0.110,-0.011,0.001,-0.004
12756,0.026,-0.010,-0.055,-0.005
12763,-0.002,-0.010,-0.167,-0.008
12769,0.082,-0.008,0.001,-0.008
12776,-0.030,-0.009,0.001,-0.007
12782,-0.030,-0.010,-0.027,-0.008
12788,-0.086,-0.012,-0.083,-0.009
12794,-0.002,-0.012,0.001,-0.009
12801,0.026,-0.011,0.029,-0.008
12807,0.026,-0.010,0.057,-0.007
12813,0.026,-0.010,-0.027,-0.007
12819,-0.058,-0.011,-0.055,-0.008
12826,-0.002,-0.010,-0.055,-0.009
12832,0.054,-0.009,-0.083,-0.010
12838,-0.030,-0.010,-0.027,-0.011
12845,-0.058,-0.011,-0.027,-0.011
12851,-0.030,-0.011,-0.166,-0.014
12857,-0.030,-0.011,0.001,-0.014
12864,0.054,-0.009,-0.083,-0.016
12874,-0.002,-0.009,0.001,-0.016
12880,0.026,-0.009,0.113,-0.013
12890,0.026,-0.008,0.001,-0.013
12896,0.138,-0.005,-0.083,-0.014
12903,0.054,-0.004,-0.055,-0.015
12909,0.054,-0.002,-0.083,-0.016
12916,-0.114,-0.005,0.029,-0.015
12922,-0.142,-0.007,-0.027,-0.015
12928,-0.002,-0.007,-0.027,-0.016
12935,-0.030,-0.008,-0.027,-0.016
12941,0.082,-0.006,-0.083,-0.017
12947,-0.030,-0.007,0.029,-0.016
12953,-0.058,-0.008,0.057,-0.015
12960,-0.142,-0.011,0.001,-0.014
12966,0.026,-0.010,-0.055,-0.015
12972,-0.058,-0.011,0.001,-0.015
12978,0.054,-0.010,-0.027,-0.015
12985,-0.058,-0.011,0.113,-0.013
12991,-0.030,-0.011,0.085,-0.011
12997,-0.114,-0.013,-0.111,-0.014
13004,0.054,-0.012,-0.083,-0.015
13010,-0.086,-0.013,0.001,-0.015
13016,-0.002,-0.013,-0.111,-0.017
13023,-0.030,-0.014,0.029,-0.016
13029,-0.058,-0.014,-0.027,-0.016
13036,0.054,-0.013,0.001,-0.016
13042,-0.086,-0.015,0.057,-0.015
13048,0.054,-0.013,-0.167,-0.018
13056,-0.002,-0.013,0.001,-0.018
13062,0.054,-0.011,-0.027,-0.018
13068,0.082,-0.010,0.057,-0.017
13075,-0.058,-0.011,0.029,-0.016
13081,0.054,-0.010,-0.027,-0.016
13091,0.054,-0.008,-0.055,-0.017
13097,-0.114,-0.010,-0.027,-0.017
13104,0.026,-0.010,0.113,-0.014
13110,-0.030,-0.010,0.057,-0.013
13116,0.138,-0.007,-0.111,-0.015
13123,0.026,-0.007,0.085,-0.014
13129,0.054,-0.005,0.085,-0.012
13135,0.082,-0.004,0.001,-0.012
13142,-0.002,-0.004,0.029,-0.011
13148,-0.058,-0.005,0.029,-0.009
13154,-0.002,-0.005,0.001,-0.009
13161,-0.058,-0.006,-0.027,-0.010
13167,-0.086,-0.007,-0.027,-0.010
13173,-0.030,-0.008,0.001,-0.010
13179,0.054,-0.007,0.057,-0.009
13186,-0.058,-0.008,0.057,-0.008
13192,-0.142,-0.011,0.001,-0.008
13198,0.082,-0.009,-0.055,-0.008
13204,-0.058,-0.010,0.001,-0.008
13211,0.054,-0.008,-0.027,-0.008
13217,0.054,-0.007,0.029,-0.008
13224,-0.114,-0.009,-0.027,-0.008
13230,-0.142,-0.012,0.001,-0.008
13241,-0.002,-0.012,-0.055,-0.009
13247,-0.002,-0.011,0.001,-0.009
13254,-0.002,-0.011,-0.083,-0.010
13260,-0.030,-0.011,0.029,-0.009
13266,-0.002,-0.011,0.029,-0.008
13273,0.110,-0.008,0.001,-0.008
13279,-0.086,-0.010,-0.027,-0.009
13285,0.054,-0.009,-0.083,-0.010
13296,-0.030,-0.009,0.029,-0.009
13302,-0.030,-0.010,0.001,-0.009
13308,0.026,-0.009,-0.027,-0.009
13315,0.082,-0.007,-0.083,-0.011
13321,0.138,-0.004,-0.083,-0.012
13327,-0.030,-0.005,-0.111,-0.014
13333,-0.002,-0.005,0.029,-0.013
13340,-0.030,-0.005,-0.027,-0.013
13346,-0.114,-0.007,-0.111,-0.016
13353,0.054,-0.006,0.113,-0.013
13359,0.054,-0.005,-0.111,-0.015
13365,0.137,-0.002,-0.027,-0.016
13371,-0.002,-0.002,0.001,-0.015
13377,-0.002,-0.002,-0.027,-0.016
13384,0.054,-0.001,0.029,-0.015
13390,-0.030,-0.002,0.029,-0.014
13396,0.054,-0.001,-0.083,-0.015
13403,-0.114,-0.003,-0.055,-0.016
13409,0.110,-0.001,-0.027,-0.016
13421,0.026,-0.000,-0.027,-0.016
13427,-0.002,-0.000,0.001,-0.016
13433,-0.030,-0.001,0.001,-0.015
13439,-0.170,-0.004,-0.055,-0.016
13446,-0.002,-0.004,0.001,-0.016
13452,-0.030,-0.005,0.001,-0.015
13458,-0.086,-0.006,-0.055,-0.016
13465,0.082,-0.005,-0.027,-0.016
13471,-0.030,-0.006,0.057,-0.015
13477,0.082,-0.004,-0.027,-0.016
13484,0.026,-0.003,0.029,-0.015
13490,-0.058,-0.004,-0.027,-0.015
13544,0.026,-0.004,0.001,-0.015
13551,0.026,-0.003,0.029,-0.014
13557,0.082,-0.002,-0.111,-0.016
13563,-0.058,-0.003,-0.027,-0.016
13570,-0.170,-0.006,0.057,-0.014
13576,-0.058,-0.007,-0.027,-0.014
13582,0.026,-0.006,0.029,-0.013
13589,-0.002,-0.006,-0.027,-0.014
13595,-0.114,-0.008,0.029,-0.013
13601,-0.002,-0.007,0.057,-0.011
13607,-0.086,-0.009,0.001,-0.011
13614,0.026,-0.008,-0.055,-0.012
13620,0.026,-0.008,-0.139,-0.015
13626,-0.058,-0.009,-0.083,-0.016
13633,-0.058,-0.010,-0.055,-0.017
13644,0.054,-0.009,0.057,-0.015
13651,-0.002,-0.008,-0.027,-0.015
13658,-0.002,-0.008,-0.083,-0.017
13664,0.082,-0.007,-0.222,-0.021
13670,0.082,-0.005,0.057,-0.019
13677,0.054,-0.004,0.001,-0.019
13683,-0.086,-0.005,-0.027,-0.019
13690,-0.030,-0.005,0.001,-0.019
13696,0.054,-0.004,-0.055,-0.019
13702,0.110,-0.002,-0.027,-0.020
13709,-0.002,-0.002,-0.055,-0.021
13715,-0.002,-0.002,0.057,-0.019
13721,-0.030,-0.002,-0.027,-0.019
13727,-0.030,-0.003,-0.055,-0.020
13734,-0.002,-0.003,-0.055,-0.021
13740,0.082,-0.001,-0.083,-0.022
13750,0.026,-0.001,-0.027,-0.022
13756,-0.058,-0.002,0.057,-0.020
13763,-0.030,-0.002,0.029,-0.019
13769,0.082,-0.001,-0.027,-0.020
13776,0.026,-0.000,0.001,-0.019
13782,-0.002,-0.000,-0.083,-0.021
13788,0.026,0.000,0.001,-0.020
13794,-0.114,-0.002,-0.055,-0.021
13801,-0.114,-0.004,-0.055,-0.022
13807,-0.114,-0.007,-0.027,-0.022
13813,-0.002,-0.007,-0.083,-0.023
13819,-0.030,-0.007,-0.083,-0.024
13830,0.026,-0.007,-0.139,-0.027
13837,-0.058,-0.007,-0.027,-0.027
13844,0.026,-0.006,-0.055,-0.027
13850,-0.030,-0.007,0.029,-0.026
13856,-0.058,-0.008,-0.111,-0.028
13863,-0.058,-0.009,0.141,-0.025
13869,-0.058,-0.010,-0.055,-0.025
13875,0.054,-0.009,0.029,-0.024
13882,0.110,-0.006,-0.055,-0.025
13888,-0.058,-0.007,-0.111,-0.026
13894,0.026,-0.007,0.057,-0.025
13900,0.026,-0.006,0.057,-0.023
13906,-0.002,-0.006,0.001,-0.023
13913,0.054,-0.005,0.113,-0.020
13919,-0.058,-0.006,0.001,-0.020
13925,0.082,-0.004,-0.083,-0.021
13932,0.054,-0.003,0.029,-0.020
13938,-0.030,-0.004,0.001,-0.020
13944,-0.030,-0.004,0.057,-0.018
13955,0.110,-0.002,-0.055,-0.019
13961,-0.142,-0.005,-0.055,-0.020
13967,0.026,-0.004,0.001,-0.019
13973,0.110,-0.002,0.029,-0.018
13980,0.054,-0.001,-0.111,-0.020
13986,0.082,0.000,0.029,-0.019
13992,0.026,0.001,-0.027,-0.019
13999,-0.058,-0.000,-0.055,-0.020
14005,-0.058,-0.001,-0.111,-0.022
14013,-0.086,-0.003,-0.055,-0.022
14019,-0.226,-0.007,-0.027,-0.023
14025,-0.086,-0.009,0.057,-0.022
14032,-0.030,-0.009,0.029,-0.021
14038,0.026,-0.008,0.001,-0.020
14044,-0.170,-0.011,0.029,-0.019
14050,0.026,-0.011,0.029,-0.018
14057,0.082,-0.009,-0.027,-0.019
14063,-0.030,-0.010,-0.083,-0.020
14070,-0.030,-0.010,-0.111,-0.022
14076,0.054,-0.009,-0.055,-0.023
14082,0.054,-0.007,0.029,-0.022
14089,-0.030,-0.008,-0.027,-0.022
14095,-0.030,-0.008,-0.027,-0.022
14101,-0.030,-0.008,-0.083,-0.023
14107,-0.058,-0.009,-0.111,-0.025
14114,-0.030,-0.009,0.029,-0.024
14120,0.166,-0.006,-0.111,-0.026
14126,-0.002,-0.006,0.029,-0.024
14133,-0.002,-0.005,-0.027,-0.025
14139,-0.086,-0.007,0.029,-0.023
14145,-0.030,-0.007,-0.083,-0.025
14156,-0.058,-0.008,-0.139,-0.027
14162,-0.058,-0.009,0.029,-0.026
14168,0.026,-0.009,0.085,-0.024
14174,0.026,-0.008,0.057,-0.022
14181,0.054,-0.007,-0.055,-0.023
14187,-0.058,-0.008,0.113,-0.020
14196,-0.086,-0.010,-0.055,-0.021
14202,0.054,-0.008,0.141,-0.018
14209,-0.030,-0.009,0.057,-0.017
14215,-0.142,-0.011,-0.139,-0.019
14221,-0.030,-0.012,0.001,-0.019
14227,-0.002,-0.011,-0.027,-0.019
14234,-0.058,-0.012,0.029,-0.018
14240,-0.114,-0.014,-0.027,-0.018
14246,-0.058,-0.015,0.085,-0.016
14252,-0.086,-0.016,0.057,-0.014
14259,0.054,-0.015,0.029,-0.014
14265,0.054,-0.013,0.113,-0.011
14271,-0.170,-0.016,0.001,-0.011
14278,0.026,-0.015,-0.111,-0.013
14284,-0.002,-0.015,0.029,-0.013
14290,0.054,-0.013,0.001,-0.012
14297,0.026,-0.013,0.001,-0.012
14303,-0.002,-0.012,-0.055,-0.013
14310,-0.030,-0.013,-0.083,-0.014
14316,-0.030,-0.013,-0.139,-0.017
14322,0.110,-0.010,-0.167,-0.020
14329,0.026,-0.010,-0.055,-0.021
14335,0.026,-0.009,0.001,-0.020
14341,0.026,-0.008,-0.111,-0.023
14347,-0.030,-0.009,0.085,-0.020
14403,0.054,-0.008,0.029,-0.019
14409,-0.030,-0.008,0.001,-0.019
14417,0.054,-0.007,-0.055,-0.020
14424,-0.114,-0.009,0.225,-0.015
14431,0.054,-0.007,0.085,-0.013
14437,-0.030,-0.007,-0.111,-0.015
14443,0.054,-0.006,-0.027,-0.015
14450,0.054,-0.004,-0.083,-0.017
14456,-0.030,-0.005,-0.027,-0.017
14462,0.166,-0.002,0.057,-0.015
14469,-0.086,-0.003,-0.027,-0.015
14475,-0.030,-0.004,-0.055,-0.016
14481,-0.114,-0.006,0.141,-0.013
14487,0.082,-0.004,0.001,-0.013
14494,0.026,-0.003,0.085,-0.011
14500,-0.142,-0.006,-0.027,-0.011
14506,0.026,-0.006,-0.083,-0.012
14513,0.026,-0.005,0.029,-0.011
14519,-0.114,-0.007,0.001,-0.011
14525,0.026,-0.007,0.141,-0.008
14532,0.054,-0.005,0.001,-0.009
14538,0.026,-0.005,-0.083,-0.010
14544,0.082,-0.003,0.057,-0.009
14550,-0.030,-0.004,-0.083,-0.011
14557,0.054,-0.002,-0.055,-0.011
14563,-0.002,-0.002,-0.027,-0.012
14570,-0.058,-0.004,0.029,-0.011
14576,-0.086,-0.005,0.029,-0.010
14582,0.082,-0.004,-0.167,-0.014
14589,-0.058,-0.005,0.057,-0.012
14600,0.054,-0.004,-0.083,-0.014
14606,0.054,-0.002,0.057,-0.012
14612,0.082,-0.001,0.169,-0.008
14619,-0.002,-0.000,-0.083,-0.010
14625,0.054,0.001,-0.055,-0.011
14632,0.082,0.002,0.057,-0.010
14638,0.054,0.003,-0.027,-0.010
14644,0.026,0.004,0.001,-0.009
14651,0.054,0.005,-0.083,-0.011
14657,-0.086,0.003,-0.055,-0.012
14663,-0.002,0.003,0.197,-0.007
14670,0.054,0.004,-0.027,-0.008
14676,-0.002,0.004,0.085,-0.006
14682,0.054,0.005,0.001,-0.006
14688,-0.002,0.005,-0.055,-0.008
14695,-0.002,0.005,0.001,-0.008
14701,0.026,0.006,0.001,-0.008
14707,-0.002,0.005,0.113,-0.005
14713,-0.058,0.004,0.001,-0.005
14720,0.082,0.006,0.113,-0.003
14726,-0.086,0.004,0.001,-0.003
14732,-0.002,0.004,0.001,-0.002
14739,-0.058,0.002,0.001,-0.002
14745,-0.058,0.001,-0.027,-0.003
14751,0.110,0.003,0.085,-0.001
14758,-0.058,0.002,-0.055,-0.002
14764,-0.086,0.000,0.029,-0.002
14770,-0.058,-0.001,-0.027,-0.003
14782,-0.086,-0.003,0.001,-0.002
14789,-0.030,-0.003,-0.055,-0.003
14796,-0.058,-0.004,-0.083,-0.005
14802,0.138,-0.001,-0.139,-0.007
14812,-0.086,-0.003,-0.027,-0.007
14818,-0.002,-0.003,0.113,-0.005
14824,0.082,-0.002,-0.083,-0.006
14831,-0.086,-0.003,0.141,-0.004
14837,0.054,-0.002,-0.027,-0.004
14844,-0.002,-0.002,-0.055,-0.005
14850,0.082,-0.000,0.085,-0.004
14856,-0.114,-0.003,0.029,-0.003
14863,-0.030,-0.004,-0.055,-0.004
14869,-0.002,-0.004,0.001,-0.004
14875,-0.002,-0.004,-0.111,-0.006
14882,-0.086,-0.005,0.001,-0.006
14888,0.026,-0.005,-0.027,-0.007
14894,0.138,-0.002,-0.027,-0.007
14901,0.026,-0.001,-0.055,-0.008
14907,-0.002,-0.002,0.029,-0.007
14913,-0.030,-0.002,-0.055,-0.008
14919,-0.002,-0.002,-0.083,-0.010
14925,-0.030,-0.003,-0.111,-0.012
14932,-0.170,-0.006,-0.111,-0.014
14938,-0.086,-0.008,0.085,-0.012
14944,0.110,-0.005,-0.083,-0.014
14951,0.054,-0.004,-0.055,-0.015
14957,-0.002,-0.004,0.169,-0.011
14965,-0.058,-0.005,-0.027,-0.012
14971,0.026,-0.005,-0.027,-0.012
14977,0.026,-0.004,-0.055,-0.013
14984,0.054,-0.003,-0.083,-0.014
14990,0.082,-0.001,0.001,-0.014
14996,-0.114,-0.003,-0.055,-0.015
15003,-0.058,-0.005,0.057,-0.013
15013,0.082,-0.003,-0.111,-0.015
15019,-0.002,-0.003,-0.027,-0.016
15025,-0.002,-0.003,-0.027,-0.016
15032,-0.058,-0.004,-0.139,-0.019
15038,0.026,-0.003,-0.055,-0.019
15044,-0.086,-0.005,-0.027,-0.020
15050,-0.002,-0.005,-0.111,-0.021
15057,-0.114,-0.007,0.057,-0.020
15063,-0.030,-0.008,0.113,-0.017
15070,-0.058,-0.009,0.057,-0.016
15076,-0.058,-0.010,-0.139,-0.018
15082,0.054,-0.009,0.001,-0.018
15089,-0.030,-0.009,0.029,-0.017
15095,-0.058,-0.010,0.085,-0.015
15101,0.026,-0.009,0.085,-0.013
15107,0.082,-0.007,0.029,-0.012
15114,0.082,-0.005,0.001,-0.012
15120,0.110,-0.003,-0.139,-0.014
15126,-0.086,-0.005,-0.083,-0.016
15133,-0.114,-0.007,0.085,-0.013
15139,-0.002,-0.007,0.141,-0.010
15148,-0.002,-0.007,0.001,-0.010
15154,0.054,-0.006,0.029,-0.009
15161,-0.002,-0.005,0.029,-0.009
15167,-0.002,-0.005,-0.027,-0.009
15173,-0.058,-0.006,0.057,-0.008
15179,-0.002,-0.006,0.057,-0.007
15186,-0.030,-0.007,-0.055,-0.008
