t_ms,roll_acc,roll_comp,pitch_acc,pitch_comp
10793,0.034,0.012,0.019,-0.002
10799,-0.106,0.011,-0.037,-0.002
10805,-0.050,0.011,-0.065,-0.002
10812,0.089,0.012,-0.009,-0.002
10823,0.006,0.012,-0.009,-0.002
10830,0.202,0.013,0.019,-0.002
10836,0.034,0.013,-0.037,-0.002
10842,0.061,0.013,0.103,-0.002
10848,0.006,0.013,0.047,-0.002
10855,-0.022,0.013,0.075,-0.002
10861,-0.078,0.012,0.019,-0.002
10868,-0.050,0.012,0.019,-0.002
10874,-0.050,0.012,0.159,-0.001
10880,-0.078,0.012,0.214,0.000
10887,-0.106,0.011,-0.009,0.000
10893,-0.078,0.010,0.131,0.000
10899,0.118,0.011,-0.065,0.000
10905,0.146,0.011,-0.065,-0.000
10911,0.034,0.012,-0.093,-0.001
10918,-0.078,0.011,-0.065,-0.001
10924,0.034,0.011,-0.121,-0.001
10931,-0.078,0.011,-0.037,-0.001
10937,-0.078,0.011,-0.148,-0.001
10943,-0.022,0.011,-0.093,-0.001
10949,-0.134,0.010,0.019,-0.002
10956,-0.050,0.010,0.131,-0.001
10962,-0.022,0.010,-0.065,-0.001
10969,-0.162,0.009,-0.065,-0.001
10975,0.034,0.009,-0.177,-0.002
10981,-0.050,0.009,0.019,-0.002
10987,0.006,0.009,-0.065,-0.002
10998,0.034,0.009,0.047,-0.002
11009,0.062,0.009,0.075,-0.002
11015,-0.190,0.008,-0.009,-0.002
11021,-0.162,0.008,0.019,-0.002
11028,-0.022,0.008,-0.065,-0.002
11034,0.146,0.008,0.047,-0.002
11041,-0.022,0.008,-0.009,-0.002
11047,0.034,0.009,0.047,-0.002
11053,0.006,0.009,0.075,-0.002
11060,0.034,0.009,-0.009,-0.002
11066,0.034,0.009,0.047,-0.001
11072,-0.022,0.009,-0.009,-0.002
11078,0.006,0.009,-0.009,-0.002
11084,0.006,0.009,-0.009,-0.002
11091,-0.162,0.008,0.019,-0.002
11097,0.146,0.009,0.047,-0.001
11103,0.062,0.009,-0.009,-0.001
11110,0.146,0.010,-0.009,-0.001
11116,0.062,0.010,-0.009,-0.002
11123,0.034,0.010,0.019,-0.001
11129,0.062,0.010,-0.093,-0.002
11135,0.034,0.010,-0.037,-0.002
11141,-0.022,0.010,0.019,-0.002
11148,0.006,0.010,-0.093,-0.003
11154,0.034,0.010,-0.065,-0.003
11161,-0.134,0.009,-0.009,-0.003
11167,0.034,0.009,-0.065,-0.003
11173,0.006,0.009,-0.121,-0.004
11179,0.006,0.009,-0.009,-0.004
11191,0.089,0.010,0.131,-0.003
11198,-0.134,0.009,-0.037,-0.004
11204,-0.022,0.009,0.019,-0.003
11211,-0.106,0.008,-0.121,-0.004
11265,0.006,0.008,0.047,-0.004
11271,-0.078,0.008,-0.009,-0.004
11278,-0.106,0.007,0.047,-0.004
11284,-0.078,0.007,0.047,-0.004
11290,-0.022,0.007,0.131,-0.003
11297,0.006,0.007,0.075,-0.002
11303,0.089,0.007,-0.009,-0.002
11309,0.034,0.007,-0.037,-0.002
11316,0.034,0.007,0.131,-0.002
11322,-0.190,0.006,-0.093,-0.002
11328,-0.022,0.006,0.019,-0.002
11334,-0.106,0.006,-0.149,-0.003
11341,-0.078,0.005,-0.009,-0.003
11347,0.062,0.006,-0.037,-0.003
11354,0.034,0.006,-0.037,-0.003
11360,0.034,0.006,-0.065,-0.003
11366,0.174,0.007,0.019,-0.003
11373,0.006,0.007,0.131,-0.003
11379,-0.078,0.006,0.047,-0.002
11385,0.174,0.007,0.019,-0.002
11391,-0.022,0.007,0.019,-0.002
11398,-0.190,0.006,-0.120,-0.003
11404,0.006,0.006,-0.009,-0.003
11416,0.034,0.007,-0.149,-0.003
11422,0.089,0.007,-0.120,-0.004
11428,-0.078,0.007,-0.037,-0.004
11434,0.034,0.007,-0.009,-0.004
11441,0.034,0.007,0.131,-0.004
11447,-0.050,0.007,0.019,-0.004
11453,0.173,0.008,-0.037,-0.004
11460,-0.078,0.008,-0.065,-0.004
11470,-0.022,0.008,-0.009,-0.005
11476,0.006,0.008,-0.009,-0.005
11482,0.146,0.009,0.187,-0.004
11488,0.006,0.008,0.075,-0.003
11495,0.006,0.008,-0.065,-0.003
11501,0.006,0.008,0.075,-0.003
11508,0.006,0.008,0.159,-0.002
11514,-0.078,0.008,-0.009,-0.003
11520,0.034,0.008,-0.065,-0.003
11527,-0.022,0.008,-0.037,-0.003
11533,-0.078,0.007,-0.009,-0.003
11539,-0.078,0.007,-0.177,-0.004
11545,0.006,0.007,-0.037,-0.004
11552,0.089,0.007,-0.065,-0.004
11558,-0.022,0.007,-0.093,-0.005
11564,0.006,0.007,-0.065,-0.005
11571,0.062,0.007,-0.037,-0.005
11577,0.090,0.008,-0.093,-0.006
11583,0.034,0.008,0.019,-0.006
11595,0.034,0.008,0.019,-0.005
11601,-0.107,0.007,0.131,-0.005
11607,-0.078,0.007,-0.121,-0.005
11614,0.090,0.007,0.019,-0.005
11620,0.034,0.007,-0.037,-0.005
11626,0.034,0.007,-0.037,-0.005
11633,0.006,0.007,-0.009,-0.005
11639,-0.050,0.007,0.047,-0.005
11645,-0.050,0.007,-0.037,-0.005
11651,0.117,0.008,-0.065,-0.005
11658,0.034,0.007,0.019,-0.005
11664,0.117,0.008,-0.065,-0.006
11670,-0.078,0.008,-0.009,-0.006
11681,0.034,0.008,0.019,-0.005
11687,-0.078,0.007,0.019,-0.005
11693,0.006,0.007,0.103,-0.005
11700,-0.050,0.007,0.047,-0.004
11706,-0.050,0.007,0.019,-0.004
11712,0.090,0.007,0.047,-0.004
11718,0.006,0.007,0.187,-0.003
11725,-0.078,0.007,-0.037,-0.003
11731,-0.022,0.007,0.019,-0.003
11737,-0.022,0.006,-0.121,-0.004
11744,-0.078,0.006,-0.009,-0.004
11750,0.006,0.006,-0.204,-0.005
11756,-0.078,0.006,-0.037,-0.005
11762,-0.022,0.005,0.019,-0.005
11769,-0.022,0.005,-0.093,-0.005
11779,-0.050,0.005,-0.093,-0.006
11787,-0.022,0.005,-0.065,-0.006
11793,-0.050,0.004,-0.065,-0.007
11799,-0.106,0.004,0.075,-0.006
11805,-0.218,0.003,0.047,-0.006
11812,-0.078,0.003,-0.065,-0.006
11818,0.006,0.003,0.103,-0.006
11824,-0.078,0.002,-0.065,-0.006
11831,0.034,0.002,-0.009,-0.006
11837,0.006,0.002,-0.009,-0.006
11843,-0.106,0.002,-0.037,-0.006
11850,0.006,0.002,-0.065,-0.007
11856,-0.050,0.001,-0.009,-0.007
11863,0.117,0.002,0.075,-0.006
11869,0.062,0.002,0.047,-0.006
11875,0.089,0.003,0.019,-0.006
11881,-0.022,0.002,-0.009,-0.006
11892,0.034,0.002,0.215,-0.005
11898,-0.050,0.002,-0.037,-0.005
11904,0.062,0.002,0.075,-0.005
11911,-0.022,0.002,-0.037,-0.004
11917,-0.106,0.001,0.019,-0.004
11923,0.006,0.001,0.019,-0.004
11929,-0.022,0.001,0.019,-0.004
11935,-0.050,0.001,-0.009,-0.004
11942,-0.078,0.000,-0.065,-0.004
11948,-0.106,-0.000,-0.037,-0.004
11955,0.090,0.000,-0.121,-0.005
11966,0.006,0.000,-0.037,-0.005
11974,0.090,0.000,0.047,-0.005
11980,-0.078,0.000,-0.065,-0.005
11986,0.034,0.000,-0.065,-0.005
11993,0.034,0.000,0.047,-0.005
11999,0.090,0.001,0.047,-0.004
12005,0.061,0.001,0.047,-0.004
12011,-0.274,-0.000,0.075,-0.004
12018,-0.050,-0.000,0.019,-0.003
12024,0.090,0.000,-0.065,-0.004
12030,-0.022,-0.000,0.103,-0.004
12036,0.006,0.000,0.159,-0.003
12043,0.006,0.000,0.131,-0.002
12049,-0.106,-0.000,-0.009,-0.002
12055,0.117,0.000,-0.037,-0.002
12062,0.034,0.000,-0.009,-0.002
12068,0.145,0.001,0.047,-0.001
12074,-0.134,0.000,0.075,-0.001
12081,-0.022,0.001,-0.065,-0.001
12087,0.006,0.001,-0.149,-0.002
12094,0.062,0.001,-0.037,-0.002
12148,0.034,0.001,0.019,-0.002
12154,-0.050,0.001,-0.009,-0.002
12161,-0.134,0.000,-0.009,-0.002
12167,-0.022,0.000,-0.009,-0.002
12173,0.062,0.000,-0.093,-0.002
12180,0.062,0.001,0.103,-0.002
12191,0.034,0.001,0.019,-0.001
12198,0.006,0.001,0.047,-0.001
12204,-0.134,0.001,0.131,-0.000
12211,-0.022,0.001,0.019,0.000
12217,-0.050,0.001,-0.065,-0.000
12223,0.090,0.001,-0.093,-0.001
12230,0.006,0.001,-0.037,-0.001
12236,-0.078,0.001,-0.093,-0.002
12242,0.061,0.001,0.103,-0.001
12249,0.006,0.001,0.019,-0.001
12255,0.006,0.001,0.047,-0.001
12261,0.117,0.002,-0.009,-0.000
12268,-0.078,0.001,-0.065,-0.001
12274,0.089,0.002,-0.065,-0.001
12281,0.062,0.002,-0.009,-0.001
12287,-0.022,0.002,0.019,-0.001
12293,-0.078,0.002,-0.009,-0.001
12299,0.006,0.002,-0.065,-0.002
12305,-0.134,0.001,0.131,-0.001
12312,-0.022,0.001,-0.009,-0.001
12318,-0.022,0.001,-0.009,-0.001
12324,-0.050,0.001,-0.065,-0.001
12331,0.146,0.002,-0.009,-0.001
12337,0.006,0.002,0.103,-0.001
12343,-0.022,0.002,0.131,-0.000
12350,0.006,0.002,-0.065,-0.001
12360,0.062,0.002,-0.037,-0.001
12366,0.006,0.003,-0.065,-0.002
12378,0.089,0.003,-0.037,-0.002
12384,-0.078,0.003,-0.037,-0.002
12390,0.145,0.004,-0.092,-0.003
12396,-0.078,0.003,0.019,-0.003
12403,0.006,0.003,-0.037,-0.003
12409,0.034,0.003,-0.037,-0.003
12415,-0.050,0.003,0.075,-0.003
12422,-0.050,0.003,-0.009,-0.003
12428,0.034,0.003,-0.037,-0.003
12434,-0.050,0.003,0.047,-0.002
12441,-0.050,0.002,-0.037,-0.003
12447,0.062,0.003,-0.009,-0.002
12454,-0.078,0.002,0.019,-0.002
12460,-0.022,0.002,-0.149,-0.003
12466,-0.022,0.003,-0.009,-0.004
12472,-0.106,0.002,-0.065,-0.004
12478,-0.050,0.002,-0.065,-0.004
12485,0.006,0.002,-0.009,-0.004
12491,0.034,0.002,0.075,-0.004
12497,-0.134,0.001,-0.037,-0.004
12504,0.062,0.001,0.047,-0.003
12510,0.062,0.002,-0.009,-0.004
12516,0.089,0.002,-0.065,-0.004
12523,0.006,0.002,-0.037,-0.004
12529,0.118,0.003,0.019,-0.004
12535,0.062,0.003,-0.009,-0.004
12542,0.062,0.003,-0.037,-0.004
12548,-0.106,0.003,-0.093,-0.004
12556,-0.022,0.003,0.159,-0.003
12563,0.006,0.003,-0.065,-0.004
12573,-0.050,0.003,-0.149,-0.004
12580,0.090,0.003,-0.009,-0.004
12586,-0.078,0.003,0.131,-0.004
12592,0.034,0.003,0.019,-0.003
12599,0.062,0.004,-0.009,-0.003
12605,-0.022,0.004,0.019,-0.004
12611,0.062,0.004,0.075,-0.003
12617,0.034,0.004,0.019,-0.003
12624,0.034,0.004,0.047,-0.003
12630,0.034,0.005,-0.037,-0.003
12636,0.062,0.005,-0.009,-0.003
12643,0.034,0.005,-0.037,-0.004
12649,0.006,0.005,-0.065,-0.004
12655,-0.022,0.005,0.075,-0.003
12662,0.062,0.005,0.019,-0.003
12668,0.034,0.005,0.047,-0.003
12674,0.090,0.006,-0.149,-0.004
12681,0.034,0.006,-0.009,-0.004
12687,0.034,0.006,0.131,-0.003
12693,-0.134,0.006,0.047,-0.003
12700,0.089,0.006,-0.065,-0.003
12706,-0.078,0.005,-0.093,-0.004
12712,-0.078,0.005,-0.037,-0.004
12718,0.034,0.005,-0.009,-0.004
12725,0.034,0.005,-0.120,-0.004
12731,0.034,0.005,-0.009,-0.004
12739,-0.078,0.005,-0.037,-0.004
12746,-0.022,0.005,-0.148,-0.005
12753,0.061,0.005,0.075,-0.005
12759,-0.106,0.005,-0.093,-0.005
12765,-0.050,0.004,0.019,-0.005
12771,-0.050,0.004,-0.009,-0.005
12782,0.062,0.004,0.047,-0.004
12788,0.062,0.004,-0.065,-0.004
12794,0.062,0.005,0.103,-0.004
12801,0.061,0.005,0.019,-0.004
12807,-0.078,0.005,0.019,-0.004
12813,-0.050,0.005,0.131,-0.003
12820,-0.106,0.004,0.075,-0.002
12826,0.034,0.005,0.103,-0.002
12832,-0.022,0.005,0.019,-0.001
12838,0.062,0.005,0.047,-0.001
12845,-0.050,0.005,-0.176,-0.002
12851,0.006,0.005,0.075,-0.002
12857,-0.050,0.005,-0.148,-0.002
12864,0.034,0.005,-0.148,-0.003
12870,0.006,0.005,-0.037,-0.003
12876,-0.022,0.005,0.019,-0.003
12882,0.034,0.005,0.075,-0.003
12889,-0.050,0.005,-0.065,-0.004
12895,0.062,0.005,-0.037,-0.004
12901,-0.022,0.005,-0.120,-0.004
12908,0.034,0.005,-0.037,-0.004
12914,-0.134,0.004,-0.009,-0.005
12922,-0.022,0.004,-0.065,-0.005
12928,-0.050,0.004,-0.009,-0.005
12934,-0.022,0.004,0.019,-0.005
12941,-0.050,0.003,0.019,-0.005
12947,0.117,0.004,-0.120,-0.006
12954,-0.022,0.003,0.047,-0.006
12960,-0.106,0.003,0.019,-0.005
12966,0.090,0.003,0.215,-0.004
12972,0.006,0.003,0.103,-0.004
12979,0.146,0.004,-0.093,-0.004
13036,-0.050,0.004,-0.065,-0.004
13043,-0.078,0.003,-0.009,-0.004
13049,-0.078,0.003,-0.037,-0.004
13055,0.034,0.003,0.047,-0.004
13062,0.006,0.003,0.047,-0.004
13068,-0.022,0.003,-0.037,-0.004
13074,0.062,0.003,0.019,-0.004
13081,0.034,0.003,-0.009,-0.004
13087,-0.022,0.003,-0.065,-0.004
13094,0.034,0.003,0.047,-0.004
13100,0.061,0.003,0.103,-0.003
13106,-0.050,0.003,-0.037,-0.003
13113,-0.162,0.002,-0.009,-0.003
13119,0.006,0.002,-0.009,-0.004
13125,0.006,0.002,-0.120,-0.004
13131,0.118,0.003,0.131,-0.004
13138,-0.106,0.002,-0.009,-0.004
13148,-0.022,0.002,0.047,-0.003
13154,0.006,0.002,0.075,-0.003
13161,0.006,0.002,0.019,-0.003
13167,-0.050,0.002,-0.065,-0.004
13173,0.062,0.002,-0.009,-0.004
13179,-0.022,0.002,-0.037,-0.004
13185,-0.162,0.002,0.019,-0.004
13192,0.061,0.002,0.047,-0.003
13198,0.034,0.002,-0.037,-0.004
13204,0.006,0.003,-0.121,-0.004
13211,0.090,0.003,0.047,-0.003
13217,0.006,0.003,0.075,-0.003
13223,-0.022,0.003,-0.009,-0.003
13230,0.090,0.003,0.019,-0.003
13240,0.061,0.004,0.075,-0.002
13248,0.006,0.004,0.047,-0.002
13254,0.034,0.004,0.019,-0.002
13260,-0.050,0.003,-0.009,-0.002
13267,0.118,0.004,0.019,-0.002
13273,-0.050,0.004,0.047,-0.001
13279,0.006,0.004,0.075,-0.001
13285,0.062,0.004,-0.009,-0.001
13292,0.062,0.004,-0.065,-0.001
13298,0.006,0.004,-0.093,-0.002
13304,0.201,0.005,-0.065,-0.002
13311,0.062,0.006,-0.009,-0.002
13317,0.006,0.006,-0.037,-0.002
13323,-0.050,0.006,0.159,-0.001
13331,-0.022,0.006,0.103,-0.001
13337,0.174,0.006,0.019,-0.000
13343,-0.050,0.007,0.019,-0.001
13350,0.034,0.007,0.075,-0.001
13356,0.006,0.007,0.047,-0.000
13362,-0.078,0.006,-0.037,-0.001
13369,-0.106,0.006,-0.009,-0.001
13375,0.061,0.006,-0.009,-0.001
13381,0.062,0.006,0.047,-0.001
13388,-0.078,0.006,0.019,-0.000
13394,-0.022,0.006,-0.009,-0.000
13401,0.117,0.007,0.047,-0.001
13407,0.006,0.007,-0.037,-0.001
13413,0.062,0.007,0.019,-0.001
13419,-0.050,0.007,0.075,-0.000
13425,0.006,0.006,-0.037,-0.000
13432,0.062,0.007,0.047,-0.000
13438,0.061,0.007,0.075,0.000
13444,0.006,0.007,-0.065,0.000
13455,0.034,0.007,-0.093,-0.000
13461,0.034,0.007,-0.065,-0.000
13467,-0.050,0.007,-0.065,-0.001
13474,0.090,0.007,-0.009,-0.001
13480,0.117,0.008,0.047,-0.000
13486,-0.050,0.007,0.103,0.000
13493,0.062,0.008,-0.093,-0.000
13499,-0.022,0.007,-0.037,-0.000
13505,-0.050,0.007,0.131,0.000
13513,0.061,0.007,0.019,0.000
13521,0.146,0.008,0.019,0.000
13527,-0.050,0.008,-0.009,0.000
13533,-0.106,0.007,0.019,0.000
13539,0.006,0.007,0.131,0.001
13545,-0.022,0.007,0.047,0.002
13552,0.090,0.008,0.019,0.002
13558,-0.050,0.007,-0.009,0.001
13564,-0.162,0.006,-0.009,0.001
13571,0.006,0.006,0.075,0.001
13577,0.006,0.006,0.047,0.002
13583,0.117,0.007,0.019,0.002
13590,-0.050,0.006,0.019,0.002
13596,-0.134,0.006,0.103,0.003
13602,0.006,0.006,0.103,0.003
13609,-0.106,0.005,-0.093,0.003
13615,0.006,0.005,0.019,0.003
13621,-0.022,0.005,-0.065,0.002
13627,0.006,0.005,-0.121,0.002
13634,-0.050,0.005,-0.065,0.002
13640,-0.022,0.005,0.075,0.002
13647,0.229,0.006,0.019,0.002
13653,0.006,0.006,-0.037,0.002
13659,-0.050,0.005,0.075,0.002
13669,0.117,0.006,-0.065,0.002
13675,-0.078,0.006,-0.205,0.000
13682,0.034,0.006,-0.037,0.000
13688,0.090,0.006,-0.149,-0.000
13700,-0.022,0.006,0.019,-0.000
13706,-0.078,0.006,-0.009,-0.000
13712,0.034,0.006,0.019,-0.000
13718,0.034,0.006,0.047,-0.000
13725,0.090,0.007,-0.093,-0.000
13731,0.034,0.007,0.187,0.001
13737,0.174,0.008,-0.065,0.000
13744,0.006,0.008,0.131,0.001
13750,0.062,0.008,-0.065,0.001
13756,0.089,0.008,-0.065,0.000
13763,0.034,0.009,0.075,0.001
13769,-0.106,0.008,0.047,0.002
13775,-0.078,0.008,0.187,0.002
13782,0.006,0.008,0.075,0.002
13788,-0.190,0.007,-0.037,0.002
13794,-0.106,0.006,0.019,0.002
13801,-0.050,0.006,0.019,0.002
13807,0.089,0.006,0.131,0.002
13813,0.006,0.006,0.019,0.003
13820,0.006,0.006,0.019,0.003
13826,-0.106,0.005,0.075,0.003
13832,-0.050,0.005,-0.037,0.003
13838,-0.078,0.004,-0.009,0.003
13845,0.006,0.004,-0.037,0.003
13851,-0.106,0.004,0.047,0.003
13857,-0.078,0.003,-0.037,0.003
13864,0.062,0.004,-0.037,0.002
13870,0.062,0.004,-0.009,0.002
13878,0.034,0.004,-0.037,0.002
13933,-0.162,0.004,-0.065,0.001
13940,-0.162,0.003,-0.065,0.000
13946,-0.022,0.003,-0.037,0.000
13952,-0.022,0.003,-0.009,0.000
13958,0.062,0.003,0.075,0.001
13965,-0.078,0.002,-0.065,0.000
13971,-0.050,0.002,0.047,0.001
13977,-0.050,0.002,0.103,0.002
13984,0.006,0.002,0.075,0.002
13990,-0.022,0.002,-0.009,0.002
13996,-0.078,0.001,-0.009,0.002
14002,-0.134,0.001,-0.065,0.001
14009,0.006,0.001,0.103,0.002
14015,0.117,0.001,-0.009,0.002
14021,-0.078,0.001,0.019,0.002
14028,0.006,0.001,-0.037,0.001
14034,-0.078,0.001,-0.009,0.001
14041,-0.022,0.001,0.047,0.002
14047,0.090,0.001,0.019,0.002
14053,0.034,0.002,0.103,0.002
14060,-0.050,0.001,-0.037,0.002
14066,0.006,0.002,-0.065,0.002
14072,-0.022,0.002,-0.120,0.001
14078,0.006,0.002,-0.149,-0.000
14085,-0.022,0.002,0.047,0.000
14091,-0.050,0.001,0.019,0.000
14100,0.089,0.002,0.103,0.001
14106,-0.078,0.002,-0.009,0.001
14113,-0.050,0.001,0.159,0.002
14119,0.006,0.002,-0.009,0.002
14125,0.006,0.002,-0.009,0.002
14132,0.090,0.002,0.019,0.002
14142,0.006,0.002,-0.009,0.002
14148,-0.106,0.001,0.019,0.002
14154,-0.162,0.001,-0.121,0.002
14161,-0.022,0.001,-0.065,0.002
14167,-0.022,0.001,-0.065,0.001
14173,-0.022,0.001,-0.065,0.001
14180,0.034,0.001,-0.009,0.001
14186,-0.050,0.001,0.019,0.001
14192,0.089,0.001,-0.093,0.000
14198,0.006,0.001,-0.092,-0.000
14204,0.034,0.002,-0.009,-0.000
14211,-0.022,0.001,-0.177,-0.001
14217,0.089,0.002,0.047,-0.001
14223,0.006,0.002,-0.009,-0.001
14230,-0.050,0.002,-0.037,-0.001
14236,0.006,0.002,-0.093,-0.001
14242,0.034,0.002,-0.037,-0.001
14249,-0.022,0.002,-0.037,-0.002
14255,-0.162,0.001,0.019,-0.002
14261,0.034,0.001,-0.065,-0.002
14268,0.090,0.002,-0.009,-0.002
14274,0.034,0.002,-0.065,-0.002
14282,-0.050,0.001,0.019,-0.002
14289,-0.106,0.001,0.047,-0.002
14295,-0.078,0.001,0.103,-0.001
14302,0.062,0.001,-0.037,-0.001
14308,-0.050,0.001,0.047,-0.001
14314,-0.106,-0.000,0.075,-0.001
14321,-0.050,-0.000,0.159,-0.000
14327,0.062,-0.000,-0.009,-0.000
14334,-0.022,-0.000,0.047,-0.000
14340,-0.050,-0.001,0.075,0.000
14350,0.062,-0.001,-0.093,-0.000
14356,0.062,-0.000,-0.009,-0.000
14362,-0.022,-0.000,0.047,-0.000
14369,-0.078,-0.001,-0.009,0.000
14375,-0.078,-0.001,-0.065,0.000
14381,-0.190,-0.002,-0.093,-0.000
14388,0.174,-0.001,-0.065,-0.000
14394,-0.050,-0.001,-0.121,-0.001
14401,0.006,-0.001,-0.092,-0.001
14407,0.117,-0.001,-0.065,-0.002
14413,0.034,-0.001,-0.149,-0.002
14420,0.089,-0.001,-0.065,-0.003
14426,0.090,-0.000,0.131,-0.002
14432,0.146,0.000,0.103,-0.002
14438,-0.106,-0.000,-0.037,-0.002
14444,0.006,-0.000,-0.065,-0.002
14451,0.173,0.001,0.075,-0.002
14457,0.118,0.001,0.019,-0.002
14465,0.006,0.001,-0.065,-0.002
14471,-0.022,0.001,-0.037,-0.002
14477,-0.106,0.000,0.019,-0.002
14484,0.006,0.000,-0.009,-0.002
14490,0.089,0.001,-0.065,-0.002
14496,0.034,0.001,-0.177,-0.003
14502,-0.078,0.001,-0.009,-0.002
14509,0.062,0.001,0.075,-0.002
14515,-0.022,0.002,-0.009,-0.002
14521,0.062,0.002,0.075,-0.002
14528,0.089,0.002,0.019,-0.002
14534,0.034,0.003,0.019,-0.002
14541,0.034,0.003,-0.093,-0.002
14547,0.117,0.003,0.103,-0.001
14557,-0.162,0.002,-0.009,-0.001
14563,-0.078,0.002,-0.093,-0.002
14569,0.062,0.002,0.075,-0.001
14576,-0.106,0.001,-0.037,-0.002
14582,0.034,0.001,-0.037,-0.002
14588,0.006,0.001,0.047,-0.002
14595,-0.078,0.001,-0.121,-0.002
14601,0.061,0.001,-0.065,-0.002
14607,0.089,0.002,-0.065,-0.003
14614,0.089,0.002,-0.009,-0.003
14620,-0.050,0.002,0.131,-0.002
14627,-0.078,0.002,-0.121,-0.003
14633,0.006,0.002,0.047,-0.003
14639,0.034,0.002,-0.065,-0.003
14648,0.034,0.002,-0.009,-0.003
14654,0.006,0.003,-0.009,-0.003
14661,-0.162,0.002,0.019,-0.003
14667,-0.106,0.001,-0.009,-0.003
14673,-0.050,0.001,-0.093,-0.003
14680,-0.022,0.001,-0.065,-0.004
14686,-0.022,0.001,-0.093,-0.004
14692,0.117,0.001,-0.065,-0.004
14698,0.034,0.002,-0.093,-0.004
14705,-0.050,0.001,-0.009,-0.004
14711,0.006,0.001,0.103,-0.004
14717,-0.050,0.001,-0.037,-0.004
14723,-0.022,0.001,0.047,-0.004
14730,0.006,0.001,-0.093,-0.004
14736,-0.022,0.001,-0.093,-0.005
14742,0.006,0.001,-0.121,-0.005
14749,0.034,0.001,0.019,-0.005
14755,-0.078,0.000,-0.037,-0.005
14810,-0.050,0.000,0.075,-0.005
14817,0.034,0.000,0.047,-0.005
14823,-0.163,-0.000,-0.009,-0.005
14830,0.006,-0.000,-0.009,-0.005
14836,0.062,0.000,-0.037,-0.005
14842,0.173,0.001,0.047,-0.005
14848,0.034,0.001,0.187,-0.004
14855,0.117,0.002,-0.037,-0.004
14861,-0.050,0.002,-0.065,-0.004
14873,-0.078,0.002,-0.092,-0.004
14879,0.062,0.002,-0.037,-0.004
14885,0.117,0.002,0.075,-0.004
14891,0.090,0.002,0.019,-0.004
14898,-0.162,0.001,0.075,-0.003
14904,0.089,0.002,-0.009,-0.003
14910,-0.022,0.002,0.019,-0.004
14917,0.062,0.002,-0.037,-0.004
14923,-0.078,0.002,0.019,-0.004
14929,0.034,0.003,0.075,-0.003
14936,-0.022,0.003,0.019,-0.003
14942,-0.134,0.002,0.103,-0.002
14948,0.062,0.002,-0.037,-0.003
14955,-0.022,0.002,-0.065,-0.003
14961,-0.078,0.002,-0.065,-0.003
14967,0.034,0.002,-0.037,-0.003
14974,-0.050,0.002,-0.065,-0.004
14980,-0.022,0.002,0.019,-0.004
14986,0.006,0.001,-0.037,-0.004
14993,0.062,0.002,0.019,-0.004
14999,-0.022,0.002,0.019,-0.004
15005,-0.078,0.001,-0.009,-0.004
15015,-0.050,0.001,0.047,-0.003
15021,0.034,0.001,0.019,-0.003
15028,-0.078,0.001,0.075,-0.002
15034,0.117,0.001,-0.037,-0.002
15041,-0.022,0.001,0.075,-0.002
15052,-0.134,0.001,0.019,-0.002
15060,0.006,0.001,-0.065,-0.002
15066,-0.078,0.000,-0.037,-0.002
15072,-0.022,0.000,0.047,-0.002
15078,-0.022,0.001,0.131,-0.001
15085,0.006,0.001,-0.037,-0.001
15091,0.006,0.000,0.047,-0.001
15097,0.062,0.000,0.019,-0.001
15104,-0.022,-0.000,0.103,-0.000
15110,0.117,0.000,-0.009,-0.000
15116,-0.022,0.000,-0.037,-0.000
15122,-0.022,0.000,-0.065,-0.000
15129,-0.022,0.000,-0.037,-0.000
15135,0.006,0.000,-0.009,-0.000
15141,0.034,0.000,0.019,0.000
15148,0.034,0.000,0.019,0.000
15154,0.062,0.001,0.019,0.000
15161,0.034,0.001,-0.009,0.000
15167,0.062,0.001,-0.037,0.000
15173,0.062,0.001,0.019,0.000
15180,-0.022,0.001,0.047,0.000
15186,0.090,0.002,-0.009,0.000
15192,-0.022,0.002,-0.092,0.000
15198,0.089,0.002,0.047,0.000
15205,-0.022,0.002,0.019,0.000
15211,0.034,0.002,0.075,0.001
15217,0.061,0.002,0.103,0.002
15228,-0.050,0.002,-0.120,0.001
15239,0.145,0.003,0.159,0.002
15245,0.089,0.003,0.047,0.002
15251,0.117,0.004,-0.065,0.002
15258,0.006,0.004,-0.037,0.001
15264,-0.050,0.003,0.075,0.002
15270,0.006,0.003,0.075,0.002
15277,0.034,0.003,0.047,0.003
15283,-0.022,0.003,-0.037,0.003
15289,-0.022,0.003,-0.009,0.003
15295,0.117,0.004,-0.009,0.003
15302,0.089,0.004,-0.009,0.003
15308,0.118,0.005,-0.037,0.003
15314,0.034,0.005,0.047,0.003
15321,0.089,0.006,0.047,0.004
15327,0.034,0.006,-0.092,0.003
15334,0.062,0.006,-0.065,0.003
15340,0.006,0.007,-0.037,0.003
15346,0.006,0.007,0.075,0.004
15353,0.118,0.008,0.019,0.004
15359,0.117,0.008,-0.093,0.003
15365,0.034,0.008,0.019,0.003
15371,-0.050,0.008,0.075,0.004
15378,0.062,0.008,0.131,0.005
15384,0.062,0.009,0.019,0.005
15390,0.006,0.009,0.131,0.005
15396,0.062,0.009,-0.009,0.005
15403,0.117,0.009,-0.009,0.005
15409,0.146,0.010,-0.037,0.005
15421,0.062,0.010,-0.093,0.005
