t_ms,roll_acc,roll_comp,pitch_acc,pitch_comp
396,0.006,0.089,0.019,0.005
402,-0.078,0.088,-0.037,0.005
409,0.006,0.088,0.047,0.005
415,0.006,0.087,-0.093,0.004
421,-0.106,0.086,0.047,0.004
427,-0.078,0.085,0.019,0.004
434,0.062,0.086,-0.037,0.004
440,0.006,0.085,0.075,0.005
447,0.061,0.086,-0.009,0.004
453,-0.078,0.085,0.019,0.004
459,0.034,0.085,-0.009,0.004
465,0.006,0.084,0.131,0.005
472,0.062,0.084,0.019,0.005
478,0.034,0.084,0.047,0.005
489,-0.050,0.083,0.047,0.006
495,0.006,0.083,0.103,0.006
501,0.061,0.083,0.103,0.007
507,0.118,0.083,-0.009,0.007
514,0.146,0.084,-0.065,0.006
524,-0.050,0.083,-0.065,0.006
530,-0.078,0.082,0.047,0.006
536,0.117,0.083,-0.065,0.006
542,0.006,0.082,-0.065,0.005
549,0.089,0.082,-0.009,0.005
555,-0.050,0.081,-0.092,0.005
561,0.062,0.081,0.019,0.005
568,-0.078,0.080,-0.065,0.005
574,-0.022,0.080,0.075,0.005
581,0.118,0.080,-0.009,0.005
587,0.034,0.080,-0.149,0.004
593,0.034,0.080,0.131,0.005
599,0.006,0.079,-0.120,0.004
605,-0.078,0.078,-0.204,0.003
612,0.034,0.079,-0.065,0.003
618,-0.078,0.078,-0.093,0.002
624,0.173,0.079,-0.065,0.002
631,0.146,0.079,0.047,0.002
637,-0.022,0.078,0.047,0.002
643,-0.050,0.078,0.047,0.003
650,0.062,0.078,-0.009,0.002
656,-0.022,0.077,0.047,0.002
662,0.089,0.077,0.047,0.002
673,0.034,0.077,-0.121,0.001
680,-0.022,0.077,-0.065,0.001
687,0.062,0.077,0.047,0.001
693,0.090,0.077,0.075,0.001
699,0.034,0.076,-0.009,0.001
705,-0.050,0.076,-0.037,0.001
712,-0.134,0.075,0.103,0.002
718,-0.022,0.074,-0.009,0.001
724,-0.050,0.074,-0.065,0.001
731,0.006,0.073,-0.009,0.001
737,-0.106,0.072,0.019,0.001
743,-0.022,0.072,-0.037,0.001
754,-0.022,0.071,0.019,0.001
760,0.117,0.071,-0.009,0.001
766,0.145,0.072,0.131,0.002
772,-0.022,0.071,0.075,0.002
778,0.118,0.072,0.159,0.003
785,0.145,0.072,-0.037,0.003
791,0.034,0.071,0.075,0.003
797,-0.050,0.071,-0.009,0.003
804,0.006,0.071,-0.009,0.002
810,-0.022,0.070,0.103,0.003
816,-0.022,0.070,0.047,0.003
823,-0.134,0.069,-0.065,0.002
829,0.034,0.069,0.019,0.002
835,0.146,0.070,0.103,0.003
842,0.089,0.070,0.019,0.003
848,0.061,0.070,0.019,0.003
860,0.006,0.070,0.075,0.003
866,-0.022,0.069,-0.121,0.002
872,0.062,0.069,0.131,0.003
878,0.089,0.069,-0.037,0.003
885,0.145,0.070,-0.009,0.003
891,0.006,0.069,0.075,0.003
897,0.062,0.069,0.075,0.004
903,0.006,0.069,0.159,0.005
910,-0.050,0.068,0.019,0.005
916,0.006,0.068,0.075,0.005
922,-0.134,0.067,-0.093,0.004
929,0.090,0.068,-0.009,0.004
935,-0.050,0.067,-0.121,0.004
941,0.061,0.067,-0.009,0.004
948,0.089,0.067,0.019,0.004
954,0.145,0.068,0.075,0.004
961,0.006,0.068,-0.037,0.004
967,-0.050,0.067,-0.149,0.003
973,0.006,0.067,0.047,0.003
980,0.090,0.067,0.075,0.004
1031,0.006,0.066,-0.065,0.003
1038,0.034,0.066,0.131,0.004
1044,0.006,0.065,0.131,0.004
1050,-0.134,0.064,-0.009,0.004
1056,0.146,0.065,0.047,0.004
1063,0.062,0.065,-0.009,0.004
1069,0.090,0.065,-0.009,0.004
1080,-0.050,0.064,0.019,0.004
1087,0.089,0.064,0.047,0.004
1093,0.117,0.065,-0.065,0.004
1099,0.062,0.065,-0.009,0.004
1105,0.034,0.065,0.019,0.004
1112,0.006,0.064,0.019,0.004
1118,-0.050,0.064,-0.037,0.004
1124,-0.078,0.063,0.047,0.004
1131,0.062,0.063,-0.065,0.004
1137,0.006,0.063,-0.037,0.004
1143,0.034,0.063,0.047,0.004
1150,-0.162,0.062,0.019,0.004
1156,-0.162,0.061,-0.009,0.004
1162,0.062,0.061,-0.037,0.004
1169,0.117,0.061,-0.092,0.003
1175,0.006,0.061,0.019,0.003
1181,-0.022,0.061,0.019,0.003
1188,-0.106,0.060,0.159,0.003
1194,0.006,0.060,0.019,0.004
1201,0.201,0.061,0.047,0.004
1207,0.090,0.061,0.131,0.005
1213,0.062,0.061,-0.009,0.004
1220,0.089,0.061,0.103,0.005
1226,0.034,0.061,0.047,0.005
1232,-0.134,0.060,0.103,0.006
1238,0.173,0.060,-0.009,0.006
1244,0.034,0.060,-0.009,0.005
1255,0.062,0.060,-0.065,0.005
1266,-0.078,0.059,-0.009,0.005
1274,0.006,0.059,-0.037,0.005
1280,-0.022,0.059,0.019,0.005
1286,-0.022,0.058,-0.009,0.005
1293,-0.022,0.058,-0.037,0.004
1299,-0.022,0.058,0.019,0.004
1305,0.090,0.058,0.019,0.004
1311,-0.078,0.057,-0.037,0.004
1318,0.034,0.057,0.019,0.004
1324,0.006,0.057,-0.065,0.004
1331,0.034,0.057,0.019,0.004
1337,-0.022,0.056,-0.121,0.003
1343,0.145,0.057,-0.009,0.003
1350,0.090,0.057,0.047,0.004
1356,-0.050,0.056,-0.037,0.003
1362,-0.050,0.056,-0.065,0.003
1368,-0.022,0.055,-0.009,0.003
1374,0.006,0.055,0.103,0.004
1381,0.034,0.055,-0.009,0.004
1387,-0.134,0.055,-0.009,0.004
1394,-0.078,0.054,-0.009,0.004
1400,0.034,0.054,0.019,0.004
1406,-0.078,0.054,-0.009,0.004
1413,0.034,0.054,-0.009,0.004
1419,0.062,0.054,-0.037,0.004
1425,-0.078,0.053,0.103,0.004
1431,-0.050,0.053,0.075,0.004
1438,0.034,0.052,0.075,0.004
1449,0.006,0.052,-0.037,0.004
1456,0.117,0.053,-0.037,0.004
1463,-0.134,0.052,0.131,0.004
1469,-0.050,0.051,-0.065,0.004
1475,0.062,0.051,-0.065,0.003
1486,0.006,0.051,0.019,0.004
1492,-0.022,0.051,0.103,0.004
1498,-0.106,0.050,-0.093,0.004
1505,-0.050,0.050,0.019,0.004
1511,0.062,0.050,0.075,0.004
1517,0.034,0.050,-0.009,0.004
1524,0.062,0.050,0.047,0.004
1530,0.117,0.050,-0.065,0.004
1536,0.089,0.051,0.019,0.004
1542,0.090,0.051,-0.009,0.004
1549,0.118,0.051,-0.121,0.004
1555,-0.022,0.051,0.019,0.004
1561,-0.022,0.050,0.019,0.004
1568,0.090,0.051,0.019,0.004
1574,0.034,0.051,0.131,0.005
1581,-0.022,0.050,0.075,0.005
1587,0.006,0.050,0.075,0.006
1593,0.006,0.050,0.047,0.006
1600,0.146,0.050,-0.093,0.005
1606,0.089,0.051,-0.093,0.005
1612,0.062,0.051,-0.037,0.004
1618,0.062,0.051,0.187,0.005
1624,0.006,0.051,-0.009,0.005
1632,0.146,0.051,-0.037,0.005
1639,0.146,0.052,0.047,0.005
1645,0.006,0.052,0.075,0.005
1651,0.006,0.051,0.131,0.006
1657,-0.078,0.051,0.047,0.006
1664,0.145,0.051,0.019,0.006
1670,0.061,0.052,0.019,0.006
1676,0.117,0.052,0.019,0.006
1683,0.146,0.052,-0.065,0.006
1689,-0.106,0.052,-0.093,0.006
1695,0.117,0.052,0.047,0.006
1702,0.118,0.052,-0.037,0.006
1712,0.006,0.052,-0.009,0.006
1718,-0.022,0.052,-0.037,0.006
1724,0.117,0.052,-0.149,0.005
1731,0.034,0.052,-0.009,0.005
1737,0.006,0.052,-0.120,0.005
1743,0.117,0.052,0.019,0.005
1749,0.062,0.052,0.047,0.005
1756,0.034,0.052,0.075,0.005
1762,-0.022,0.052,-0.009,0.005
1768,0.006,0.051,0.131,0.005
1775,-0.022,0.051,-0.149,0.005
1781,-0.050,0.051,-0.093,0.004
1787,0.034,0.051,-0.121,0.003
1794,0.062,0.051,-0.037,0.003
1800,0.006,0.051,0.075,0.003
1807,0.034,0.051,-0.093,0.003
1818,0.034,0.051,0.019,0.003
1824,-0.022,0.050,0.019,0.003
1831,-0.078,0.050,-0.037,0.003
1837,0.062,0.050,-0.009,0.003
1843,0.006,0.050,-0.065,0.002
1850,-0.022,0.050,-0.037,0.002
1856,0.145,0.050,-0.065,0.002
1862,0.061,0.050,-0.009,0.002
1868,0.062,0.050,0.075,0.002
1874,0.089,0.051,-0.009,0.002
1881,-0.050,0.050,0.019,0.002
1887,0.117,0.050,-0.065,0.002
1894,0.034,0.050,-0.065,0.001
1900,-0.050,0.050,-0.065,0.000
1906,0.090,0.050,-0.037,0.000
1913,0.034,0.050,-0.093,-0.000
1919,0.006,0.050,-0.121,-0.001
1925,0.034,0.050,0.047,-0.000
1981,-0.022,0.049,-0.009,-0.001
1987,0.062,0.049,0.047,-0.001
1994,-0.022,0.049,-0.121,-0.001
2000,0.062,0.049,-0.093,-0.002
2006,0.117,0.049,-0.065,-0.002
2012,0.090,0.050,-0.009,-0.002
2018,0.089,0.050,0.019,-0.002
2025,0.034,0.049,-0.037,-0.002
2031,0.006,0.050,0.047,-0.002
2039,0.145,0.050,-0.065,-0.002
2045,0.034,0.050,0.103,-0.002
2051,-0.050,0.049,0.103,-0.001
2058,0.090,0.049,0.103,-0.001
2064,0.062,0.049,0.075,-0.000
2070,-0.050,0.049,-0.037,-0.001
2077,-0.050,0.048,0.047,-0.000
2083,0.034,0.049,-0.009,-0.001
2089,0.006,0.049,-0.009,-0.001
2095,-0.162,0.048,0.019,-0.000
2102,-0.134,0.047,0.047,-0.000
2108,0.062,0.047,-0.149,-0.001
2114,-0.050,0.046,-0.037,-0.001
2121,0.034,0.046,-0.009,-0.001
2127,0.006,0.046,-0.009,-0.001
2134,-0.162,0.045,-0.009,-0.001
2140,0.006,0.044,-0.009,-0.001
2146,0.006,0.044,-0.120,-0.001
2153,0.062,0.044,-0.037,-0.002
2159,-0.050,0.044,0.075,-0.001
2165,0.146,0.044,0.075,-0.001
2171,0.034,0.044,-0.093,-0.001
2178,-0.022,0.044,0.075,-0.001
2184,0.034,0.044,0.019,-0.002
2194,0.118,0.045,-0.065,-0.002
2201,0.062,0.045,-0.065,-0.002
2207,0.090,0.045,-0.065,-0.002
2213,0.145,0.046,0.103,-0.002
2221,0.034,0.045,0.047,-0.001
2228,0.062,0.046,-0.093,-0.001
2234,-0.050,0.045,-0.009,-0.001
2241,0.062,0.046,0.047,-0.001
2247,0.062,0.046,0.103,-0.000
2254,0.090,0.046,0.131,0.000
2260,-0.022,0.046,0.075,0.000
2266,0.006,0.045,0.131,0.001
2273,0.006,0.045,-0.009,0.001
2279,0.006,0.045,0.047,0.001
2285,0.034,0.045,0.075,0.001
2291,0.202,0.046,-0.093,0.001
2297,0.146,0.046,-0.009,0.001
2304,0.062,0.046,-0.009,0.001
2310,0.034,0.046,0.075,0.001
2316,0.146,0.047,0.019,0.001
2323,-0.162,0.046,0.047,0.002
2329,0.090,0.046,0.047,0.002
2335,0.034,0.046,-0.009,0.002
2342,-0.050,0.046,-0.092,0.001
2348,0.034,0.046,-0.009,0.001
2355,-0.050,0.045,0.019,0.001
2361,-0.162,0.044,-0.037,0.001
2367,-0.162,0.043,-0.009,0.001
2374,0.062,0.043,-0.093,0.001
2380,0.034,0.043,0.103,0.001
2386,0.146,0.044,0.159,0.002
2392,-0.022,0.043,-0.065,0.002
2404,0.034,0.043,0.103,0.002
2410,0.090,0.044,0.019,0.002
2420,-0.050,0.043,-0.065,0.001
2427,0.173,0.044,-0.037,0.001
2434,-0.078,0.043,0.075,0.002
2441,-0.162,0.042,-0.093,0.001
2447,0.006,0.042,0.103,0.002
2453,-0.078,0.041,0.019,0.002
2459,-0.078,0.041,0.019,0.002
2465,-0.050,0.040,-0.065,0.002
2472,0.034,0.040,0.047,0.002
2478,0.006,0.040,-0.065,0.002
2484,0.034,0.040,0.215,0.002
2491,0.062,0.040,-0.009,0.002
2497,0.090,0.041,0.019,0.002
2503,0.062,0.041,-0.093,0.002
2510,0.117,0.041,-0.037,0.001
2516,0.062,0.041,-0.149,0.001
2522,0.006,0.041,-0.037,0.001
2529,0.117,0.041,0.075,0.001
2535,-0.022,0.041,0.075,0.001
2541,0.090,0.041,0.131,0.001
2548,-0.050,0.041,0.103,0.002
2554,-0.022,0.041,-0.037,0.002
2560,-0.022,0.041,-0.037,0.002
2567,-0.022,0.041,-0.009,0.002
2573,0.174,0.042,-0.009,0.002
2579,-0.078,0.041,-0.037,0.002
2587,0.006,0.041,0.047,0.002
2594,-0.078,0.040,-0.121,0.002
2601,0.090,0.040,0.103,0.002
2607,0.006,0.040,0.047,0.002
2614,0.034,0.040,-0.009,0.003
2620,-0.022,0.040,0.047,0.003
2626,-0.050,0.039,0.131,0.003
2632,-0.078,0.039,-0.037,0.003
2643,0.034,0.039,0.075,0.004
2649,0.006,0.039,-0.093,0.003
2655,-0.050,0.038,0.075,0.004
2661,0.034,0.038,-0.009,0.003
2668,0.117,0.039,-0.037,0.003
2674,-0.050,0.038,0.075,0.004
2680,0.034,0.038,-0.065,0.003
2687,0.006,0.039,-0.065,0.003
2693,-0.022,0.038,0.047,0.003
2699,-0.050,0.038,-0.037,0.003
2705,0.062,0.038,-0.065,0.003
2712,0.118,0.039,0.103,0.004
2718,0.090,0.039,0.075,0.004
2724,0.090,0.040,0.075,0.004
2731,-0.050,0.040,-0.065,0.004
2737,0.062,0.040,-0.037,0.004
2743,0.145,0.041,0.019,0.003
2750,-0.078,0.040,0.103,0.003
2756,-0.022,0.040,-0.037,0.003
2762,0.062,0.040,0.047,0.004
2770,0.006,0.040,0.047,0.004
2776,0.062,0.040,0.047,0.004
2782,0.117,0.041,0.047,0.005
2789,-0.022,0.041,-0.121,0.004
2795,-0.022,0.040,0.047,0.004
2802,0.062,0.040,0.075,0.004
2808,-0.022,0.040,-0.149,0.004
2814,0.062,0.040,-0.037,0.004
2821,0.062,0.040,-0.065,0.003
2827,0.061,0.040,-0.009,0.003
2833,0.006,0.040,-0.037,0.003
2839,0.089,0.040,0.131,0.004
2845,0.117,0.041,-0.009,0.004
2852,0.090,0.041,0.047,0.004
2858,0.062,0.041,0.160,0.005
2914,-0.022,0.041,-0.009,0.005
2920,-0.106,0.040,-0.037,0.005
2927,-0.134,0.039,-0.121,0.004
2933,0.089,0.040,-0.037,0.004
2939,-0.078,0.039,0.159,0.004
2945,-0.134,0.038,0.047,0.005
2952,0.145,0.039,-0.037,0.005
2958,0.006,0.039,-0.009,0.005
2964,0.034,0.039,0.047,0.005
2970,-0.050,0.038,0.019,0.005
2977,-0.022,0.038,-0.009,0.005
2983,-0.078,0.037,-0.093,0.005
2992,-0.050,0.037,-0.037,0.005
3000,-0.078,0.036,-0.065,0.004
3006,-0.022,0.036,0.047,0.004
3012,0.034,0.036,0.075,0.005
3019,0.090,0.036,0.159,0.006
3025,0.062,0.036,0.075,0.006
3031,-0.106,0.036,0.075,0.006
3037,-0.022,0.035,-0.121,0.005
3044,0.006,0.036,0.103,0.006
3050,0.034,0.036,0.047,0.006
3056,0.062,0.036,0.075,0.006
3063,-0.078,0.035,-0.065,0.006
3069,0.006,0.035,0.075,0.006
3075,-0.022,0.035,-0.009,0.006
3082,-0.022,0.035,0.019,0.006
3088,-0.134,0.034,-0.121,0.005
3094,0.006,0.034,-0.009,0.005
3101,0.034,0.034,0.132,0.006
3107,-0.106,0.033,0.019,0.006
3114,-0.134,0.032,0.047,0.006
3120,0.062,0.032,0.075,0.006
3126,0.006,0.032,0.131,0.007
3136,-0.022,0.032,0.159,0.008
3143,0.061,0.032,-0.092,0.008
3149,0.034,0.032,0.019,0.008
3155,0.006,0.032,0.019,0.007
3161,-0.134,0.031,0.019,0.007
3167,0.062,0.031,-0.065,0.007
3178,0.006,0.031,0.103,0.008
3184,0.118,0.032,0.019,0.008
3190,0.034,0.032,-0.093,0.007
3197,0.090,0.032,-0.149,0.007
3203,0.117,0.033,0.075,0.007
3209,0.034,0.033,0.047,0.007
3215,0.034,0.033,-0.065,0.007
3222,0.062,0.033,-0.037,0.007
3228,0.062,0.033,0.019,0.007
3234,-0.022,0.032,-0.009,0.007
3241,-0.106,0.032,0.103,0.007
3247,0.117,0.032,-0.065,0.007
3254,-0.022,0.032,-0.037,0.007
3260,-0.050,0.031,0.159,0.007
3266,0.034,0.031,-0.009,0.007
3273,0.146,0.032,0.103,0.007
3279,0.034,0.032,-0.065,0.007
3285,-0.050,0.032,0.075,0.008
3291,-0.078,0.031,0.103,0.008
3298,0.006,0.031,0.103,0.009
3304,-0.078,0.030,0.019,0.009
3310,0.034,0.030,-0.065,0.008
3316,0.145,0.031,0.019,0.008
3323,0.062,0.031,0.019,0.008
3329,0.006,0.031,-0.037,0.008
3335,-0.162,0.031,0.047,0.009
3342,-0.162,0.030,-0.092,0.008
3348,-0.022,0.030,-0.065,0.007
3364,-0.050,0.029,0.019,0.007
3370,0.006,0.029,-0.037,0.006
3376,0.062,0.030,-0.037,0.006
3382,-0.050,0.029,-0.093,0.006
3388,-0.134,0.028,-0.037,0.005
3395,0.062,0.029,0.103,0.006
3401,-0.022,0.028,-0.092,0.005
3407,0.090,0.029,-0.009,0.005
3414,0.174,0.029,-0.009,0.005
3420,0.090,0.030,0.047,0.005
3427,0.034,0.030,-0.009,0.005
3433,-0.050,0.029,-0.065,0.005
3439,-0.050,0.029,-0.037,0.005
3445,-0.106,0.028,-0.093,0.004
3452,-0.022,0.028,-0.065,0.004
3458,-0.022,0.027,-0.037,0.004
3464,-0.078,0.027,-0.037,0.004
3471,0.146,0.027,-0.121,0.003
3477,0.062,0.028,-0.121,0.002
3483,0.006,0.028,-0.009,0.002
3489,0.034,0.028,-0.037,0.002
3496,0.117,0.029,-0.037,0.002
3502,-0.050,0.028,0.243,0.003
3508,0.062,0.029,-0.009,0.003
3515,0.034,0.029,0.103,0.004
3521,0.006,0.028,0.019,0.004
3527,0.006,0.029,-0.009,0.004
3534,0.062,0.029,-0.009,0.004
3545,-0.078,0.028,-0.148,0.003
3551,-0.050,0.028,-0.009,0.003
3558,-0.022,0.028,0.019,0.003
3564,-0.050,0.028,-0.037,0.003
3571,0.034,0.028,-0.120,0.002
3577,-0.050,0.027,0.019,0.002
3586,0.062,0.028,-0.093,0.002
3592,0.118,0.028,-0.009,0.002
3598,0.034,0.028,-0.121,0.001
3604,0.006,0.028,-0.037,0.001
3611,0.006,0.028,0.103,0.002
3617,0.006,0.028,0.103,0.002
3623,-0.022,0.027,-0.037,0.002
3630,-0.078,0.027,0.047,0.002
3636,0.006,0.027,-0.009,0.001
3642,0.006,0.026,-0.065,0.001
3649,0.118,0.027,0.019,0.001
3655,0.006,0.027,0.103,0.001
3661,0.117,0.027,0.047,0.002
3667,0.090,0.028,-0.009,0.001
3674,0.062,0.028,-0.009,0.001
3680,-0.022,0.028,0.019,0.001
3687,0.006,0.027,0.075,0.002
3693,0.006,0.027,-0.009,0.002
3699,0.006,0.028,-0.065,0.002
3705,0.034,0.028,0.019,0.002
3712,-0.022,0.027,0.047,0.002
3718,-0.022,0.027,-0.093,0.002
3730,-0.162,0.026,-0.093,0.001
3736,-0.022,0.026,0.019,0.001
3742,-0.134,0.025,-0.037,0.001
3748,0.034,0.025,-0.037,0.001
3755,0.034,0.025,0.103,0.001
3761,0.062,0.025,0.047,0.001
3767,0.006,0.025,-0.065,0.002
3774,-0.106,0.025,-0.093,0.001
3780,-0.022,0.024,-0.009,0.001
3787,0.090,0.025,0.047,0.001
3793,0.006,0.025,-0.065,0.001
3799,0.034,0.025,-0.037,0.001
3856,-0.022,0.025,-0.092,0.000
3862,0.034,0.025,-0.093,-0.000
3868,-0.050,0.024,0.075,0.000
3875,0.034,0.024,-0.093,-0.000
3881,0.090,0.025,-0.037,-0.000
3887,0.089,0.025,0.075,-0.000
3894,-0.022,0.025,0.075,0.000
3900,0.006,0.025,0.075,0.001
3906,-0.022,0.024,0.103,0.001
3913,0.062,0.025,0.131,0.002
3919,-0.022,0.024,0.075,0.002
3925,0.034,0.024,-0.065,0.002
3931,-0.022,0.024,0.019,0.002
3938,0.062,0.024,0.047,0.003
3948,-0.078,0.024,0.019,0.003
3956,0.006,0.024,0.019,0.003
3962,0.034,0.024,-0.009,0.003
3968,0.145,0.025,0.047,0.003
3974,-0.078,0.024,-0.037,0.003
3981,0.034,0.024,0.019,0.003
3987,-0.022,0.023,-0.065,0.003
3994,-0.022,0.023,-0.037,0.003
4000,0.006,0.024,-0.065,0.002
4006,0.089,0.024,0.187,0.003
4012,0.062,0.024,-0.037,0.003
4019,-0.022,0.024,-0.065,0.002
4025,0.034,0.025,-0.009,0.002
4031,0.089,0.025,-0.120,0.001
4037,-0.050,0.025,-0.009,0.001
4044,-0.022,0.025,-0.065,0.001
4050,-0.078,0.025,-0.009,0.001
4056,-0.022,0.024,0.103,0.001
4063,0.034,0.024,-0.065,0.001
4069,0.062,0.025,-0.037,0.001
4079,-0.050,0.024,-0.121,0.000
4085,-0.022,0.024,-0.037,-0.000
4092,0.062,0.024,0.019,-0.001
4098,0.034,0.024,0.019,-0.000
4104,0.062,0.024,0.131,0.000
4111,-0.050,0.024,-0.093,-0.000
4117,0.146,0.024,-0.009,-0.000
4123,0.061,0.025,-0.037,-0.001
4135,0.034,0.025,0.075,-0.000
4142,0.034,0.025,-0.093,-0.001
4149,0.034,0.025,-0.037,-0.001
4155,0.034,0.025,-0.037,-0.001
4161,0.062,0.025,0.159,-0.000
4168,-0.022,0.025,-0.009,-0.000
4174,-0.022,0.025,-0.009,-0.000
4181,0.006,0.025,-0.121,-0.000
4187,-0.050,0.024,-0.037,-0.000
4193,-0.050,0.024,0.019,-0.000
4199,-0.050,0.024,0.047,0.000
4205,-0.106,0.023,-0.065,-0.000
4212,0.006,0.023,-0.177,-0.002
4218,-0.050,0.022,-0.065,-0.002
4224,-0.050,0.022,0.019,-0.002
4231,0.006,0.022,0.019,-0.002
4237,0.089,0.022,0.075,-0.002
4243,0.090,0.023,-0.065,-0.002
4250,-0.050,0.022,-0.093,-0.002
4256,0.090,0.023,-0.121,-0.003
4262,0.034,0.023,0.019,-0.002
4269,-0.078,0.022,-0.037,-0.003
4275,-0.050,0.022,0.103,-0.002
4281,0.146,0.023,0.019,-0.002
4288,0.090,0.023,0.047,-0.002
4298,0.006,0.023,-0.009,-0.002
4304,0.006,0.023,0.103,-0.001
4310,0.118,0.024,0.019,-0.001
4322,0.061,0.024,0.019,-0.000
4328,0.006,0.024,-0.176,-0.001
4334,0.006,0.024,-0.037,-0.001
4341,0.034,0.024,-0.065,-0.002
4347,-0.050,0.023,0.131,-0.001
4353,-0.050,0.023,-0.121,-0.002
4360,-0.163,0.022,-0.009,-0.002
4366,-0.078,0.022,-0.065,-0.002
4372,0.006,0.022,0.019,-0.002
4378,-0.078,0.021,-0.121,-0.002
4385,-0.050,0.021,0.047,-0.002
4391,0.034,0.021,0.047,-0.002
4397,0.034,0.022,-0.037,-0.002
4404,-0.078,0.021,-0.065,-0.003
4410,-0.050,0.021,0.075,-0.002
4416,-0.134,0.020,-0.065,-0.002
4423,-0.022,0.020,-0.037,-0.002
4429,0.034,0.021,-0.009,-0.003
4435,0.034,0.021,-0.037,-0.003
4442,0.006,0.021,0.075,-0.003
4448,0.034,0.021,0.019,-0.003
4454,0.061,0.021,0.075,-0.002
4461,0.006,0.021,-0.037,-0.002
4467,0.090,0.021,-0.009,-0.002
4473,-0.022,0.021,0.131,-0.002
4480,0.173,0.022,0.019,-0.002
4486,0.173,0.023,0.019,-0.002
4492,-0.078,0.022,0.075,-0.002
4504,0.006,0.022,-0.037,-0.001
4510,-0.022,0.022,-0.148,-0.002
4520,-0.106,0.022,0.047,-0.002
4527,0.034,0.021,-0.121,-0.002
4534,-0.050,0.021,0.019,-0.002
4540,-0.022,0.021,-0.065,-0.003
4547,-0.050,0.021,-0.009,-0.003
4553,-0.050,0.020,0.047,-0.003
4559,0.006,0.020,0.075,-0.003
4565,-0.050,0.020,0.047,-0.002
4572,0.006,0.020,0.019,-0.002
4578,0.062,0.020,0.047,-0.002
4584,0.173,0.021,0.019,-0.002
4590,0.145,0.022,-0.009,-0.002
4597,-0.134,0.021,-0.009,-0.002
4603,0.062,0.021,0.019,-0.002
4609,-0.106,0.021,0.131,-0.001
4616,0.034,0.021,0.075,-0.001
4622,0.090,0.021,0.103,-0.001
4628,0.145,0.022,-0.037,-0.000
4635,0.062,0.022,0.019,-0.000
4641,0.006,0.022,-0.009,-0.000
4647,0.118,0.022,-0.009,-0.000
4654,-0.022,0.022,0.075,0.000
4660,-0.022,0.022,0.075,0.001
4667,0.117,0.022,0.047,0.000
4673,-0.050,0.022,0.019,0.001
4679,-0.050,0.021,-0.009,0.001
4687,0.034,0.021,-0.009,0.001
4694,-0.050,0.021,0.075,0.001
4701,-0.050,0.021,-0.009,0.000
4707,-0.106,0.020,-0.009,0.000
4713,-0.050,0.020,0.131,0.001
4720,0.034,0.020,0.215,0.002
4726,0.034,0.020,0.047,0.002
4732,0.062,0.020,0.075,0.002
4783,-0.162,0.019,-0.037,0.002
4789,0.006,0.019,-0.009,0.002
4795,0.006,0.019,-0.037,0.002
4801,-0.022,0.019,-0.093,0.001
4808,-0.050,0.019,0.075,0.002
4814,-0.022,0.019,-0.009,0.002
4821,-0.022,0.018,0.047,0.002
4827,0.090,0.019,-0.093,0.001
4833,-0.078,0.019,0.131,0.002
4840,0.118,0.019,0.047,0.002
4846,-0.022,0.019,-0.037,0.002
4852,-0.050,0.018,0.019,0.002
4858,-0.106,0.018,0.131,0.003
4864,0.061,0.018,0.103,0.003
4871,0.034,0.018,-0.009,0.003
4877,0.145,0.019,-0.037,0.003
